team,playerName,TargetType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Player,RouteType,Routes Run,FP/routes
DAL,Dalton Schultz,Dig,3.5,6,4,13.5,Dalton Schultz,Dig,46.0,0.29347826086956524
DAL,Dalton Schultz,Out,17.1,0,18,35.1,Dalton Schultz,Out,63.0,0.5571428571428572
DAL,Dalton Schultz,Post,3.2,0,2,5.2,Dalton Schultz,Post,15.0,0.3466666666666667
DAL,Dalton Schultz,Slant,0.7000000000000001,0,1,1.7000000000000002,Dalton Schultz,Slant,23.0,0.07391304347826087
MIN,Dalvin Cook,Out,1.0,0,2,3.0,Dalvin Cook,Out,10.0,0.3
ATL,Damiere Byrd,Comeback,1.1,0,1,2.1,Damiere Byrd,Comeback,6.0,0.35000000000000003
ATL,Damiere Byrd,Curl,8.7,0,9,17.7,Damiere Byrd,Curl,88.0,0.20113636363636364
ATL,Damiere Byrd,Dig,2.4000000000000004,0,3,5.4,Damiere Byrd,Dig,39.0,0.13846153846153847
ATL,Damiere Byrd,Out,2.2,0,2,4.2,Damiere Byrd,Out,13.0,0.3230769230769231
ATL,Damiere Byrd,Slant,1.4000000000000001,0,2,3.4000000000000004,Damiere Byrd,Slant,10.0,0.34
JAX,Dan Arnold,Curl,6.200000000000001,0,6,12.200000000000001,Dan Arnold,Curl,51.0,0.23921568627450981
JAX,Dan Arnold,Dig,1.9000000000000001,0,1,2.9000000000000004,Dan Arnold,Dig,21.0,0.1380952380952381
JAX,Dan Arnold,Out,4.900000000000001,0,5,9.9,Dan Arnold,Out,37.0,0.26756756756756755
JAX,Dan Arnold,Slant,4.500000000000001,0,3,7.500000000000001,Dan Arnold,Slant,17.0,0.44117647058823534
CHI,Dante Pettis,Curl,0.9000000000000001,0,2,2.9000000000000004,Dante Pettis,Curl,8.0,0.36250000000000004
CHI,Dante Pettis,Out,1.4,6,2,9.4,Dante Pettis,Out,6.0,1.5666666666666667
CHI,Dante Pettis,Slant,5.2,0,3,8.2,Dante Pettis,Slant,8.0,1.025
NYG,Darius Slayton,Comeback,3.1,0,3,6.1,Darius Slayton,Comeback,14.0,0.43571428571428567
NYG,Darius Slayton,Corner,0.0,0,0,0.0,Darius Slayton,Corner,23.0,0.0
NYG,Darius Slayton,Curl,8.5,0,8,16.5,Darius Slayton,Curl,57.0,0.2894736842105263
NYG,Darius Slayton,Dig,0.7000000000000001,0,1,1.7000000000000002,Darius Slayton,Dig,26.0,0.06538461538461539
NYG,Darius Slayton,Out,1.4000000000000001,0,1,2.4000000000000004,Darius Slayton,Out,29.0,0.08275862068965519
NYG,Darius Slayton,Post,1.5,0,1,2.5,Darius Slayton,Post,22.0,0.11363636363636363
NYG,Darius Slayton,Slant,3.1,0,2,5.1,Darius Slayton,Slant,16.0,0.31875
CHI,Darnell Mooney,Corner,5.4,0,3,8.4,Darnell Mooney,Corner,38.0,0.2210526315789474
CHI,Darnell Mooney,Curl,24.600000000000005,0,23,47.60000000000001,Darnell Mooney,Curl,144.0,0.3305555555555556
CHI,Darnell Mooney,Dig,6.0,0,3,9.0,Darnell Mooney,Dig,39.0,0.23076923076923078
CHI,Darnell Mooney,Out,11.800000000000002,0,11,22.8,Darnell Mooney,Out,54.0,0.4222222222222222
CHI,Darnell Mooney,Post,0.0,0,0,0.0,Darnell Mooney,Post,31.0,0.0
CHI,Darnell Mooney,Slant,8.2,0,6,14.2,Darnell Mooney,Slant,31.0,0.45806451612903226
LV,Darren Waller,Corner,0.0,0,0,0.0,Darren Waller,Corner,18.0,0.0
LV,Darren Waller,Curl,10.000000000000002,0,8,18.0,Darren Waller,Curl,42.0,0.42857142857142855
LV,Darren Waller,Dig,4.6000000000000005,0,4,8.600000000000001,Darren Waller,Dig,38.0,0.22631578947368425
LV,Darren Waller,Out,15.200000000000003,6,13,34.2,Darren Waller,Out,39.0,0.876923076923077
LV,Darren Waller,Post,4.5,0,2,6.5,Darren Waller,Post,16.0,0.40625
LV,Darren Waller,Slant,10.0,6,8,24.000000000000004,Darren Waller,Slant,25.0,0.9600000000000002
LV,Davante Adams,Comeback,1.1,0,1,2.1,Davante Adams,Comeback,2.0,1.05
LV,Davante Adams,Corner,7.200000000000001,0,2,9.2,Davante Adams,Corner,27.0,0.34074074074074073
LV,Davante Adams,Curl,9.700000000000001,0,11,20.7,Davante Adams,Curl,34.0,0.6088235294117647
LV,Davante Adams,Dig,24.800000000000004,0,14,38.800000000000004,Davante Adams,Dig,68.0,0.5705882352941177
LV,Davante Adams,Out,12.500000000000002,12,19,43.50000000000001,Davante Adams,Out,62.0,0.7016129032258066
LV,Davante Adams,Post,7.9,0,4,11.9,Davante Adams,Post,15.0,0.7933333333333333
LV,Davante Adams,Slant,21.700000000000006,12,18,51.699999999999996,Davante Adams,Slant,75.0,0.6893333333333332
CHI,David Montgomery,Curl,3.0000000000000004,0,4,7.0,David Montgomery,Curl,46.0,0.15217391304347827
CHI,David Montgomery,Out,1.1,0,2,3.0999999999999996,David Montgomery,Out,8.0,0.38749999999999996
CHI,David Moore,Post,0.0,0,0,0.0,David Moore,Post,1.0,0.0
CLE,David Njoku,Corner,4.5,0,2,6.5,David Njoku,Corner,25.0,0.26
CLE,David Njoku,Curl,3.7,0,6,9.7,David Njoku,Curl,60.0,0.16166666666666665
CLE,David Njoku,Out,3.2,0,2,5.2,David Njoku,Out,23.0,0.22608695652173913
CLE,David Njoku,Post,2.0,6,1,9.0,David Njoku,Post,7.0,1.2857142857142858
NYG,David Sills V,Slant,0.0,0,0,0.0,David Sills V,Slant,4.0,0.0
BUF,Dawson Knox,Corner,6.6000000000000005,0,2,8.600000000000001,Dawson Knox,Corner,23.0,0.37391304347826093
BUF,Dawson Knox,Curl,1.9000000000000001,6,3,10.9,Dawson Knox,Curl,42.0,0.25952380952380955
BUF,Dawson Knox,Dig,3.0,0,2,5.0,Dawson Knox,Dig,28.0,0.17857142857142858
BUF,Dawson Knox,Out,2.4000000000000004,6,1,9.4,Dawson Knox,Out,36.0,0.2611111111111111
BUF,Dawson Knox,Post,1.1,6,1,8.1,Dawson Knox,Post,18.0,0.44999999999999996
WAS,Dax Milne,Post,0.0,0,0,0.0,Dax Milne,Post,8.0,0.0
WAS,Dax Milne,Slant,2.2,0,1,3.2,Dax Milne,Slant,3.0,1.0666666666666667
LAC,DeAndre Carter,Comeback,0.0,0,0,0.0,DeAndre Carter,Comeback,8.0,0.0
LAC,DeAndre Carter,Corner,3.7,6,2,11.7,DeAndre Carter,Corner,7.0,1.6714285714285713
LAC,DeAndre Carter,Curl,4.699999999999999,0,4,8.7,DeAndre Carter,Curl,26.0,0.3346153846153846
LAC,DeAndre Carter,Dig,6.7,0,3,9.7,DeAndre Carter,Dig,23.0,0.42173913043478256
LAC,DeAndre Carter,Out,1.8000000000000003,0,2,3.8000000000000003,DeAndre Carter,Out,16.0,0.23750000000000002
LAC,DeAndre Carter,Post,2.2,0,1,3.2,DeAndre Carter,Post,12.0,0.26666666666666666
LAC,DeAndre Carter,Slant,2.7,0,2,4.699999999999999,DeAndre Carter,Slant,11.0,0.4272727272727272
NE,DeVante Parker,Comeback,2.4,0,3,5.4,DeVante Parker,Comeback,5.0,1.08
NE,DeVante Parker,Corner,3.7,0,1,4.7,DeVante Parker,Corner,15.0,0.31333333333333335
NE,DeVante Parker,Curl,7.700000000000001,0,10,17.7,DeVante Parker,Curl,59.0,0.3
NE,DeVante Parker,Dig,4.5,0,3,7.5,DeVante Parker,Dig,31.0,0.24193548387096775
NE,DeVante Parker,Out,2.4000000000000004,0,3,5.3999999999999995,DeVante Parker,Out,12.0,0.44999999999999996
NE,DeVante Parker,Post,2.0,0,1,3.0,DeVante Parker,Post,23.0,0.13043478260869565
NE,DeVante Parker,Slant,13.4,6,12,31.400000000000006,DeVante Parker,Slant,54.0,0.5814814814814816
PHI,DeVonta Smith,Comeback,12.700000000000001,0,9,21.7,DeVonta Smith,Comeback,25.0,0.868
PHI,DeVonta Smith,Corner,3.7,0,1,4.7,DeVonta Smith,Corner,26.0,0.18076923076923077
PHI,DeVonta Smith,Curl,19.8,0,18,37.800000000000004,DeVonta Smith,Curl,86.0,0.4395348837209303
PHI,DeVonta Smith,Dig,11.500000000000002,0,7,18.5,DeVonta Smith,Dig,42.0,0.44047619047619047
PHI,DeVonta Smith,Out,6.7,0,7,13.7,DeVonta Smith,Out,28.0,0.48928571428571427
PHI,DeVonta Smith,Post,2.8000000000000003,6,1,9.8,DeVonta Smith,Post,18.0,0.5444444444444445
PHI,DeVonta Smith,Slant,3.7,6,5,14.7,DeVonta Smith,Slant,26.0,0.5653846153846154
SEA,Dee Eskridge,Post,0.0,0,0,0.0,Dee Eskridge,Post,4.0,0.0
SEA,Dee Eskridge,Slant,1.1,0,1,2.1,Dee Eskridge,Slant,8.0,0.2625
SF,Deebo Samuel,Corner,4.3,0,1,5.3,Deebo Samuel,Corner,14.0,0.37857142857142856
SF,Deebo Samuel,Curl,9.900000000000002,0,9,18.900000000000002,Deebo Samuel,Curl,62.0,0.3048387096774194
SF,Deebo Samuel,Dig,36.4,6,17,59.400000000000006,Deebo Samuel,Dig,71.0,0.8366197183098593
SF,Deebo Samuel,Out,1.8,0,2,3.8,Deebo Samuel,Out,28.0,0.1357142857142857
SF,Deebo Samuel,Post,9.5,6,2,17.5,Deebo Samuel,Post,20.0,0.875
SF,Deebo Samuel,Slant,9.700000000000001,0,8,17.700000000000003,Deebo Samuel,Slant,35.0,0.5057142857142858
LV,Demarcus Robinson,Curl,13.1,0,15,28.099999999999998,Demarcus Robinson,Curl,107.0,0.2626168224299065
LV,Demarcus Robinson,Dig,0.0,0,0,0.0,Demarcus Robinson,Dig,33.0,0.0
LV,Demarcus Robinson,Out,0.8,0,1,1.8,Demarcus Robinson,Out,30.0,0.060000000000000005
NYJ,Denzel Mims,Post,2.7,0,1,3.7,Denzel Mims,Post,10.0,0.37
NYJ,Denzel Mims,Slant,1.9000000000000001,0,2,3.9,Denzel Mims,Slant,17.0,0.22941176470588234
NO,Deonte Harty,Comeback,4.9,0,4,8.9,Deonte Harty,Comeback,6.0,1.4833333333333334
NO,Deonte Harty,Corner,7.6,6,2,15.6,Deonte Harty,Corner,7.0,2.2285714285714286
NO,Deonte Harty,Curl,6.600000000000001,0,7,13.600000000000001,Deonte Harty,Curl,22.0,0.6181818181818183
NO,Deonte Harty,Dig,7.0,6,1,14.0,Deonte Harty,Dig,12.0,1.1666666666666667
NO,Deonte Harty,Out,9.1,0,9,18.1,Deonte Harty,Out,28.0,0.6464285714285715
NO,Deonte Harty,Post,7.2,6,1,14.2,Deonte Harty,Post,12.0,1.1833333333333333
NO,Deonte Harty,Slant,3.7,0,4,7.700000000000001,Deonte Harty,Slant,12.0,0.6416666666666667
TEN,Derrick Henry,Curl,4.4,0,7,11.4,Derrick Henry,Curl,29.0,0.3931034482758621
TEN,Derrick Henry,Dig,0.4,0,1,1.4,Derrick Henry,Dig,4.0,0.35
BAL,Devin Duvernay,Comeback,0.7000000000000001,0,1,1.7000000000000002,Devin Duvernay,Comeback,4.0,0.42500000000000004
BAL,Devin Duvernay,Corner,1.9000000000000001,6,1,8.9,Devin Duvernay,Corner,13.0,0.6846153846153846
BAL,Devin Duvernay,Curl,3.3000000000000003,0,3,6.300000000000001,Devin Duvernay,Curl,67.0,0.09402985074626867
BAL,Devin Duvernay,Dig,2.5,0,2,4.5,Devin Duvernay,Dig,30.0,0.15
BAL,Devin Duvernay,Out,1.3,0,2,3.3,Devin Duvernay,Out,26.0,0.12692307692307692
BAL,Devin Duvernay,Slant,5.4,0,5,10.4,Devin Duvernay,Slant,36.0,0.2888888888888889
BUF,Devin Singletary,Curl,7.4,0,10,17.4,Devin Singletary,Curl,72.0,0.24166666666666664
BUF,Devin Singletary,Dig,1.1,0,2,3.1,Devin Singletary,Dig,5.0,0.62
TEN,Dez Fitzpatrick,Corner,0.0,0,0,0.0,Dez Fitzpatrick,Corner,2.0,0.0
TEN,Dez Fitzpatrick,Post,1.8,6,1,8.8,Dez Fitzpatrick,Post,4.0,2.2
TEN,Dez Fitzpatrick,Slant,0.5,0,1,1.5,Dez Fitzpatrick,Slant,8.0,0.1875
PIT,Diontae Johnson,Comeback,7.300000000000001,0,5,12.299999999999999,Diontae Johnson,Comeback,10.0,1.23
PIT,Diontae Johnson,Corner,1.5,0,1,2.5,Diontae Johnson,Corner,11.0,0.22727272727272727
PIT,Diontae Johnson,Curl,8.899999999999999,0,13,21.9,Diontae Johnson,Curl,77.0,0.2844155844155844
PIT,Diontae Johnson,Dig,10.1,0,8,18.099999999999998,Diontae Johnson,Dig,51.0,0.3549019607843137
PIT,Diontae Johnson,Out,10.600000000000001,0,15,25.599999999999998,Diontae Johnson,Out,72.0,0.3555555555555555
PIT,Diontae Johnson,Post,4.300000000000001,6,2,12.3,Diontae Johnson,Post,22.0,0.5590909090909091
PIT,Diontae Johnson,Slant,18.0,12,16,45.99999999999999,Diontae Johnson,Slant,48.0,0.9583333333333331
CLE,Donovan Peoples-Jones,Comeback,0.0,0,0,0.0,Donovan Peoples-Jones,Comeback,4.0,0.0
CLE,Donovan Peoples-Jones,Corner,1.5,0,1,2.5,Donovan Peoples-Jones,Corner,16.0,0.15625
CLE,Donovan Peoples-Jones,Curl,5.4,0,5,10.4,Donovan Peoples-Jones,Curl,56.0,0.18571428571428572
CLE,Donovan Peoples-Jones,Dig,5.7,0,4,9.7,Donovan Peoples-Jones,Dig,42.0,0.23095238095238094
CLE,Donovan Peoples-Jones,Out,7.5,6,6,19.500000000000004,Donovan Peoples-Jones,Out,35.0,0.5571428571428573
CLE,Donovan Peoples-Jones,Post,3.7,0,2,5.7,Donovan Peoples-Jones,Post,14.0,0.40714285714285714
CLE,Donovan Peoples-Jones,Slant,2.9000000000000004,0,3,5.9,Donovan Peoples-Jones,Slant,34.0,0.1735294117647059
MIA,Durham Smythe,Corner,4.6,0,2,6.6,Durham Smythe,Corner,19.0,0.34736842105263155
MIA,Durham Smythe,Dig,1.3,0,1,2.3,Durham Smythe,Dig,12.0,0.19166666666666665
MIA,Durham Smythe,Post,2.1,0,1,3.1,Durham Smythe,Post,3.0,1.0333333333333334
MIA,Durham Smythe,Slant,3.0,0,2,5.0,Durham Smythe,Slant,10.0,0.5
WAS,Dyami Brown,Comeback,0.0,0,0,0.0,Dyami Brown,Comeback,4.0,0.0
WAS,Dyami Brown,Dig,7.6000000000000005,0,6,13.600000000000001,Dyami Brown,Dig,22.0,0.6181818181818183
WAS,Dyami Brown,Post,4.800000000000001,0,1,5.800000000000001,Dyami Brown,Post,16.0,0.36250000000000004
WAS,Dyami Brown,Slant,0.5,0,1,1.5,Dyami Brown,Slant,5.0,0.3
NYJ,Elijah Moore,Comeback,0.0,0,0,0.0,Elijah Moore,Comeback,11.0,0.0
NYJ,Elijah Moore,Corner,0.0,0,0,0.0,Elijah Moore,Corner,16.0,0.0
NYJ,Elijah Moore,Curl,12.200000000000001,6,7,25.200000000000003,Elijah Moore,Curl,35.0,0.7200000000000001
NYJ,Elijah Moore,Dig,3.8000000000000003,0,2,5.800000000000001,Elijah Moore,Dig,33.0,0.17575757575757578
NYJ,Elijah Moore,Out,8.600000000000001,0,8,16.6,Elijah Moore,Out,33.0,0.503030303030303
NYJ,Elijah Moore,Post,5.8,0,3,8.8,Elijah Moore,Post,24.0,0.3666666666666667
NYJ,Elijah Moore,Slant,6.5,12,2,20.5,Elijah Moore,Slant,18.0,1.1388888888888888
CHI,Equanimeous St. Brown,Corner,0.0,0,0,0.0,Equanimeous St. Brown,Corner,7.0,0.0
CHI,Equanimeous St. Brown,Dig,1.8,0,1,2.8,Equanimeous St. Brown,Dig,14.0,0.19999999999999998
CHI,Equanimeous St. Brown,Out,1.6,0,3,4.6,Equanimeous St. Brown,Out,17.0,0.27058823529411763
CHI,Equanimeous St. Brown,Post,0.0,0,0,0.0,Equanimeous St. Brown,Post,7.0,0.0
CHI,Equanimeous St. Brown,Slant,1.7000000000000002,0,1,2.7,Equanimeous St. Brown,Slant,12.0,0.225
JAX,Evan Engram,Comeback,0.0,0,0,0.0,Evan Engram,Comeback,1.0,0.0
JAX,Evan Engram,Corner,0.0,0,0,0.0,Evan Engram,Corner,26.0,0.0
JAX,Evan Engram,Curl,6.1000000000000005,0,5,11.099999999999998,Evan Engram,Curl,56.0,0.19821428571428568
JAX,Evan Engram,Dig,2.3,0,2,4.3,Evan Engram,Dig,30.0,0.14333333333333334
JAX,Evan Engram,Out,7.700000000000001,6,9,22.7,Evan Engram,Out,46.0,0.4934782608695652
JAX,Evan Engram,Slant,4.6000000000000005,0,4,8.6,Evan Engram,Slant,22.0,0.3909090909090909
DAL,Ezekiel Elliott,Curl,1.4000000000000001,0,3,4.4,Ezekiel Elliott,Curl,50.0,0.08800000000000001
DAL,Ezekiel Elliott,Dig,2.2,0,2,4.2,Ezekiel Elliott,Dig,6.0,0.7000000000000001
DAL,Ezekiel Elliott,Out,0.30000000000000004,0,1,1.3,Ezekiel Elliott,Out,29.0,0.04482758620689655
LV,Foster Moreau,Corner,3.7,6,2,11.700000000000001,Foster Moreau,Corner,19.0,0.6157894736842106
LV,Foster Moreau,Dig,2.5,0,2,4.5,Foster Moreau,Dig,23.0,0.1956521739130435
ATL,Frank Darby,Slant,0.0,0,0,0.0,Frank Darby,Slant,1.0,0.0
SEA,Freddie Swain,Corner,0.0,0,0,0.0,Freddie Swain,Corner,13.0,0.0
SEA,Freddie Swain,Curl,6.7,0,4,10.700000000000001,Freddie Swain,Curl,57.0,0.18771929824561406
SEA,Freddie Swain,Out,2.1,0,3,5.1,Freddie Swain,Out,40.0,0.1275
SEA,Freddie Swain,Slant,1.9,0,2,3.9,Freddie Swain,Slant,26.0,0.15
BUF,Gabriel Davis,Comeback,2.1,0,1,3.1,Gabriel Davis,Comeback,3.0,1.0333333333333334
BUF,Gabriel Davis,Corner,0.30000000000000004,6,1,7.3,Gabriel Davis,Corner,14.0,0.5214285714285715
BUF,Gabriel Davis,Curl,10.600000000000001,0,8,18.599999999999998,Gabriel Davis,Curl,62.0,0.3
BUF,Gabriel Davis,Dig,12.3,0,7,19.3,Gabriel Davis,Dig,32.0,0.603125
BUF,Gabriel Davis,Out,2.5,0,2,4.5,Gabriel Davis,Out,10.0,0.45
BUF,Gabriel Davis,Post,24.5,24,7,55.50000000000001,Gabriel Davis,Post,23.0,2.41304347826087
BUF,Gabriel Davis,Slant,2.3000000000000003,12,3,17.3,Gabriel Davis,Slant,13.0,1.330769230769231
TEN,Geoff Swaim,Corner,0.2,6,1,7.2,Geoff Swaim,Corner,4.0,1.8
TEN,Geoff Swaim,Curl,1.5,0,2,3.5,Geoff Swaim,Curl,30.0,0.11666666666666667
TEN,Geoff Swaim,Out,3.1999999999999997,0,6,9.2,Geoff Swaim,Out,16.0,0.575
SF,George Kittle,Corner,3.5,6,2,11.5,George Kittle,Corner,13.0,0.8846153846153846
SF,George Kittle,Curl,5.800000000000001,0,6,11.8,George Kittle,Curl,37.0,0.31891891891891894
SF,George Kittle,Dig,14.499999999999998,0,11,25.5,George Kittle,Dig,47.0,0.5425531914893617
SF,George Kittle,Out,10.5,12,10,32.5,George Kittle,Out,36.0,0.9027777777777778
SF,George Kittle,Post,3.7,6,2,11.7,George Kittle,Post,8.0,1.4625
SF,George Kittle,Slant,13.900000000000004,6,10,29.900000000000002,George Kittle,Slant,12.0,2.4916666666666667
LAC,Gerald Everett,Corner,8.100000000000001,6,3,17.1,Gerald Everett,Corner,14.0,1.2214285714285715
LAC,Gerald Everett,Curl,3.9000000000000004,0,3,6.9,Gerald Everett,Curl,33.0,0.2090909090909091
LAC,Gerald Everett,Dig,1.2000000000000002,0,1,2.2,Gerald Everett,Dig,22.0,0.1
LAC,Gerald Everett,Out,12.4,0,11,23.400000000000002,Gerald Everett,Out,47.0,0.49787234042553197
LAC,Gerald Everett,Post,3.4000000000000004,0,1,4.4,Gerald Everett,Post,9.0,0.48888888888888893
LAC,Gerald Everett,Slant,1.1,0,2,3.1,Gerald Everett,Slant,27.0,0.11481481481481481
PHI,Greg Ward,Post,1.5,6,1,8.5,Greg Ward,Post,11.0,0.7727272727272727
PIT,Gunner Olszewski,Comeback,0.0,0,0,0.0,Gunner Olszewski,Comeback,2.0,0.0
CLE,Harrison Bryant,Corner,5.7,6,3,14.7,Harrison Bryant,Corner,16.0,0.91875
CLE,Harrison Bryant,Out,1.6,0,3,4.6,Harrison Bryant,Out,18.0,0.25555555555555554
CIN,Hayden Hurst,Curl,4.7,6,5,15.700000000000001,Hayden Hurst,Curl,34.0,0.46176470588235297
NE,Hunter Henry,Corner,8.9,6,4,18.900000000000002,Hunter Henry,Corner,25.0,0.7560000000000001
NE,Hunter Henry,Curl,5.7,12,7,24.7,Hunter Henry,Curl,55.0,0.4490909090909091
NE,Hunter Henry,Dig,9.100000000000001,6,8,23.099999999999998,Hunter Henry,Dig,61.0,0.3786885245901639
NE,Hunter Henry,Out,9.5,6,11,26.5,Hunter Henry,Out,39.0,0.6794871794871795
LV,Hunter Renfrow,Comeback,1.0,0,1,2.0,Hunter Renfrow,Comeback,2.0,1.0
LV,Hunter Renfrow,Corner,3.3000000000000003,12,3,18.3,Hunter Renfrow,Corner,12.0,1.5250000000000001
LV,Hunter Renfrow,Curl,21.3,6,27,54.300000000000004,Hunter Renfrow,Curl,104.0,0.5221153846153846
LV,Hunter Renfrow,Dig,11.900000000000002,0,7,18.9,Hunter Renfrow,Dig,41.0,0.4609756097560975
LV,Hunter Renfrow,Out,12.799999999999999,12,17,41.8,Hunter Renfrow,Out,52.0,0.8038461538461538
LV,Hunter Renfrow,Post,1.1,6,1,8.1,Hunter Renfrow,Post,11.0,0.7363636363636363
LV,Hunter Renfrow,Slant,7.000000000000001,0,5,12.0,Hunter Renfrow,Slant,18.0,0.6666666666666666
CAR,Ian Thomas,Curl,1.0,0,1,2.0,Ian Thomas,Curl,28.0,0.07142857142857142
CAR,Ian Thomas,Post,3.7,0,2,5.7,Ian Thomas,Post,10.0,0.5700000000000001
MIN,Ihmir Smith-Marsette,Corner,2.6,6,2,10.600000000000001,Ihmir Smith-Marsette,Corner,9.0,1.177777777777778
MIN,Ihmir Smith-Marsette,Post,4.4,6,1,11.4,Ihmir Smith-Marsette,Post,5.0,2.2800000000000002
WAS,J.D. McKissic,Curl,4.600000000000001,0,6,10.6,J.D. McKissic,Curl,21.0,0.5047619047619047
WAS,J.D. McKissic,Dig,1.5,0,3,4.5,J.D. McKissic,Dig,4.0,1.125
WAS,J.D. McKissic,Slant,0.8,0,1,1.8,J.D. McKissic,Slant,3.0,0.6
CLE,Ja'Marcus Bradley,Corner,3.7,0,1,4.7,Ja'Marcus Bradley,Corner,3.0,1.5666666666666667
CIN,Ja'Marr Chase,Comeback,3.4000000000000004,0,4,7.4,Ja'Marr Chase,Comeback,8.0,0.925
CIN,Ja'Marr Chase,Corner,2.5,6,2,10.5,Ja'Marr Chase,Corner,27.0,0.3888888888888889
CIN,Ja'Marr Chase,Curl,22.2,0,17,39.20000000000001,Ja'Marr Chase,Curl,84.0,0.4666666666666668
CIN,Ja'Marr Chase,Dig,13.799999999999999,0,11,24.8,Ja'Marr Chase,Dig,56.0,0.4428571428571429
CIN,Ja'Marr Chase,Out,16.7,6,9,31.7,Ja'Marr Chase,Out,49.0,0.6469387755102041
CIN,Ja'Marr Chase,Post,5.300000000000001,0,1,6.300000000000001,Ja'Marr Chase,Post,18.0,0.35000000000000003
CIN,Ja'Marr Chase,Slant,24.700000000000003,12,15,51.7,Ja'Marr Chase,Slant,53.0,0.9754716981132076
LV,Jacob Hollister,Corner,0.1,6,1,7.1,Jacob Hollister,Corner,3.0,2.3666666666666667
LV,Jacob Hollister,Dig,0.0,0,0,0.0,Jacob Hollister,Dig,7.0,0.0
TB,Jaelon Darden,Comeback,0.0,0,0,0.0,Jaelon Darden,Comeback,2.0,0.0
BUF,Jake Kumerow,Corner,0.0,0,0,0.0,Jake Kumerow,Corner,4.0,0.0
NE,Jakobi Meyers,Comeback,0.8,0,1,1.8,Jakobi Meyers,Comeback,5.0,0.36
NE,Jakobi Meyers,Corner,5.300000000000001,6,3,14.3,Jakobi Meyers,Corner,13.0,1.1
NE,Jakobi Meyers,Curl,4.1000000000000005,0,9,13.1,Jakobi Meyers,Curl,60.0,0.21833333333333332
NE,Jakobi Meyers,Dig,15.600000000000001,6,12,33.6,Jakobi Meyers,Dig,77.0,0.4363636363636364
NE,Jakobi Meyers,Out,15.900000000000002,0,18,33.900000000000006,Jakobi Meyers,Out,64.0,0.5296875000000001
NE,Jakobi Meyers,Post,3.8000000000000003,0,1,4.800000000000001,Jakobi Meyers,Post,21.0,0.2285714285714286
NE,Jakobi Meyers,Slant,7.700000000000001,0,6,13.7,Jakobi Meyers,Slant,19.0,0.7210526315789473
LAC,Jalen Guyton,Comeback,1.5,0,2,3.5,Jalen Guyton,Comeback,8.0,0.4375
LAC,Jalen Guyton,Corner,6.6000000000000005,6,2,14.600000000000001,Jalen Guyton,Corner,14.0,1.042857142857143
LAC,Jalen Guyton,Curl,7.800000000000001,6,7,20.8,Jalen Guyton,Curl,61.0,0.3409836065573771
LAC,Jalen Guyton,Out,7.000000000000001,0,5,12.0,Jalen Guyton,Out,21.0,0.5714285714285714
LAC,Jalen Guyton,Slant,2.2,0,2,4.2,Jalen Guyton,Slant,26.0,0.16153846153846155
PHI,Jalen Reagor,Comeback,2.0,0,2,4.0,Jalen Reagor,Comeback,13.0,0.3076923076923077
PHI,Jalen Reagor,Curl,3.5,0,3,6.5,Jalen Reagor,Curl,84.0,0.07738095238095238
PHI,Jalen Reagor,Out,2.0,0,2,4.0,Jalen Reagor,Out,12.0,0.3333333333333333
PHI,Jalen Reagor,Post,0.0,0,0,0.0,Jalen Reagor,Post,24.0,0.0
PHI,Jalen Reagor,Slant,2.2,0,3,5.2,Jalen Reagor,Slant,8.0,0.65
DET,Jamaal Williams,Out,1.1,0,2,3.1,Jamaal Williams,Out,5.0,0.62
JAX,Jamal Agnew,Comeback,1.0,0,1,2.0,Jamal Agnew,Comeback,2.0,1.0
JAX,Jamal Agnew,Corner,0.0,0,0,0.0,Jamal Agnew,Corner,6.0,0.0
JAX,Jamal Agnew,Dig,0.0,0,0,0.0,Jamal Agnew,Dig,16.0,0.0
JAX,Jamal Agnew,Out,4.5,0,7,11.5,Jamal Agnew,Out,24.0,0.4791666666666667
JAX,Jamal Agnew,Slant,0.8,0,1,1.8,Jamal Agnew,Slant,6.0,0.3
ARI,James Conner,Corner,0.0,0,0,0.0,James Conner,Corner,1.0,0.0
CHI,James O'Shaughnessy,Corner,2.4000000000000004,0,1,3.4000000000000004,James O'Shaughnessy,Corner,5.0,0.68
CHI,James O'Shaughnessy,Curl,5.2,0,6,11.200000000000001,James O'Shaughnessy,Curl,33.0,0.3393939393939394
CHI,James O'Shaughnessy,Dig,2.2,0,1,3.2,James O'Shaughnessy,Dig,9.0,0.35555555555555557
JAX,James Robinson,Curl,4.0,0,4,8.0,James Robinson,Curl,43.0,0.18604651162790697
JAX,James Robinson,Out,3.5,0,3,6.5,James Robinson,Out,8.0,0.8125
JAX,James Robinson,Slant,1.5,0,1,2.5,James Robinson,Slant,4.0,0.625
DAL,James Washington,Comeback,0.0,0,0,0.0,James Washington,Comeback,2.0,0.0
DAL,James Washington,Corner,0.0,0,0,0.0,James Washington,Corner,16.0,0.0
DAL,James Washington,Out,6.9,0,6,12.899999999999999,James Washington,Out,37.0,0.3486486486486486
DAL,James Washington,Post,6.0,6,2,14.0,James Washington,Post,9.0,1.5555555555555556
DAL,James Washington,Slant,1.5,0,2,3.5,James Washington,Slant,26.0,0.1346153846153846
