team,playerName,TargetType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Player,RouteType,Routes Run,FP/routes
NE,Nelson Agholor,Comeback,1.9,0,2,3.9,Nelson Agholor,Comeback,7.0,0.5571428571428572
NE,Nelson Agholor,Corner,0.0,0,0,0.0,Nelson Agholor,Corner,14.0,0.0
NE,Nelson Agholor,Curl,10.900000000000002,6,12,28.900000000000002,Nelson Agholor,Curl,52.0,0.5557692307692308
NE,Nelson Agholor,Dig,2.7,0,3,5.7,Nelson Agholor,Dig,52.0,0.10961538461538461
NE,Nelson Agholor,Out,6.5,0,7,13.5,Nelson Agholor,Out,25.0,0.54
NE,Nelson Agholor,Post,4.4,0,1,5.4,Nelson Agholor,Post,28.0,0.19285714285714287
NE,Nelson Agholor,Slant,5.7,0,3,8.7,Nelson Agholor,Slant,35.0,0.24857142857142855
TEN,Nick Westbrook-Ikhine,Comeback,1.4000000000000001,0,1,2.4000000000000004,Nick Westbrook-Ikhine,Comeback,8.0,0.30000000000000004
TEN,Nick Westbrook-Ikhine,Corner,0.0,0,0,0.0,Nick Westbrook-Ikhine,Corner,17.0,0.0
TEN,Nick Westbrook-Ikhine,Curl,9.3,0,8,17.3,Nick Westbrook-Ikhine,Curl,44.0,0.3931818181818182
TEN,Nick Westbrook-Ikhine,Dig,2.0,0,2,4.0,Nick Westbrook-Ikhine,Dig,14.0,0.2857142857142857
TEN,Nick Westbrook-Ikhine,Out,2.9000000000000004,0,3,5.9,Nick Westbrook-Ikhine,Out,31.0,0.1903225806451613
TEN,Nick Westbrook-Ikhine,Post,4.6000000000000005,0,1,5.6000000000000005,Nick Westbrook-Ikhine,Post,9.0,0.6222222222222222
TEN,Nick Westbrook-Ikhine,Slant,10.700000000000001,12,9,31.700000000000003,Nick Westbrook-Ikhine,Slant,29.0,1.0931034482758621
HOU,Nico Collins,Comeback,0.9,0,1,1.9,Nico Collins,Comeback,10.0,0.19
HOU,Nico Collins,Corner,3.8,0,2,5.8,Nico Collins,Corner,23.0,0.25217391304347825
HOU,Nico Collins,Curl,5.300000000000001,0,6,11.3,Nico Collins,Curl,35.0,0.3228571428571429
HOU,Nico Collins,Dig,7.3,0,3,10.3,Nico Collins,Dig,82.0,0.12560975609756098
HOU,Nico Collins,Out,4.4,0,5,9.4,Nico Collins,Out,26.0,0.36153846153846153
HOU,Nico Collins,Post,1.8,0,1,2.8,Nico Collins,Post,16.0,0.175
HOU,Nico Collins,Slant,8.9,6,6,20.9,Nico Collins,Slant,25.0,0.836
DAL,Noah Brown,Curl,4.7,0,3,7.7,Noah Brown,Curl,22.0,0.35000000000000003
DAL,Noah Brown,Dig,1.4,0,2,3.4,Noah Brown,Dig,13.0,0.26153846153846155
DAL,Noah Brown,Out,1.2000000000000002,0,2,3.2,Noah Brown,Out,10.0,0.32
DAL,Noah Brown,Post,2.2,0,1,3.2,Noah Brown,Post,4.0,0.8
DAL,Noah Brown,Slant,2.6,0,3,5.6,Noah Brown,Slant,11.0,0.509090909090909
SEA,Noah Fant,Corner,0.4,6,1,7.4,Noah Fant,Corner,32.0,0.23125
SEA,Noah Fant,Curl,6.1000000000000005,0,8,14.1,Noah Fant,Curl,82.0,0.1719512195121951
SEA,Noah Fant,Dig,2.9000000000000004,0,2,4.9,Noah Fant,Dig,25.0,0.196
SEA,Noah Fant,Out,6.6000000000000005,12,9,27.6,Noah Fant,Out,45.0,0.6133333333333334
SEA,Noah Fant,Slant,4.0,0,3,7.0,Noah Fant,Slant,6.0,1.1666666666666667
KC,Noah Gray,Slant,0.0,0,0,0.0,Noah Gray,Slant,3.0,0.0
IND,Nyheim Hines,Curl,4.0,0,5,9.0,Nyheim Hines,Curl,36.0,0.25
IND,Nyheim Hines,Dig,1.0,0,1,2.0,Nyheim Hines,Dig,5.0,0.4
IND,Nyheim Hines,Out,1.3000000000000003,0,2,3.3000000000000003,Nyheim Hines,Out,6.0,0.55
ATL,Olamide Zaccheaus,Corner,6.4,6,3,15.4,Olamide Zaccheaus,Corner,28.0,0.55
ATL,Olamide Zaccheaus,Curl,7.3999999999999995,6,7,20.400000000000002,Olamide Zaccheaus,Curl,58.0,0.3517241379310345
ATL,Olamide Zaccheaus,Dig,3.5,0,4,7.5,Olamide Zaccheaus,Dig,31.0,0.24193548387096775
ATL,Olamide Zaccheaus,Out,4.3,0,4,8.3,Olamide Zaccheaus,Out,32.0,0.259375
ATL,Olamide Zaccheaus,Post,6.300000000000001,0,2,8.3,Olamide Zaccheaus,Post,22.0,0.3772727272727273
ATL,Olamide Zaccheaus,Slant,3.0,0,2,5.0,Olamide Zaccheaus,Slant,25.0,0.2
IND,Parris Campbell,Comeback,2.7,0,2,4.7,Parris Campbell,Comeback,8.0,0.5875
IND,Parris Campbell,Corner,5.1000000000000005,6,1,12.100000000000001,Parris Campbell,Corner,4.0,3.0250000000000004
IND,Parris Campbell,Out,3.5000000000000004,0,2,5.5,Parris Campbell,Out,4.0,1.375
IND,Parris Campbell,Slant,1.5,0,2,3.5,Parris Campbell,Slant,4.0,0.875
PIT,Pat Freiermuth,Corner,0.0,0,0,0.0,Pat Freiermuth,Corner,19.0,0.0
PIT,Pat Freiermuth,Curl,14.6,0,15,29.6,Pat Freiermuth,Curl,67.0,0.4417910447761194
PIT,Pat Freiermuth,Dig,2.0,0,3,5.0,Pat Freiermuth,Dig,27.0,0.18518518518518517
PIT,Pat Freiermuth,Out,11.200000000000001,6,11,28.200000000000003,Pat Freiermuth,Out,53.0,0.5320754716981133
PIT,Pat Freiermuth,Post,0.0,0,0,0.0,Pat Freiermuth,Post,9.0,0.0
PIT,Pat Freiermuth,Slant,3.7,0,3,6.700000000000001,Pat Freiermuth,Slant,6.0,1.116666666666667
HOU,Pharaoh Brown,Corner,0.0,0,0,0.0,Pharaoh Brown,Corner,14.0,0.0
HOU,Pharaoh Brown,Out,1.7000000000000002,0,3,4.7,Pharaoh Brown,Out,21.0,0.22380952380952382
HOU,Phillip Dorsett,Comeback,0.0,0,0,0.0,Phillip Dorsett,Comeback,1.0,0.0
HOU,Phillip Dorsett,Corner,3.3000000000000003,0,1,4.300000000000001,Phillip Dorsett,Corner,4.0,1.0750000000000002
HOU,Phillip Dorsett,Out,1.9000000000000004,0,2,3.9000000000000004,Phillip Dorsett,Out,7.0,0.5571428571428572
MIA,Preston Williams,Curl,4.6000000000000005,0,4,8.600000000000001,Preston Williams,Curl,21.0,0.40952380952380957
MIA,Preston Williams,Slant,0.0,0,0,0.0,Preston Williams,Slant,5.0,0.0
PHI,Quez Watkins,Corner,4.1000000000000005,0,1,5.1000000000000005,Quez Watkins,Corner,19.0,0.26842105263157895
PHI,Quez Watkins,Curl,3.5,0,4,7.5,Quez Watkins,Curl,28.0,0.26785714285714285
PHI,Quez Watkins,Out,7.800000000000001,0,5,12.8,Quez Watkins,Out,19.0,0.6736842105263158
PHI,Quez Watkins,Post,8.8,0,2,10.8,Quez Watkins,Post,31.0,0.34838709677419355
DET,Quintez Cephus,Comeback,0.0,0,0,0.0,Quintez Cephus,Comeback,1.0,0.0
DET,Quintez Cephus,Corner,0.5,6,1,7.5,Quintez Cephus,Corner,8.0,0.9375
DET,Quintez Cephus,Out,2.4000000000000004,0,3,5.4,Quintez Cephus,Out,6.0,0.9
TEN,Racey McMath,Corner,0.0,0,0,0.0,Racey McMath,Corner,1.0,0.0
TEN,Racey McMath,Slant,0.0,0,0,0.0,Racey McMath,Slant,2.0,0.0
GB,Randall Cobb,Corner,0.2,6,1,7.2,Randall Cobb,Corner,11.0,0.6545454545454545
GB,Randall Cobb,Dig,5.300000000000001,6,3,14.3,Randall Cobb,Dig,18.0,0.7944444444444445
GB,Randall Cobb,Out,1.6,0,2,3.6,Randall Cobb,Out,23.0,0.1565217391304348
GB,Randall Cobb,Post,5.7,0,2,7.7,Randall Cobb,Post,15.0,0.5133333333333333
GB,Randall Cobb,Slant,4.8,6,5,15.8,Randall Cobb,Slant,17.0,0.9294117647058824
CAR,Rashard Higgins,Corner,1.7000000000000002,0,1,2.7,Rashard Higgins,Corner,13.0,0.2076923076923077
CAR,Rashard Higgins,Curl,3.2,0,4,7.2,Rashard Higgins,Curl,31.0,0.23225806451612904
CAR,Rashard Higgins,Dig,4.6,0,3,7.6,Rashard Higgins,Dig,23.0,0.33043478260869563
CAR,Rashard Higgins,Out,8.000000000000002,6,7,21.000000000000004,Rashard Higgins,Out,40.0,0.5250000000000001
CAR,Rashard Higgins,Post,5.800000000000001,0,4,9.8,Rashard Higgins,Post,21.0,0.4666666666666667
CAR,Rashard Higgins,Slant,1.3,0,1,2.3,Rashard Higgins,Slant,18.0,0.12777777777777777
BAL,Rashod Bateman,Corner,0.0,0,0,0.0,Rashod Bateman,Corner,8.0,0.0
BAL,Rashod Bateman,Curl,15.100000000000001,0,19,34.099999999999994,Rashod Bateman,Curl,94.0,0.36276595744680845
BAL,Rashod Bateman,Dig,2.7,0,3,5.699999999999999,Rashod Bateman,Dig,44.0,0.12954545454545452
BAL,Rashod Bateman,Out,5.4,0,6,11.4,Rashod Bateman,Out,39.0,0.2923076923076923
BAL,Rashod Bateman,Slant,7.000000000000002,6,7,20.0,Rashod Bateman,Slant,44.0,0.45454545454545453
HOU,Rex Burkhead,Curl,3.0,0,4,7.0,Rex Burkhead,Curl,35.0,0.2
NYG,Ricky Seals-Jones,Out,6.5,0,5,11.5,Ricky Seals-Jones,Out,41.0,0.2804878048780488
NYG,Ricky Seals-Jones,Slant,0.9,0,1,1.9,Ricky Seals-Jones,Slant,4.0,0.475
GB,Robert Tonyan,Corner,2.0,6,1,9.0,Robert Tonyan,Corner,4.0,2.25
GB,Robert Tonyan,Post,0.0,0,0,0.0,Robert Tonyan,Post,6.0,0.0
TEN,Robert Woods,Curl,11.100000000000001,6,10,27.099999999999998,Robert Woods,Curl,54.0,0.5018518518518518
TEN,Robert Woods,Dig,10.3,6,6,22.299999999999997,Robert Woods,Dig,28.0,0.7964285714285714
TEN,Robert Woods,Out,6.300000000000001,6,6,18.3,Robert Woods,Out,36.0,0.5083333333333333
TEN,Robert Woods,Post,9.5,0,5,14.5,Robert Woods,Post,23.0,0.6304347826086957
TEN,Robert Woods,Slant,1.8,0,1,2.8,Robert Woods,Slant,12.0,0.2333333333333333
ARI,Rondale Moore,Curl,4.300000000000001,0,6,10.299999999999999,Rondale Moore,Curl,27.0,0.3814814814814814
ARI,Rondale Moore,Slant,0.6000000000000001,0,1,1.6,Rondale Moore,Slant,3.0,0.5333333333333333
TB,Russell Gage,Corner,2.6,0,1,3.6,Russell Gage,Corner,24.0,0.15
TB,Russell Gage,Curl,8.0,0,9,17.0,Russell Gage,Curl,71.0,0.23943661971830985
TB,Russell Gage,Dig,7.4,0,5,12.4,Russell Gage,Dig,54.0,0.22962962962962963
TB,Russell Gage,Out,5.800000000000001,0,7,12.800000000000002,Russell Gage,Out,49.0,0.2612244897959184
TB,Russell Gage,Post,10.3,6,4,20.3,Russell Gage,Post,22.0,0.9227272727272727
TB,Russell Gage,Slant,11.0,6,11,27.999999999999996,Russell Gage,Slant,34.0,0.8235294117647057
CHI,Ryan Griffin,Corner,0.1,6,1,7.1,Ryan Griffin,Corner,12.0,0.5916666666666667
CHI,Ryan Griffin,Curl,1.7000000000000002,0,2,3.7,Ryan Griffin,Curl,40.0,0.0925
CIN,Samaje Perine,Curl,4.3,0,5,9.299999999999999,Samaje Perine,Curl,36.0,0.2583333333333333
CIN,Samaje Perine,Out,3.6000000000000005,0,2,5.6,Samaje Perine,Out,5.0,1.1199999999999999
GB,Sammy Watkins,Comeback,0.8,0,1,1.8,Sammy Watkins,Comeback,6.0,0.3
GB,Sammy Watkins,Curl,4.5,0,4,8.5,Sammy Watkins,Curl,45.0,0.18888888888888888
GB,Sammy Watkins,Dig,2.8000000000000003,0,1,3.8000000000000003,Sammy Watkins,Dig,22.0,0.17272727272727273
GB,Sammy Watkins,Out,2.7,0,4,6.7,Sammy Watkins,Out,22.0,0.30454545454545456
GB,Sammy Watkins,Post,0.0,0,0,0.0,Sammy Watkins,Post,21.0,0.0
GB,Sammy Watkins,Slant,7.3,0,6,13.3,Sammy Watkins,Slant,25.0,0.532
NYG,Saquon Barkley,Curl,0.30000000000000004,0,1,1.3,Saquon Barkley,Curl,26.0,0.05
NYG,Saquon Barkley,Slant,0.0,0,0,0.0,Saquon Barkley,Slant,5.0,0.0
TB,Scotty Miller,Comeback,3.2,0,2,5.2,Scotty Miller,Comeback,3.0,1.7333333333333334
TB,Scotty Miller,Slant,1.4,0,2,3.4,Scotty Miller,Slant,4.0,0.85
BUF,Stefon Diggs,Comeback,6.100000000000001,6,6,18.1,Stefon Diggs,Comeback,14.0,1.292857142857143
BUF,Stefon Diggs,Corner,0.0,0,0,0.0,Stefon Diggs,Corner,12.0,0.0
BUF,Stefon Diggs,Curl,28.200000000000003,0,34,62.20000000000001,Stefon Diggs,Curl,183.0,0.3398907103825137
BUF,Stefon Diggs,Dig,8.100000000000001,6,7,21.1,Stefon Diggs,Dig,46.0,0.45869565217391306
BUF,Stefon Diggs,Out,7.300000000000001,0,9,16.300000000000004,Stefon Diggs,Out,40.0,0.4075000000000001
BUF,Stefon Diggs,Post,4.300000000000001,6,2,12.3,Stefon Diggs,Post,18.0,0.6833333333333333
BUF,Stefon Diggs,Slant,10.4,6,11,27.400000000000002,Stefon Diggs,Slant,39.0,0.7025641025641026
NYG,Sterling Shepard,Comeback,1.3,0,1,2.3,Sterling Shepard,Comeback,2.0,1.15
NYG,Sterling Shepard,Curl,9.000000000000002,0,12,21.000000000000004,Sterling Shepard,Curl,40.0,0.5250000000000001
NYG,Sterling Shepard,Dig,1.7000000000000002,0,1,2.7,Sterling Shepard,Dig,30.0,0.09000000000000001
NYG,Sterling Shepard,Out,5.8,0,6,11.8,Sterling Shepard,Out,21.0,0.5619047619047619
NYG,Sterling Shepard,Post,3.6,0,2,5.6,Sterling Shepard,Post,15.0,0.3733333333333333
NYG,Sterling Shepard,Slant,3.3000000000000007,0,4,7.300000000000001,Sterling Shepard,Slant,18.0,0.4055555555555556
DET,T.J. Hockenson,Corner,2.6,6,2,10.6,T.J. Hockenson,Corner,24.0,0.44166666666666665
DET,T.J. Hockenson,Curl,9.600000000000001,0,12,21.599999999999998,T.J. Hockenson,Curl,66.0,0.3272727272727272
DET,T.J. Hockenson,Dig,0.0,0,0,0.0,T.J. Hockenson,Dig,25.0,0.0
DET,T.J. Hockenson,Out,10.600000000000001,6,11,27.6,T.J. Hockenson,Out,59.0,0.46779661016949153
DET,T.J. Hockenson,Slant,4.2,6,3,13.200000000000001,T.J. Hockenson,Slant,9.0,1.4666666666666668
NYJ,Tarik Black,Slant,0.0,0,0,0.0,Tarik Black,Slant,1.0,0.0
BUF,Tavon Austin,Comeback,0.0,0,0,0.0,Tavon Austin,Comeback,1.0,0.0
BUF,Tavon Austin,Curl,6.4,0,6,12.400000000000002,Tavon Austin,Curl,24.0,0.5166666666666667
BUF,Tavon Austin,Out,3.9000000000000004,0,3,6.9,Tavon Austin,Out,21.0,0.32857142857142857
BUF,Tavon Austin,Post,0.7000000000000001,6,1,7.7,Tavon Austin,Post,12.0,0.6416666666666667
BUF,Tavon Austin,Slant,0.0,0,0,0.0,Tavon Austin,Slant,9.0,0.0
NO,Taysom Hill,Dig,0.0,0,0,0.0,Taysom Hill,Dig,3.0,0.0
CIN,Tee Higgins,Comeback,7.3,0,4,11.3,Tee Higgins,Comeback,11.0,1.0272727272727273
CIN,Tee Higgins,Corner,7.700000000000001,6,3,16.700000000000003,Tee Higgins,Corner,19.0,0.8789473684210528
CIN,Tee Higgins,Curl,12.100000000000001,6,13,31.1,Tee Higgins,Curl,53.0,0.5867924528301887
CIN,Tee Higgins,Dig,28.100000000000005,0,19,47.1,Tee Higgins,Dig,65.0,0.7246153846153847
CIN,Tee Higgins,Out,20.099999999999998,0,17,37.1,Tee Higgins,Out,49.0,0.7571428571428571
CIN,Tee Higgins,Post,2.5,0,1,3.5,Tee Higgins,Post,10.0,0.35
CIN,Tee Higgins,Slant,15.300000000000002,6,14,35.3,Tee Higgins,Slant,57.0,0.619298245614035
CAR,Terrace Marshall Jr.,Corner,0.0,0,0,0.0,Terrace Marshall Jr.,Corner,16.0,0.0
CAR,Terrace Marshall Jr.,Dig,3.1000000000000005,0,2,5.1000000000000005,Terrace Marshall Jr.,Dig,31.0,0.16451612903225807
CAR,Terrace Marshall Jr.,Out,2.2,0,3,5.2,Terrace Marshall Jr.,Out,21.0,0.24761904761904763
CAR,Terrace Marshall Jr.,Slant,2.2,0,2,4.2,Terrace Marshall Jr.,Slant,22.0,0.19090909090909092
WAS,Terry McLaurin,Comeback,1.2000000000000002,0,1,2.2,Terry McLaurin,Comeback,11.0,0.2
WAS,Terry McLaurin,Curl,7.1000000000000005,0,8,15.1,Terry McLaurin,Curl,55.0,0.27454545454545454
WAS,Terry McLaurin,Dig,6.9,0,4,10.9,Terry McLaurin,Dig,49.0,0.22244897959183674
WAS,Terry McLaurin,Out,12.4,0,10,22.400000000000002,Terry McLaurin,Out,44.0,0.5090909090909091
WAS,Terry McLaurin,Post,3.8000000000000003,0,2,5.800000000000001,Terry McLaurin,Post,42.0,0.1380952380952381
WAS,Terry McLaurin,Slant,16.3,12,13,41.3,Terry McLaurin,Slant,42.0,0.9833333333333333
DEN,Tim Patrick,Comeback,1.9000000000000001,0,1,2.9000000000000004,Tim Patrick,Comeback,3.0,0.9666666666666668
DEN,Tim Patrick,Corner,0.0,0,0,0.0,Tim Patrick,Corner,27.0,0.0
DEN,Tim Patrick,Curl,13.8,0,13,26.8,Tim Patrick,Curl,87.0,0.3080459770114943
DEN,Tim Patrick,Dig,6.1000000000000005,0,4,10.100000000000001,Tim Patrick,Dig,73.0,0.13835616438356166
DEN,Tim Patrick,Out,9.5,6,9,24.5,Tim Patrick,Out,47.0,0.5212765957446809
DEN,Tim Patrick,Post,3.7,0,2,5.700000000000001,Tim Patrick,Post,21.0,0.27142857142857146
DEN,Tim Patrick,Slant,6.1,0,5,11.100000000000001,Tim Patrick,Slant,18.0,0.6166666666666667
DET,Tom Kennedy,Dig,3.3000000000000003,0,3,6.300000000000001,Tom Kennedy,Dig,9.0,0.7000000000000001
CAR,Tommy Tremble,Corner,0.0,0,0,0.0,Tommy Tremble,Corner,19.0,0.0
CAR,Tommy Tremble,Dig,0.0,0,0,0.0,Tommy Tremble,Dig,17.0,0.0
CAR,Tommy Tremble,Out,0.7000000000000001,0,1,1.7000000000000002,Tommy Tremble,Out,27.0,0.06296296296296297
CAR,Tommy Tremble,Post,0.0,0,0,0.0,Tommy Tremble,Post,9.0,0.0
CAR,Tommy Tremble,Slant,0.0,0,0,0.0,Tommy Tremble,Slant,9.0,0.0
DAL,Tony Pollard,Dig,0.0,0,0,0.0,Tony Pollard,Dig,7.0,0.0
DAL,Tony Pollard,Out,2.8000000000000003,0,3,5.8,Tony Pollard,Out,10.0,0.58
KC,Travis Kelce,Corner,9.600000000000001,0,2,11.600000000000001,Travis Kelce,Corner,10.0,1.1600000000000001
KC,Travis Kelce,Curl,17.299999999999997,6,21,44.29999999999999,Travis Kelce,Curl,151.0,0.29337748344370856
KC,Travis Kelce,Dig,13.2,0,8,21.200000000000003,Travis Kelce,Dig,59.0,0.35932203389830514
KC,Travis Kelce,Out,26.3,6,21,53.300000000000004,Travis Kelce,Out,72.0,0.7402777777777778
KC,Travis Kelce,Post,2.4000000000000004,0,1,3.4000000000000004,Travis Kelce,Post,5.0,0.68
KC,Travis Kelce,Slant,10.000000000000002,0,8,18.0,Travis Kelce,Slant,38.0,0.47368421052631576
NO,Tre'Quan Smith,Corner,2.7,12,2,16.7,Tre'Quan Smith,Corner,24.0,0.6958333333333333
NO,Tre'Quan Smith,Curl,4.7,0,6,10.700000000000001,Tre'Quan Smith,Curl,37.0,0.28918918918918923
NO,Tre'Quan Smith,Dig,4.800000000000001,0,2,6.800000000000001,Tre'Quan Smith,Dig,31.0,0.21935483870967745
NO,Tre'Quan Smith,Out,6.2,0,6,12.2,Tre'Quan Smith,Out,26.0,0.46923076923076923
NO,Tre'Quan Smith,Post,2.2,0,1,3.2,Tre'Quan Smith,Post,18.0,0.17777777777777778
NO,Tre'Quan Smith,Slant,4.4,0,4,8.4,Tre'Quan Smith,Slant,19.0,0.4421052631578948
MIA,Trent Sherfield,Dig,1.3,0,1,2.3,Trent Sherfield,Dig,9.0,0.25555555555555554
MIA,Trent Sherfield,Slant,1.4,0,2,3.4,Trent Sherfield,Slant,6.0,0.5666666666666667
DET,Trinity Benson,Comeback,0.0,0,0,0.0,Trinity Benson,Comeback,4.0,0.0
DET,Trinity Benson,Curl,2.4000000000000004,0,4,6.4,Trinity Benson,Curl,20.0,0.32
BAL,Tylan Wallace,Slant,1.8,0,1,2.8,Tylan Wallace,Slant,7.0,0.39999999999999997
CIN,Tyler Boyd,Corner,3.7,0,2,5.7,Tyler Boyd,Corner,28.0,0.20357142857142857
CIN,Tyler Boyd,Curl,9.8,0,14,23.8,Tyler Boyd,Curl,80.0,0.2975
CIN,Tyler Boyd,Dig,8.700000000000001,0,8,16.7,Tyler Boyd,Dig,56.0,0.2982142857142857
CIN,Tyler Boyd,Out,9.900000000000002,6,12,27.9,Tyler Boyd,Out,46.0,0.6065217391304347
CIN,Tyler Boyd,Post,1.6,0,1,2.6,Tyler Boyd,Post,16.0,0.1625
CIN,Tyler Boyd,Slant,12.699999999999998,0,9,21.7,Tyler Boyd,Slant,36.0,0.6027777777777777
NYJ,Tyler Conklin,Corner,1.6,0,1,2.6,Tyler Conklin,Corner,29.0,0.0896551724137931
NYJ,Tyler Conklin,Curl,4.000000000000001,0,4,8.0,Tyler Conklin,Curl,57.0,0.14035087719298245
NYJ,Tyler Conklin,Dig,8.3,6,9,23.300000000000004,Tyler Conklin,Dig,36.0,0.6472222222222224
NYJ,Tyler Conklin,Out,2.7000000000000006,6,4,12.7,Tyler Conklin,Out,46.0,0.2760869565217391
NYJ,Tyler Conklin,Post,0.0,0,0,0.0,Tyler Conklin,Post,10.0,0.0
NYJ,Tyler Conklin,Slant,3.2,0,2,5.2,Tyler Conklin,Slant,22.0,0.23636363636363636
LAR,Tyler Higbee,Corner,9.1,6,4,19.1,Tyler Higbee,Corner,22.0,0.8681818181818183
LAR,Tyler Higbee,Curl,7.9,6,8,21.9,Tyler Higbee,Curl,69.0,0.3173913043478261
LAR,Tyler Higbee,Dig,7.000000000000001,0,5,12.0,Tyler Higbee,Dig,25.0,0.48
LAR,Tyler Higbee,Out,5.0,0,8,13.0,Tyler Higbee,Out,49.0,0.2653061224489796
LAR,Tyler Higbee,Post,1.5,0,1,2.5,Tyler Higbee,Post,10.0,0.25
LAR,Tyler Higbee,Slant,5.4,0,6,11.4,Tyler Higbee,Slant,17.0,0.6705882352941177
TB,Tyler Johnson,Comeback,5.0,0,3,7.999999999999999,Tyler Johnson,Comeback,5.0,1.5999999999999999
TB,Tyler Johnson,Corner,0.0,0,0,0.0,Tyler Johnson,Corner,8.0,0.0
TB,Tyler Johnson,Curl,6.1000000000000005,0,6,12.099999999999998,Tyler Johnson,Curl,53.0,0.22830188679245278
TB,Tyler Johnson,Dig,1.8,0,2,3.8,Tyler Johnson,Dig,46.0,0.08260869565217391
TB,Tyler Johnson,Out,1.4,0,2,3.4,Tyler Johnson,Out,24.0,0.14166666666666666
TB,Tyler Johnson,Slant,3.3,0,4,7.3,Tyler Johnson,Slant,17.0,0.4294117647058823
SEA,Tyler Lockett,Comeback,5.300000000000001,6,4,15.3,Tyler Lockett,Comeback,7.0,2.185714285714286
SEA,Tyler Lockett,Corner,13.400000000000002,12,4,29.400000000000002,Tyler Lockett,Corner,33.0,0.890909090909091
SEA,Tyler Lockett,Curl,9.8,0,12,21.8,Tyler Lockett,Curl,79.0,0.2759493670886076
SEA,Tyler Lockett,Out,11.9,0,15,26.900000000000002,Tyler Lockett,Out,61.0,0.44098360655737706
SEA,Tyler Lockett,Post,3.9000000000000004,0,1,4.9,Tyler Lockett,Post,12.0,0.4083333333333334
MIA,Tyreek Hill,Comeback,0.5,0,1,1.5,Tyreek Hill,Comeback,2.0,0.75
MIA,Tyreek Hill,Corner,7.200000000000001,0,3,10.200000000000001,Tyreek Hill,Corner,32.0,0.31875000000000003
MIA,Tyreek Hill,Curl,28.3,0,24,52.29999999999999,Tyreek Hill,Curl,107.0,0.4887850467289719
MIA,Tyreek Hill,Dig,9.6,6,5,20.6,Tyreek Hill,Dig,25.0,0.8240000000000001
MIA,Tyreek Hill,Out,17.1,6,19,42.1,Tyreek Hill,Out,64.0,0.6578125
MIA,Tyreek Hill,Post,4.9,0,2,6.9,Tyreek Hill,Post,35.0,0.19714285714285715
MIA,Tyreek Hill,Slant,9.400000000000002,12,8,29.4,Tyreek Hill,Slant,39.0,0.7538461538461538
LAR,Van Jefferson,Comeback,1.5,0,1,2.5,Van Jefferson,Comeback,9.0,0.2777777777777778
LAR,Van Jefferson,Corner,0.0,0,0,0.0,Van Jefferson,Corner,37.0,0.0
LAR,Van Jefferson,Curl,10.3,0,11,21.3,Van Jefferson,Curl,72.0,0.29583333333333334
LAR,Van Jefferson,Dig,3.9000000000000004,6,4,13.900000000000002,Van Jefferson,Dig,57.0,0.24385964912280705
LAR,Van Jefferson,Out,7.300000000000001,0,8,15.299999999999999,Van Jefferson,Out,47.0,0.325531914893617
LAR,Van Jefferson,Post,42.800000000000004,18,10,70.8,Van Jefferson,Post,37.0,1.9135135135135135
LAR,Van Jefferson,Slant,0.0,0,0,0.0,Van Jefferson,Slant,21.0,0.0
TB,Vyncint Smith,Corner,0.0,0,0,0.0,Vyncint Smith,Corner,2.0,0.0
SEA,Will Dissly,Corner,2.2,0,1,3.2,Will Dissly,Corner,11.0,0.29090909090909095
SEA,Will Dissly,Out,3.8,0,4,7.8,Will Dissly,Out,21.0,0.37142857142857144
ARI,Zach Ertz,Corner,3.8000000000000003,0,2,5.800000000000001,Zach Ertz,Corner,31.0,0.18709677419354842
ARI,Zach Ertz,Curl,11.000000000000002,0,12,23.000000000000004,Zach Ertz,Curl,85.0,0.2705882352941177
ARI,Zach Ertz,Dig,6.2,0,5,11.2,Zach Ertz,Dig,56.0,0.19999999999999998
ARI,Zach Ertz,Out,8.900000000000002,0,9,17.900000000000002,Zach Ertz,Out,43.0,0.4162790697674419
ARI,Zach Ertz,Post,4.7,6,1,11.7,Zach Ertz,Post,7.0,1.6714285714285713
ARI,Zach Ertz,Slant,4.5,0,4,8.5,Zach Ertz,Slant,14.0,0.6071428571428571
PIT,Zach Gentry,Dig,3.0000000000000004,0,2,5.0,Zach Gentry,Dig,15.0,0.3333333333333333
PHI,Zach Pascal,Comeback,0.0,0,0,0.0,Zach Pascal,Comeback,3.0,0.0
PHI,Zach Pascal,Corner,1.5,0,1,2.5,Zach Pascal,Corner,27.0,0.09259259259259259
PHI,Zach Pascal,Curl,5.300000000000001,0,6,11.300000000000002,Zach Pascal,Curl,79.0,0.14303797468354434
PHI,Zach Pascal,Dig,1.6,0,1,2.6,Zach Pascal,Dig,47.0,0.055319148936170216
PHI,Zach Pascal,Out,1.6,0,2,3.6,Zach Pascal,Out,19.0,0.18947368421052632
PHI,Zach Pascal,Post,1.9000000000000001,12,2,15.899999999999999,Zach Pascal,Post,33.0,0.48181818181818176
PHI,Zach Pascal,Slant,0.9,0,1,1.9,Zach Pascal,Slant,15.0,0.12666666666666665
JAX,Zay Jones,Corner,1.7000000000000002,0,1,2.7,Zay Jones,Corner,22.0,0.12272727272727274
JAX,Zay Jones,Curl,9.100000000000001,0,10,19.1,Zay Jones,Curl,44.0,0.43409090909090914
JAX,Zay Jones,Dig,4.1,0,2,6.1,Zay Jones,Dig,29.0,0.21034482758620687
