team,playerName,RunDirection_descr,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
BAL,Tyler Huntley,Left A Gap,0.10000000000000003,0,0,0.10000000000000003,0.03333333333333335
BAL,Tyler Huntley,Left D Gap,10.399999999999999,6,0,16.400000000000002,1.4909090909090912
BAL,Tyler Huntley,Left Off-Tackle Gap Unknown,2.7,0,0,2.7,0.675
BAL,Tyler Huntley,Middle,-0.10000000000000003,0,-1,-1.1,-0.22000000000000003
BAL,Tyler Huntley,Right A Gap,1.2,6,0,7.2,2.4
BAL,Tyler Huntley,Right D Gap,9.800000000000002,0,0,9.800000000000002,0.7000000000000002
BAL,Tyler Huntley,Right Off-Tackle Gap Unknown,5.6,0,0,5.6,0.7
SEA,Tyler Lockett,Right D Gap,0.9000000000000001,0,0,0.9000000000000001,0.45000000000000007
MIA,Tyreek Hill,Left D Gap,5.300000000000001,0,0,5.300000000000001,1.7666666666666668
MIA,Tyreek Hill,Left Off-Tackle Gap Unknown,1.5,0,0,1.5,1.5
MIA,Tyreek Hill,Right D Gap,2.6,0,0,2.6,0.43333333333333335
NYG,Tyrod Taylor,Left A Gap,1.1,0,0,1.1,0.55
NYG,Tyrod Taylor,Left D Gap,3.9,6,0,9.9,1.4142857142857144
NYG,Tyrod Taylor,Left Off-Tackle Gap Unknown,3.6000000000000005,6,0,9.600000000000001,4.800000000000001
NYG,Tyrod Taylor,Middle,-0.1,0,0,-0.1,-0.05
NYG,Tyrod Taylor,Right D Gap,6.1000000000000005,6,0,12.099999999999998,2.4199999999999995
NYG,Tyrod Taylor,Right Off-Tackle Gap Unknown,0.5,0,0,0.5,0.5
LAR,Van Jefferson,Left D Gap,1.5,0,0,1.5,1.5
LAR,Van Jefferson,Right D Gap,2.0,0,0,2.0,1.0
ARI,Zach Ertz,Left D Gap,0.4,0,0,0.4,0.4
PHI,Zach Pascal,Left D Gap,1.2000000000000002,0,0,1.2000000000000002,1.2000000000000002
PHI,Zach Pascal,Right D Gap,0.9,0,0,0.9,0.9
NYJ,Zach Wilson,Left A Gap,0.0,0,0,0.0,0.0
NYJ,Zach Wilson,Left D Gap,3.1,0,0,3.1,0.62
NYJ,Zach Wilson,Left Off-Tackle Gap Unknown,0.5,0,0,0.5,0.5
NYJ,Zach Wilson,Middle,0.1,6,0,6.1,0.8714285714285713
NYJ,Zach Wilson,Right A Gap,0.1,6,0,6.1,3.05
NYJ,Zach Wilson,Right D Gap,10.9,12,0,22.9,2.5444444444444443
NYJ,Zach Wilson,Right Off-Tackle Gap Unknown,4.5,0,0,4.5,1.125
BUF,Zack Moss,Left A Gap,4.1,0,0,4.1,0.2733333333333333
BUF,Zack Moss,Left D Gap,7.499999999999999,6,0,13.499999999999998,0.7941176470588234
BUF,Zack Moss,Left Off-Tackle Gap Unknown,3.3000000000000003,12,0,15.299999999999999,1.9124999999999999
BUF,Zack Moss,Right A Gap,12.800000000000004,0,0,12.800000000000004,0.3657142857142858
BUF,Zack Moss,Right D Gap,2.7000000000000006,0,0,2.7000000000000006,0.2454545454545455
BUF,Zack Moss,Right Off-Tackle Gap Unknown,7.300000000000002,6,0,13.300000000000002,0.9500000000000002
JAX,Zay Jones,Left D Gap,0.4,0,0,0.4,0.4
JAX,Zay Jones,Right D Gap,-0.1,0,0,-0.1,-0.1
