playerId,positionCategory,firstName,lastName,season,jersey,teamName
8574,WR,Landen,Akers,2022,84,LAR
7469,DE,Freedom,Akinmoladun,2021,61,NYJ
6528,TE,Jordan,Akins,2022,88,NYG
3186,LB,Derek,Akunne,2015,49,ATL
6912,LB,Otaro,Alaka,2022,51,BAL
8265,T,Isaac,Alarcon,2022,60,DAL
185,T,Branden,Albert,2016,76,MIA
3641,LB,Bryson,Albright,2017,54,ARI
3231,DT,Chas,Alecxih,2016,65,CAR
6311,CB,Adonis,Alexander,2019,36,LAR
2751,LB,D.J.,Alexander,2019,57,JAX
6803,WR,Deontez,Alexander,2022,82,SEA
3596,LB,Dominique,Alexander,2017,54,CLE
516,DE,Frank,Alexander,2015,90,CAR
5210,CB,Jaire,Alexander,2022,23,GB 
2677,LB,Kwon,Alexander,2021,5,NO 
544,LB,Lorenzo,Alexander,2019,57,BUF
3964,CB,Mackensie,Alexander,2021,24,MIN
1030,LB,Maurice,Alexander,2019,41,BUF
3511,G,Vadal,Alexander,2017,74,LV 
7470,LB,Joey,Alfieri,2019,50,SF 
2609,WR,Mario,Alford,2016,15,CLE
800,CB,Robert,Alford,2021,23,ARI
5197,TE,Mo,Alie-Cox,2022,81,IND
5068,DE,Ricky,Ali'fua,2018,61,SEA
7156,G,Nick,Allegretti,2022,73,KC 
1264,S,Antonio,Allen,2016,39,NYJ
1056,DT,Beau,Allen,2020,94,NE 
3892,QB,Brandon,Allen,2022,8,CIN
4585,CB,Brian,Allen,2021,34,CLE
6507,C,Brian,Allen,2022,55,LAR
4749,LB,Chase,Allen,2018,59,MIA
19,CB,Cortez,Allen,2015,28,PIT
7364,LB,Dakota,Allen,2022,56,CLE
6334,T,Dejon,Allen,2018,62,CHI
1211,TE,Dwayne,Allen,2018,83,NE 
3701,C,Jack,Allen,2017,66,NO 
429,DE,Jared,Allen,2015,69,CAR
2996,RB,Javorius,Allen,2019,37,NYG
2753,G,Jeff,Allen,2018,73,KC 
4469,DT,Jonathan,Allen,2022,93,WAS
6821,LB,Josh,Allen,2022,41,JAX
3872,C,Josh,Allen,2016,62,SF 
5224,QB,Josh,Allen,2022,17,BUF
309,WR,Keenan,Allen,2022,13,LAC
6572,QB,Kyle,Allen,2022,3,HOU
6489,LB,Marcus,Allen,2021,27,PIT
368,S,Nate,Allen,2017,29,MIA
3702,TE,RaShaun,Allen,2016,88,HOU
2768,S,Ricardo,Allen,2021,37,CIN
105,P,Ryan,Allen,2019,9,ATL
3248,WR,Torrence,Allen,2015,3,LAC
20,S,Will,Allen,2015,20,PIT
7304,DE,Zach,Allen,2022,94,ARI
9199,RB,Tyler,Allgeier,2022,25,ATL
3528,WR,Geronimo,Allison,2022,82,ATL
1966,LB,Kiko,Alonso,2019,54,NO 
7201,LB,Azeez,Al-Shaair,2022,51,SF 
2879,DE,Tyson,Alualu,2022,94,PIT
8231,DT,Auzoyah,Alufohai,2022,78,CHI
7394,S,Ugo,Amadi,2022,28,SEA
1250,TE,Jace,Amaro,2016,88,TEN
100,WR,Danny,Amendola,2021,89,HOU
1563,CB,David,Amerson,2018,38,ARI
4519,G,Kofi,Amichia,2019,65,SF 
8836,K,Matt,Ammendola,2021,6,NYJ
246,S,Adrian,Amos,2022,31,GB 
1109,CB,Prince,Amukamara,2020,36,ARI
7819,DE,Bradlee,Anae,2022,0,NYJ
4745,DE,Peli,Anau,2017,63,ARI
7789,G,Tremayne,Anchrum Jr,2022,72,LAR
9153,LB,Troy,Andersen,2022,44,ATL
6335,DT,Abdullah,Anderson,2021,98,GB 
2559,TE,Busta,Anderson,2016,88,CHI
315,RB,C.J.,Anderson,2018,35,LAR
7095,T,Calvin,Anderson,2022,76,DEN
2291,S,Colt,Anderson,2017,33,BUF
8238,RB,Darius,Anderson,2022,30,HOU
512,QB,Derek,Anderson,2018,3,BUF
3070,WR,Dres,Anderson,2017,83,IND
7305,QB,Drew,Anderson,2019,3,ARI
2786,DE,Henry,Anderson,2022,0,NE 
8482,G,Jack,Anderson,2022,76,PHI
1892,LB,James,Anderson,2015,42,NO 
2595,LB,Jonathan,Anderson,2018,45,ARI
4339,LB,Kevin,Anderson,2016,0,PIT
3477,WR,Robby,Anderson,2022,11,CAR
6949,RB,Rodney,Anderson,2019,33,CIN
4461,LB,Ryan,Anderson,2020,52,WAS
4050,TE,Stephen,Anderson,2022,89,ARI
9085,S,Tycen,Anderson,2022,26,CIN
3104,LB,Zaire,Anderson,2017,50,DEN
8730,CB,Zayne,Anderson,2022,39,KC 
1845,RB,Antonio,Andrews,2016,26,TEN
6735,WR,Darren,Andrews,2018,16,NE 
2733,C,David,Andrews,2022,60,NE 
2964,G,Josh,Andrews,2022,0,NO 
6454,TE,Mark,Andrews,2022,89,BAL
484,P,Bryan,Anger,2022,5,DAL
4859,DT,Eli,Ankou,2022,51,BUF
3659,TE,Blake,Annen,2016,86,BUF
696,DE,Ezekiel,Ansah,2020,94,SF 
9290,DE,Andre,Anthony,2022,46,TB 
872,LB,Stephone,Anthony,2019,58,NO 
2660,DE,Kenny,Anunike,2016,0,NYJ
4805,LB,Alex,Anzalone,2022,34,DET
6312,CB,Troy,Apke,2022,30,WAS
3690,CB,Eli,Apple,2022,20,CIN
6913,T,Marcus,Applefield,2019,62,BAL
9267,P,Matt,Araiza,2022,19,BUF
7003,TE,J.J.,Arcega-Whiteside,2022,19,PHI
1310,RB,Dri,Archer,2016,0,BUF
629,QB,R.J.,Archer,2015,6,SEA
8607,DT,Daniel,Archibong,2022,61,PIT
9296,T,AJ,Arcuri,2022,0,LAR
3385,G,David,Arkin,2016,66,LAR
4719,FB,Alex,Armah,2022,40,WAS
2883,LB,Thurston,Armbrister,2018,58,ARI
9195,CB,Jalyn,Armour-Davis,2022,5,BAL
180,DE,Arik,Armstead,2022,91,SF 
6814,RB,Ryquell,Armstead,2022,23,JAX
870,T,Terron,Armstead,2022,72,MIA
6278,CB,Cornell,Armstrong,2022,25,ATL
6433,DE,Dorance,Armstrong,2022,92,DAL
7562,T,Ka'John,Armstrong,2019,0,DEN
1216,LB,Ray-Ray,Armstrong,2020,52,SEA
7692,CB,Damon,Arnette,2020,20,LV 
5152,TE,Dan,Arnold,2022,85,JAX
8211,S,Grayland,Arnold,2022,35,HOU
1274,CB,Kyle,Arrington,2016,35,BAL
2685,RB,Cameron,Artis-Payne,2018,34,CAR
6705,DE,Ade,Aruna,2018,61,MIN
7092,T,George,Asafo-Adjei,2019,78,NYG
9148,LB,Brian,Asamoah,2022,0,MIN
694,G,Jon,Asamoah,2015,75,ATL
1218,S,Larry,Asante,2015,42,LV 
3196,DT,Richard,Ash,2017,76,DAL
7620,TE,Devin,Asiasi,2022,86,NE 
4750,G,Isaac,Asiata,2018,68,MIA
1273,RB,Matt,Asiata,2016,44,MIN
6310,WR,Marcell,Ateman,2020,88,LV 
935,DT,Geno,Atkins,2020,97,CIN
6344,DT,John,Atkins,2020,0,DET
1228,RB,George,Atkinson,2017,43,KC 
443,LB,Jeremiah,Attaochu,2022,50,CHI
8445,WR,Tutu,Atwell,2022,15,LAR
2050,CB,Josh,Aubrey,2015,31,TEN
4498,TE,Antony,Auclair,2022,83,HOU
4862,C,Erik,Austell,2017,78,HOU
7097,CB,Blessuan,Austin,2022,38,DEN
2488,DT,Marvin,Austin,2015,76,DEN
1332,WR,Miles,Austin,2015,19,PHI
957,WR,Tavon,Austin,2022,86,BUF
8872,WR,Calvin,Austin III,2022,19,PIT
1219,DE,Denico,Autry,2022,96,TEN
369,WR,Jason,Avant,2015,81,KC 
6455,CB,Anthony,Averett,2022,29,LV 
4579,C,Travis,Averill,2017,62,CHI
6443,LB,Genard,Avery,2022,49,PIT
769,DE,Cliff,Avril,2017,56,SEA
8662,G,Kayode,Awosika,2022,72,PHI
4432,CB,Chidobe,Awuzie,2022,22,CIN
1014,LB,Akeem,Ayers,2017,48,NYG
3428,WR,Demarcus,Ayers,2017,18,CHI
1102,DE,Robert,Ayers,2017,91,TB 
1241,LB,Jason,Babin,2015,0,ARI
761,DT,Jonathan,Babineaux,2016,95,ATL
7973,WR,Andre,Baccellia,2022,82,ARI
8119,LB,Joe,Bachie,2022,49,CIN
7365,WR,Alex,Bachman,2022,81,NYG
2956,TE,Kennard,Backman,2015,86,GB 
8270,DE,David,Bada,2022,64,WAS
1994,CB,Johnson,Bademosi,2020,29,NO 
6711,WR,Jeff,Badet,2018,85,MIN
6748,K,Michael,Badgley,2021,6,IND
9217,RB,Tyler,Badie,2022,30,BAL
1190,DE,Allen,Bailey,2020,93,ATL
692,G,Alvin,Bailey,2016,78,CLE
685,K,Dan,Bailey,2020,5,MIN
2894,S,Dion,Bailey,2015,34,NYJ
7148,P,Jake,Bailey,2022,7,NE 
7664,LB,Markus,Bailey,2022,51,CIN
6829,T,Quinn,Bailey,2022,75,DEN
3893,WR,Rasheed,Bailey,2017,16,CAR
6566,WR,Sergio,Bailey,2018,83,TB 
953,WR,Stedman,Bailey,2016,0,LAR
4029,DE,Sterling,Bailey,2017,61,TB 
7254,G,Zack,Bailey,2022,61,WAS
1049,DE,Brandon,Bair,2015,93,PHI
7506,CB,Derrick,Baity Jr.,2019,35,NYG
4746,S,Budda,Baker,2022,3,ARI
1785,DE,Chris,Baker,2017,90,TB 
7107,CB,Deandre,Baker,2022,30,KC 
6275,LB,Jerome,Baker,2022,55,MIA
8316,WR,Kawaan,Baker,2022,80,NO 
570,T,David,Bakhtiari,2022,69,GB 
4171,G,Alex,Balducci,2017,60,WAS
643,WR,Doug,Baldwin,2018,89,SEA
2383,CB,Alan,Ball,2015,24,CHI
8504,T,Josh,Ball,2022,75,DAL
1716,S,Marcus,Ball,2016,46,SF 
2938,LB,Neiron,Ball,2016,0,LV 
6277,RB,Kalen,Ballage,2021,29,PIT
2414,RB,Vick,Ballard,2015,26,IND
7109,CB,Corey,Ballentine,2022,39,ATL
492,S,Lonnie,Ballentine,2016,39,HOU
8840,WR,Michael,Bandy,2022,83,LAC
8017,CB,Trajan,Bandy,2020,35,CIN
1655,S,Chris,Banjo,2021,31,ARI
8461,G,Aaron,Banks,2022,65,SF 
4462,DE,Brandon,Banks,0,0,   
7790,DE,Eric,Banks,2022,94,DET
832,CB,Johnthan,Banks,2016,35,CHI
4414,DT,Josh,Banks,2017,64,NYG
5023,T,Zach,Banner,2021,72,PIT
6964,DE,Ben,Banogu,2022,52,IND
8813,G,Cole,Banwart,2022,61,MIA
1277,RB,Joe,Banyard,2016,36,JAX
3708,RB,Peyton,Barber,2021,31,LV 
909,G,Allen,Barbre,2017,73,DEN
2962,T,Don,Barclay,2017,62,DET
8117,CB,Luq,Barcoo,2021,41,SF 
7924,FB,Jake,Bargas,2022,0,MIN
3304,T,Chris,Barker,2017,67,CLE
2289,QB,Matt,Barkley,2022,11,BUF
6228,RB,Saquon,Barkley,2022,26,NYG
2708,T,Joe,Barksdale,2018,60,ARI
8491,DT,Christian,Barmore,2022,90,NE 
6609,K,Austin,Barnard,2018,3,TEN
2185,RB,Kenjon,Barner,2022,38,TB 
3379,CB,Adairius,Barnes,2017,29,DET
4488,TE,Brandon,Barnes,2017,0,DET
3205,LB,Deion,Barnes,2015,50,NYJ
8360,LB,Derrick,Barnes,2022,55,DET
9237,CB,Kalon,Barnes,2022,0,CAR
336,T,Khalif,Barnes,2017,64,ARI
8019,LB,Krys,Barnes,2022,51,GB 
2815,DE,Tavaris,Barnes,2016,95,SEA
976,C,Tim,Barnes,2017,61,SF 
2819,DT,TJ,Barnes,2016,77,KC 
4399,DE,Derek,Barnett,2022,96,PHI
409,TE,Gary,Barnidge,2016,82,CLE
9125,LB,Amare,Barno,2022,0,CAR
848,LB,Anthony,Barr,2021,55,MIN
4489,DE,Alex,Barrett,2022,58,SF 
6561,QB,JT,Barrett,2019,0,PIT
2652,LB,Shaquil,Barrett,2022,58,TB 
603,LB,Sam,Barrington,2016,97,NO 
1027,LB,Mark,Barron,2019,26,PIT
1894,LB,Lamin,Barrow,2017,49,MIA
6770,T,Alex,Bars,2022,64,LV 
3192,DE,Brad,Bars,2015,71,NYG
7594,G,Ben,Bartch,2022,78,JAX
384,K,Connor,Barth,2016,4,CHI
7395,LB,Cody,Barton,2022,57,SEA
6954,T,Jackson,Barton,2022,78,LV 
4012,G,Karim,Barton,2016,61,TEN
812,LB,Joplo,Bartu,2015,59,JAX
1054,LB,Connor,Barwin,2018,53,NYG
8476,DE,Boogie,Basham,2022,96,BUF
5022,DE,Tarell,Basham,2022,93,DAL
2604,LB,David,Bass,2017,47,NYJ
7650,K,Tyler,Bass,2022,2,BUF
7948,CB,Essang,Bassey,2022,34,DEN
8430,WR,Rashod,Bateman,2022,12,BAL
1006,LB,Daren,Bates,2021,53,ATL
3299,LB,Houston,Bates,2016,96,WAS
6379,S,Jessie,Bates,2022,30,CIN
8528,TE,John,Bates,2022,87,WAS
7461,T,Ryan,Bates,2022,71,BUF
4020,LB,Trevor,Bates,2018,53,DET
6390,WR,Cameron,Batson,2022,16,ATL
3308,T,Isaiah,Battle,2017,79,SEA
7099,S,John,Battle,2020,35,PIT
7330,TE,Marcus,Baugh,2020,85,WAS
7890,LB,Zack,Baun,2022,53,NO 
3450,CB,DeVante,Bausby,2021,13,NE 
6237,FB,Nick,Bawden,2021,48,NYJ
4364,CB,Keith,Baxter,2016,0,GB 
970,TE,Alex,Bayer,2015,82,LAC
8208,WR,Omar,Bayless,2022,85,KC 
4865,TE,Evan,Baylis,2020,0,KC 
43,T,Kelvin,Beachum,2022,68,ARI
459,G,Zane,Beadles,2018,69,ATL
6599,LB,Emmanuel,Beal,2018,43,SEA
6464,CB,Sam,Beal,2020,23,NYG
4360,DE,Jimmy,Bean,2016,93,LV 
594,WR,Cole,Beasley,2021,11,BUF
759,LB,Vic,Beasley Jr,2020,51,LV 
1104,LB,Jon,Beason,2015,52,NYG
4910,QB,C.J.,Beathard,2022,3,JAX
2129,T,William,Beatty,2017,66,PHI
1872,LB,Steve,Beauharnais,2015,40,SF 
9047,LB,Darrian,Beavers,2022,41,NYG
3968,G,Willie,Beavers,2022,64,WAS
7150,FB,Andrew,Beck,2022,83,DEN
7435,TE,Nate,Becker,2020,84,BUF
7761,TE,Ryan,Becker,2022,80,ATL
8630,LB,Tavante,Beckett,2022,59,DET
1067,WR,Odell,Beckham,2021,3,LAR
3064,G,Ben,Beckwith,2015,62,LAC
4502,LB,Kendell,Beckwith,2019,51,TB 
7611,T,Mekhi,Becton,2022,77,NYJ
3095,T,Nick,Becton,2017,61,NYG
7482,DT,Ryan,Bee,0,0,   
6706,WR,Chad,Beebe,2022,86,HOU
8022,WR,Reggie,Begelton,2020,84,GB 
2568,TE,Blake,Bell,2022,81,KC 
4697,LB,Brandon,Bell,2018,51,CIN
2957,T,Byron,Bell,2018,74,GB 
8867,WR,David,Bell,2022,18,CLE
564,RB,Joique,Bell,2016,44,DET
3068,WR,Kenny,Bell,2017,85,BAL
34,RB,Le'Veon,Bell,2021,6,TB 
7230,DE,Quinton,Bell,2022,56,ATL
3704,S,Vonn,Bell,2022,24,CIN
6683,LB,Davin,Bellamy,2020,49,HOU
1483,WR,Josh,Bellamy,2019,15,NYJ
7926,RB,Levante,Bellamy,2020,32,DEN
8961,TE,Daniel,Bellinger,2022,45,NYG
4824,LB,B.J.,Bello,2022,0,TEN
2335,FB,Nick,Bellore,2022,44,SEA
9076,S,Dane,Belton,2022,36,NYG
3711,G,Caleb,Benenoch,2021,65,NO 
9269,CB,Christian,Benford,2022,47,BUF
7762,RB,Eno,Benjamin,2022,26,ARI
498,WR,Kelvin,Benjamin,2018,81,KC 
408,WR,Travis,Benjamin,2022,17,SF 
6239,QB,Kurt,Benkert,2022,6,GB 
2002,WR,Arrelious,Benn,2017,17,JAX
397,TE,Martellus,Bennett,2017,88,NE 
753,DE,Michael,Bennett,2019,79,DAL
2873,DT,Michael,Bennett,2019,93,ATL
6831,WR,Trinity,Benson,2022,17,DET
1531,CB,Dwight,Bentley,2015,41,DET
6268,LB,Ja'Whaun,Bentley,2022,8,NE 
8055,S,Elijah,Benton,2021,31,NYJ
1470,CB,Bene,Benwikere,2018,37,LV 
6804,G,Beau,Benzschawel,2022,63,WAS
822,C,Joe,Berger,2017,61,MIN
1878,C,Tony,Bergstrom,2020,62,SF 
3788,S,Nat,Berhe,2018,31,PIT
2852,G,Mackenzy,Bernadeau,2015,73,DAL
8239,LB,Francis,Bernard,2022,53,DAL
931,RB,Giovani,Bernard,2022,25,TB 
9150,LB,Terrel,Bernard,2022,43,BUF
6270,WR,Braxton,Berrios,2022,10,NYJ
1532,S,Eric,Berry,2018,29,KC 
2727,P,Jordan,Berry,2022,3,MIN
7987,LB,Rashod,Berry,2022,56,JAX
1466,WR,Brenton,Bersin,2017,11,CAR
3386,K,Taylor,Bertolet,2020,0,MIN
170,S,Antoine,Bethea,2019,41,NYG
1418,CB,Justin,Bethel,2022,29,NE 
3595,LB,Brennen,Beyer,2016,45,BAL
8720,TE,Shaun,Beyer,2022,88,DEN
7817,C,Tyler,Biadasz,2022,63,DAL
2670,TE,E.J.,Bibbs,2015,88,CLE
3105,RB,Kapri,Bibbs,2018,22,GB 
4521,LB,Vince,Biegel,2022,0,BAL
804,LB,Kroy,Biermann,2015,71,ATL
6288,LB,Keishawn,Bierria,2019,44,ARI
1570,CB,E.J.,Biggers,2015,38,PHI
4806,LB,Adam,Bighill,0,0,   
8188,LB,Asmar,Bilal,2021,59,LV 
3520,DT,Andrew,Billings,2022,97,LV 
3361,WR,Jace,Billingsley,2017,16,DET
3479,LB,Freddie,Bishop,2017,50,NYJ
2869,DT,Ken,Bishop,2015,93,DAL
4416,T,Adam,Bisnowaty,2018,78,MIN
414,G,Joel,Bitonio,2022,75,CLE
7791,LB,Daniel,Bituli,2020,48,CAR
8024,S,Henry,Black,2022,24,NYG
8803,WR,Tarik,Black,2022,3,NYJ
7578,DT,Ross,Blacklock,2022,90,HOU
7588,S,Julian,Blackmon,2022,32,IND
1722,WR,Justin,Blackmon,2017,14,JAX
2449,CB,Will,Blackmon,2016,41,WAS
6621,WR,Saeed,Blacknall,2019,80,ARI
2971,DE,Angelo,Blackson,2022,90,CHI
8598,WR,Chris,Blair,2022,16,GB 
7396,S,Marquise,Blair,2022,27,SEA
4247,DE,Ronald,Blair III,2021,54,NYJ
1316,CB,Antwon,Blake,2016,47,TEN
6240,WR,Christian,Blake,2022,39,ARI
3063,TE,Rob,Blanchflower,2015,87,PIT
9250,CB,DaRon,Bland,2022,30,DAL
7331,S,Quin,Blanding,2019,37,CAR
8174,K,Rodrigo,Blankenship,2022,3,IND
7366,TE,Kendall,Blanton,2022,86,LAR
854,S,Robert,Blanton,2016,26,BUF
6888,FB,Khari,Blasingame,2022,35,CHI
3232,LB,Brian,Blechen,2016,0,NE 
7537,DE,Amani,Bledsoe,2021,94,TEN
8495,S,Joshuah,Bledsoe,2022,34,NE 
6773,K,Chris,Blewitt,2021,12,CLE
6993,QB,David,Blough,2022,10,DET
103,RB,LeGarrette,Blount,2018,29,DET
303,RB,Alfred,Blue,2018,28,HOU
3012,WR,Javess,Blue,2015,10,GB 
4025,C,Austin,Blythe,2022,63,SEA
5015,WR,C.J.,Board,2022,18,NYG
6463,LB,Chris,Board,2022,0,DET
3897,CB,Briean,Boddy-Calhoun,2021,36,TEN
900,C,Russell,Bodine,2020,60,DET
3927,G,Evan,Boehm,2021,67,MIA
6496,G,Ike,Boettger,2022,65,BUF
2800,C,Taylor,Boggs,2016,65,ARI
8506,DT,Quinton,Bohanna,2022,98,DAL
192,FB,Tommy,Bohanon,2018,40,JAX
3974,TE,Moritz,Böhringer,2019,49,CIN
6317,P,Corey,Bojorquez,2022,13,CLE
1212,RB,Brandon,Bolden,2022,34,LV 
387,S,Omar,Bolden,2015,31,DEN
4911,WR,Victor,Bolden Jr.,2020,16,DET
113,WR,Anquan,Boldin,2016,80,DET
897,G,Clint,Boling,2018,65,CIN
5104,T,Garrett,Bolles,2022,72,DEN
6842,LB,Curtis,Bolton,2022,49,DET
8534,LB,Nick,Bolton,2022,54,KC 
3712,LB,Devante,Bond,2022,51,DAL
5029,G,Deyshawn,Bond,2017,69,IND
6914,CB,Terrell,Bonds,2020,38,BAL
9123,LB,Nik,Bonitto,2022,42,DEN
6573,RB,Reggie,Bonnafon,2022,39,WAS
328,WR,Alan,Bonner,2015,16,HOU
8314,QB,Ian,Book,2022,16,NO 
3957,RB,Devontae,Booker,2021,28,NYG
9089,DT,Thomas,Booker,2022,56,HOU
144,G,Alex,Boone,2020,78,SEA
6358,RB,Mike,Boone,2022,26,DEN
9176,CB,Andrew,Booth Jr.,2022,0,MIN
8731,CB,Dicaprio,Bootle,2022,2,KC 
6568,T,Cole,Boozer,2018,64,TB 
4642,CB,Breon,Borders,2022,21,ARI
8619,LB,Tuf,Borland,2022,47,MIN
8364,G,Larry,Borom,2022,75,CHI
8704,K,Jose,Borregales,2022,19,TB 
463,QB,Blake,Bortles,2022,6,NO 
4284,DE,Joey,Bosa,2022,97,LAC
6940,DE,Nick,Bosa,2022,97,SF 
829,P,Matt,Bosher,2019,5,ATL
1501,LB,Jonathan,Bostic,2021,53,WAS
1964,TE,Brandon,Bostick,2016,82,NYJ
533,S,Tre,Boston,2020,33,CAR
3280,K,Chris,Boswell,2022,9,PIT
6694,RB,Joel,Bouagnon,2018,0,NYJ
4124,CB,Elie,Bouka,2018,0,PHI
4912,WR,Kendrick,Bourne,2022,84,NE 
1254,CB,A.J.,Bouye,2021,24,CAR
460,C,Luke,Bowanko,2018,69,WAS
7687,WR,Lynn,Bowden Jr.,2022,3,MIA
407,WR,Dwayne,Bowe,2015,80,CLE
4128,T,Kevin,Bowen,2017,72,WAS
2813,DE,Stephen,Bowen,2015,72,NYJ
4567,DE,Tashawn,Bower,2022,0,LV 
3335,DE,Da'Quan,Bowers,2015,91,TB 
8102,TE,Nick,Bowers,2022,82,LV 
3054,T,Michael,Bowie,2015,61,CLE
4094,TE,Braedon,Bowman,2017,83,LAC
163,LB,NaVorro,Bowman,2017,53,LV 
188,CB,Zack,Bowman,2015,30,MIA
4993,LB,Tyus,Bowser,2022,54,BAL
1624,WR,Josh,Boyce,2016,3,CLE
7158,T,Dino,Boyd,2019,78,CHI
593,DT,Josh,Boyd,2015,93,GB 
6889,CB,Kris,Boyd,2022,29,MIN
3521,WR,Tyler,Boyd,2022,83,CIN
5133,DT,Paul,Boyette,2017,91,DEN
1524,CB,Brandon,Boykin,2017,35,BAL
6935,WR,Miles,Boykin,2022,13,PIT
3637,QB,Trevone,Boykin,2017,2,SEA
5076,CB,Jeremy,Boykins,2019,1,SEA
3178,G,Brett,Boyko,2017,67,LAC
2976,TE,Nick,Boyle,2022,86,BAL
6347,QB,Tim,Boyle,2022,12,DET
6461,G,Bradley,Bozeman,2022,0,CAR
4374,TE,Brett,Brackett,2016,40,MIA
3921,CB,James,Bradberry,2022,24,PHI
6890,C,Garrett,Bradbury,2022,56,MIN
4730,G,Ben,Braden,2022,64,DEN
814,LB,Allen,Bradford,2015,53,ATL
3221,LB,Carl,Bradford,2017,53,CIN
880,QB,Sam,Bradford,2017,8,MIN
133,LB,Nigel,Bradham,2019,53,PHI
4992,LB,Bam,Bradley,2018,53,BAL
4568,DT,Dylan,Bradley,2017,79,MIN
8054,WR,Ja'Marcus,Bradley,2022,84,CLE
7804,LB,Shaun,Bradley,2022,54,PHI
8531,DE,William,Bradley-King,2022,56,WAS
1208,RB,Ahmad,Bradshaw,2015,44,IND
8175,RB,Darius,Bradwell,2022,0,CAR
61,QB,Tom,Brady,2022,12,TB 
7139,DE,Jordan,Brailford,2022,49,ATL
1051,LB,Bryan,Braman,2017,50,PHI
1278,DT,Alan,Branch,2017,97,NE 
2445,LB,Andre,Branch,2018,50,MIA
4580,S,Marcelis,Branch,2017,35,ATL
1193,S,Tyvon,Branch,2017,27,ARI
7715,T,Blake,Brandel,2022,64,MIN
8191,CB,John,Brannon,2022,39,CIN
4979,DT,Caleb,Brantley,2020,96,WAS
2290,TE,Cameron,Brate,2022,84,TB 
3453,TE,Ben,Braunecker,2019,82,CHI
3454,WR,Daniel,Braverman,2017,0,KC 
3156,WR,Quan,Bray,2016,11,IND
3246,QB,Tyler,Bray,2021,14,SF 
1168,CB,Delvin,Breaux,2017,40,NO 
7675,G,Ben,Bredeson,2022,68,NYG
1004,CB,Bashaud,Breeland,2021,24,ARI
8086,TE,Jacob,Breeland,2020,88,BAL
858,QB,Drew,Brees,2020,9,NO 
8335,S,Brady,Breeze,2022,15,DET
4913,RB,Matt,Breida,2022,31,NYG
4188,C,Jake,Brendel,2022,64,SF 
191,C,Sam,Brenner,2016,67,DEN
3867,WR,KJ,Brent,2017,15,IND
7917,C,Aaron,Brewer,2022,62,TEN
7367,G,Chandler,Brewer,2022,67,LAR
3530,S,Kentrell,Brice,2018,29,GB 
786,QB,Teddy,Bridgewater,2022,5,MIA
8522,RB,Gary,Brightwell,2022,37,NYG
2673,K,Kyle,Brindza,2015,2,TB 
1283,LB,Jasper,Brinkley,2015,53,NYG
9068,S,Jaquan,Brisker,2022,9,CHI
3561,QB,Jacoby,Brissett,2022,7,CLE
715,C,Justin,Britt,2022,68,HOU
