team,playerName,RunDirection_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
SEA,Chris Carson,Right A Gap,28,15.200000000000001,6,0,21.199999999999996,0.757142857142857,28,163,0.17177914110429449
SEA,Chris Carson,Right D Gap,12,5.1,0,0,5.1,0.425,12,163,0.0736196319018405
SEA,Chris Carson,Right Off-Tackle Gap Unknown,45,25.600000000000005,6,0,31.60000000000001,0.7022222222222224,45,163,0.27607361963190186
CAR,Christian McCaffrey,Left A Gap,7,2.5999999999999996,6,0,8.6,1.2285714285714284,7,53,0.1320754716981132
CAR,Christian McCaffrey,Left Off-Tackle Gap Unknown,14,5.1000000000000005,0,0,5.1000000000000005,0.3642857142857143,14,53,0.2641509433962264
CAR,Christian McCaffrey,Right A Gap,13,3.9000000000000004,6,0,9.9,0.7615384615384616,13,53,0.24528301886792453
CAR,Christian McCaffrey,Right Off-Tackle Gap Unknown,19,6.9,6,0,12.900000000000002,0.6789473684210527,19,53,0.3584905660377358
KC,Clyde Edwards-Helaire,Left A Gap,36,19.700000000000003,12,0,31.7,0.8805555555555555,36,198,0.18181818181818182
KC,Clyde Edwards-Helaire,Left D Gap,29,12.200000000000003,0,0,12.200000000000003,0.4206896551724139,29,198,0.14646464646464646
KC,Clyde Edwards-Helaire,Left Off-Tackle Gap Unknown,30,10.6,0,0,10.6,0.35333333333333333,30,198,0.15151515151515152
KC,Clyde Edwards-Helaire,Right A Gap,35,14.8,12,0,26.8,0.7657142857142857,35,198,0.17676767676767677
KC,Clyde Edwards-Helaire,Right D Gap,26,14.900000000000002,6,0,20.900000000000002,0.8038461538461539,26,198,0.13131313131313133
KC,Clyde Edwards-Helaire,Right Off-Tackle Gap Unknown,42,16.7,0,0,16.7,0.3976190476190476,42,198,0.21212121212121213
ATL,Cordarrelle Patterson,Left D Gap,21,9.700000000000001,0,0,9.700000000000001,0.46190476190476193,21,65,0.3230769230769231
ATL,Cordarrelle Patterson,Left Off-Tackle Gap Unknown,15,4.1000000000000005,0,0,4.1000000000000005,0.2733333333333334,15,65,0.23076923076923078
ATL,Cordarrelle Patterson,Right A Gap,7,2.0,0,0,2.0,0.2857142857142857,7,65,0.1076923076923077
ATL,Cordarrelle Patterson,Right D Gap,13,7.1,6,0,13.100000000000001,1.0076923076923079,13,65,0.2
ATL,Cordarrelle Patterson,Right Off-Tackle Gap Unknown,9,3.2,0,0,3.2,0.35555555555555557,9,65,0.13846153846153847
WAS,Curtis Samuel,Left D Gap,6,1.0,0,0,1.0,0.16666666666666666,6,30,0.2
WAS,Curtis Samuel,Right A Gap,8,4.4,0,0,4.4,0.55,8,30,0.26666666666666666
WAS,Curtis Samuel,Right D Gap,16,9.0,0,0,9.0,0.5625,16,30,0.5333333333333333
DET,D'Andre Swift,Left A Gap,23,9.500000000000002,12,0,21.5,0.9347826086956522,23,116,0.19827586206896552
DET,D'Andre Swift,Left D Gap,12,6.6000000000000005,0,0,6.6000000000000005,0.55,12,116,0.10344827586206896
DET,D'Andre Swift,Left Off-Tackle Gap Unknown,22,7.4,12,0,19.4,0.8818181818181817,22,116,0.1896551724137931
DET,D'Andre Swift,Right A Gap,34,20.3,18,-2,36.3,1.0676470588235294,34,116,0.29310344827586204
DET,D'Andre Swift,Right Off-Tackle Gap Unknown,25,12.600000000000003,6,0,18.599999999999998,0.7439999999999999,25,116,0.21551724137931033
CLE,D'Ernest Johnson,Left Off-Tackle Gap Unknown,16,11.899999999999999,0,0,11.899999999999999,0.7437499999999999,16,25,0.64
CLE,D'Ernest Johnson,Right Off-Tackle Gap Unknown,9,2.9999999999999996,0,0,2.9999999999999996,0.33333333333333326,9,25,0.36
CAR,D'Onta Foreman,Right Off-Tackle Gap Unknown,11,5.6000000000000005,0,0,5.6000000000000005,0.5090909090909091,11,11,1.0
MIN,Dalvin Cook,Left A Gap,48,19.600000000000005,6,-1,24.60000000000001,0.5125000000000002,48,319,0.15047021943573669
MIN,Dalvin Cook,Left D Gap,29,15.1,6,0,21.1,0.7275862068965517,29,319,0.09090909090909091
MIN,Dalvin Cook,Left Off-Tackle Gap Unknown,100,59.40000000000001,42,0,101.39999999999999,1.014,100,319,0.31347962382445144
MIN,Dalvin Cook,Right A Gap,36,20.399999999999995,24,0,44.400000000000006,1.2333333333333334,36,319,0.11285266457680251
MIN,Dalvin Cook,Right D Gap,17,8.5,0,0,8.5,0.5,17,319,0.05329153605015674
MIN,Dalvin Cook,Right Off-Tackle Gap Unknown,89,38.70000000000002,18,-1,55.70000000000001,0.6258426966292135,89,319,0.27899686520376177
NE,Damien Harris,Left A Gap,23,13.199999999999996,6,0,19.200000000000003,0.8347826086956524,23,139,0.16546762589928057
NE,Damien Harris,Left D Gap,22,5.600000000000002,0,0,5.600000000000002,0.25454545454545463,22,139,0.15827338129496402
NE,Damien Harris,Left Off-Tackle Gap Unknown,20,8.200000000000001,0,0,8.200000000000001,0.41000000000000003,20,139,0.14388489208633093
NE,Damien Harris,Right A Gap,29,17.700000000000003,0,0,17.700000000000003,0.610344827586207,29,139,0.20863309352517986
NE,Damien Harris,Right D Gap,14,7.500000000000002,6,0,13.500000000000002,0.9642857142857144,14,139,0.10071942446043165
NE,Damien Harris,Right Off-Tackle Gap Unknown,31,17.800000000000004,0,0,17.800000000000004,0.5741935483870969,31,139,0.22302158273381295
NYG,Daniel Jones,Left D Gap,10,10.3,0,0,10.3,1.03,10,60,0.16666666666666666
NYG,Daniel Jones,Left Off-Tackle Gap Unknown,13,12.9,12,0,24.900000000000002,1.9153846153846155,13,60,0.21666666666666667
NYG,Daniel Jones,Middle,20,-0.6,0,-1,-1.600000000000001,-0.08000000000000004,20,60,0.3333333333333333
NYG,Daniel Jones,Right D Gap,17,19.6,0,0,19.6,1.1529411764705884,17,60,0.2833333333333333
ARI,Darrel Williams,Left A Gap,10,4.6000000000000005,6,0,10.600000000000001,1.06,10,63,0.15873015873015872
ARI,Darrel Williams,Left Off-Tackle Gap Unknown,15,6.5,0,0,6.5,0.43333333333333335,15,63,0.23809523809523808
ARI,Darrel Williams,Right A Gap,18,8.400000000000002,6,0,14.400000000000002,0.8000000000000002,18,63,0.2857142857142857
ARI,Darrel Williams,Right D Gap,9,3.6000000000000005,0,0,3.6000000000000005,0.4000000000000001,9,63,0.14285714285714285
ARI,Darrel Williams,Right Off-Tackle Gap Unknown,11,5.0,0,0,5.0,0.45454545454545453,11,63,0.1746031746031746
CHI,Darrynton Evans,Left Off-Tackle Gap Unknown,7,2.0999999999999996,0,0,2.0999999999999996,0.29999999999999993,7,7,1.0
CHI,David Montgomery,Left A Gap,45,19.700000000000003,12,0,31.700000000000006,0.7044444444444445,45,262,0.1717557251908397
CHI,David Montgomery,Left D Gap,23,8.299999999999999,6,0,14.300000000000002,0.6217391304347827,23,262,0.08778625954198473
CHI,David Montgomery,Left Off-Tackle Gap Unknown,60,28.199999999999996,18,0,46.19999999999999,0.7699999999999998,60,262,0.22900763358778625
CHI,David Montgomery,Right A Gap,51,24.1,6,0,30.1,0.5901960784313726,51,262,0.1946564885496183
CHI,David Montgomery,Right D Gap,15,5.9,0,0,5.9,0.39333333333333337,15,262,0.05725190839694656
CHI,David Montgomery,Right Off-Tackle Gap Unknown,68,25.400000000000006,6,0,31.400000000000006,0.461764705882353,68,262,0.2595419847328244
CHI,David Moore,Left D Gap,6,3.6,0,0,3.6,0.6,6,6,1.0
SF,Deebo Samuel,Left D Gap,8,4.500000000000001,0,0,4.500000000000001,0.5625000000000001,8,8,1.0
LV,Derek Carr,Middle,14,-0.4,6,0,5.6000000000000005,0.4,14,27,0.5185185185185185
LV,Derek Carr,Right D Gap,13,7.4,6,-1,12.400000000000002,0.953846153846154,13,27,0.48148148148148145
TEN,Derrick Henry,Left A Gap,54,30.6,30,0,60.59999999999999,1.122222222222222,54,404,0.13366336633663367
TEN,Derrick Henry,Left D Gap,42,14.700000000000005,12,0,26.700000000000003,0.6357142857142858,42,404,0.10396039603960396
TEN,Derrick Henry,Left Off-Tackle Gap Unknown,106,50.899999999999984,6,0,56.89999999999999,0.5367924528301886,106,404,0.2623762376237624
TEN,Derrick Henry,Right A Gap,66,31.5,24,0,55.499999999999986,0.8409090909090907,66,404,0.16336633663366337
TEN,Derrick Henry,Right D Gap,42,26.000000000000007,0,-2,24.000000000000007,0.5714285714285716,42,404,0.10396039603960396
TEN,Derrick Henry,Right Off-Tackle Gap Unknown,94,60.100000000000016,36,0,96.1,1.0223404255319148,94,404,0.23267326732673269
CLE,Deshaun Watson,Left D Gap,31,16.0,6,0,22.0,0.7096774193548387,31,89,0.34831460674157305
CLE,Deshaun Watson,Left Off-Tackle Gap Unknown,11,6.800000000000001,6,0,12.8,1.1636363636363638,11,89,0.12359550561797752
CLE,Deshaun Watson,Middle,13,-0.6,0,-1,-1.6,-0.12307692307692308,13,89,0.14606741573033707
CLE,Deshaun Watson,Right A Gap,6,3.7000000000000006,0,0,3.7000000000000006,0.6166666666666668,6,89,0.06741573033707865
CLE,Deshaun Watson,Right D Gap,21,12.7,6,0,18.699999999999996,0.8904761904761903,21,89,0.23595505617977527
CLE,Deshaun Watson,Right Off-Tackle Gap Unknown,7,6.1000000000000005,0,0,6.1000000000000005,0.8714285714285716,7,89,0.07865168539325842
BUF,Devin Singletary,Left A Gap,24,9.700000000000001,6,0,15.700000000000001,0.6541666666666667,24,175,0.13714285714285715
BUF,Devin Singletary,Left D Gap,27,13.200000000000003,6,-1,18.2,0.674074074074074,27,175,0.15428571428571428
BUF,Devin Singletary,Left Off-Tackle Gap Unknown,52,31.300000000000004,6,0,37.3,0.7173076923076922,52,175,0.29714285714285715
BUF,Devin Singletary,Right A Gap,32,10.9,0,0,10.9,0.340625,32,175,0.18285714285714286
BUF,Devin Singletary,Right D Gap,18,5.4,0,0,5.4,0.30000000000000004,18,175,0.10285714285714286
BUF,Devin Singletary,Right Off-Tackle Gap Unknown,22,6.5,0,0,6.5,0.29545454545454547,22,175,0.12571428571428572
SEA,Drew Lock,Left D Gap,7,4.200000000000001,6,0,10.200000000000001,1.4571428571428573,7,36,0.19444444444444445
SEA,Drew Lock,Middle,11,-1.4999999999999998,0,0,-1.4999999999999998,-0.13636363636363635,11,36,0.3055555555555556
SEA,Drew Lock,Right A Gap,7,4.5,6,0,10.5,1.5,7,36,0.19444444444444445
SEA,Drew Lock,Right D Gap,11,5.6000000000000005,6,0,11.599999999999998,1.0545454545454545,11,36,0.3055555555555556
DAL,Ezekiel Elliott,Left A Gap,38,10.400000000000002,0,-1,9.400000000000002,0.24736842105263163,38,248,0.1532258064516129
DAL,Ezekiel Elliott,Left D Gap,19,9.700000000000001,0,0,9.700000000000001,0.5105263157894737,19,248,0.07661290322580645
DAL,Ezekiel Elliott,Left Off-Tackle Gap Unknown,55,24.799999999999997,12,-2,34.79999999999999,0.6327272727272726,55,248,0.2217741935483871
DAL,Ezekiel Elliott,Right A Gap,60,23.799999999999997,6,0,29.8,0.4966666666666667,60,248,0.24193548387096775
DAL,Ezekiel Elliott,Right D Gap,13,8.700000000000003,0,-1,7.700000000000001,0.5923076923076924,13,248,0.05241935483870968
DAL,Ezekiel Elliott,Right Off-Tackle Gap Unknown,63,22.5,18,0,40.499999999999986,0.6428571428571427,63,248,0.2540322580645161
PHI,Gardner Minshew,Left D Gap,6,3.4,0,0,3.4,0.5666666666666667,6,14,0.42857142857142855
PHI,Gardner Minshew,Right D Gap,8,3.900000000000001,0,0,3.900000000000001,0.4875000000000001,8,14,0.5714285714285714
BAL,Gus Edwards,Left A Gap,23,7.600000000000001,6,0,13.599999999999998,0.5913043478260869,23,161,0.14285714285714285
BAL,Gus Edwards,Left Off-Tackle Gap Unknown,36,17.600000000000005,18,-1,34.599999999999994,0.9611111111111109,36,161,0.2236024844720497
BAL,Gus Edwards,Right A Gap,47,22.800000000000004,6,0,28.800000000000008,0.6127659574468087,47,161,0.2919254658385093
BAL,Gus Edwards,Right D Gap,9,6.7,0,0,6.7,0.7444444444444445,9,161,0.055900621118012424
BAL,Gus Edwards,Right Off-Tackle Gap Unknown,46,26.200000000000006,6,0,32.2,0.7000000000000001,46,161,0.2857142857142857
BUF,Isaiah McKenzie,Right D Gap,7,0.8,0,0,0.8,0.1142857142857143,7,7,1.0
WAS,J.D. McKissic,Left A Gap,14,5.1000000000000005,0,0,5.1000000000000005,0.3642857142857143,14,87,0.16091954022988506
WAS,J.D. McKissic,Left D Gap,11,0.6,0,0,0.6,0.05454545454545454,11,87,0.12643678160919541
WAS,J.D. McKissic,Left Off-Tackle Gap Unknown,14,7.600000000000001,0,0,7.600000000000001,0.5428571428571429,14,87,0.16091954022988506
WAS,J.D. McKissic,Right A Gap,19,9.900000000000002,12,0,21.9,1.1526315789473685,19,87,0.21839080459770116
WAS,J.D. McKissic,Right D Gap,9,4.300000000000001,0,0,4.300000000000001,0.47777777777777786,9,87,0.10344827586206896
WAS,J.D. McKissic,Right Off-Tackle Gap Unknown,20,9.599999999999998,0,0,9.599999999999998,0.47999999999999987,20,87,0.22988505747126436
BAL,J.K. Dobbins,Left A Gap,10,4.0,0,0,4.0,0.4,10,158,0.06329113924050633
BAL,J.K. Dobbins,Left D Gap,27,22.199999999999996,6,0,28.199999999999996,1.0444444444444443,27,158,0.17088607594936708
BAL,J.K. Dobbins,Left Off-Tackle Gap Unknown,21,17.500000000000004,30,0,47.499999999999986,2.2619047619047614,21,158,0.13291139240506328
BAL,J.K. Dobbins,Right A Gap,24,7.3,6,0,13.299999999999999,0.5541666666666666,24,158,0.1518987341772152
BAL,J.K. Dobbins,Right D Gap,25,15.799999999999999,0,0,15.799999999999999,0.632,25,158,0.15822784810126583
BAL,J.K. Dobbins,Right Off-Tackle Gap Unknown,51,23.600000000000005,18,0,41.6,0.8156862745098039,51,158,0.3227848101265823
CLE,Jacoby Brissett,Middle,11,0.6,6,0,6.6000000000000005,0.6000000000000001,11,11,1.0
PHI,Jalen Hurts,Left D Gap,13,8.3,0,-1,7.300000000000002,0.5615384615384617,13,57,0.22807017543859648
PHI,Jalen Hurts,Left Off-Tackle Gap Unknown,8,2.900000000000001,6,0,8.9,1.1125,8,57,0.14035087719298245
PHI,Jalen Hurts,Middle,9,1.0,0,0,1.0,0.1111111111111111,9,57,0.15789473684210525
PHI,Jalen Hurts,Right D Gap,17,10.400000000000002,6,0,16.400000000000002,0.9647058823529413,17,57,0.2982456140350877
PHI,Jalen Hurts,Right Off-Tackle Gap Unknown,10,6.999999999999999,0,-1,5.999999999999999,0.5999999999999999,10,57,0.17543859649122806
DET,Jamaal Williams,Left A Gap,37,19.6,12,0,31.6,0.8540540540540541,37,141,0.2624113475177305
DET,Jamaal Williams,Left D Gap,7,3.2000000000000006,0,0,3.2000000000000006,0.45714285714285724,7,141,0.04964539007092199
DET,Jamaal Williams,Left Off-Tackle Gap Unknown,19,7.200000000000001,0,0,7.200000000000001,0.3789473684210527,19,141,0.1347517730496454
DET,Jamaal Williams,Right A Gap,38,16.6,0,0,16.6,0.4368421052631579,38,141,0.2695035460992908
DET,Jamaal Williams,Right D Gap,12,5.3,0,0,5.3,0.44166666666666665,12,141,0.0851063829787234
DET,Jamaal Williams,Right Off-Tackle Gap Unknown,28,11.199999999999996,0,0,11.199999999999996,0.39999999999999986,28,141,0.19858156028368795
NO,Jameis Winston,Middle,7,-0.9,0,0,-0.9,-0.1285714285714286,7,7,1.0
ARI,James Conner,Left A Gap,20,9.3,0,0,9.3,0.465,20,184,0.10869565217391304
ARI,James Conner,Left D Gap,14,7.4,0,0,7.4,0.5285714285714286,14,184,0.07608695652173914
ARI,James Conner,Left Off-Tackle Gap Unknown,45,15.3,6,0,21.30000000000001,0.4733333333333336,45,184,0.24456521739130435
ARI,James Conner,Right A Gap,42,16.1,24,0,40.10000000000001,0.9547619047619049,42,184,0.22826086956521738
ARI,James Conner,Right D Gap,11,10.000000000000002,0,0,10.000000000000002,0.9090909090909093,11,184,0.059782608695652176
ARI,James Conner,Right Off-Tackle Gap Unknown,52,19.099999999999998,12,0,31.1,0.5980769230769231,52,184,0.2826086956521739
JAX,James Robinson,Left A Gap,47,29.0,6,0,35.00000000000001,0.74468085106383,47,250,0.188
JAX,James Robinson,Left D Gap,13,7.9,0,0,7.9,0.6076923076923078,13,250,0.052
JAX,James Robinson,Left Off-Tackle Gap Unknown,62,30.00000000000001,12,0,42.00000000000001,0.6774193548387097,62,250,0.248
JAX,James Robinson,Right A Gap,55,26.200000000000003,18,0,44.199999999999996,0.8036363636363636,55,250,0.22
JAX,James Robinson,Right D Gap,17,6.3,0,0,6.3,0.37058823529411766,17,250,0.068
JAX,James Robinson,Right Off-Tackle Gap Unknown,56,19.000000000000004,24,0,42.99999999999999,0.7678571428571427,56,250,0.224
DET,Jared Goff,Left D Gap,13,4.8,6,0,10.8,0.8307692307692308,13,48,0.2708333333333333
DET,Jared Goff,Middle,23,-1.6000000000000003,0,0,-1.6000000000000003,-0.06956521739130436,23,48,0.4791666666666667
DET,Jared Goff,Right D Gap,12,4.500000000000001,0,-1,3.500000000000001,0.29166666666666674,12,48,0.25
KC,Jerick McKinnon,Left A Gap,12,3.1000000000000005,0,0,3.1000000000000005,0.25833333333333336,12,88,0.13636363636363635
KC,Jerick McKinnon,Left D Gap,14,4.4,0,0,4.4,0.31428571428571433,14,88,0.1590909090909091
KC,Jerick McKinnon,Left Off-Tackle Gap Unknown,16,4.6000000000000005,12,0,16.6,1.0375,16,88,0.18181818181818182
KC,Jerick McKinnon,Right A Gap,13,5.8999999999999995,0,0,5.8999999999999995,0.4538461538461538,13,88,0.14772727272727273
KC,Jerick McKinnon,Right D Gap,12,9.3,0,0,9.3,0.775,12,88,0.13636363636363635
KC,Jerick McKinnon,Right Off-Tackle Gap Unknown,21,6.4,18,0,24.399999999999995,1.1619047619047618,21,88,0.23863636363636365
CIN,Joe Burrow,Middle,10,3.5000000000000004,6,0,9.5,0.95,10,18,0.5555555555555556
CIN,Joe Burrow,Right A Gap,8,2.4000000000000004,6,0,8.4,1.05,8,18,0.4444444444444444
CIN,Joe Mixon,Left A Gap,36,18.000000000000004,12,0,30.0,0.8333333333333334,36,121,0.2975206611570248
CIN,Joe Mixon,Left D Gap,15,6.6000000000000005,0,0,6.6000000000000005,0.44000000000000006,15,121,0.12396694214876033
CIN,Joe Mixon,Left Off-Tackle Gap Unknown,19,3.8000000000000007,0,0,3.8000000000000007,0.20000000000000004,19,121,0.15702479338842976
CIN,Joe Mixon,Right A Gap,18,7.9,0,0,7.9,0.4388888888888889,18,121,0.1487603305785124
CIN,Joe Mixon,Right D Gap,8,1.5,0,-1,0.5000000000000003,0.06250000000000004,8,121,0.06611570247933884
CIN,Joe Mixon,Right Off-Tackle Gap Unknown,25,7.000000000000001,6,0,13.0,0.52,25,121,0.2066115702479339
IND,Jonathan Taylor,Left A Gap,56,26.6,6,0,32.599999999999994,0.5821428571428571,56,267,0.20973782771535582
