,nickName,blockingSchemeType_pooled,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
28,Chiefs,Other,126,71.99999999999999,24,0,96.0,0.7619047619047619,126,322,0.391304347826087
29,Chiefs,Zone,174,58.30000000000002,54,0,112.3,0.6454022988505747,174,322,0.5403726708074534
30,Colts,Gap,18,6.4,6,0,12.4,0.6888888888888889,18,312,0.057692307692307696
31,Colts,Other,115,52.20000000000002,30,-1,81.19999999999997,0.7060869565217389,115,312,0.3685897435897436
32,Colts,Zone,179,67.10000000000005,54,-2,119.10000000000001,0.6653631284916202,179,312,0.5737179487179487
33,Cowboys,Gap,15,8.6,6,-1,13.6,0.9066666666666666,15,344,0.0436046511627907
34,Cowboys,Other,129,80.29999999999998,48,-1,127.30000000000004,0.9868217054263569,129,344,0.375
35,Cowboys,Zone,200,96.89999999999995,42,-1,137.89999999999998,0.6894999999999999,200,344,0.5813953488372093
36,Dolphins,Gap,9,2.1,0,0,2.1,0.23333333333333334,9,234,0.038461538461538464
37,Dolphins,Other,76,45.1,0,0,45.1,0.593421052631579,76,234,0.3247863247863248
38,Dolphins,Zone,149,57.799999999999976,66,0,123.80000000000011,0.8308724832214772,149,234,0.6367521367521367
39,Eagles,Gap,31,10.3,0,0,10.3,0.33225806451612905,31,348,0.08908045977011494
40,Eagles,Other,112,56.10000000000001,30,0,86.10000000000004,0.7687500000000004,112,348,0.3218390804597701
41,Eagles,Zone,205,87.10000000000001,60,0,147.1,0.7175609756097561,205,348,0.5890804597701149
42,Falcons,Gap,20,7.999999999999999,6,0,13.999999999999996,0.6999999999999998,20,296,0.06756756756756757
43,Falcons,Other,89,47.80000000000001,24,-1,70.80000000000004,0.7955056179775285,89,296,0.30067567567567566
44,Falcons,Zone,187,76.89999999999999,48,-2,122.89999999999999,0.6572192513368984,187,296,0.6317567567567568
45,Football Team,Gap,19,7.800000000000001,6,0,13.8,0.7263157894736842,19,330,0.05757575757575758
46,Football Team,Other,121,60.39999999999999,36,-1,95.39999999999998,0.7884297520661155,121,330,0.36666666666666664
47,Football Team,Zone,190,77.79999999999997,24,-3,98.79999999999998,0.5199999999999999,190,330,0.5757575757575758
48,Giants,Gap,21,10.0,6,0,16.0,0.7619047619047619,21,353,0.059490084985835696
49,Giants,Other,148,75.69999999999999,36,-1,110.69999999999999,0.7479729729729729,148,353,0.4192634560906516
50,Giants,Zone,184,62.70000000000004,30,-1,91.7,0.49836956521739134,184,353,0.5212464589235127
51,Jaguars,Gap,18,8.100000000000001,0,0,8.100000000000001,0.45000000000000007,18,398,0.04522613065326633
52,Jaguars,Other,98,64.1,24,0,88.10000000000001,0.8989795918367348,98,398,0.24623115577889448
53,Jaguars,Zone,282,134.49999999999997,78,-1,211.4999999999999,0.7499999999999996,282,398,0.7085427135678392
54,Jets,Gap,3,0.0,0,0,0.0,0.0,3,286,0.01048951048951049
55,Jets,Other,106,47.50000000000001,18,-1,64.5,0.6084905660377359,106,286,0.3706293706293706
56,Jets,Zone,177,85.9,66,-2,149.90000000000003,0.8468926553672318,177,286,0.6188811188811189
57,Lions,Gap,28,19.1,18,0,37.1,1.325,28,381,0.07349081364829396
58,Lions,Other,90,56.50000000000001,30,0,86.49999999999996,0.9611111111111106,90,381,0.23622047244094488
59,Lions,Zone,263,107.70000000000012,78,0,185.70000000000022,0.7060836501901149,263,381,0.6902887139107612
60,Packers,Gap,27,17.7,6,0,23.7,0.8777777777777778,27,322,0.08385093167701864
61,Packers,Other,81,44.3,42,0,86.29999999999995,1.0654320987654315,81,322,0.2515527950310559
62,Packers,Zone,214,99.8999999999999,48,-2,145.90000000000003,0.6817757009345796,214,322,0.6645962732919255
63,Panthers,Gap,24,13.6,18,0,31.6,1.3166666666666667,24,269,0.08921933085501858
64,Panthers,Other,90,54.50000000000001,18,-2,70.50000000000001,0.7833333333333334,90,269,0.3345724907063197
65,Panthers,Zone,155,54.59999999999998,36,-2,88.60000000000001,0.5716129032258065,155,269,0.5762081784386617
66,Patriots,Gap,13,8.8,6,0,14.8,1.1384615384615384,13,308,0.04220779220779221
67,Patriots,Other,91,50.299999999999976,12,0,62.299999999999976,0.6846153846153844,91,308,0.29545454545454547
68,Patriots,Zone,204,83.40000000000002,48,-1,130.4,0.6392156862745099,204,308,0.6623376623376623
69,Raiders,Gap,17,10.5,12,0,22.5,1.3235294117647058,17,248,0.06854838709677419
70,Raiders,Other,78,38.9,30,0,68.89999999999999,0.8833333333333332,78,248,0.31451612903225806
71,Raiders,Zone,153,70.89999999999999,66,0,136.9,0.8947712418300654,153,248,0.6169354838709677
72,Rams,Gap,29,12.399999999999999,12,0,24.400000000000006,0.8413793103448278,29,321,0.09034267912772585
73,Rams,Other,86,45.5,18,-1,62.50000000000001,0.7267441860465117,86,321,0.26791277258566976
74,Rams,Zone,206,81.60000000000001,36,-2,115.59999999999998,0.5611650485436892,206,321,0.6417445482866043
75,Ravens,Gap,12,3.6000000000000005,0,0,3.6000000000000005,0.30000000000000004,12,332,0.03614457831325301
76,Ravens,Other,79,49.19999999999998,12,-2,59.19999999999998,0.7493670886075947,79,332,0.23795180722891565
77,Ravens,Zone,241,93.7,48,-1,140.69999999999993,0.5838174273858918,241,332,0.7259036144578314
78,Saints,Gap,14,5.800000000000001,0,0,5.800000000000001,0.4142857142857143,14,283,0.04946996466431095
79,Saints,Other,79,35.3,6,0,41.3,0.5227848101265823,79,283,0.2791519434628975
80,Saints,Zone,190,62.39999999999999,42,-2,102.39999999999995,0.5389473684210524,190,283,0.6713780918727915
81,Seahawks,Gap,13,3.4000000000000004,0,0,3.4000000000000004,0.26153846153846155,13,259,0.05019305019305019
82,Seahawks,Other,74,37.1,18,0,55.09999999999999,0.7445945945945944,74,259,0.2857142857142857
83,Seahawks,Zone,172,53.1,30,0,83.10000000000005,0.48313953488372124,172,259,0.6640926640926641
84,Steelers,Gap,20,8.2,6,0,14.2,0.71,20,325,0.06153846153846154
85,Steelers,Other,97,61.699999999999996,30,-1,90.69999999999995,0.935051546391752,97,325,0.29846153846153844
86,Steelers,Zone,208,76.0,36,0,111.99999999999996,0.5384615384615382,208,325,0.64
87,Texans,Gap,29,19.2,18,0,37.199999999999996,1.282758620689655,29,398,0.0728643216080402
88,Texans,Other,96,55.3,36,0,91.3,0.9510416666666667,96,398,0.24120603015075376
89,Texans,Zone,273,149.00000000000003,84,-1,232.00000000000014,0.8498168498168504,273,398,0.6859296482412061
90,Titans,Gap,24,11.900000000000002,0,0,11.900000000000002,0.4958333333333334,24,336,0.07142857142857142
91,Titans,Other,133,79.70000000000003,42,0,121.70000000000005,0.9150375939849628,133,336,0.3958333333333333
92,Titans,Zone,179,66.7,42,-4,104.70000000000007,0.5849162011173189,179,336,0.5327380952380952
93,Vikings,Gap,9,3.9000000000000004,6,0,9.9,1.1,9,313,0.02875399361022364
94,Vikings,Other,68,31.6,12,0,43.599999999999994,0.6411764705882352,68,313,0.21725239616613418
95,Vikings,Zone,236,107.40000000000002,84,0,191.4,0.8110169491525424,236,313,0.7539936102236422
