,nickName,CoverageType_descr,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB,plays,totalPlays,freq
266,Raiders,Tampa 2,25,6.600000000000001,0,0,6.600000000000001,0.26400000000000007,25,442,0.05656108597285068
267,Rams,Combination,2,0.48,0,0,0.48,0.24,2,532,0.0037593984962406013
268,Rams,Cover 0,8,4.6,20,0,24.6,3.075,8,532,0.015037593984962405
269,Rams,Cover 1,90,13.4,16,-2,27.399999999999995,0.3044444444444444,90,532,0.16917293233082706
270,Rams,Cover 2,39,13.959999999999997,8,0,21.959999999999997,0.563076923076923,39,532,0.07330827067669173
271,Rams,Cover 3,168,37.359999999999985,12,-7,42.35999999999998,0.252142857142857,168,532,0.3157894736842105
272,Rams,Cover 4,133,28.2,8,-1,35.2,0.2646616541353384,133,532,0.25
273,Rams,Cover 6,30,8.760000000000002,4,-1,11.759999999999998,0.39199999999999996,30,532,0.05639097744360902
274,Rams,Man Cover 2,20,7.320000000000001,0,0,7.320000000000001,0.36600000000000005,20,532,0.03759398496240601
275,Rams,Other,1,0.2,0,0,0.2,0.2,1,532,0.0018796992481203006
276,Rams,Prevent,2,0.0,0,0,0.0,0.0,2,532,0.0037593984962406013
277,Rams,Screen,37,9.680000000000001,4,0,13.679999999999994,0.36972972972972956,37,532,0.06954887218045112
278,Rams,Tampa 2,2,0.0,0,0,0.0,0.0,2,532,0.0037593984962406013
279,Ravens,Combination,2,0.44,0,0,0.44,0.22,2,467,0.004282655246252677
280,Ravens,Cover 0,41,6.44,24,-2,28.440000000000005,0.693658536585366,41,467,0.08779443254817987
281,Ravens,Cover 1,151,35.399999999999984,20,-4,51.4,0.3403973509933775,151,467,0.3233404710920771
282,Ravens,Cover 2,29,5.760000000000001,0,0,5.760000000000001,0.19862068965517243,29,467,0.06209850107066381
283,Ravens,Cover 3,150,41.63999999999999,4,-4,41.64,0.2776,150,467,0.32119914346895073
284,Ravens,Cover 4,61,14.56,12,-1,25.56,0.4190163934426229,61,467,0.13062098501070663
285,Ravens,Cover 6,5,1.48,0,0,1.48,0.296,5,467,0.010706638115631691
286,Ravens,Man Cover 2,5,1.16,0,0,1.16,0.23199999999999998,5,467,0.010706638115631691
287,Ravens,Other,2,0.6799999999999999,0,0,0.6799999999999999,0.33999999999999997,2,467,0.004282655246252677
288,Ravens,Prevent,8,1.6,0,-1,0.6000000000000001,0.07500000000000001,8,467,0.017130620985010708
289,Ravens,Screen,13,2.6,0,0,2.6,0.2,13,467,0.027837259100642397
290,Saints,Cover 0,26,3.6400000000000006,32,0,35.64,1.3707692307692307,26,560,0.04642857142857143
291,Saints,Cover 1,144,40.07999999999998,12,-2,50.07999999999997,0.3477777777777776,144,560,0.2571428571428571
292,Saints,Cover 2,52,9.160000000000002,0,-2,7.16,0.1376923076923077,52,560,0.09285714285714286
293,Saints,Cover 3,82,21.96,12,-4,29.959999999999994,0.3653658536585365,82,560,0.14642857142857144
294,Saints,Cover 4,95,20.639999999999997,4,-5,19.64,0.20673684210526316,95,560,0.16964285714285715
295,Saints,Cover 6,7,3.08,4,0,7.080000000000001,1.0114285714285716,7,560,0.0125
296,Saints,Man Cover 2,108,23.599999999999994,8,-1,30.599999999999994,0.28333333333333327,108,560,0.19285714285714287
297,Saints,Prevent,6,1.5200000000000002,0,-1,0.5200000000000002,0.08666666666666671,6,560,0.010714285714285714
298,Saints,Screen,23,3.96,4,-1,6.960000000000003,0.302608695652174,23,560,0.04107142857142857
299,Saints,Tampa 2,17,7.400000000000002,8,0,15.399999999999999,0.9058823529411764,17,560,0.030357142857142857
300,Seahawks,Combination,2,0.36,0,0,0.36,0.18,2,532,0.0037593984962406013
301,Seahawks,Cover 0,13,2.2,4,0,6.2,0.47692307692307695,13,532,0.02443609022556391
302,Seahawks,Cover 1,93,26.759999999999994,8,-2,32.75999999999999,0.35225806451612895,93,532,0.17481203007518797
303,Seahawks,Cover 2,66,19.8,8,0,27.8,0.4212121212121212,66,532,0.12406015037593984
304,Seahawks,Cover 3,215,61.79999999999999,36,-1,96.79999999999991,0.4502325581395345,215,532,0.4041353383458647
305,Seahawks,Cover 4,73,22.599999999999994,12,-2,32.6,0.4465753424657534,73,532,0.13721804511278196
306,Seahawks,Cover 6,11,2.8000000000000003,0,0,2.8000000000000003,0.2545454545454546,11,532,0.020676691729323307
307,Seahawks,Man Cover 2,14,3.88,0,0,3.88,0.27714285714285714,14,532,0.02631578947368421
308,Seahawks,Other,3,0.84,4,0,4.84,1.6133333333333333,3,532,0.005639097744360902
309,Seahawks,Prevent,6,1.44,0,-1,0.44000000000000006,0.07333333333333335,6,532,0.011278195488721804
310,Seahawks,Screen,30,5.000000000000002,0,0,5.000000000000002,0.1666666666666667,30,532,0.05639097744360902
311,Seahawks,Tampa 2,6,1.08,0,-1,0.08000000000000007,0.013333333333333345,6,532,0.011278195488721804
312,Steelers,Combination,1,0.0,0,0,0.0,0.0,1,436,0.0022935779816513763
313,Steelers,Cover 0,8,1.6400000000000001,8,0,9.64,1.205,8,436,0.01834862385321101
314,Steelers,Cover 1,125,24.720000000000002,28,-3,49.72000000000001,0.3977600000000001,125,436,0.286697247706422
315,Steelers,Cover 2,68,17.360000000000003,8,-3,22.36,0.3288235294117647,68,436,0.1559633027522936
316,Steelers,Cover 3,117,36.759999999999984,12,-6,42.75999999999999,0.3654700854700854,117,436,0.268348623853211
317,Steelers,Cover 4,53,14.399999999999997,16,-1,29.400000000000002,0.5547169811320755,53,436,0.12155963302752294
318,Steelers,Cover 6,15,2.92,0,-1,1.92,0.128,15,436,0.034403669724770644
319,Steelers,Man Cover 2,26,7.72,0,0,7.72,0.2969230769230769,26,436,0.05963302752293578
320,Steelers,Other,2,0.08,4,0,4.08,2.04,2,436,0.0045871559633027525
321,Steelers,Prevent,6,1.9600000000000002,0,-1,0.9600000000000002,0.16000000000000003,6,436,0.013761467889908258
322,Steelers,Screen,13,1.76,0,0,1.76,0.13538461538461538,13,436,0.02981651376146789
323,Steelers,Tampa 2,2,0.12,0,0,0.12,0.06,2,436,0.0045871559633027525
324,Texans,Combination,2,0.4,8,0,8.4,4.2,2,353,0.0056657223796034
325,Texans,Cover 0,8,0.6000000000000001,12,0,12.600000000000001,1.5750000000000002,8,353,0.0226628895184136
326,Texans,Cover 1,117,32.75999999999999,28,0,60.76000000000001,0.5193162393162394,117,353,0.3314447592067989
327,Texans,Cover 2,29,12.24,4,0,16.24,0.5599999999999999,29,353,0.0821529745042493
328,Texans,Cover 3,102,31.679999999999996,4,-2,33.67999999999999,0.3301960784313725,102,353,0.28895184135977336
329,Texans,Cover 4,51,14.440000000000003,4,-1,17.440000000000005,0.34196078431372556,51,353,0.14447592067988668
330,Texans,Cover 6,11,3.7599999999999993,4,0,7.760000000000001,0.7054545454545456,11,353,0.031161473087818695
331,Texans,Man Cover 2,6,1.04,4,0,5.04,0.84,6,353,0.0169971671388102
332,Texans,Screen,23,5.360000000000001,4,0,9.359999999999998,0.40695652173913033,23,353,0.06515580736543909
333,Texans,Tampa 2,4,2.0,0,0,2.0,0.5,4,353,0.0113314447592068
334,Titans,Combination,6,0.8,0,0,0.8,0.13333333333333333,6,438,0.0136986301369863
335,Titans,Cover 0,11,2.04,12,0,14.040000000000001,1.2763636363636364,11,438,0.02511415525114155
336,Titans,Cover 1,141,34.959999999999994,36,-3,67.96,0.4819858156028368,141,438,0.3219178082191781
337,Titans,Cover 2,46,16.2,4,-3,17.2,0.3739130434782609,46,438,0.1050228310502283
338,Titans,Cover 3,109,35.32,16,-2,49.31999999999999,0.4524770642201834,109,438,0.24885844748858446
339,Titans,Cover 4,61,12.88,12,-3,21.88,0.3586885245901639,61,438,0.13926940639269406
340,Titans,Cover 6,5,3.84,4,0,7.84,1.568,5,438,0.01141552511415525
341,Titans,Man Cover 2,11,3.0,4,0,7.000000000000001,0.6363636363636365,11,438,0.02511415525114155
342,Titans,Prevent,9,2.2800000000000002,0,-1,1.28,0.14222222222222222,9,438,0.02054794520547945
343,Titans,Screen,23,6.7200000000000015,4,0,10.719999999999999,0.4660869565217391,23,438,0.05251141552511415
344,Titans,Tampa 2,16,6.800000000000001,4,0,10.8,0.675,16,438,0.0365296803652968
345,Vikings,Combination,4,2.04,4,0,6.040000000000001,1.5100000000000002,4,371,0.01078167115902965
346,Vikings,Cover 0,13,2.52,4,0,6.5200000000000005,0.5015384615384616,13,371,0.03504043126684636
347,Vikings,Cover 1,80,18.92,20,-2,36.92,0.4615,80,371,0.215633423180593
348,Vikings,Cover 2,77,28.080000000000002,12,-3,37.080000000000005,0.48155844155844163,77,371,0.20754716981132076
349,Vikings,Cover 3,69,22.719999999999995,20,-2,40.71999999999999,0.5901449275362317,69,371,0.18598382749326145
350,Vikings,Cover 4,56,19.239999999999995,12,-1,30.239999999999995,0.5399999999999999,56,371,0.1509433962264151
351,Vikings,Cover 6,5,2.48,0,0,2.48,0.496,5,371,0.013477088948787063
352,Vikings,Man Cover 2,22,7.08,4,-2,9.08,0.4127272727272727,22,371,0.05929919137466307
353,Vikings,Prevent,11,3.3200000000000003,0,0,3.3200000000000003,0.3018181818181818,11,371,0.029649595687331536
354,Vikings,Screen,23,4.240000000000001,4,0,8.240000000000002,0.35826086956521747,23,371,0.06199460916442048
355,Vikings,Tampa 2,11,3.24,0,0,3.24,0.29454545454545455,11,371,0.029649595687331536
