,team,playerName,CoverageType_pooled,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
801,BAL,Rashod Bateman,Man,19.999999999999996,0,16,36.0,98.0,0.3673469387755102
802,BAL,Rashod Bateman,Other,4.9,6,5,15.9,28.0,0.5678571428571428
803,BAL,Rashod Bateman,Zone,26.6,0,25,51.599999999999994,213.0,0.24225352112676055
806,HOU,Rex Burkhead,Man,12.1,0,8,20.099999999999998,24.0,0.8374999999999999
807,HOU,Rex Burkhead,Other,1.4,0,5,6.3999999999999995,11.0,0.5818181818181818
808,HOU,Rex Burkhead,Zone,8.9,0,14,22.9,49.0,0.4673469387755102
810,NE,Rhamondre Stevenson,Other,4.800000000000001,0,6,10.799999999999999,1.0,10.799999999999999
811,NE,Rhamondre Stevenson,Zone,4.2,0,7,11.2,2.0,5.6
812,NYG,Ricky Seals-Jones,Man,9.500000000000002,0,11,20.5,123.0,0.16666666666666666
813,NYG,Ricky Seals-Jones,Other,0.5,0,2,2.5,17.0,0.14705882352941177
814,NYG,Ricky Seals-Jones,Zone,23.6,12,20,55.599999999999994,92.0,0.6043478260869565
816,GB,Robert Tonyan,Man,7.9,12,7,26.9,29.0,0.9275862068965517
817,GB,Robert Tonyan,Other,4.800000000000001,0,6,10.799999999999999,23.0,0.4695652173913043
818,GB,Robert Tonyan,Zone,7.700000000000001,0,5,12.700000000000001,6.0,2.1166666666666667
819,TEN,Robert Woods,Man,23.6,12,16,51.599999999999994,130.0,0.3969230769230769
820,TEN,Robert Woods,Other,7.400000000000001,12,8,27.4,30.0,0.9133333333333333
821,TEN,Robert Woods,Zone,24.6,0,21,45.599999999999994,121.0,0.37685950413223135
823,ARI,Rondale Moore,Man,3.0000000000000004,0,8,11.000000000000002,37.0,0.29729729729729737
824,ARI,Rondale Moore,Other,21.200000000000003,0,33,54.19999999999999,53.0,1.022641509433962
825,ARI,Rondale Moore,Zone,22.60000000000001,6,18,46.60000000000001,120.0,0.3883333333333334
827,SF,Ross Dwelley,Other,1.3,0,1,2.3,2.0,1.15
829,TB,Russell Gage,Man,24.800000000000008,12,20,56.8,139.0,0.40863309352517985
830,TB,Russell Gage,Other,11.700000000000001,6,13,30.699999999999996,34.0,0.9029411764705881
831,TB,Russell Gage,Zone,40.599999999999994,6,33,79.6,205.0,0.3882926829268292
832,CHI,Ryan Griffin,Man,10.5,0,9,19.5,95.0,0.20526315789473684
833,CHI,Ryan Griffin,Other,1.2000000000000002,0,3,4.2,1.0,4.2
834,CHI,Ryan Griffin,Zone,15.8,12,17,44.8,95.0,0.47157894736842104
836,CIN,Samaje Perine,Man,6.700000000000001,0,9,15.700000000000003,30.0,0.5233333333333334
837,CIN,Samaje Perine,Other,7.000000000000001,12,8,27.000000000000004,8.0,3.3750000000000004
838,CIN,Samaje Perine,Zone,10.600000000000001,0,14,24.6,67.0,0.36716417910447763
839,GB,Sammy Watkins,Man,12.500000000000002,0,11,23.500000000000004,54.0,0.43518518518518523
840,GB,Sammy Watkins,Other,3.8000000000000003,6,4,13.8,7.0,1.9714285714285715
841,GB,Sammy Watkins,Zone,23.200000000000003,0,12,35.2,167.0,0.21077844311377247
842,NYG,Saquon Barkley,Man,11.2,12,8,31.200000000000003,84.0,0.37142857142857144
843,NYG,Saquon Barkley,Other,9.299999999999999,0,19,28.3,25.0,1.1320000000000001
844,NYG,Saquon Barkley,Zone,8.0,0,15,23.000000000000004,86.0,0.2674418604651163
845,TB,Scotty Miller,Man,0.9,0,1,1.9,13.0,0.14615384615384613
846,TB,Scotty Miller,Other,3.8000000000000003,0,5,8.8,3.0,2.9333333333333336
851,CAR,Shi Smith,Other,1.8,0,3,4.8,7.0,0.6857142857142857
853,MIA,Sony Michel,Man,3.3000000000000003,0,4,7.300000000000001,33.0,0.22121212121212122
854,MIA,Sony Michel,Other,3.7000000000000006,6,10,19.700000000000003,17.0,1.1588235294117648
855,MIA,Sony Michel,Zone,6.6,0,11,17.6,53.0,0.33207547169811324
858,BUF,Stefon Diggs,Man,54.79999999999999,36,47,137.80000000000004,261.0,0.527969348659004
859,BUF,Stefon Diggs,Other,10.4,12,16,38.400000000000006,59.0,0.6508474576271187
860,BUF,Stefon Diggs,Zone,65.80000000000001,12,49,126.79999999999998,269.0,0.4713754646840148
862,NYG,Sterling Shepard,Man,20.2,6,15,41.2,84.0,0.4904761904761905
863,NYG,Sterling Shepard,Other,2.9000000000000004,0,7,9.9,17.0,0.5823529411764706
864,NYG,Sterling Shepard,Zone,14.300000000000002,0,16,30.3,75.0,0.404
865,DET,T.J. Hockenson,Man,18.6,12,20,50.6,120.0,0.4216666666666667
866,DET,T.J. Hockenson,Other,8.8,6,10,24.8,30.0,0.8266666666666667
867,DET,T.J. Hockenson,Zone,32.6,6,33,71.6,190.0,0.37684210526315787
869,BUF,Tavon Austin,Man,3.1000000000000005,0,2,5.1000000000000005,9.0,0.5666666666666668
870,BUF,Tavon Austin,Other,3.9000000000000004,6,8,17.900000000000002,15.0,1.1933333333333336
871,BUF,Tavon Austin,Zone,14.3,0,14,28.3,99.0,0.28585858585858587
876,CIN,Tee Higgins,Man,68.6,12,44,124.60000000000002,218.0,0.571559633027523
877,CIN,Tee Higgins,Other,13.299999999999999,12,10,35.3,18.0,1.961111111111111
878,CIN,Tee Higgins,Zone,59.900000000000006,24,39,122.89999999999999,214.0,0.5742990654205608
879,DAL,Terence Steele,Other,0.1,6,1,7.1,1.0,7.1
880,CAR,Terrace Marshall Jr.,Man,8.4,0,8,16.400000000000002,68.0,0.24117647058823533
881,CAR,Terrace Marshall Jr.,Other,3.2,0,6,9.200000000000001,21.0,0.43809523809523815
883,WAS,Terry McLaurin,Man,40.400000000000006,18,26,84.4,220.0,0.38363636363636366
884,WAS,Terry McLaurin,Other,16.2,6,15,37.20000000000001,60.0,0.6200000000000002
885,WAS,Terry McLaurin,Zone,50.3,6,37,93.30000000000001,255.0,0.3658823529411765
887,NYJ,Tevin Coleman,Other,3.1,0,6,9.100000000000001,8.0,1.1375000000000002
889,DEN,Tim Patrick,Man,46.89999999999999,24,29,99.9,214.0,0.4668224299065421
890,DEN,Tim Patrick,Other,4.4,6,5,15.400000000000002,39.0,0.3948717948717949
891,DEN,Tim Patrick,Zone,22.1,0,19,41.1,212.0,0.1938679245283019
893,DET,Tom Kennedy,Other,0.8,0,1,1.8,1.0,1.8
894,DET,Tom Kennedy,Zone,4.0,0,5,9.0,25.0,0.36
896,BUF,Tommy Sweeney,Man,2.7,0,4,6.7,2.0,3.35
897,BUF,Tommy Sweeney,Other,1.4000000000000001,6,2,9.399999999999999,1.0,9.399999999999999
898,BUF,Tommy Sweeney,Zone,0.30000000000000004,0,3,3.3000000000000003,1.0,3.3000000000000003
899,CAR,Tommy Tremble,Man,4.9,0,6,10.9,37.0,0.2945945945945946
900,CAR,Tommy Tremble,Other,1.8000000000000003,6,4,11.8,5.0,2.3600000000000003
901,CAR,Tommy Tremble,Zone,11.3,0,10,21.3,100.0,0.213
902,DAL,Tony Pollard,Man,10.200000000000001,0,11,21.2,28.0,0.7571428571428571
903,DAL,Tony Pollard,Other,13.499999999999998,0,15,28.500000000000004,14.0,2.035714285714286
904,DAL,Tony Pollard,Zone,11.9,0,15,26.900000000000002,63.0,0.426984126984127
905,KC,Travis Kelce,Man,63.89999999999999,6,45,114.9,231.0,0.4974025974025974
906,KC,Travis Kelce,Other,27.2,54,30,111.20000000000002,58.0,1.917241379310345
907,KC,Travis Kelce,Zone,57.3,12,44,113.30000000000001,260.0,0.4357692307692308
910,NO,Tre'Quan Smith,Man,20.000000000000004,18,15,53.0,81.0,0.654320987654321
911,NO,Tre'Quan Smith,Other,1.3,0,3,4.3,11.0,0.3909090909090909
912,NO,Tre'Quan Smith,Zone,16.6,0,15,31.600000000000005,122.0,0.259016393442623
913,MIA,Trent Sherfield,Man,6.3999999999999995,0,7,13.400000000000002,44.0,0.3045454545454546
914,MIA,Trent Sherfield,Other,0.5,6,1,7.5,3.0,2.5
918,SF,Trent Williams,Other,0.0,0,0,0.0,1.0,0.0
920,CIN,Trenton Irwin,Other,0.9,0,1,1.9,2.0,0.95
923,DET,Trinity Benson,Other,1.3,0,2,3.3,3.0,1.0999999999999999
924,DET,Trinity Benson,Zone,8.200000000000001,0,8,16.200000000000003,69.0,0.2347826086956522
925,NE,Ty Montgomery,Man,5.3999999999999995,0,8,13.4,72.0,0.18611111111111112
926,NE,Ty Montgomery,Other,4.1,0,8,12.100000000000001,14.0,0.8642857142857144
928,BAL,Tylan Wallace,Man,2.3,0,2,4.3,1.0,4.3
929,BAL,Tylan Wallace,Other,0.0,0,0,0.0,2.0,0.0
931,CIN,Tyler Boyd,Man,49.800000000000004,6,37,92.80000000000001,245.0,0.3787755102040817
932,CIN,Tyler Boyd,Other,8.5,6,12,26.5,37.0,0.7162162162162162
933,CIN,Tyler Boyd,Zone,37.99999999999999,24,35,97.0,216.0,0.44907407407407407
934,NYJ,Tyler Conklin,Man,19.3,0,19,38.300000000000004,191.0,0.2005235602094241
935,NYJ,Tyler Conklin,Other,11.600000000000001,6,14,31.599999999999998,41.0,0.7707317073170731
936,NYJ,Tyler Conklin,Zone,31.5,12,30,73.50000000000001,197.0,0.3730964467005077
937,LAR,Tyler Higbee,Man,18.8,18,21,57.8,170.0,0.33999999999999997
938,LAR,Tyler Higbee,Other,17.2,12,20,49.2,50.0,0.9840000000000001
939,LAR,Tyler Higbee,Zone,32.199999999999996,0,30,62.199999999999996,222.0,0.28018018018018015
940,TB,Tyler Johnson,Man,14.200000000000001,0,17,31.200000000000006,90.0,0.34666666666666673
941,TB,Tyler Johnson,Other,5.000000000000001,0,7,12.000000000000002,46.0,0.26086956521739135
942,TB,Tyler Johnson,Zone,21.300000000000004,0,17,38.300000000000004,136.0,0.2816176470588236
943,SEA,Tyler Lockett,Man,42.0,24,15,81.00000000000001,144.0,0.5625000000000001
944,SEA,Tyler Lockett,Other,21.400000000000002,18,16,55.400000000000006,55.0,1.0072727272727273
945,SEA,Tyler Lockett,Zone,56.2,12,43,111.19999999999997,248.0,0.44838709677419347
946,MIA,Tyreek Hill,Man,62.1,12,47,121.10000000000001,223.0,0.5430493273542601
947,MIA,Tyreek Hill,Other,21.0,30,31,82.0,66.0,1.2424242424242424
948,MIA,Tyreek Hill,Zone,74.8,30,62,166.8,256.0,0.6515625
950,LV,Tyron Johnson,Man,0.0,0,0,0.0,1.0,0.0
953,LAR,Van Jefferson,Man,27.000000000000004,12,16,55.000000000000014,197.0,0.2791878172588833
954,LAR,Van Jefferson,Other,9.700000000000001,12,12,33.699999999999996,41.0,0.821951219512195
955,LAR,Van Jefferson,Zone,53.69999999999999,12,31,96.7,251.0,0.3852589641434263
957,SEA,Will Dissly,Man,5.3,0,5,10.3,20.0,0.515
958,SEA,Will Dissly,Other,2.9000000000000004,6,5,13.9,2.0,6.95
959,SEA,Will Dissly,Zone,14.9,0,11,25.900000000000002,103.0,0.25145631067961166
960,ARI,Zach Ertz,Man,22.9,0,22,44.89999999999999,199.0,0.22562814070351755
961,ARI,Zach Ertz,Other,13.100000000000001,24,20,57.099999999999994,37.0,1.543243243243243
962,ARI,Zach Ertz,Other,13.100000000000001,24,20,57.099999999999994,7.0,8.157142857142857
963,ARI,Zach Ertz,Zone,43.000000000000014,6,37,86.00000000000001,208.0,0.41346153846153855
964,PIT,Zach Gentry,Man,7.4,0,11,18.4,44.0,0.41818181818181815
965,PIT,Zach Gentry,Other,4.0,0,6,10.0,7.0,1.4285714285714286
966,PIT,Zach Gentry,Zone,8.6,0,6,14.6,5.0,2.92
967,PHI,Zach Pascal,Man,19.7,6,15,40.7,182.0,0.22362637362637364
968,PHI,Zach Pascal,Other,4.400000000000001,12,10,26.4,43.0,0.613953488372093
969,PHI,Zach Pascal,Zone,14.3,0,13,27.3,214.0,0.12757009345794393
971,BUF,Zack Moss,Man,7.4,0,8,15.400000000000002,44.0,0.35000000000000003
972,BUF,Zack Moss,Other,6.6,0,9,15.600000000000001,19.0,0.8210526315789475
974,JAX,Zay Jones,Man,21.299999999999997,6,18,45.300000000000004,157.0,0.2885350318471338
975,JAX,Zay Jones,Other,3.4000000000000004,0,3,6.4,7.0,0.9142857142857144
976,JAX,Zay Jones,Zone,40.60000000000001,6,33,79.60000000000002,192.0,0.41458333333333347
