team,playerName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
CHI,Justin Fields,Split Zone,7,1.7000000000000002,0,-1,0.7000000000000003,0.10000000000000005,7,64,0.109375
CHI,Justin Fields,Zone,16,3.3,6,0,9.300000000000002,0.5812500000000002,16,64,0.25
LAC,Justin Herbert,Pass Protection,32,25.50000000000001,18,0,43.500000000000014,1.3593750000000004,32,56,0.5714285714285714
LAC,Justin Herbert,Zone,24,1.9999999999999996,0,0,1.9999999999999996,0.08333333333333331,24,56,0.42857142857142855
CLE,Kareem Hunt,Pass Protection,6,7.000000000000001,0,0,7.000000000000001,1.1666666666666667,6,68,0.08823529411764706
CLE,Kareem Hunt,Pull 2,8,3.8,6,0,9.799999999999999,1.2249999999999999,8,68,0.11764705882352941
CLE,Kareem Hunt,Pull Across,18,11.9,12,0,23.9,1.3277777777777777,18,68,0.2647058823529412
CLE,Kareem Hunt,Zone,36,12.800000000000002,12,0,24.799999999999997,0.6888888888888888,36,68,0.5294117647058824
TB,Ke'Shawn Vaughn,Duo,12,5.9,6,0,11.900000000000002,0.9916666666666668,12,43,0.27906976744186046
TB,Ke'Shawn Vaughn,Pull Across,11,3.600000000000001,0,0,3.600000000000001,0.3272727272727274,11,43,0.2558139534883721
TB,Ke'Shawn Vaughn,Zone,20,10.099999999999998,12,0,22.1,1.105,20,43,0.46511627906976744
ATL,Keith Smith,Zone,9,3.0999999999999996,0,0,3.0999999999999996,0.3444444444444444,9,9,1.0
MIN,Kene Nwangwu,Zone,9,2.6,0,0,2.6,0.2888888888888889,9,9,1.0
PHI,Kenneth Gainwell,Duo,6,2.0,0,0,2.0,0.3333333333333333,6,57,0.10526315789473684
PHI,Kenneth Gainwell,Split Zone,7,2.7,6,0,8.7,1.2428571428571427,7,57,0.12280701754385964
PHI,Kenneth Gainwell,Zone,44,18.9,18,0,36.89999999999999,0.8386363636363634,44,57,0.7719298245614035
LV,Kenyan Drake,Pull Across,14,3.4,0,0,3.4,0.24285714285714285,14,57,0.24561403508771928
LV,Kenyan Drake,Split Zone,15,9.300000000000002,6,0,15.300000000000002,1.0200000000000002,15,57,0.2631578947368421
LV,Kenyan Drake,Zone,28,10.9,6,0,16.9,0.6035714285714285,28,57,0.49122807017543857
CHI,Khalil Herbert,Pull Across,8,3.1000000000000005,0,0,3.1000000000000005,0.38750000000000007,8,98,0.08163265306122448
CHI,Khalil Herbert,Split Zone,15,6.7,0,0,6.7,0.44666666666666666,15,98,0.15306122448979592
CHI,Khalil Herbert,Zone,75,32.60000000000001,12,0,44.6,0.5946666666666667,75,98,0.7653061224489796
MIN,Kirk Cousins,Pass Protection,11,9.300000000000002,0,0,9.300000000000002,0.8454545454545457,11,24,0.4583333333333333
MIN,Kirk Cousins,Zone,13,-0.9,6,0,5.1,0.3923076923076923,13,24,0.5416666666666666
SF,Kyle Juszczyk,Zone,8,2.2,6,0,8.2,1.025,8,8,1.0
ARI,Kyler Murray,Pass Protection,38,26.6,12,0,38.60000000000001,1.0157894736842108,38,73,0.5205479452054794
ARI,Kyler Murray,Zone,35,10.3,18,0,28.299999999999994,0.8085714285714284,35,73,0.4794520547945205
GB,Kylin Hill,Zone,6,1.2,0,0,1.2,0.19999999999999998,6,6,1.0
BAL,Lamar Jackson,Pass Protection,36,29.299999999999997,6,0,35.300000000000004,0.9805555555555556,36,121,0.2975206611570248
BAL,Lamar Jackson,Pull 2,21,12.000000000000004,0,-1,11.000000000000002,0.523809523809524,21,121,0.17355371900826447
BAL,Lamar Jackson,Pull Across,29,15.7,0,0,15.7,0.5413793103448276,29,121,0.2396694214876033
BAL,Lamar Jackson,Split Zone,8,3.9000000000000004,0,0,3.9000000000000004,0.48750000000000004,8,121,0.06611570247933884
BAL,Lamar Jackson,Zone,27,8.0,12,-1,19.0,0.7037037037037037,27,121,0.2231404958677686
TB,Leonard Fournette,Duo,48,18.7,18,0,36.7,0.7645833333333334,48,179,0.2681564245810056
TB,Leonard Fournette,Pull Across,39,23.800000000000004,12,0,35.80000000000002,0.9179487179487185,39,179,0.21787709497206703
TB,Leonard Fournette,Pull Front,6,3.4,0,0,3.4,0.5666666666666667,6,179,0.0335195530726257
TB,Leonard Fournette,Split Zone,17,3.7999999999999994,0,0,3.7999999999999994,0.22352941176470584,17,179,0.09497206703910614
TB,Leonard Fournette,Zone,69,23.699999999999996,24,0,47.7,0.691304347826087,69,179,0.3854748603351955
TEN,Logan Woodside,Zone,6,-0.6,0,0,-0.6,-0.09999999999999999,6,6,1.0
NE,Mac Jones,Pass Protection,17,12.399999999999999,0,0,12.399999999999999,0.7294117647058823,17,44,0.38636363636363635
NE,Mac Jones,Zone,27,2.3000000000000007,0,-1,1.3000000000000007,0.048148148148148176,27,44,0.6136363636363636
ATL,Marcus Mariota,Zone,7,6.8,6,0,12.799999999999999,1.8285714285714285,7,7,1.0
HOU,Marlon Mack,Zone,16,6.200000000000001,0,0,6.200000000000001,0.38750000000000007,16,16,1.0
NYG,Matt Breida,Pull 2,6,5.200000000000001,0,0,5.200000000000001,0.8666666666666668,6,15,0.4
NYG,Matt Breida,Zone,9,3.1,0,0,3.1,0.34444444444444444,9,15,0.6
IND,Matt Ryan,Pass Protection,11,5.6000000000000005,0,-1,4.6000000000000005,0.4181818181818182,11,34,0.3235294117647059
IND,Matt Ryan,Zone,23,0.30000000000000016,0,0,0.30000000000000016,0.013043478260869571,23,34,0.6764705882352942
LAR,Matthew Stafford,Pass Protection,13,7.1,0,-1,6.1,0.46923076923076923,13,46,0.2826086956521739
LAR,Matthew Stafford,Zone,33,-0.9999999999999999,12,0,11.000000000000002,0.33333333333333337,33,46,0.717391304347826
KC,Mecole Hardman,Zone,8,5.500000000000001,6,0,11.5,1.4375,8,8,1.0
KC,Michael Burton,Zone,10,3.0000000000000004,6,0,8.999999999999998,0.8999999999999998,10,10,1.0
NYJ,Michael Carter,Pull Across,33,11.000000000000002,6,0,17.0,0.5151515151515151,33,133,0.24812030075187969
NYJ,Michael Carter,Split Zone,25,8.1,12,0,20.100000000000005,0.8040000000000002,25,133,0.18796992481203006
NYJ,Michael Carter,Zone,75,35.599999999999994,0,0,35.599999999999994,0.47466666666666657,75,133,0.5639097744360902
BAL,Mike Davis,Duo,6,1.9000000000000001,0,0,1.9000000000000001,0.3166666666666667,6,137,0.043795620437956206
BAL,Mike Davis,Pull Across,6,3.0000000000000004,0,0,3.0000000000000004,0.5000000000000001,6,137,0.043795620437956206
BAL,Mike Davis,Pull Outside Numbers,9,3.6,0,0,3.6,0.4,9,137,0.06569343065693431
BAL,Mike Davis,Split Zone,15,4.300000000000001,0,-1,3.3000000000000003,0.22000000000000003,15,137,0.10948905109489052
BAL,Mike Davis,Zone,101,37.2,18,0,55.2,0.5465346534653466,101,137,0.7372262773722628
PHI,Miles Sanders,Duo,7,2.8,0,0,2.8,0.39999999999999997,7,132,0.05303030303030303
PHI,Miles Sanders,Pull 2,11,11.4,0,0,11.4,1.0363636363636364,11,132,0.08333333333333333
PHI,Miles Sanders,Pull Across,8,1.3000000000000003,0,0,1.3000000000000003,0.16250000000000003,8,132,0.06060606060606061
PHI,Miles Sanders,Pull Front,6,2.5000000000000004,0,0,2.5000000000000004,0.41666666666666674,6,132,0.045454545454545456
PHI,Miles Sanders,Split Zone,18,7.800000000000002,0,0,7.800000000000002,0.4333333333333334,18,132,0.13636363636363635
PHI,Miles Sanders,Zone,82,41.59999999999998,0,-1,40.59999999999998,0.49512195121951197,82,132,0.6212121212121212
PIT,Najee Harris,Duo,32,11.000000000000004,0,0,11.000000000000004,0.3437500000000001,32,313,0.10223642172523961
PIT,Najee Harris,Pass Protection,15,4.300000000000001,0,0,4.300000000000001,0.28666666666666674,15,313,0.04792332268370607
PIT,Najee Harris,Pull Across,42,13.399999999999999,6,0,19.400000000000002,0.46190476190476193,42,313,0.134185303514377
PIT,Najee Harris,Pull Front,9,1.8,6,0,7.8,0.8666666666666667,9,313,0.02875399361022364
PIT,Najee Harris,Pull Outside Numbers,6,1.0,0,0,1.0,0.16666666666666666,6,313,0.019169329073482427
PIT,Najee Harris,Split Zone,53,24.5,12,0,36.499999999999986,0.6886792452830186,53,313,0.16932907348242812
PIT,Najee Harris,Zone,156,65.0,18,0,82.99999999999993,0.5320512820512816,156,313,0.4984025559105431
CLE,Nick Chubb,Duo,15,8.3,0,0,8.3,0.5533333333333333,15,217,0.06912442396313365
CLE,Nick Chubb,Pull 2,21,9.300000000000002,0,0,9.300000000000002,0.44285714285714295,21,217,0.0967741935483871
CLE,Nick Chubb,Pull Across,63,38.70000000000001,24,0,62.70000000000001,0.9952380952380954,63,217,0.2903225806451613
CLE,Nick Chubb,Pull Outside Numbers,16,12.8,6,0,18.8,1.175,16,217,0.07373271889400922
CLE,Nick Chubb,Split Zone,13,1.5999999999999999,0,0,1.5999999999999999,0.12307692307692307,13,217,0.059907834101382486
CLE,Nick Chubb,Zone,89,49.00000000000002,18,-1,66.0,0.7415730337078652,89,217,0.41013824884792627
IND,Nyheim Hines,Duo,6,2.3000000000000003,0,0,2.3000000000000003,0.38333333333333336,6,48,0.125
IND,Nyheim Hines,Pull Across,8,3.8000000000000007,0,0,3.8000000000000007,0.4750000000000001,8,48,0.16666666666666666
IND,Nyheim Hines,Split Zone,6,2.5,0,0,2.5,0.4166666666666667,6,48,0.125
IND,Nyheim Hines,Zone,28,15.600000000000003,12,0,27.6,0.9857142857142858,28,48,0.5833333333333334
KC,Patrick Mahomes,Pass Protection,56,48.6,18,-2,64.60000000000001,1.1535714285714287,56,73,0.7671232876712328
KC,Patrick Mahomes,Zone,17,-2.1000000000000005,0,0,-2.1000000000000005,-0.12352941176470592,17,73,0.2328767123287671
IND,Phillip Lindsay,Duo,7,2.1,0,0,2.1,0.3,7,77,0.09090909090909091
IND,Phillip Lindsay,Pull Across,25,6.5,0,0,6.5,0.26,25,77,0.3246753246753247
IND,Phillip Lindsay,Split Zone,9,2.6000000000000005,0,0,2.6000000000000005,0.288888888888889,9,77,0.11688311688311688
IND,Phillip Lindsay,Zone,36,11.900000000000002,0,0,11.900000000000002,0.3305555555555556,36,77,0.4675324675324675
SEA,Rashaad Penny,Duo,15,9.3,0,0,9.3,0.62,15,111,0.13513513513513514
SEA,Rashaad Penny,Pull Across,15,11.0,6,0,16.999999999999996,1.133333333333333,15,111,0.13513513513513514
SEA,Rashaad Penny,Split Zone,21,17.6,12,0,29.599999999999998,1.4095238095238094,21,111,0.1891891891891892
SEA,Rashaad Penny,Zone,60,32.900000000000006,18,0,50.900000000000006,0.8483333333333334,60,111,0.5405405405405406
HOU,Rex Burkhead,Duo,26,7.800000000000002,0,0,7.800000000000002,0.30000000000000004,26,112,0.23214285714285715
HOU,Rex Burkhead,Pull Across,28,9.900000000000004,0,0,9.900000000000004,0.3535714285714287,28,112,0.25
HOU,Rex Burkhead,Split Zone,13,3.8,0,0,3.8,0.29230769230769227,13,112,0.11607142857142858
HOU,Rex Burkhead,Zone,45,16.500000000000004,18,0,34.49999999999999,0.7666666666666665,45,112,0.4017857142857143
NE,Rhamondre Stevenson,Duo,19,7.800000000000002,6,0,13.8,0.7263157894736842,19,130,0.14615384615384616
NE,Rhamondre Stevenson,Pass Protection,8,5.6000000000000005,0,0,5.6000000000000005,0.7000000000000001,8,130,0.06153846153846154
NE,Rhamondre Stevenson,Pull Across,32,13.299999999999999,0,0,13.299999999999999,0.41562499999999997,32,130,0.24615384615384617
NE,Rhamondre Stevenson,Pull Front,6,1.7000000000000002,0,0,1.7000000000000002,0.2833333333333334,6,130,0.046153846153846156
NE,Rhamondre Stevenson,Pull Outside Numbers,17,10.700000000000001,6,0,16.700000000000003,0.9823529411764708,17,130,0.13076923076923078
NE,Rhamondre Stevenson,Split Zone,7,2.6,0,0,2.6,0.37142857142857144,7,130,0.05384615384615385
NE,Rhamondre Stevenson,Zone,41,16.400000000000002,18,0,34.399999999999984,0.8390243902439021,41,130,0.3153846153846154
ARI,Rondale Moore,Zone,6,4.7,0,0,4.7,0.7833333333333333,6,6,1.0
DEN,Russell Wilson,Pass Protection,20,15.200000000000006,12,0,27.200000000000003,1.36,20,32,0.625
DEN,Russell Wilson,Zone,12,0.8000000000000002,0,0,0.8000000000000002,0.06666666666666668,12,32,0.375
TEN,Ryan Tannehill,Pass Protection,14,13.500000000000004,12,0,25.5,1.8214285714285714,14,47,0.2978723404255319
TEN,Ryan Tannehill,Zone,33,5.800000000000002,24,-1,28.79999999999999,0.8727272727272725,33,47,0.7021276595744681
CAR,Sam Darnold,Pass Protection,19,16.7,12,0,28.700000000000003,1.510526315789474,19,40,0.475
CAR,Sam Darnold,Zone,21,0.8,12,-1,11.799999999999999,0.5619047619047619,21,40,0.525
CIN,Samaje Perine,Duo,7,4.500000000000001,0,0,4.500000000000001,0.642857142857143,7,50,0.14
CIN,Samaje Perine,Split Zone,11,4.6000000000000005,0,0,4.6000000000000005,0.4181818181818182,11,50,0.22
CIN,Samaje Perine,Zone,32,12.1,6,0,18.1,0.565625,32,50,0.64
NYG,Saquon Barkley,Duo,16,6.4,0,0,6.4,0.4,16,149,0.10738255033557047
NYG,Saquon Barkley,Pull Across,37,15.0,0,0,15.0,0.40540540540540543,37,149,0.2483221476510067
NYG,Saquon Barkley,Split Zone,28,9.299999999999999,6,-1,14.3,0.5107142857142858,28,149,0.18791946308724833
NYG,Saquon Barkley,Zone,68,28.400000000000002,6,0,34.4,0.5058823529411764,68,149,0.4563758389261745
MIA,Sony Michel,Duo,50,17.5,12,0,29.5,0.59,50,234,0.21367521367521367
MIA,Sony Michel,Pull Across,14,3.7000000000000006,0,0,3.7000000000000006,0.26428571428571435,14,234,0.05982905982905983
MIA,Sony Michel,Split Zone,22,6.3999999999999995,0,0,6.3999999999999995,0.2909090909090909,22,234,0.09401709401709402
MIA,Sony Michel,Zone,148,64.89999999999999,12,-1,75.89999999999996,0.5128378378378375,148,234,0.6324786324786325
WAS,Taylor Heinicke,Pass Protection,30,22.5,6,0,28.5,0.95,30,48,0.625
WAS,Taylor Heinicke,Zone,18,2.1999999999999993,0,0,2.1999999999999993,0.12222222222222218,18,48,0.375
NO,Taysom Hill,Pass Protection,10,9.200000000000001,0,0,9.200000000000001,0.9200000000000002,10,59,0.1694915254237288
NO,Taysom Hill,Pull Across,35,15.400000000000002,24,0,39.400000000000006,1.125714285714286,35,59,0.5932203389830508
NO,Taysom Hill,Zone,14,4.000000000000001,0,0,4.000000000000001,0.28571428571428575,14,59,0.23728813559322035
MIA,Teddy Bridgewater,Pass Protection,13,8.9,6,-1,13.899999999999999,1.0692307692307692,13,28,0.4642857142857143
MIA,Teddy Bridgewater,Zone,15,0.7,6,0,6.700000000000001,0.4466666666666667,15,28,0.5357142857142857
NYJ,Tevin Coleman,Pull Across,18,8.299999999999999,0,0,8.299999999999999,0.461111111111111,18,79,0.22784810126582278
NYJ,Tevin Coleman,Pull Front,6,5.2,0,0,5.2,0.8666666666666667,6,79,0.0759493670886076
NYJ,Tevin Coleman,Split Zone,10,6.000000000000001,0,0,6.000000000000001,0.6000000000000001,10,79,0.12658227848101267
NYJ,Tevin Coleman,Zone,45,16.3,0,0,16.3,0.3622222222222222,45,79,0.569620253164557
TB,Tom Brady,Pass Protection,11,7.6,0,-1,6.6,0.6,11,29,0.3793103448275862
TB,Tom Brady,Zone,18,0.5000000000000001,12,0,12.500000000000004,0.6944444444444446,18,29,0.6206896551724138
DAL,Tony Pollard,Duo,18,6.900000000000001,0,0,6.900000000000001,0.3833333333333334,18,131,0.13740458015267176
DAL,Tony Pollard,Pull 2,7,2.8000000000000003,0,0,2.8000000000000003,0.4,7,131,0.05343511450381679
DAL,Tony Pollard,Pull Across,17,10.2,0,0,10.2,0.6,17,131,0.1297709923664122
DAL,Tony Pollard,Pull Outside Numbers,7,10.600000000000001,6,0,16.6,2.3714285714285714,7,131,0.05343511450381679
DAL,Tony Pollard,Split Zone,8,4.7,0,0,4.7,0.5875,8,131,0.061068702290076333
DAL,Tony Pollard,Zone,74,38.3,6,0,44.3,0.5986486486486486,74,131,0.5648854961832062
JAX,Trevor Lawrence,Pass Protection,26,20.8,6,0,26.8,1.0307692307692309,26,60,0.43333333333333335
JAX,Trevor Lawrence,Zone,34,8.500000000000002,6,0,14.500000000000002,0.42647058823529416,34,60,0.5666666666666667
CHI,Trevor Siemian,Zone,6,-0.2,0,0,-0.2,-0.03333333333333333,6,6,1.0
SF,Trey Lance,Pass Protection,13,8.6,0,0,8.6,0.6615384615384615,13,31,0.41935483870967744
SF,Trey Lance,Pull Across,8,3.2,0,0,3.2,0.4,8,31,0.25806451612903225
SF,Trey Lance,Zone,10,1.2000000000000004,0,0,1.2000000000000004,0.12000000000000004,10,31,0.3225806451612903
MIA,Tua Tagovailoa,Pass Protection,12,8.399999999999999,0,0,8.399999999999999,0.6999999999999998,12,34,0.35294117647058826
MIA,Tua Tagovailoa,Zone,22,0.30000000000000016,12,0,12.3,0.5590909090909091,22,34,0.6470588235294118
NE,Ty Montgomery,Zone,8,0.9,0,0,0.9,0.1125,8,8,1.0
BAL,Tyler Huntley,Pass Protection,22,19.0,12,-1,30.0,1.3636363636363635,22,44,0.5
BAL,Tyler Huntley,Pull 2,7,3.9000000000000004,0,0,3.9000000000000004,0.5571428571428572,7,44,0.1590909090909091
BAL,Tyler Huntley,Pull Across,7,4.300000000000001,0,0,4.300000000000001,0.6142857142857144,7,44,0.1590909090909091
BAL,Tyler Huntley,Zone,8,1.3,0,0,1.3,0.1625,8,44,0.18181818181818182
MIA,Tyreek Hill,Zone,6,4.3,0,0,4.3,0.7166666666666667,6,6,1.0
NYG,Tyrod Taylor,Pass Protection,10,9.200000000000001,18,0,27.2,2.7199999999999998,10,10,1.0
NYJ,Zach Wilson,Pass Protection,13,15.700000000000001,6,0,21.7,1.669230769230769,13,25,0.52
NYJ,Zach Wilson,Zone,12,0.6000000000000001,18,0,18.599999999999998,1.5499999999999998,12,25,0.48
BUF,Zack Moss,Pass Protection,9,5.7,0,0,5.7,0.6333333333333333,9,84,0.10714285714285714
BUF,Zack Moss,Pull Across,11,3.8,12,0,15.8,1.4363636363636365,11,84,0.13095238095238096
BUF,Zack Moss,Split Zone,22,7.3999999999999995,0,0,7.3999999999999995,0.33636363636363636,22,84,0.2619047619047619
BUF,Zack Moss,Zone,42,12.6,6,0,18.599999999999998,0.4428571428571428,42,84,0.5
