,nickName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
201,Lions,Man Cover 2,24.400000000000002,12,17,53.400000000000006,12.0,4.45
203,Lions,Other,0.0,0,0,0.0,10.0,0.0
204,Lions,Prevent,1.6,0,2,3.6,25.0,0.14400000000000002
205,Lions,Screen,39.60000000000001,24,56,119.60000000000002,96.0,1.2458333333333336
207,Packers,Combination,1.9000000000000001,0,1,2.9000000000000004,17.0,0.17058823529411768
208,Packers,Cover 0,6.800000000000001,18,6,30.8,48.0,0.6416666666666667
209,Packers,Cover 2,29.600000000000005,6,27,62.6,133.0,0.4706766917293233
210,Packers,Cover 4,84.1,12,86,182.09999999999997,221.0,0.8239819004524885
211,Packers,Cover 6,22.299999999999997,6,17,45.300000000000004,52.0,0.8711538461538463
212,Packers,Man Cover 2,32.10000000000001,0,28,60.10000000000001,214.0,0.28084112149532714
214,Packers,Other,2.0,0,2,4.0,5.0,0.8
215,Packers,Prevent,4.5,0,3,7.5,12.0,0.625
216,Packers,Screen,36.300000000000004,12,52,100.30000000000001,179.0,0.5603351955307263
218,Panthers,Combination,3.3,6,2,11.3,19.0,0.5947368421052632
219,Panthers,Cover 0,8.0,6,6,20.0,22.0,0.9090909090909091
220,Panthers,Cover 2,30.099999999999994,6,22,58.10000000000001,282.0,0.20602836879432626
221,Panthers,Cover 4,46.4,6,37,89.40000000000002,260.0,0.3438461538461539
222,Panthers,Cover 6,6.800000000000001,0,5,11.8,45.0,0.26222222222222225
223,Panthers,Man Cover 2,11.4,18,11,40.4,57.0,0.7087719298245614
226,Panthers,Prevent,1.2000000000000002,0,2,3.2,33.0,0.09696969696969697
227,Panthers,Screen,22.399999999999995,0,48,70.4,140.0,0.5028571428571429
230,Patriots,Cover 0,11.6,18,6,35.6,17.0,2.0941176470588236
231,Patriots,Cover 2,30.299999999999997,0,33,63.30000000000001,162.0,0.39074074074074083
232,Patriots,Cover 4,32.6,18,34,84.60000000000002,299.0,0.28294314381270913
233,Patriots,Cover 6,7.9,0,5,12.9,43.0,0.3
234,Patriots,Man Cover 2,10.7,0,6,16.7,133.0,0.12556390977443607
236,Patriots,Prevent,0.8,0,1,1.8,9.0,0.2
237,Patriots,Screen,28.199999999999996,18,43,89.20000000000003,72.0,1.2388888888888894
240,Raiders,Cover 2,16.700000000000003,12,17,45.699999999999996,212.0,0.21556603773584904
241,Raiders,Cover 4,55.29999999999999,6,51,112.3,434.0,0.2587557603686636
242,Raiders,Cover 6,1.4,0,4,5.4,24.0,0.225
243,Raiders,Man Cover 2,16.800000000000004,18,11,45.800000000000004,216.0,0.21203703703703705
245,Raiders,Other,2.8000000000000003,6,2,10.799999999999999,4.0,2.6999999999999997
246,Raiders,Prevent,8.8,0,7,15.8,14.0,1.1285714285714286
247,Raiders,Screen,30.200000000000003,12,57,99.19999999999999,55.0,1.8036363636363635
249,Rams,Combination,1.1,0,1,2.1,13.0,0.16153846153846155
250,Rams,Cover 0,2.3000000000000003,6,3,11.299999999999999,36.0,0.3138888888888889
251,Rams,Cover 2,30.099999999999998,0,26,56.10000000000001,317.0,0.1769716088328076
252,Rams,Cover 4,112.6,6,99,217.60000000000002,432.0,0.5037037037037038
253,Rams,Cover 6,29.900000000000006,0,24,53.90000000000001,56.0,0.9625000000000002
254,Rams,Man Cover 2,23.8,0,14,37.8,134.0,0.28208955223880594
256,Rams,Other,3.5000000000000004,0,3,6.5,2.0,3.25
257,Rams,Prevent,6.0,0,7,13.0,6.0,2.1666666666666665
258,Rams,Screen,61.89999999999999,12,82,155.90000000000006,90.0,1.732222222222223
260,Ravens,Cover 0,37.699999999999996,24,18,79.70000000000002,110.0,0.7245454545454547
261,Ravens,Cover 2,35.7,12,29,76.7,168.0,0.4565476190476191
262,Ravens,Cover 4,69.4,0,62,131.39999999999998,617.0,0.21296596434359802
263,Ravens,Cover 6,8.700000000000001,0,7,15.700000000000001,59.0,0.26610169491525426
264,Ravens,Man Cover 2,27.6,0,24,51.6,58.0,0.8896551724137931
266,Ravens,Other,1.5,0,1,2.5,10.0,0.25
267,Ravens,Prevent,3.8000000000000007,0,3,6.800000000000001,39.0,0.17435897435897438
268,Ravens,Screen,42.8,12,49,103.80000000000004,48.0,2.162500000000001
269,Saints,Combination,2.9000000000000004,0,2,4.9,8.0,0.6125
270,Saints,Cover 0,12.9,6,8,26.900000000000006,49.0,0.5489795918367348
271,Saints,Cover 2,24.3,12,35,71.29999999999998,153.0,0.46601307189542474
272,Saints,Cover 4,60.4,0,50,110.40000000000003,214.0,0.5158878504672899
273,Saints,Cover 6,9.000000000000002,0,6,15.000000000000002,20.0,0.7500000000000001
274,Saints,Man Cover 2,66.6,12,47,125.59999999999998,47.0,2.6723404255319143
275,Saints,Other,0.6000000000000001,0,1,1.6,5.0,0.32
276,Saints,Prevent,5.8,0,5,10.8,6.0,1.8
277,Saints,Screen,31.100000000000005,18,52,101.09999999999997,70.0,1.4442857142857137
279,Seahawks,Combination,2.4,0,2,4.4,5.0,0.8800000000000001
280,Seahawks,Cover 0,1.1,6,1,8.1,18.0,0.44999999999999996
281,Seahawks,Cover 2,78.00000000000004,12,76,166.00000000000003,210.0,0.7904761904761907
282,Seahawks,Cover 4,56.8,12,58,126.79999999999997,380.0,0.3336842105263157
283,Seahawks,Cover 6,11.7,0,12,23.700000000000003,38.0,0.6236842105263158
284,Seahawks,Man Cover 2,19.299999999999997,0,12,31.299999999999994,81.0,0.3864197530864197
286,Seahawks,Other,0.0,0,0,0.0,8.0,0.0
287,Seahawks,Prevent,1.9000000000000001,0,3,4.9,79.0,0.06202531645569621
288,Seahawks,Screen,66.50000000000001,18,84,168.5,83.0,2.0301204819277108
290,Steelers,Combination,4.5,0,3,7.5,30.0,0.25
291,Steelers,Cover 0,7.300000000000001,6,5,18.3,33.0,0.5545454545454546
292,Steelers,Cover 2,42.8,12,36,90.8,519.0,0.17495183044315993
293,Steelers,Cover 4,37.699999999999996,6,39,82.69999999999999,299.0,0.27658862876254176
294,Steelers,Cover 6,4.2,0,5,9.200000000000001,88.0,0.10454545454545455
295,Steelers,Man Cover 2,29.7,6,21,56.70000000000002,240.0,0.23625000000000007
298,Steelers,Prevent,0.0,0,0,0.0,45.0,0.0
299,Steelers,Screen,29.600000000000005,12,53,94.60000000000001,151.0,0.6264900662251656
301,Texans,Cover 0,1.9000000000000001,0,3,4.9,40.0,0.12250000000000001
302,Texans,Cover 2,121.10000000000002,18,88,227.09999999999994,155.0,1.4651612903225801
303,Texans,Cover 4,25.200000000000003,6,24,55.200000000000024,244.0,0.2262295081967214
304,Texans,Cover 6,16.800000000000004,6,14,36.800000000000004,109.0,0.3376146788990826
305,Texans,Man Cover 2,0.30000000000000004,6,1,7.3,75.0,0.09733333333333333
307,Texans,Other,5.500000000000001,0,2,7.5,2.0,3.75
308,Texans,Screen,30.000000000000004,6,50,85.99999999999999,104.0,0.8269230769230768
310,Titans,Combination,4.6000000000000005,0,4,8.600000000000001,12.0,0.7166666666666668
311,Titans,Cover 0,10.4,6,7,23.4,52.0,0.44999999999999996
312,Titans,Cover 2,51.8,6,45,102.80000000000003,269.0,0.3821561338289964
313,Titans,Cover 4,69.8,0,61,130.8,133.0,0.9834586466165415
314,Titans,Cover 6,5.4,0,8,13.400000000000002,26.0,0.5153846153846154
315,Titans,Man Cover 2,21.5,12,14,47.5,78.0,0.6089743589743589
317,Titans,Other,3.4000000000000004,6,2,11.4,6.0,1.9000000000000001
318,Titans,Prevent,16.3,0,10,26.3,10.0,2.63
319,Titans,Screen,52.70000000000002,6,69,127.69999999999995,99.0,1.2898989898989894
321,Vikings,Combination,1.3000000000000003,6,2,9.3,5.0,1.86
322,Vikings,Cover 0,7.5,6,5,18.5,24.0,0.7708333333333334
323,Vikings,Cover 2,67.39999999999999,6,53,126.39999999999996,218.0,0.5798165137614677
324,Vikings,Cover 4,76.39999999999999,36,58,170.39999999999998,397.0,0.4292191435768261
325,Vikings,Cover 6,13.800000000000002,0,13,26.8,58.0,0.4620689655172414
326,Vikings,Man Cover 2,22.0,6,15,42.99999999999999,251.0,0.17131474103585653
328,Vikings,Other,3.2,0,1,4.2,3.0,1.4000000000000001
329,Vikings,Prevent,23.3,6,17,46.3,37.0,1.2513513513513512
330,Vikings,Screen,36.499999999999986,0,65,101.50000000000003,154.0,0.6590909090909093
