,nickName,route,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB,plays,totalPlays,freq
46,Broncos,3.0,4,2.12,0,0,2.12,0.53,4,389,0.010282776349614395
47,Broncos,4.0,79,19.36,0,-1,18.359999999999996,0.2324050632911392,79,389,0.20308483290488433
48,Broncos,5.0,54,16.439999999999998,12,0,28.43999999999999,0.5266666666666665,54,389,0.13881748071979436
49,Broncos,6.0,51,21.959999999999997,4,-2,23.959999999999997,0.4698039215686274,51,389,0.13110539845758354
50,Broncos,7.0,10,5.52,8,-1,12.52,1.252,10,389,0.02570694087403599
51,Broncos,8.0,7,1.0,0,-1,0.0,0.0,7,389,0.017994858611825194
52,Broncos,9.0,44,15.48,24,-3,36.48,0.829090909090909,44,389,0.11311053984575835
53,Broncos,10.0,21,3.1200000000000006,4,0,7.120000000000001,0.3390476190476191,21,389,0.05398457583547558
54,Broncos,11.0,23,6.200000000000001,8,0,14.199999999999996,0.6173913043478259,23,389,0.05912596401028278
55,Browns,1.0,33,8.520000000000001,4,-1,11.519999999999998,0.349090909090909,33,385,0.08571428571428572
56,Browns,2.0,48,15.680000000000003,8,-3,20.679999999999996,0.43083333333333323,48,385,0.12467532467532468
57,Browns,3.0,7,1.72,0,0,1.72,0.24571428571428572,7,385,0.01818181818181818
58,Browns,4.0,81,24.96,12,-1,35.96,0.44395061728395063,81,385,0.21038961038961038
59,Browns,5.0,49,8.760000000000002,4,-1,11.76,0.24,49,385,0.12727272727272726
60,Browns,6.0,39,13.640000000000002,12,-1,24.639999999999993,0.6317948717948716,39,385,0.1012987012987013
61,Browns,7.0,10,2.08,4,0,6.08,0.608,10,385,0.025974025974025976
62,Browns,8.0,12,5.92,8,-1,12.92,1.0766666666666667,12,385,0.03116883116883117
63,Browns,9.0,58,24.16,40,0,64.16,1.106206896551724,58,385,0.15064935064935064
64,Browns,10.0,23,7.48,0,0,7.48,0.32521739130434785,23,385,0.05974025974025974
65,Browns,11.0,25,7.000000000000003,0,0,7.000000000000003,0.2800000000000001,25,385,0.06493506493506493
66,Buccaneers,1.0,66,12.519999999999998,4,0,16.519999999999992,0.2503030303030302,66,518,0.1274131274131274
67,Buccaneers,2.0,80,20.67999999999999,20,-1,39.67999999999999,0.4959999999999999,80,518,0.15444015444015444
68,Buccaneers,3.0,5,2.2,4,0,6.200000000000001,1.2400000000000002,5,518,0.009652509652509652
69,Buccaneers,4.0,116,34.319999999999986,4,-1,37.31999999999999,0.32172413793103444,116,518,0.22393822393822393
70,Buccaneers,5.0,56,13.799999999999994,4,-2,15.799999999999994,0.28214285714285703,56,518,0.10810810810810811
71,Buccaneers,6.0,50,22.680000000000003,16,-5,33.68,0.6736,50,518,0.09652509652509653
72,Buccaneers,7.0,16,5.160000000000001,8,0,13.16,0.8225,16,518,0.03088803088803089
73,Buccaneers,8.0,15,3.56,0,-3,0.56,0.037333333333333336,15,518,0.02895752895752896
74,Buccaneers,9.0,58,24.760000000000005,36,-4,56.76,0.9786206896551723,58,518,0.11196911196911197
75,Buccaneers,10.0,24,3.8800000000000003,4,0,7.880000000000002,0.3283333333333334,24,518,0.04633204633204633
76,Buccaneers,11.0,32,6.320000000000001,0,0,6.320000000000001,0.19750000000000004,32,518,0.06177606177606178
77,Cardinals,1.0,32,4.960000000000002,8,-1,11.960000000000003,0.3737500000000001,32,395,0.0810126582278481
78,Cardinals,2.0,70,23.039999999999996,8,-2,29.03999999999998,0.4148571428571426,70,395,0.17721518987341772
79,Cardinals,3.0,7,2.4,0,0,2.4,0.34285714285714286,7,395,0.017721518987341773
80,Cardinals,4.0,81,23.439999999999998,8,-1,30.439999999999998,0.37580246913580245,81,395,0.20506329113924052
81,Cardinals,5.0,50,17.360000000000003,4,-1,20.36,0.4072,50,395,0.12658227848101267
82,Cardinals,6.0,35,10.04,12,-1,21.040000000000003,0.6011428571428572,35,395,0.08860759493670886
83,Cardinals,7.0,13,4.96,8,-1,11.96,0.92,13,395,0.03291139240506329
84,Cardinals,8.0,11,2.5600000000000005,4,-1,5.56,0.5054545454545454,11,395,0.027848101265822784
85,Cardinals,9.0,60,19.12,8,-1,26.12,0.43533333333333335,60,395,0.1518987341772152
86,Cardinals,10.0,22,6.960000000000001,8,0,14.959999999999997,0.6799999999999998,22,395,0.05569620253164557
87,Cardinals,11.0,14,5.5200000000000005,0,0,5.5200000000000005,0.3942857142857143,14,395,0.035443037974683546
88,Chargers,1.0,43,7.480000000000002,12,-1,18.479999999999997,0.42976744186046506,43,369,0.11653116531165311
89,Chargers,2.0,38,11.999999999999998,0,-1,10.999999999999998,0.28947368421052627,38,369,0.10298102981029811
90,Chargers,3.0,3,0.44,4,0,4.44,1.4800000000000002,3,369,0.008130081300813009
91,Chargers,4.0,95,26.119999999999983,12,-1,37.12,0.3907368421052631,95,369,0.25745257452574527
92,Chargers,5.0,31,9.44,0,-2,7.440000000000002,0.24000000000000007,31,369,0.08401084010840108
93,Chargers,6.0,48,16.76,8,0,24.76,0.5158333333333334,48,369,0.13008130081300814
94,Chargers,7.0,9,0.4,4,0,4.4,0.48888888888888893,9,369,0.024390243902439025
95,Chargers,8.0,9,3.44,8,-1,10.44,1.16,9,369,0.024390243902439025
96,Chargers,9.0,60,25.84,32,-1,56.83999999999999,0.9473333333333331,60,369,0.16260162601626016
97,Chargers,10.0,15,2.76,0,0,2.76,0.184,15,369,0.04065040650406504
98,Chargers,11.0,18,2.6,0,0,2.6,0.14444444444444446,18,369,0.04878048780487805
99,Chiefs,1.0,56,11.999999999999998,8,-1,18.999999999999993,0.33928571428571414,56,509,0.1100196463654224
100,Chiefs,2.0,96,24.12,12,-2,34.11999999999999,0.35541666666666655,96,509,0.18860510805500982
101,Chiefs,3.0,2,0.32,0,0,0.32,0.16,2,509,0.003929273084479371
102,Chiefs,4.0,72,22.799999999999986,8,-1,29.799999999999986,0.4138888888888887,72,509,0.14145383104125736
103,Chiefs,5.0,67,15.719999999999999,8,-1,22.720000000000002,0.33910447761194035,67,509,0.13163064833005894
104,Chiefs,6.0,55,20.159999999999997,4,-2,22.159999999999993,0.4029090909090908,55,509,0.10805500982318271
105,Chiefs,7.0,15,4.319999999999999,0,0,4.319999999999999,0.288,15,509,0.029469548133595286
106,Chiefs,8.0,15,5.68,4,-3,6.679999999999999,0.44533333333333325,15,509,0.029469548133595286
107,Chiefs,9.0,83,28.200000000000003,28,-5,51.199999999999996,0.616867469879518,83,509,0.16306483300589392
108,Chiefs,10.0,29,5.04,8,0,13.040000000000001,0.44965517241379316,29,509,0.05697445972495088
109,Chiefs,11.0,19,4.84,0,0,4.84,0.25473684210526315,19,509,0.03732809430255403
110,Colts,1.0,40,7.960000000000003,8,0,15.959999999999994,0.39899999999999985,40,379,0.10554089709762533
111,Colts,2.0,54,17.8,8,-1,24.799999999999997,0.4592592592592592,54,379,0.1424802110817942
112,Colts,3.0,4,1.2000000000000002,0,-1,0.20000000000000007,0.05000000000000002,4,379,0.010554089709762533
113,Colts,4.0,76,18.599999999999998,0,-2,16.6,0.21842105263157896,76,379,0.20052770448548812
114,Colts,5.0,42,8.040000000000001,0,0,8.040000000000001,0.19142857142857145,42,379,0.11081794195250659
115,Colts,6.0,58,26.08000000000001,16,-4,38.080000000000005,0.6565517241379312,58,379,0.15303430079155672
116,Colts,7.0,12,1.6400000000000001,0,-2,-0.3600000000000001,-0.03000000000000001,12,379,0.0316622691292876
117,Colts,8.0,15,6.159999999999998,0,0,6.159999999999998,0.41066666666666657,15,379,0.0395778364116095
118,Colts,9.0,40,19.16,28,-3,44.160000000000004,1.104,40,379,0.10554089709762533
119,Colts,10.0,17,4.24,0,0,4.24,0.24941176470588236,17,379,0.044854881266490766
120,Colts,11.0,21,5.520000000000001,0,-1,4.5200000000000005,0.21523809523809526,21,379,0.055408970976253295
121,Cowboys,1.0,32,5.8400000000000025,4,0,9.840000000000002,0.30750000000000005,32,295,0.10847457627118644
122,Cowboys,2.0,45,13.399999999999997,16,-1,28.400000000000006,0.6311111111111113,45,295,0.15254237288135594
123,Cowboys,3.0,6,3.08,0,0,3.08,0.5133333333333333,6,295,0.020338983050847456
124,Cowboys,4.0,41,12.720000000000002,4,0,16.720000000000002,0.4078048780487806,41,295,0.13898305084745763
125,Cowboys,5.0,55,13.840000000000002,4,-2,15.839999999999998,0.288,55,295,0.1864406779661017
126,Cowboys,6.0,33,12.84,12,-2,22.84,0.6921212121212121,33,295,0.11186440677966102
127,Cowboys,7.0,5,0.0,0,0,0.0,0.0,5,295,0.01694915254237288
128,Cowboys,8.0,10,6.079999999999999,4,-1,9.079999999999998,0.9079999999999998,10,295,0.03389830508474576
129,Cowboys,9.0,33,13.480000000000002,20,0,33.480000000000004,1.0145454545454546,33,295,0.11186440677966102
130,Cowboys,10.0,21,4.720000000000001,8,0,12.72,0.6057142857142858,21,295,0.0711864406779661
131,Cowboys,11.0,14,2.08,4,0,6.08,0.4342857142857143,14,295,0.04745762711864407
132,Dolphins,1.0,38,9.000000000000002,0,0,9.000000000000002,0.23684210526315794,38,394,0.09644670050761421
133,Dolphins,2.0,46,12.56,0,-2,10.56,0.22956521739130437,46,394,0.116751269035533
134,Dolphins,3.0,2,0.4,0,0,0.4,0.2,2,394,0.005076142131979695
135,Dolphins,4.0,83,23.8,0,-3,20.800000000000004,0.2506024096385543,83,394,0.21065989847715735
136,Dolphins,5.0,41,9.16,4,-3,10.160000000000002,0.24780487804878054,41,394,0.10406091370558376
137,Dolphins,6.0,62,26.200000000000006,12,-4,34.199999999999996,0.5516129032258064,62,394,0.15736040609137056
138,Dolphins,7.0,14,3.44,0,-1,2.44,0.1742857142857143,14,394,0.03553299492385787
139,Dolphins,8.0,13,10.040000000000001,12,0,22.04,1.6953846153846153,13,394,0.03299492385786802
140,Dolphins,9.0,48,15.760000000000002,4,-3,16.76,0.3491666666666667,48,394,0.1218274111675127
141,Dolphins,10.0,23,10.879999999999997,4,-1,13.879999999999997,0.6034782608695651,23,394,0.0583756345177665
142,Dolphins,11.0,24,8.080000000000002,4,0,12.080000000000002,0.5033333333333334,24,394,0.06091370558375635
143,Eagles,1.0,34,6.560000000000002,8,0,14.560000000000002,0.4282352941176471,34,281,0.12099644128113879
144,Eagles,2.0,47,17.6,8,-2,23.600000000000005,0.5021276595744681,47,281,0.16725978647686832
145,Eagles,3.0,5,1.08,0,0,1.08,0.21600000000000003,5,281,0.017793594306049824
146,Eagles,4.0,50,14.200000000000001,0,-1,13.200000000000001,0.264,50,281,0.17793594306049823
147,Eagles,5.0,26,6.32,0,0,6.32,0.24307692307692308,26,281,0.09252669039145907
148,Eagles,6.0,30,12.600000000000001,4,-1,15.6,0.52,30,281,0.10676156583629894
149,Eagles,7.0,6,2.9600000000000004,8,0,10.96,1.8266666666666669,6,281,0.021352313167259787
150,Eagles,8.0,5,4.880000000000001,0,0,4.880000000000001,0.9760000000000002,5,281,0.017793594306049824
151,Eagles,9.0,38,17.0,16,-1,32.0,0.8421052631578947,38,281,0.13523131672597866
152,Eagles,10.0,28,6.6800000000000015,0,-1,5.6800000000000015,0.2028571428571429,28,281,0.099644128113879
153,Eagles,11.0,12,3.9999999999999996,0,0,3.9999999999999996,0.3333333333333333,12,281,0.042704626334519574
154,Falcons,1.0,59,10.24,4,0,14.239999999999991,0.2413559322033897,59,467,0.12633832976445397
155,Falcons,2.0,72,17.239999999999995,12,-1,28.23999999999999,0.3922222222222221,72,467,0.15417558886509636
156,Falcons,3.0,6,2.04,0,0,2.04,0.34,6,467,0.01284796573875803
157,Falcons,4.0,96,27.599999999999994,16,-1,42.59999999999999,0.44374999999999987,96,467,0.20556745182012848
158,Falcons,5.0,49,16.040000000000003,4,-1,19.04,0.38857142857142857,49,467,0.10492505353319058
159,Falcons,6.0,49,22.12,20,-3,39.12,0.7983673469387754,49,467,0.10492505353319058
160,Falcons,7.0,11,7.0,4,0,11.0,1.0,11,467,0.023554603854389723
161,Falcons,8.0,26,17.640000000000004,8,-3,22.640000000000004,0.870769230769231,26,467,0.055674518201284794
162,Falcons,9.0,56,21.96,20,-1,40.959999999999994,0.7314285714285713,56,467,0.11991434689507495
163,Falcons,10.0,29,7.640000000000001,0,0,7.640000000000001,0.263448275862069,29,467,0.06209850107066381
164,Falcons,11.0,14,4.680000000000001,0,0,4.680000000000001,0.33428571428571435,14,467,0.029978586723768737
165,Football Team,1.0,39,6.360000000000002,0,-2,4.360000000000002,0.11179487179487185,39,399,0.09774436090225563
166,Football Team,2.0,53,14.680000000000001,16,-2,28.680000000000007,0.5411320754716983,53,399,0.13283208020050125
167,Football Team,3.0,7,1.8,0,0,1.8,0.2571428571428572,7,399,0.017543859649122806
168,Football Team,4.0,76,19.36,12,-1,30.360000000000007,0.3994736842105264,76,399,0.19047619047619047
169,Football Team,5.0,47,14.920000000000002,0,-2,12.920000000000002,0.2748936170212766,47,399,0.11779448621553884
170,Football Team,6.0,45,13.52,8,-1,20.519999999999996,0.4559999999999999,45,399,0.11278195488721804
171,Football Team,7.0,7,0.76,0,-2,-1.24,-0.17714285714285713,7,399,0.017543859649122806
172,Football Team,8.0,18,7.12,0,0,7.12,0.39555555555555555,18,399,0.045112781954887216
173,Football Team,9.0,50,20.16,32,-2,50.16000000000001,1.0032000000000003,50,399,0.12531328320802004
174,Football Team,10.0,44,9.160000000000004,0,0,9.160000000000004,0.20818181818181827,44,399,0.11027568922305764
175,Football Team,11.0,13,2.6400000000000006,0,0,2.6400000000000006,0.20307692307692313,13,399,0.03258145363408521
176,Giants,1.0,45,8.64,0,0,8.64,0.192,45,368,0.12228260869565218
177,Giants,2.0,44,13.279999999999996,8,0,21.280000000000005,0.48363636363636375,44,368,0.11956521739130435
178,Giants,3.0,5,1.28,0,0,1.28,0.256,5,368,0.01358695652173913
179,Giants,4.0,96,28.799999999999994,0,-2,26.799999999999994,0.2791666666666666,96,368,0.2608695652173913
180,Giants,5.0,46,15.12,0,-1,14.12,0.3069565217391304,46,368,0.125
181,Giants,6.0,36,13.680000000000001,12,-2,23.680000000000003,0.6577777777777779,36,368,0.09782608695652174
182,Giants,7.0,5,1.04,0,0,1.04,0.20800000000000002,5,368,0.01358695652173913
183,Giants,8.0,13,5.52,8,0,13.520000000000001,1.04,13,368,0.035326086956521736
184,Giants,9.0,33,11.16,8,0,19.16,0.5806060606060606,33,368,0.08967391304347826
185,Giants,10.0,18,3.6800000000000006,0,0,3.6800000000000006,0.20444444444444448,18,368,0.04891304347826087
186,Giants,11.0,27,7.240000000000002,4,0,11.24,0.41629629629629633,27,368,0.07336956521739131
187,Jaguars,1.0,28,5.5200000000000005,8,0,13.52,0.4828571428571428,28,278,0.10071942446043165
188,Jaguars,2.0,36,12.520000000000003,16,-1,27.51999999999999,0.7644444444444441,36,278,0.12949640287769784
189,Jaguars,3.0,6,2.3200000000000003,0,0,2.3200000000000003,0.3866666666666667,6,278,0.02158273381294964
190,Jaguars,4.0,38,10.879999999999999,8,0,18.88,0.49684210526315786,38,278,0.1366906474820144
191,Jaguars,5.0,36,6.600000000000001,4,-1,9.6,0.26666666666666666,36,278,0.12949640287769784
192,Jaguars,6.0,46,21.6,16,-2,35.599999999999994,0.7739130434782607,46,278,0.16546762589928057
193,Jaguars,7.0,14,3.2,8,-2,9.200000000000001,0.6571428571428573,14,278,0.050359712230215826
194,Jaguars,8.0,5,2.16,4,0,6.16,1.232,5,278,0.017985611510791366
195,Jaguars,9.0,45,24.040000000000006,20,-1,43.04,0.9564444444444444,45,278,0.1618705035971223
196,Jaguars,10.0,19,7.440000000000001,4,0,11.439999999999998,0.6021052631578946,19,278,0.0683453237410072
197,Jaguars,11.0,5,1.1600000000000001,0,0,1.1600000000000001,0.23200000000000004,5,278,0.017985611510791366
198,Jets,1.0,31,5.920000000000003,0,0,5.920000000000003,0.19096774193548396,31,346,0.08959537572254335
199,Jets,2.0,35,9.36,4,-1,12.36,0.35314285714285715,35,346,0.10115606936416185
200,Jets,3.0,5,1.52,0,0,1.52,0.304,5,346,0.014450867052023121
201,Jets,4.0,101,28.359999999999996,8,-2,34.35999999999999,0.3401980198019801,101,346,0.29190751445086704
202,Jets,5.0,45,13.96,12,-1,24.96,0.5546666666666666,45,346,0.13005780346820808
203,Jets,6.0,25,10.479999999999999,8,-1,17.48,0.6992,25,346,0.07225433526011561
204,Jets,7.0,10,2.7199999999999998,4,0,6.72,0.6719999999999999,10,346,0.028901734104046242
205,Jets,8.0,5,0.68,0,0,0.68,0.136,5,346,0.014450867052023121
206,Jets,9.0,46,23.76,24,0,47.76,1.0382608695652173,46,346,0.1329479768786127
207,Jets,10.0,19,3.8400000000000007,8,0,11.840000000000002,0.6231578947368422,19,346,0.05491329479768786
208,Jets,11.0,24,5.160000000000001,4,0,9.160000000000002,0.38166666666666677,24,346,0.06936416184971098
209,Lions,1.0,38,9.32,20,0,29.32000000000001,0.7715789473684214,38,277,0.1371841155234657
210,Lions,2.0,46,13.720000000000002,16,0,29.720000000000002,0.6460869565217392,46,277,0.16606498194945848
211,Lions,3.0,4,3.4799999999999995,0,0,3.4799999999999995,0.8699999999999999,4,277,0.01444043321299639
212,Lions,4.0,51,16.76,4,-1,19.760000000000005,0.387450980392157,51,277,0.18411552346570398
213,Lions,5.0,31,8.240000000000002,0,0,8.240000000000002,0.2658064516129033,31,277,0.11191335740072202
214,Lions,6.0,30,13.96,8,-1,20.96,0.6986666666666667,30,277,0.10830324909747292
215,Lions,7.0,8,3.64,8,0,11.639999999999999,1.4549999999999998,8,277,0.02888086642599278
216,Lions,8.0,6,2.56,0,0,2.56,0.4266666666666667,6,277,0.021660649819494584
217,Lions,9.0,44,21.000000000000004,32,-1,52.0,1.1818181818181819,44,277,0.1588447653429603
218,Lions,10.0,12,2.7199999999999998,0,0,2.7199999999999998,0.22666666666666666,12,277,0.04332129963898917
219,Lions,11.0,7,2.56,4,0,6.56,0.937142857142857,7,277,0.02527075812274368
220,Packers,1.0,32,6.520000000000001,0,-2,4.5200000000000005,0.14125000000000001,32,352,0.09090909090909091
221,Packers,2.0,52,17.64,4,0,21.640000000000008,0.4161538461538463,52,352,0.14772727272727273
222,Packers,3.0,5,1.0,0,0,1.0,0.2,5,352,0.014204545454545454
223,Packers,4.0,80,17.919999999999995,12,0,29.919999999999987,0.37399999999999983,80,352,0.22727272727272727
224,Packers,5.0,52,12.200000000000001,0,-1,11.200000000000001,0.2153846153846154,52,352,0.14772727272727273
225,Packers,6.0,48,17.2,0,-3,14.200000000000001,0.29583333333333334,48,352,0.13636363636363635
226,Packers,7.0,14,8.36,12,0,20.360000000000003,1.4542857142857144,14,352,0.03977272727272727
227,Packers,8.0,10,3.0,8,0,11.0,1.1,10,352,0.028409090909090908
228,Packers,9.0,28,13.72,16,-3,26.720000000000006,0.9542857142857145,28,352,0.07954545454545454
229,Packers,10.0,17,3.92,4,0,7.920000000000001,0.4658823529411765,17,352,0.048295454545454544
230,Packers,11.0,14,2.96,0,0,2.96,0.21142857142857144,14,352,0.03977272727272727
231,Panthers,1.0,41,6.240000000000002,4,0,10.239999999999997,0.24975609756097553,41,375,0.10933333333333334
232,Panthers,2.0,39,9.840000000000002,4,0,13.840000000000003,0.35487179487179493,39,375,0.104
233,Panthers,3.0,5,0.96,0,-1,-0.03999999999999998,-0.007999999999999997,5,375,0.013333333333333334
234,Panthers,4.0,93,25.439999999999998,4,0,29.439999999999998,0.3165591397849462,93,375,0.248
235,Panthers,5.0,40,12.920000000000002,4,-2,14.919999999999998,0.37299999999999994,40,375,0.10666666666666667
236,Panthers,6.0,40,16.76,12,-1,27.76,0.6940000000000001,40,375,0.10666666666666667
237,Panthers,7.0,12,5.36,4,0,9.360000000000001,0.7800000000000001,12,375,0.032
238,Panthers,8.0,15,5.96,8,0,13.96,0.9306666666666668,15,375,0.04
239,Panthers,9.0,35,12.760000000000002,16,-1,27.760000000000005,0.7931428571428573,35,375,0.09333333333333334
240,Panthers,10.0,34,7.16,0,0,7.16,0.21058823529411766,34,375,0.09066666666666667
241,Panthers,11.0,21,5.880000000000001,4,0,9.880000000000003,0.4704761904761906,21,375,0.056
242,Patriots,1.0,41,11.319999999999997,0,0,11.319999999999997,0.27609756097560967,41,358,0.11452513966480447
243,Patriots,2.0,45,16.84,8,-2,22.84,0.5075555555555555,45,358,0.12569832402234637
244,Patriots,3.0,6,1.44,0,0,1.44,0.24,6,358,0.01675977653631285
245,Patriots,4.0,74,21.599999999999984,0,-2,19.599999999999984,0.26486486486486466,74,358,0.20670391061452514
246,Patriots,5.0,33,9.000000000000002,4,-2,10.999999999999998,0.33333333333333326,33,358,0.09217877094972067
247,Patriots,6.0,49,22.800000000000004,8,0,30.8,0.6285714285714286,49,358,0.13687150837988826
248,Patriots,7.0,14,3.5599999999999996,4,-2,5.56,0.39714285714285713,14,358,0.03910614525139665
249,Patriots,8.0,9,0.84,4,-3,1.8399999999999999,0.20444444444444443,9,358,0.025139664804469275
250,Patriots,9.0,35,13.0,8,-4,17.000000000000004,0.4857142857142858,35,358,0.09776536312849161
251,Patriots,10.0,30,9.56,8,0,17.559999999999995,0.5853333333333332,30,358,0.08379888268156424
252,Patriots,11.0,22,3.44,8,0,11.440000000000001,0.52,22,358,0.061452513966480445
253,Raiders,1.0,46,10.119999999999996,8,0,18.11999999999999,0.39391304347826067,46,366,0.12568306010928962
254,Raiders,2.0,59,12.36,4,-2,14.359999999999998,0.24338983050847454,59,366,0.16120218579234974
255,Raiders,3.0,5,1.24,0,0,1.24,0.248,5,366,0.01366120218579235
256,Raiders,4.0,68,19.720000000000002,4,-3,20.720000000000002,0.3047058823529412,68,366,0.18579234972677597
257,Raiders,5.0,39,13.639999999999995,4,0,17.639999999999997,0.45230769230769224,39,366,0.10655737704918032
258,Raiders,6.0,42,19.759999999999998,20,-1,38.760000000000005,0.9228571428571429,42,366,0.11475409836065574
259,Raiders,7.0,19,5.6000000000000005,8,0,13.600000000000001,0.7157894736842106,19,366,0.05191256830601093
260,Raiders,8.0,13,9.959999999999999,8,-1,16.96,1.3046153846153847,13,366,0.03551912568306011
261,Raiders,9.0,40,10.0,12,-2,20.000000000000007,0.5000000000000002,40,366,0.1092896174863388
262,Raiders,10.0,20,2.84,0,0,2.84,0.142,20,366,0.0546448087431694
263,Raiders,11.0,15,2.88,0,0,2.88,0.192,15,366,0.040983606557377046
264,Rams,1.0,44,12.240000000000002,8,0,20.23999999999999,0.4599999999999998,44,429,0.10256410256410256
265,Rams,2.0,52,13.719999999999997,16,0,29.720000000000006,0.5715384615384617,52,429,0.12121212121212122
266,Rams,3.0,6,0.4,0,0,0.4,0.06666666666666667,6,429,0.013986013986013986
267,Rams,4.0,112,25.15999999999999,4,0,29.15999999999999,0.2603571428571428,112,429,0.26107226107226106
268,Rams,5.0,49,10.200000000000003,12,-2,20.200000000000006,0.4122448979591838,49,429,0.11421911421911422
269,Rams,6.0,46,19.840000000000003,12,-2,29.84,0.648695652173913,46,429,0.10722610722610723
270,Rams,7.0,5,1.6,0,-2,-0.3999999999999999,-0.07999999999999999,5,429,0.011655011655011656
