team,playerName,Routes Run,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
LAR,Cooper Kupp,23.0,0/1 Step,11.800000000000002,0,20,31.800000000000004,23.0,1.3826086956521741,23,120,0.19166666666666668
LAR,Cooper Kupp,61.0,3 Step,63.800000000000004,6,48,117.8,61.0,1.9311475409836065,70,120,0.5833333333333334
LAR,Cooper Kupp,11.0,5 Step,6.6,0,5,11.6,11.0,1.0545454545454545,13,120,0.10833333333333334
LAR,Cooper Kupp,12.0,7 Step,15.0,6,10,31.000000000000004,12.0,2.5833333333333335,14,120,0.11666666666666667
ATL,Cordarrelle Patterson,10.0,0/1 Step,4.8999999999999995,0,8,12.9,10.0,1.29,10,10,1.0
NYJ,Corey Davis,25.0,0/1 Step,25.900000000000002,12,24,61.90000000000001,25.0,2.4760000000000004,26,91,0.2857142857142857
NYJ,Corey Davis,34.0,3 Step,29.9,6,22,57.89999999999999,34.0,1.702941176470588,39,91,0.42857142857142855
NYJ,Corey Davis,23.0,5 Step,31.5,6,16,53.49999999999999,23.0,2.326086956521739,22,91,0.24175824175824176
NYJ,Corey Davis,4.0,7 Step,9.9,6,2,17.9,4.0,4.475,4,91,0.04395604395604396
WAS,Curtis Samuel,29.0,0/1 Step,14.200000000000003,6,23,43.199999999999996,29.0,1.489655172413793,29,83,0.3493975903614458
WAS,Curtis Samuel,25.0,3 Step,22.1,0,18,40.10000000000001,25.0,1.6040000000000003,25,83,0.30120481927710846
WAS,Curtis Samuel,23.0,5 Step,31.4,6,18,55.400000000000006,23.0,2.4086956521739133,24,83,0.2891566265060241
WAS,Curtis Samuel,4.0,7 Step,9.200000000000001,0,4,13.200000000000001,4.0,3.3000000000000003,5,83,0.060240963855421686
DET,D'Andre Swift,8.0,0/1 Step,5.700000000000001,0,7,12.7,8.0,1.5875,8,49,0.16326530612244897
DET,D'Andre Swift,28.0,3 Step,17.100000000000005,6,22,45.10000000000001,28.0,1.610714285714286,28,49,0.5714285714285714
DET,D'Andre Swift,10.0,5 Step,6.0,6,8,20.0,10.0,2.0,11,49,0.22448979591836735
DET,D'Andre Swift,2.0,7 Step,0.5,0,1,1.5,2.0,0.75,2,49,0.04081632653061224
CAR,DJ Moore,30.0,0/1 Step,23.3,12,20,55.3,30.0,1.8433333333333333,31,112,0.2767857142857143
CAR,DJ Moore,40.0,3 Step,43.999999999999986,6,22,72.00000000000001,40.0,1.8000000000000003,42,112,0.375
CAR,DJ Moore,31.0,5 Step,37.400000000000006,6,16,59.400000000000006,31.0,1.9161290322580646,31,112,0.2767857142857143
CAR,DJ Moore,8.0,7 Step,11.600000000000001,0,5,16.6,8.0,2.075,8,112,0.07142857142857142
SEA,DK Metcalf,50.0,0/1 Step,42.29999999999999,24,37,103.30000000000001,50.0,2.0660000000000003,53,136,0.3897058823529412
SEA,DK Metcalf,34.0,3 Step,45.10000000000001,24,23,92.10000000000002,34.0,2.7088235294117653,40,136,0.29411764705882354
SEA,DK Metcalf,25.0,5 Step,39.800000000000004,12,15,66.80000000000001,25.0,2.6720000000000006,30,136,0.22058823529411764
SEA,DK Metcalf,12.0,7 Step,13.600000000000003,6,7,26.6,12.0,2.216666666666667,13,136,0.09558823529411764
PHI,Dallas Goedert,22.0,0/1 Step,19.2,6,16,41.2,22.0,1.8727272727272728,22,55,0.4
PHI,Dallas Goedert,26.0,3 Step,15.0,12,16,43.0,26.0,1.6538461538461537,27,55,0.4909090909090909
PHI,Dallas Goedert,6.0,5 Step,8.3,0,5,13.3,6.0,2.216666666666667,6,55,0.10909090909090909
DAL,Dalton Schultz,19.0,0/1 Step,10.399999999999999,6,14,30.4,19.0,1.5999999999999999,19,68,0.27941176470588236
DAL,Dalton Schultz,45.0,3 Step,29.399999999999995,12,30,71.4,45.0,1.586666666666667,47,68,0.6911764705882353
DAL,Dalton Schultz,2.0,7 Step,1.7000000000000002,0,2,3.7,2.0,1.85,2,68,0.029411764705882353
MIN,Dalvin Cook,19.0,3 Step,11.6,0,16,27.6,19.0,1.4526315789473685,21,33,0.6363636363636364
MIN,Dalvin Cook,8.0,5 Step,5.8,0,7,12.8,8.0,1.6,8,33,0.24242424242424243
MIN,Dalvin Cook,4.0,7 Step,1.3,0,2,3.3,4.0,0.825,4,33,0.12121212121212122
ATL,Damiere Byrd,20.0,0/1 Step,14.599999999999998,0,15,29.6,20.0,1.48,20,71,0.28169014084507044
ATL,Damiere Byrd,21.0,3 Step,16.7,0,13,29.700000000000003,21.0,1.4142857142857144,21,71,0.29577464788732394
ATL,Damiere Byrd,24.0,5 Step,24.5,6,12,42.49999999999999,24.0,1.770833333333333,24,71,0.3380281690140845
ATL,Damiere Byrd,5.0,7 Step,2.8,0,2,4.8,5.0,0.96,6,71,0.08450704225352113
JAX,Dan Arnold,15.0,3 Step,17.7,12,10,39.69999999999999,15.0,2.646666666666666,18,37,0.4864864864864865
JAX,Dan Arnold,20.0,5 Step,19.7,6,13,38.7,20.0,1.935,19,37,0.5135135135135135
NYG,Darius Slayton,29.0,0/1 Step,18.1,6,16,40.10000000000001,29.0,1.3827586206896554,29,88,0.32954545454545453
NYG,Darius Slayton,36.0,3 Step,38.900000000000006,12,21,71.89999999999999,36.0,1.997222222222222,39,88,0.4431818181818182
NYG,Darius Slayton,10.0,5 Step,6.7,0,5,11.7,10.0,1.17,11,88,0.125
NYG,Darius Slayton,8.0,7 Step,7.1000000000000005,6,3,16.1,8.0,2.0125,9,88,0.10227272727272728
CHI,Darnell Mooney,19.0,0/1 Step,9.4,6,15,30.400000000000006,19.0,1.6000000000000003,19,69,0.2753623188405797
CHI,Darnell Mooney,28.0,3 Step,15.699999999999998,6,12,33.699999999999996,28.0,1.2035714285714285,30,69,0.43478260869565216
CHI,Darnell Mooney,15.0,5 Step,13.8,0,8,21.8,15.0,1.4533333333333334,15,69,0.21739130434782608
CHI,Darnell Mooney,5.0,7 Step,3.8000000000000003,0,2,5.800000000000001,5.0,1.1600000000000001,5,69,0.07246376811594203
ARI,Darrel Williams,15.0,3 Step,8.5,0,14,22.5,15.0,1.5,22,23,0.9565217391304348
ARI,Darrel Williams,1.0,7 Step,1.2000000000000002,0,1,2.2,1.0,2.2,1,23,0.043478260869565216
LV,Darren Waller,35.0,0/1 Step,27.8,18,25,70.80000000000001,35.0,2.022857142857143,37,119,0.31092436974789917
LV,Darren Waller,53.0,3 Step,49.2,12,39,100.20000000000003,53.0,1.8905660377358497,56,119,0.47058823529411764
LV,Darren Waller,16.0,5 Step,19.1,12,11,42.099999999999994,16.0,2.6312499999999996,16,119,0.13445378151260504
LV,Darren Waller,10.0,7 Step,5.300000000000001,0,4,9.3,10.0,0.93,10,119,0.08403361344537816
LV,Davante Adams,29.0,0/1 Step,29.900000000000006,12,28,69.9,29.0,2.410344827586207,34,135,0.2518518518518518
LV,Davante Adams,54.0,3 Step,53.400000000000006,42,43,138.39999999999998,54.0,2.5629629629629624,62,135,0.45925925925925926
LV,Davante Adams,24.0,5 Step,28.700000000000003,24,17,69.69999999999999,24.0,2.9041666666666663,30,135,0.2222222222222222
LV,Davante Adams,9.0,7 Step,14.2,6,7,27.2,9.0,3.022222222222222,9,135,0.06666666666666667
CHI,David Montgomery,18.0,0/1 Step,8.5,6,15,29.5,18.0,1.6388888888888888,19,62,0.3064516129032258
CHI,David Montgomery,28.0,3 Step,18.200000000000003,0,22,40.2,28.0,1.4357142857142857,30,62,0.4838709677419355
CHI,David Montgomery,10.0,5 Step,11.100000000000001,6,8,25.099999999999998,10.0,2.51,10,62,0.16129032258064516
CHI,David Montgomery,3.0,7 Step,3.0,0,3,6.0,3.0,2.0,3,62,0.04838709677419355
CHI,David Moore,22.0,0/1 Step,8.2,12,15,35.2,22.0,1.6,22,31,0.7096774193548387
CHI,David Moore,9.0,5 Step,16.1,6,6,28.1,9.0,3.1222222222222222,9,31,0.2903225806451613
CLE,David Njoku,10.0,0/1 Step,7.300000000000002,0,8,15.300000000000002,10.0,1.5300000000000002,11,11,1.0
BUF,Dawson Knox,11.0,0/1 Step,5.800000000000001,6,5,16.800000000000004,11.0,1.5272727272727276,11,48,0.22916666666666666
BUF,Dawson Knox,15.0,3 Step,12.200000000000001,6,11,29.199999999999996,15.0,1.9466666666666663,20,48,0.4166666666666667
BUF,Dawson Knox,8.0,5 Step,7.200000000000001,0,7,14.2,8.0,1.775,10,48,0.20833333333333334
BUF,Dawson Knox,5.0,7 Step,2.7,0,1,3.7,5.0,0.74,7,48,0.14583333333333334
NE,DeVante Parker,23.0,0/1 Step,14.8,0,13,27.800000000000008,23.0,1.2086956521739134,24,95,0.25263157894736843
NE,DeVante Parker,64.0,3 Step,50.0,12,38,100.00000000000001,64.0,1.5625000000000002,64,95,0.6736842105263158
NE,DeVante Parker,7.0,5 Step,8.9,0,5,13.9,7.0,1.9857142857142858,7,95,0.07368421052631578
SF,Deebo Samuel,24.0,0/1 Step,26.9,6,20,52.89999999999999,24.0,2.204166666666666,24,24,1.0
LV,Demarcus Robinson,11.0,0/1 Step,9.700000000000001,0,12,21.700000000000003,11.0,1.9727272727272729,14,54,0.25925925925925924
LV,Demarcus Robinson,21.0,3 Step,19.1,0,17,36.099999999999994,21.0,1.7190476190476187,24,54,0.4444444444444444
LV,Demarcus Robinson,13.0,5 Step,10.900000000000002,12,9,31.900000000000002,13.0,2.453846153846154,16,54,0.2962962962962963
NYJ,Denzel Mims,24.0,3 Step,14.7,0,10,24.7,24.0,1.0291666666666666,26,42,0.6190476190476191
NYJ,Denzel Mims,8.0,5 Step,8.7,0,4,12.7,8.0,1.5875,8,42,0.19047619047619047
NYJ,Denzel Mims,7.0,7 Step,5.9,0,3,8.9,7.0,1.2714285714285716,8,42,0.19047619047619047
TEN,Derrick Henry,8.0,0/1 Step,2.4000000000000004,0,6,8.4,8.0,1.05,8,23,0.34782608695652173
TEN,Derrick Henry,9.0,5 Step,2.8000000000000003,0,5,7.799999999999999,9.0,0.8666666666666666,10,23,0.43478260869565216
TEN,Derrick Henry,4.0,7 Step,5.900000000000001,0,3,8.900000000000002,4.0,2.2250000000000005,5,23,0.21739130434782608
NE,Devin Asiasi,2.0,7 Step,0.0,0,0,0.0,2.0,0.0,2,2,1.0
BAL,Devin Duvernay,9.0,0/1 Step,5.7,0,8,13.700000000000001,9.0,1.5222222222222224,9,9,1.0
BUF,Devin Singletary,19.0,0/1 Step,11.5,0,19,30.5,19.0,1.605263157894737,24,42,0.5714285714285714
BUF,Devin Singletary,12.0,3 Step,9.5,0,13,22.500000000000004,12.0,1.8750000000000002,16,42,0.38095238095238093
BUF,Devin Singletary,2.0,7 Step,4.300000000000001,0,2,6.300000000000001,2.0,3.1500000000000004,2,42,0.047619047619047616
PIT,Diontae Johnson,49.0,0/1 Step,28.299999999999997,18,36,82.30000000000003,49.0,1.6795918367346945,53,148,0.3581081081081081
PIT,Diontae Johnson,70.0,3 Step,56.00000000000001,30,43,128.99999999999997,70.0,1.8428571428571425,80,148,0.5405405405405406
PIT,Diontae Johnson,8.0,5 Step,9.5,0,8,17.5,8.0,2.1875,12,148,0.08108108108108109
PIT,Diontae Johnson,3.0,7 Step,0.0,0,0,0.0,3.0,0.0,3,148,0.02027027027027027
CIN,Drew Sample,18.0,0/1 Step,13.600000000000003,6,15,34.599999999999994,18.0,1.9222222222222218,18,45,0.4
CIN,Drew Sample,18.0,3 Step,10.200000000000001,0,11,21.2,18.0,1.1777777777777778,19,45,0.4222222222222222
CIN,Drew Sample,7.0,5 Step,4.700000000000001,0,5,9.700000000000001,7.0,1.385714285714286,8,45,0.17777777777777778
CHI,Equanimeous St. Brown,3.0,7 Step,5.1000000000000005,0,2,7.1000000000000005,3.0,2.3666666666666667,4,4,1.0
JAX,Evan Engram,50.0,0/1 Step,30.6,12,33,75.60000000000001,50.0,1.5120000000000002,52,101,0.5148514851485149
JAX,Evan Engram,42.0,3 Step,29.4,0,24,53.39999999999999,42.0,1.2714285714285711,45,101,0.44554455445544555
JAX,Evan Engram,4.0,7 Step,1.2000000000000002,0,1,2.2,4.0,0.55,4,101,0.039603960396039604
DAL,Ezekiel Elliott,12.0,0/1 Step,2.5,6,8,16.5,12.0,1.375,12,61,0.19672131147540983
DAL,Ezekiel Elliott,36.0,3 Step,17.599999999999998,6,26,49.600000000000016,36.0,1.3777777777777782,37,61,0.6065573770491803
DAL,Ezekiel Elliott,10.0,5 Step,5.400000000000001,0,7,12.400000000000002,10.0,1.2400000000000002,10,61,0.16393442622950818
DAL,Ezekiel Elliott,2.0,7 Step,1.5,0,2,3.5,2.0,1.75,2,61,0.03278688524590164
LV,Foster Moreau,7.0,5 Step,7.1000000000000005,6,5,18.099999999999998,7.0,2.5857142857142854,7,7,1.0
SEA,Freddie Swain,7.0,0/1 Step,7.5,6,5,18.5,7.0,2.642857142857143,8,8,1.0
LAC,Gabe Nabers,2.0,7 Step,0.9,0,1,1.9,2.0,0.95,2,2,1.0
BUF,Gabriel Davis,23.0,0/1 Step,17.200000000000003,18,14,49.199999999999996,23.0,2.1391304347826083,25,69,0.36231884057971014
BUF,Gabriel Davis,22.0,3 Step,37.00000000000001,12,18,67.0,22.0,3.0454545454545454,30,69,0.43478260869565216
BUF,Gabriel Davis,6.0,5 Step,3.7,0,3,6.700000000000001,6.0,1.116666666666667,9,69,0.13043478260869565
BUF,Gabriel Davis,3.0,7 Step,8.200000000000001,12,2,22.200000000000003,3.0,7.400000000000001,5,69,0.07246376811594203
SF,George Kittle,22.0,0/1 Step,19.3,6,16,41.3,22.0,1.8772727272727272,22,53,0.41509433962264153
