,playerName,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
2006,Peyton Barber,7 Step,0.7000000000000001,0,1,1.7000000000000002,2.0,0.8500000000000001
2020,Phillip Lindsay,7 Step,-0.20000000000000007,0,2,1.7999999999999998,2.0,0.8999999999999999
2024,Preston Williams,3 Step,17.099999999999998,24,10,51.099999999999994,19.0,2.689473684210526
2034,Quintez Cephus,0/1 Step,6.4,0,6,12.4,9.0,1.3777777777777778
2035,Quintez Cephus,3 Step,16.700000000000003,6,8,30.700000000000003,13.0,2.3615384615384616
2036,Quintez Cephus,5 Step,9.5,6,4,19.5,7.0,2.7857142857142856
2037,Quintez Cephus,7 Step,1.4000000000000001,0,1,2.4000000000000004,3.0,0.8000000000000002
2045,Randall Cobb,3 Step,17.3,12,21,50.300000000000004,29.0,1.73448275862069
2046,Randall Cobb,5 Step,20.200000000000003,6,9,35.20000000000001,9.0,3.9111111111111123
2052,Rashard Higgins,0/1 Step,5.2,0,5,10.2,7.0,1.457142857142857
2053,Rashard Higgins,3 Step,33.20000000000001,24,24,81.19999999999999,27.0,3.007407407407407
2054,Rashard Higgins,5 Step,18.6,0,9,27.599999999999998,11.0,2.509090909090909
2055,Rashard Higgins,7 Step,7.4,0,3,10.4,3.0,3.466666666666667
2058,Ray-Ray McCloud,0/1 Step,2.8,0,15,17.8,17.0,1.0470588235294118
2061,Reggie Bonnafon,7 Step,1.5,0,1,2.5,1.0,2.5
2067,Rex Burkhead,5 Step,2.5,0,3,5.5,5.0,1.1
2073,Richard Rodgers,0/1 Step,5.6,0,4,9.6,8.0,1.2
2074,Richard Rodgers,3 Step,19.6,6,13,38.599999999999994,13.0,2.969230769230769
2079,Richie James Jr.,0/1 Step,8.9,0,11,19.9,13.0,1.5307692307692307
2082,Richie James Jr.,7 Step,11.3,0,4,15.3,6.0,2.5500000000000003
2092,Rob Gronkowski,0/1 Step,22.1,12,20,54.1,24.0,2.254166666666667
2093,Rob Gronkowski,3 Step,29.200000000000006,6,17,52.2,37.0,1.4108108108108108
2094,Rob Gronkowski,5 Step,12.600000000000001,24,8,44.60000000000001,9.0,4.955555555555557
2095,Rob Gronkowski,7 Step,3.6,0,3,6.6,4.0,1.65
2099,Robby Anderson,0/1 Step,28.400000000000006,0,36,64.4,44.0,1.4636363636363638
2100,Robby Anderson,3 Step,45.6,6,35,86.6,52.0,1.6653846153846152
2101,Robby Anderson,5 Step,16.700000000000003,6,12,34.699999999999996,25.0,1.388
2102,Robby Anderson,7 Step,13.2,6,4,23.200000000000003,8.0,2.9000000000000004
2111,Robert Tonyan,3 Step,17.6,12,11,40.6,13.0,3.123076923076923
2112,Robert Tonyan,5 Step,19.1,30,14,63.099999999999994,15.0,4.206666666666666
2113,Robert Tonyan,7 Step,7.1000000000000005,12,6,25.099999999999998,5.0,5.02
2117,Robert Woods,0/1 Step,8.4,0,19,27.400000000000002,19.0,1.4421052631578948
2118,Robert Woods,3 Step,50.8,24,47,121.8,61.0,1.9967213114754099
2119,Robert Woods,5 Step,5.7,0,4,9.700000000000001,9.0,1.077777777777778
2120,Robert Woods,7 Step,6.1000000000000005,12,6,24.1,9.0,2.677777777777778
2126,Rodney Smith,5 Step,3.4000000000000004,0,4,7.4,5.0,1.48
2128,Ronald Jones II,0/1 Step,5.700000000000001,0,11,16.7,14.0,1.1928571428571428
2129,Ronald Jones II,3 Step,4.699999999999999,0,8,12.7,16.0,0.79375
2131,Ronald Jones II,7 Step,4.9,6,5,15.899999999999999,6.0,2.65
2135,Ross Dwelley,5 Step,5.2,6,4,15.2,5.0,3.04
2136,Ross Dwelley,7 Step,3.7,0,4,7.7,4.0,1.925
2141,Russell Gage,0/1 Step,11.900000000000002,6,17,34.9,22.0,1.5863636363636362
2142,Russell Gage,3 Step,44.10000000000001,12,35,91.1,64.0,1.4234375
2143,Russell Gage,5 Step,13.300000000000002,6,11,30.299999999999997,15.0,2.02
2144,Russell Gage,7 Step,1.6,0,2,3.6,3.0,1.2
2154,Ryan Izzo,3 Step,9.500000000000002,0,7,16.5,11.0,1.5
2155,Ryan Izzo,5 Step,8.9,0,4,12.9,6.0,2.15
2170,Sammy Watkins,0/1 Step,3.5999999999999996,6,5,14.6,7.0,2.085714285714286
2171,Sammy Watkins,3 Step,17.200000000000003,6,15,38.2,21.0,1.8190476190476192
2172,Sammy Watkins,5 Step,12.600000000000001,0,7,19.6,11.0,1.781818181818182
2180,Saquon Barkley,7 Step,4.1000000000000005,0,2,6.1000000000000005,2.0,3.0500000000000003
2182,Scotty Miller,0/1 Step,9.3,6,12,27.299999999999997,13.0,2.0999999999999996
2183,Scotty Miller,3 Step,33.99999999999999,18,17,69.00000000000001,30.0,2.3000000000000003
2184,Scotty Miller,5 Step,8.4,0,3,11.4,6.0,1.9000000000000001
2185,Scotty Miller,7 Step,5.4,0,2,7.4,5.0,1.48
2197,Sony Michel,7 Step,4.2,6,3,13.2,2.0,6.6
2200,Stefon Diggs,0/1 Step,57.00000000000001,12,63,131.99999999999997,63.0,2.095238095238095
2201,Stefon Diggs,3 Step,73.1,18,49,140.1,60.0,2.335
2202,Stefon Diggs,5 Step,22.799999999999997,18,15,55.8,18.0,3.0999999999999996
2203,Stefon Diggs,7 Step,18.500000000000004,0,10,28.5,12.0,2.375
2217,Sterling Shepard,0/1 Step,25.700000000000003,6,30,61.7,41.0,1.5048780487804878
2218,Sterling Shepard,3 Step,32.0,12,28,72.0,35.0,2.057142857142857
2220,Sterling Shepard,7 Step,3.1,0,2,5.1,3.0,1.7
2227,Steven Sims,0/1 Step,5.699999999999999,0,5,10.7,7.0,1.5285714285714285
2229,Steven Sims,5 Step,8.700000000000003,0,10,18.7,14.0,1.3357142857142856
2230,Steven Sims,7 Step,3.4000000000000004,0,2,5.4,3.0,1.8
2234,T.J. Hockenson,0/1 Step,8.6,0,10,18.599999999999998,16.0,1.1624999999999999
2235,T.J. Hockenson,3 Step,27.100000000000005,12,24,63.1,36.0,1.7527777777777778
2236,T.J. Hockenson,5 Step,24.099999999999998,12,21,57.099999999999994,29.0,1.9689655172413791
2237,T.J. Hockenson,7 Step,6.6,0,4,10.6,7.0,1.5142857142857142
2249,T.Y. Hilton,0/1 Step,6.700000000000001,6,9,21.700000000000003,11.0,1.9727272727272729
2250,T.Y. Hilton,3 Step,31.700000000000006,18,25,74.69999999999999,45.0,1.6599999999999997
2251,T.Y. Hilton,5 Step,35.10000000000001,6,19,60.100000000000016,33.0,1.8212121212121217
2252,T.Y. Hilton,7 Step,6.8,0,4,10.8,7.0,1.542857142857143
2280,Tee Higgins,0/1 Step,31.000000000000004,6,26,62.999999999999986,35.0,1.7999999999999996
2281,Tee Higgins,3 Step,52.300000000000004,12,30,94.3,40.0,2.3575
2282,Tee Higgins,5 Step,6.6000000000000005,0,4,10.6,14.0,0.7571428571428571
2283,Tee Higgins,7 Step,3.8000000000000003,12,4,19.8,6.0,3.3000000000000003
2293,Terry McLaurin,0/1 Step,36.49999999999999,6,35,77.49999999999999,43.0,1.8023255813953485
2294,Terry McLaurin,3 Step,41.7,18,23,82.7,44.0,1.8795454545454546
2295,Terry McLaurin,5 Step,19.400000000000006,0,16,35.400000000000006,22.0,1.6090909090909093
2296,Terry McLaurin,7 Step,8.1,0,7,15.1,11.0,1.3727272727272728
2306,Tim Patrick,0/1 Step,17.1,18,16,51.099999999999994,21.0,2.433333333333333
2307,Tim Patrick,3 Step,29.799999999999997,0,17,46.80000000000001,33.0,1.4181818181818184
2308,Tim Patrick,5 Step,5.5,0,5,10.5,10.0,1.05
2309,Tim Patrick,7 Step,2.1,0,1,3.1,3.0,1.0333333333333334
2315,Todd Gurley,5 Step,6.5,0,7,13.5,9.0,1.5
2316,Todd Gurley,7 Step,3.8000000000000003,0,8,11.8,10.0,1.1800000000000002
2319,Tony Pollard,0/1 Step,3.9000000000000004,0,7,10.9,7.0,1.5571428571428572
2320,Tony Pollard,3 Step,11.300000000000002,0,14,25.3,22.0,1.1500000000000001
2322,Tony Pollard,7 Step,1.9000000000000001,0,2,3.9,2.0,1.95
2326,Travis Fulgham,0/1 Step,11.8,6,12,29.8,18.0,1.6555555555555557
2327,Travis Fulgham,3 Step,23.599999999999998,12,12,47.6,27.0,1.762962962962963
2328,Travis Fulgham,5 Step,12.200000000000003,6,7,25.2,16.0,1.575
2339,Travis Kelce,0/1 Step,9.9,6,12,27.900000000000002,9.0,3.1
2340,Travis Kelce,3 Step,81.69999999999999,42,63,186.70000000000002,57.0,3.2754385964912283
2341,Travis Kelce,5 Step,43.70000000000001,12,23,78.69999999999999,38.0,2.0710526315789473
2342,Travis Kelce,7 Step,24.8,0,11,35.8,12.0,2.983333333333333
2351,Trayveon Williams,7 Step,1.3,0,1,2.3,1.0,2.3
2354,Tre'Quan Smith,3 Step,10.9,6,13,29.9,15.0,1.9933333333333332
2355,Tre'Quan Smith,5 Step,20.000000000000004,0,13,33.00000000000001,21.0,1.5714285714285718
2356,Tre'Quan Smith,7 Step,11.4,18,7,36.4,8.0,4.55
2364,Trent Taylor,0/1 Step,6.800000000000001,0,5,11.8,6.0,1.9666666666666668
2365,Trent Taylor,3 Step,2.4000000000000004,0,4,6.3999999999999995,11.0,0.5818181818181818
2375,Trey Burton,3 Step,19.2,18,20,57.2,31.0,1.8451612903225807
2376,Trey Burton,5 Step,3.8000000000000003,0,5,8.8,11.0,0.8
2377,Trey Burton,7 Step,3.2,0,2,5.2,2.0,2.6
2390,Ty Johnson,3 Step,5.300000000000001,6,9,20.3,14.0,1.45
2397,Tyler Boyd,0/1 Step,26.2,6,27,59.20000000000001,35.0,1.6914285714285717
2398,Tyler Boyd,3 Step,52.199999999999996,24,43,119.19999999999999,60.0,1.9866666666666666
2399,Tyler Boyd,5 Step,3.9000000000000004,0,4,7.900000000000001,6.0,1.3166666666666669
2400,Tyler Boyd,7 Step,0.0,0,0,0.0,3.0,0.0
2409,Tyler Conklin,7 Step,0.0,0,0,0.0,2.0,0.0
2415,Tyler Eifert,0/1 Step,5.7,6,7,18.7,10.0,1.8699999999999999
2416,Tyler Eifert,3 Step,19.000000000000004,6,17,41.99999999999999,33.0,1.2727272727272725
2417,Tyler Eifert,5 Step,4.2,0,6,10.2,11.0,0.9272727272727272
2418,Tyler Eifert,7 Step,4.1000000000000005,0,4,8.1,5.0,1.6199999999999999
2428,Tyler Higbee,0/1 Step,5.8,12,10,27.8,12.0,2.316666666666667
2429,Tyler Higbee,3 Step,24.0,0,21,45.0,27.0,1.6666666666666667
2431,Tyler Higbee,7 Step,7.9,6,4,17.9,5.0,3.5799999999999996
2435,Tyler Johnson,0/1 Step,6.9,6,6,18.9,6.0,3.15
2439,Tyler Kroft,0/1 Step,5.4,0,5,10.4,7.0,1.4857142857142858
2445,Tyler Lockett,0/1 Step,20.800000000000004,0,24,44.800000000000004,32.0,1.4000000000000001
2446,Tyler Lockett,3 Step,22.000000000000004,24,25,71.0,35.0,2.0285714285714285
2447,Tyler Lockett,5 Step,26.9,12,18,56.89999999999999,25.0,2.276
2448,Tyler Lockett,7 Step,18.2,12,9,39.199999999999996,14.0,2.8
2454,Tyreek Hill,0/1 Step,11.4,6,15,32.4,17.0,1.9058823529411764
2455,Tyreek Hill,3 Step,34.199999999999996,6,27,67.19999999999999,34.0,1.9764705882352938
2456,Tyreek Hill,5 Step,56.39999999999999,30,25,111.4,32.0,3.48125
2457,Tyreek Hill,7 Step,15.100000000000001,18,5,38.099999999999994,7.0,5.442857142857142
2469,Tyron Johnson,5 Step,17.0,6,6,29.000000000000004,9.0,3.2222222222222228
2470,Tyron Johnson,7 Step,17.900000000000002,6,6,29.900000000000002,7.0,4.271428571428571
2475,Van Jefferson,3 Step,10.900000000000002,6,11,27.900000000000002,14.0,1.992857142857143
2476,Van Jefferson,5 Step,5.6,0,4,9.6,5.0,1.92
2477,Van Jefferson,7 Step,1.6,0,1,2.6,3.0,0.8666666666666667
2480,Vance McDonald,0/1 Step,4.000000000000001,0,7,11.0,9.0,1.2222222222222223
2488,Virgil Green,7 Step,1.4000000000000001,0,1,2.4000000000000004,2.0,1.2000000000000002
2492,Vyncint Smith,7 Step,1.3,0,1,2.3,1.0,2.3
2493,Wayne Gallman,0/1 Step,5.7,0,8,13.700000000000001,10.0,1.37
2495,Wayne Gallman,7 Step,1.6,0,2,3.6,2.0,1.8
2499,Will Dissly,0/1 Step,4.4,0,6,10.400000000000002,7.0,1.485714285714286
2501,Will Dissly,5 Step,8.1,0,7,15.100000000000001,8.0,1.8875000000000002
2506,Will Fuller V,0/1 Step,9.200000000000001,0,8,17.200000000000003,9.0,1.9111111111111114
2507,Will Fuller V,3 Step,44.00000000000001,30,25,99.00000000000001,36.0,2.7500000000000004
2508,Will Fuller V,5 Step,20.200000000000003,12,10,42.2,16.0,2.6375
2509,Will Fuller V,7 Step,2.8000000000000003,0,2,4.800000000000001,5.0,0.9600000000000002
2515,Willie Snead IV,0/1 Step,15.8,12,16,43.800000000000004,18.0,2.4333333333333336
2516,Willie Snead IV,3 Step,24.099999999999998,6,17,47.1,21.0,2.242857142857143
2521,Zach Ertz,0/1 Step,9.6,6,11,26.6,27.0,0.9851851851851853
2522,Zach Ertz,3 Step,15.299999999999999,0,12,27.299999999999997,23.0,1.1869565217391302
2523,Zach Ertz,5 Step,4.3,0,5,9.3,12.0,0.775
2524,Zach Ertz,7 Step,0.9,0,1,1.9,2.0,0.95
2529,Zach Pascal,0/1 Step,5.5,0,6,11.5,8.0,1.4375
2530,Zach Pascal,3 Step,18.7,30,17,65.69999999999999,25.0,2.6279999999999997
2531,Zach Pascal,5 Step,34.1,6,18,58.1,26.0,2.2346153846153847
2532,Zach Pascal,7 Step,4.1000000000000005,0,3,7.1,5.0,1.42
2543,Zay Jones,5 Step,4.200000000000001,0,5,9.200000000000001,7.0,1.3142857142857145
