,nickName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
32,Bills,Cover 0,3.1000000000000005,12,4,19.1,33.0,0.5787878787878789
33,Bills,Cover 2,34.800000000000004,0,37,71.8,359.0,0.19999999999999998
34,Bills,Cover 4,43.699999999999996,12,49,104.70000000000002,362.0,0.2892265193370166
35,Bills,Cover 6,7.9,0,7,14.899999999999999,51.0,0.292156862745098
36,Bills,Man Cover 2,24.700000000000003,6,18,48.70000000000001,158.0,0.3082278481012659
38,Bills,Other,2.6,0,1,3.6,9.0,0.4
39,Bills,Prevent,4.4,0,2,6.4,3.0,2.1333333333333333
40,Bills,Screen,43.90000000000001,12,52,107.89999999999998,145.0,0.7441379310344826
42,Broncos,Combination,1.8000000000000003,0,3,4.800000000000001,27.0,0.1777777777777778
43,Broncos,Cover 0,6.6,6,8,20.6,23.0,0.8956521739130435
44,Broncos,Cover 2,23.299999999999997,0,19,42.3,266.0,0.15902255639097743
45,Broncos,Cover 4,51.3,18,43,112.30000000000001,266.0,0.4221804511278196
46,Broncos,Cover 6,24.400000000000002,0,21,45.400000000000006,28.0,1.6214285714285717
47,Broncos,Man Cover 2,31.499999999999996,12,18,61.49999999999999,101.0,0.6089108910891088
49,Broncos,Prevent,4.300000000000001,0,2,6.300000000000001,57.0,0.1105263157894737
50,Broncos,Screen,34.10000000000001,0,36,70.10000000000001,29.0,2.417241379310345
51,Browns,Cover 0,7.500000000000001,12,5,24.5,18.0,1.3611111111111112
52,Browns,Cover 2,16.400000000000002,0,22,38.4,103.0,0.37281553398058254
53,Browns,Cover 4,83.10000000000001,18,72,173.1,172.0,1.0063953488372093
54,Browns,Cover 6,20.1,6,13,39.1,29.0,1.3482758620689657
55,Browns,Man Cover 2,14.8,0,13,27.8,157.0,0.17707006369426753
58,Browns,Prevent,3.0,0,3,6.0,18.0,0.3333333333333333
59,Browns,Screen,40.79999999999998,18,60,118.80000000000003,116.0,1.024137931034483
61,Buccaneers,Combination,2.0,0,1,3.0,18.0,0.16666666666666666
62,Buccaneers,Cover 0,9.4,6,7,22.4,38.0,0.5894736842105263
63,Buccaneers,Cover 2,21.299999999999997,6,22,49.3,346.0,0.14248554913294798
64,Buccaneers,Cover 4,47.899999999999984,0,47,94.89999999999996,347.0,0.2734870317002881
65,Buccaneers,Cover 6,6.5,0,4,10.5,101.0,0.10396039603960396
66,Buccaneers,Man Cover 2,34.5,0,22,56.5,305.0,0.18524590163934426
68,Buccaneers,Prevent,2.8000000000000003,0,2,4.800000000000001,33.0,0.14545454545454548
69,Buccaneers,Screen,51.20000000000001,12,70,133.2,168.0,0.7928571428571428
71,Cardinals,Cover 0,5.3999999999999995,12,9,26.4,53.0,0.4981132075471698
72,Cardinals,Cover 2,14.200000000000001,6,15,35.2,344.0,0.10232558139534885
73,Cardinals,Cover 4,40.4,0,40,80.4,235.0,0.3421276595744681
74,Cardinals,Cover 6,5.5,0,7,12.5,104.0,0.1201923076923077
75,Cardinals,Man Cover 2,20.8,6,14,40.800000000000004,59.0,0.6915254237288136
77,Cardinals,Other,6.6000000000000005,0,3,9.6,10.0,0.96
78,Cardinals,Prevent,5.7,6,1,12.7,12.0,1.0583333333333333
79,Cardinals,Screen,33.00000000000001,0,48,81.0,156.0,0.5192307692307693
81,Chargers,Combination,0.4,0,1,1.4,14.0,0.09999999999999999
82,Chargers,Cover 0,0.5,6,1,7.5,56.0,0.13392857142857142
83,Chargers,Cover 2,33.70000000000001,6,35,74.7,350.0,0.21342857142857144
84,Chargers,Cover 4,56.9,6,42,104.89999999999999,398.0,0.26356783919597987
85,Chargers,Cover 6,23.4,6,13,42.4,73.0,0.5808219178082191
86,Chargers,Man Cover 2,18.1,0,14,32.1,124.0,0.2588709677419355
88,Chargers,Prevent,5.4,0,3,8.4,17.0,0.49411764705882355
89,Chargers,Screen,24.29999999999999,18,39,81.30000000000003,73.0,1.1136986301369867
91,Chiefs,Combination,3.4000000000000004,0,2,5.4,20.0,0.27
92,Chiefs,Cover 0,18.5,18,16,52.500000000000014,2.0,26.250000000000007
93,Chiefs,Cover 2,100.4,18,89,207.40000000000003,382.0,0.542931937172775
94,Chiefs,Cover 4,41.1,0,30,71.1,459.0,0.1549019607843137
95,Chiefs,Cover 6,26.300000000000004,6,22,54.300000000000004,117.0,0.4641025641025641
96,Chiefs,Man Cover 2,16.4,12,18,46.4,341.0,0.13607038123167156
99,Chiefs,Prevent,3.4000000000000004,0,1,4.4,18.0,0.24444444444444446
100,Chiefs,Screen,41.30000000000002,6,52,99.30000000000001,177.0,0.5610169491525424
101,Colts,Combination,1.1,0,1,2.1,5.0,0.42000000000000004
102,Colts,Cover 0,9.7,18,4,31.7,35.0,0.9057142857142857
103,Colts,Cover 2,36.39999999999999,6,35,77.4,188.0,0.4117021276595745
104,Colts,Cover 4,66.79999999999998,0,58,124.80000000000008,336.0,0.37142857142857166
105,Colts,Cover 6,12.4,12,12,36.400000000000006,61.0,0.59672131147541
106,Colts,Man Cover 2,7.000000000000001,6,6,19.0,45.0,0.4222222222222222
108,Colts,Other,0.0,0,0,0.0,3.0,0.0
109,Colts,Prevent,1.4000000000000001,0,1,2.4000000000000004,23.0,0.10434782608695654
110,Colts,Screen,26.100000000000005,0,36,62.10000000000001,119.0,0.5218487394957984
112,Cowboys,Combination,1.0,0,2,3.0,4.0,0.75
113,Cowboys,Cover 0,6.1000000000000005,0,4,10.100000000000001,80.0,0.12625000000000003
114,Cowboys,Cover 2,19.300000000000004,0,18,37.300000000000004,400.0,0.09325000000000001
115,Cowboys,Cover 4,36.9,12,37,85.89999999999999,365.0,0.23534246575342463
116,Cowboys,Cover 6,3.4000000000000004,0,5,8.399999999999999,62.0,0.13548387096774192
117,Cowboys,Man Cover 2,5.9,0,5,10.9,97.0,0.11237113402061856
119,Cowboys,Prevent,0.0,0,0,0.0,1.0,0.0
120,Cowboys,Screen,36.599999999999994,6,52,94.60000000000001,115.0,0.822608695652174
123,Dolphins,Cover 0,16.1,6,12,34.1,36.0,0.9472222222222223
124,Dolphins,Cover 2,17.700000000000003,6,13,36.699999999999996,253.0,0.1450592885375494
125,Dolphins,Cover 4,43.2,0,33,76.19999999999999,348.0,0.21896551724137928
126,Dolphins,Man Cover 2,13.000000000000002,18,7,38.0,75.0,0.5066666666666667
129,Dolphins,Prevent,5.4,0,4,9.4,8.0,1.175
130,Dolphins,Screen,29.200000000000003,0,47,76.19999999999999,59.0,1.2915254237288134
132,Eagles,Combination,4.0,0,3,7.000000000000001,20.0,0.35000000000000003
133,Eagles,Cover 0,4.7,0,3,7.7,39.0,0.19743589743589743
134,Eagles,Cover 2,57.29999999999998,12,57,126.29999999999998,131.0,0.96412213740458
135,Eagles,Cover 4,54.49999999999999,12,53,119.50000000000003,183.0,0.6530054644808745
136,Eagles,Cover 6,8.500000000000002,0,10,18.5,37.0,0.5
137,Eagles,Man Cover 2,10.7,0,8,18.7,69.0,0.27101449275362316
140,Eagles,Screen,29.700000000000003,12,55,96.69999999999997,177.0,0.5463276836158191
142,Falcons,Combination,0.9,0,1,1.9,5.0,0.38
143,Falcons,Cover 0,2.8,12,5,19.8,3.0,6.6000000000000005
144,Falcons,Cover 2,63.69999999999999,12,55,130.70000000000002,281.0,0.4651245551601424
145,Falcons,Cover 4,23.6,0,21,44.6,295.0,0.1511864406779661
146,Falcons,Cover 6,1.6,0,2,3.5999999999999996,26.0,0.13846153846153844
147,Falcons,Man Cover 2,11.100000000000001,12,8,31.100000000000005,67.0,0.464179104477612
149,Falcons,Other,2.1,0,1,3.1,5.0,0.62
150,Falcons,Prevent,0.0,0,0,0.0,10.0,0.0
151,Falcons,Screen,42.900000000000006,6,56,104.89999999999996,53.0,1.9792452830188672
153,Football Team,Cover 0,8.2,0,5,13.2,26.0,0.5076923076923077
154,Football Team,Cover 2,51.50000000000001,6,45,102.50000000000003,240.0,0.4270833333333334
155,Football Team,Cover 4,84.39999999999998,24,66,174.39999999999998,301.0,0.5794019933554817
156,Football Team,Cover 6,9.200000000000001,0,7,16.2,58.0,0.2793103448275862
157,Football Team,Man Cover 2,6.4,6,7,19.400000000000002,68.0,0.28529411764705886
160,Football Team,Prevent,4.0,0,3,7.000000000000001,23.0,0.30434782608695654
161,Football Team,Screen,26.4,0,39,65.39999999999999,109.0,0.5999999999999999
163,Giants,Combination,0.4,6,1,7.4,22.0,0.33636363636363636
164,Giants,Cover 0,0.0,0,0,0.0,20.0,0.0
165,Giants,Cover 2,24.0,6,19,48.99999999999999,204.0,0.2401960784313725
166,Giants,Cover 4,76.2,6,73,155.19999999999996,257.0,0.6038910505836574
167,Giants,Cover 6,5.5,0,8,13.500000000000002,102.0,0.13235294117647062
168,Giants,Man Cover 2,13.2,0,13,26.200000000000006,112.0,0.23392857142857149
171,Giants,Prevent,0.0,0,0,0.0,10.0,0.0
172,Giants,Screen,44.29999999999998,6,55,105.3,125.0,0.8423999999999999
174,Jaguars,Cover 0,8.1,6,6,20.1,36.0,0.5583333333333333
175,Jaguars,Cover 2,41.0,0,39,79.99999999999999,293.0,0.273037542662116
176,Jaguars,Cover 4,48.5,0,37,85.50000000000001,287.0,0.2979094076655053
177,Jaguars,Cover 6,1.9000000000000001,0,3,4.9,41.0,0.11951219512195123
178,Jaguars,Man Cover 2,11.000000000000002,0,10,21.0,64.0,0.328125
180,Jaguars,Prevent,0.8,0,1,1.8,22.0,0.08181818181818182
181,Jaguars,Screen,31.3,6,38,75.3,95.0,0.7926315789473684
183,Jets,Combination,2.1,0,2,4.1000000000000005,9.0,0.4555555555555556
184,Jets,Cover 0,3.7,18,4,25.700000000000003,39.0,0.6589743589743591
185,Jets,Cover 2,9.3,0,16,25.300000000000004,322.0,0.07857142857142858
186,Jets,Cover 4,71.69999999999999,12,55,138.7,264.0,0.5253787878787879
187,Jets,Cover 6,14.3,0,16,30.3,63.0,0.48095238095238096
188,Jets,Man Cover 2,2.9000000000000004,0,2,4.9,85.0,0.05764705882352942
189,Jets,Prevent,0.0,0,0,0.0,4.0,0.0
190,Jets,Screen,35.40000000000001,12,46,93.39999999999999,96.0,0.9729166666666665
191,Lions,Combination,3.8000000000000007,0,3,6.800000000000001,5.0,1.36
192,Lions,Cover 0,6.2,12,5,23.2,17.0,1.3647058823529412
193,Lions,Cover 2,31.9,0,35,66.9,197.0,0.33959390862944167
194,Lions,Cover 4,58.400000000000006,6,47,111.4,357.0,0.31204481792717087
195,Lions,Cover 6,16.900000000000002,0,10,26.9,68.0,0.39558823529411763
196,Lions,Man Cover 2,23.8,12,16,51.80000000000001,12.0,4.316666666666667
198,Lions,Other,0.0,0,0,0.0,10.0,0.0
199,Lions,Prevent,1.6,0,2,3.6,25.0,0.14400000000000002
200,Lions,Screen,37.7,24,50,111.7,96.0,1.1635416666666667
202,Packers,Combination,1.9000000000000001,0,1,2.9000000000000004,17.0,0.17058823529411768
203,Packers,Cover 0,6.200000000000001,18,4,28.200000000000003,48.0,0.5875
204,Packers,Cover 2,25.0,6,22,53.0,133.0,0.39849624060150374
205,Packers,Cover 4,68.9,6,73,147.89999999999995,221.0,0.669230769230769
206,Packers,Cover 6,19.999999999999996,6,14,40.00000000000001,52.0,0.7692307692307694
207,Packers,Man Cover 2,24.700000000000003,0,23,47.70000000000001,214.0,0.22289719626168228
209,Packers,Other,2.0,0,2,4.0,5.0,0.8
210,Packers,Prevent,4.5,0,3,7.5,12.0,0.625
211,Packers,Screen,29.100000000000005,6,47,82.10000000000001,179.0,0.458659217877095
213,Panthers,Combination,3.3,6,2,11.3,19.0,0.5947368421052632
214,Panthers,Cover 0,6.800000000000001,6,5,17.8,22.0,0.8090909090909091
215,Panthers,Cover 2,25.199999999999996,6,20,51.2,282.0,0.18156028368794327
216,Panthers,Cover 4,31.799999999999997,6,29,66.80000000000001,260.0,0.256923076923077
217,Panthers,Cover 6,4.1000000000000005,0,4,8.100000000000001,45.0,0.18000000000000002
218,Panthers,Man Cover 2,8.1,18,9,35.1,57.0,0.6157894736842106
221,Panthers,Prevent,1.2000000000000002,0,2,3.2,33.0,0.09696969696969697
222,Panthers,Screen,16.3,0,39,55.300000000000004,140.0,0.395
224,Patriots,Cover 0,5.9,18,4,27.9,17.0,1.6411764705882352
225,Patriots,Cover 2,23.7,0,26,49.699999999999996,162.0,0.3067901234567901
226,Patriots,Cover 4,20.3,6,24,50.29999999999999,299.0,0.16822742474916386
227,Patriots,Cover 6,5.800000000000001,0,3,8.8,43.0,0.2046511627906977
228,Patriots,Man Cover 2,8.600000000000001,0,4,12.600000000000001,133.0,0.09473684210526317
230,Patriots,Prevent,0.8,0,1,1.8,9.0,0.2
231,Patriots,Screen,19.599999999999998,12,32,63.599999999999994,72.0,0.8833333333333333
234,Raiders,Cover 2,16.200000000000003,12,16,44.199999999999996,212.0,0.20849056603773583
235,Raiders,Cover 4,47.099999999999994,6,41,94.1,434.0,0.21682027649769584
236,Raiders,Cover 6,1.4,0,4,5.4,24.0,0.225
237,Raiders,Man Cover 2,13.800000000000002,18,8,39.800000000000004,216.0,0.1842592592592593
239,Raiders,Other,1.2000000000000002,6,1,8.2,4.0,2.05
240,Raiders,Prevent,8.5,0,6,14.5,14.0,1.0357142857142858
241,Raiders,Screen,27.000000000000004,12,51,90.0,55.0,1.6363636363636365
243,Rams,Combination,1.1,0,1,2.1,13.0,0.16153846153846155
244,Rams,Cover 0,2.3000000000000003,6,3,11.299999999999999,36.0,0.3138888888888889
245,Rams,Cover 2,27.099999999999998,0,22,49.1,317.0,0.15488958990536278
246,Rams,Cover 4,96.09999999999997,6,84,186.10000000000002,432.0,0.4307870370370371
247,Rams,Cover 6,27.500000000000004,0,20,47.500000000000014,56.0,0.8482142857142859
248,Rams,Man Cover 2,18.500000000000004,0,11,29.499999999999996,134.0,0.22014925373134325
250,Rams,Other,0.0,0,0,0.0,2.0,0.0
251,Rams,Prevent,6.0,0,7,13.0,6.0,2.1666666666666665
252,Rams,Screen,53.89999999999998,12,64,129.90000000000006,90.0,1.443333333333334
254,Ravens,Cover 0,32.00000000000001,24,15,71.00000000000001,110.0,0.6454545454545456
255,Ravens,Cover 2,33.9,12,27,72.9,168.0,0.43392857142857144
256,Ravens,Cover 4,61.099999999999994,0,54,115.09999999999998,617.0,0.186547811993517
257,Ravens,Cover 6,8.700000000000001,0,7,15.700000000000001,59.0,0.26610169491525426
258,Ravens,Man Cover 2,26.0,0,22,48.0,58.0,0.8275862068965517
260,Ravens,Other,1.5,0,1,2.5,10.0,0.25
261,Ravens,Prevent,3.8000000000000007,0,3,6.800000000000001,39.0,0.17435897435897438
262,Ravens,Screen,39.9,12,44,95.90000000000003,48.0,1.9979166666666675
263,Saints,Combination,2.9000000000000004,0,2,4.9,8.0,0.6125
264,Saints,Cover 0,6.1,0,6,12.1,49.0,0.24693877551020407
265,Saints,Cover 2,23.400000000000002,6,32,61.39999999999999,153.0,0.4013071895424836
266,Saints,Cover 4,46.300000000000004,0,41,87.3,214.0,0.40794392523364487
267,Saints,Cover 6,7.600000000000001,0,4,11.600000000000001,20.0,0.5800000000000001
268,Saints,Man Cover 2,61.59999999999999,12,43,116.59999999999998,47.0,2.4808510638297867
269,Saints,Other,0.6000000000000001,0,1,1.6,5.0,0.32
270,Saints,Prevent,5.8,0,5,10.8,6.0,1.8
271,Saints,Screen,24.900000000000013,18,42,84.89999999999995,70.0,1.2128571428571422
273,Seahawks,Combination,2.4,0,2,4.4,5.0,0.8800000000000001
274,Seahawks,Cover 0,1.1,6,1,8.1,18.0,0.44999999999999996
275,Seahawks,Cover 2,70.00000000000003,12,65,147.00000000000006,210.0,0.7000000000000003
276,Seahawks,Cover 4,44.199999999999996,12,46,102.19999999999997,380.0,0.26894736842105255
277,Seahawks,Cover 6,10.0,0,10,20.000000000000004,38.0,0.5263157894736843
278,Seahawks,Man Cover 2,12.100000000000001,0,10,22.099999999999998,81.0,0.2728395061728395
280,Seahawks,Other,0.0,0,0,0.0,8.0,0.0
281,Seahawks,Prevent,1.4000000000000001,0,2,3.4000000000000004,79.0,0.04303797468354431
282,Seahawks,Screen,60.400000000000006,18,77,155.39999999999998,83.0,1.8722891566265059
284,Steelers,Combination,4.5,0,3,7.5,30.0,0.25
285,Steelers,Cover 0,5.5,6,3,14.5,33.0,0.4393939393939394
286,Steelers,Cover 2,32.1,12,29,73.1,519.0,0.14084778420038535
287,Steelers,Cover 4,29.300000000000004,6,30,65.3,299.0,0.21839464882943144
288,Steelers,Cover 6,3.7,0,4,7.700000000000001,88.0,0.08750000000000001
289,Steelers,Man Cover 2,26.8,6,19,51.80000000000001,240.0,0.21583333333333338
292,Steelers,Prevent,0.0,0,0,0.0,45.0,0.0
293,Steelers,Screen,23.800000000000004,12,43,78.8,151.0,0.5218543046357615
295,Texans,Cover 0,1.9000000000000001,0,3,4.9,40.0,0.12250000000000001
296,Texans,Cover 2,85.00000000000003,12,63,160.0,155.0,1.032258064516129
297,Texans,Cover 4,19.100000000000005,6,18,43.10000000000001,244.0,0.1766393442622951
298,Texans,Cover 6,14.9,6,12,32.9,109.0,0.3018348623853211
299,Texans,Man Cover 2,0.0,0,0,0.0,75.0,0.0
301,Texans,Other,4.6000000000000005,0,1,5.6000000000000005,2.0,2.8000000000000003
302,Texans,Screen,18.300000000000004,0,36,54.30000000000001,104.0,0.5221153846153848
304,Titans,Combination,4.6000000000000005,0,4,8.600000000000001,12.0,0.7166666666666668
305,Titans,Cover 0,8.4,0,5,13.4,52.0,0.2576923076923077
306,Titans,Cover 2,38.4,6,38,82.4,269.0,0.3063197026022305
307,Titans,Cover 4,54.5,0,51,105.49999999999996,133.0,0.7932330827067666
308,Titans,Cover 6,4.4,0,6,10.400000000000002,26.0,0.4000000000000001
309,Titans,Man Cover 2,16.0,6,11,33.0,78.0,0.4230769230769231
311,Titans,Other,2.8000000000000003,6,1,9.8,6.0,1.6333333333333335
312,Titans,Prevent,12.899999999999999,0,8,20.9,10.0,2.09
313,Titans,Screen,48.00000000000003,0,57,104.99999999999997,99.0,1.0606060606060603
315,Vikings,Combination,0.6000000000000001,0,1,1.6,5.0,0.32
316,Vikings,Cover 0,7.5,6,5,18.5,24.0,0.7708333333333334
317,Vikings,Cover 2,50.50000000000001,0,43,93.49999999999999,218.0,0.42889908256880727
318,Vikings,Cover 4,69.8,30,52,151.79999999999998,397.0,0.38236775818639795
319,Vikings,Cover 6,13.800000000000002,0,13,26.8,58.0,0.4620689655172414
320,Vikings,Man Cover 2,20.8,6,13,39.79999999999999,251.0,0.15856573705179278
322,Vikings,Other,3.2,0,1,4.2,3.0,1.4000000000000001
323,Vikings,Prevent,14.5,0,12,26.5,37.0,0.7162162162162162
324,Vikings,Screen,33.99999999999999,0,55,89.00000000000003,154.0,0.5779220779220781
