,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
1297,Jonathan Taylor,Screen,15.0,6,17,38.0,21.0,1.8095238095238095
1300,Jonathan Ward,Other,2.3000000000000003,0,1,3.3000000000000003,1.0,3.3000000000000003
1305,Jonnu Smith,Cover 4,3.3000000000000003,0,3,6.300000000000001,15.0,0.42000000000000004
1306,Jonnu Smith,Screen,8.0,0,8,16.0,10.0,1.6
1308,Jordan Akins,Cover 0,0.0,0,0,0.0,5.0,0.0
1309,Jordan Akins,Cover 2,3.6,0,3,6.6,22.0,0.3
1310,Jordan Akins,Cover 4,7.4,0,5,12.4,32.0,0.3875
1311,Jordan Akins,Cover 6,0.5,0,1,1.5,3.0,0.5
1312,Jordan Akins,Man Cover 2,3.4000000000000004,0,3,6.4,10.0,0.64
1313,Jordan Akins,Prevent,0.6000000000000001,0,1,1.6,7.0,0.2285714285714286
1316,Jordan Howard,Cover 6,1.0,0,1,2.0,1.0,2.0
1319,Josh Gordon,Cover 6,0.7000000000000001,0,1,1.7000000000000002,4.0,0.42500000000000004
1320,Josh Gordon,Man Cover 2,0.0,0,0,0.0,13.0,0.0
1322,Josh Jacobs,Cover 2,6.300000000000001,0,9,15.299999999999999,31.0,0.4935483870967742
1323,Josh Jacobs,Cover 4,5.9,0,10,15.9,45.0,0.35333333333333333
1325,Josh Jacobs,Man Cover 2,4.0,0,4,8.0,16.0,0.5
1327,Josh Jacobs,Prevent,0.7000000000000001,0,1,1.7000000000000002,3.0,0.5666666666666668
1328,Josh Jacobs,Screen,11.200000000000001,0,11,22.199999999999996,14.0,1.5857142857142854
1333,Josh Palmer,Cover 0,0.0,0,0,0.0,6.0,0.0
1334,Josh Palmer,Cover 2,3.5,0,3,6.5,44.0,0.14772727272727273
1335,Josh Palmer,Cover 4,5.200000000000001,6,5,16.2,40.0,0.40499999999999997
1337,Josh Palmer,Other,0.0,0,0,0.0,2.0,0.0
1339,Josh Reynolds,Cover 0,0.0,0,0,0.0,3.0,0.0
1340,Josh Reynolds,Cover 2,4.0,0,3,7.0,32.0,0.21875
1341,Josh Reynolds,Cover 4,12.200000000000003,6,6,24.2,43.0,0.5627906976744186
1342,Josh Reynolds,Cover 6,4.4,0,4,8.4,17.0,0.49411764705882355
1343,Josh Reynolds,Man Cover 2,0.0,0,0,0.0,7.0,0.0
1349,Josiah Deguara,Combination,0.0,0,0,0.0,3.0,0.0
1351,Josiah Deguara,Cover 4,3.2,0,4,7.2,26.0,0.27692307692307694
1352,Josiah Deguara,Man Cover 2,2.6,6,2,10.6,16.0,0.6625
1353,Josiah Deguara,Screen,10.0,6,7,23.0,17.0,1.3529411764705883
1355,JuJu Smith-Schuster,Combination,0.6000000000000001,0,1,1.6,3.0,0.5333333333333333
1356,JuJu Smith-Schuster,Cover 2,2.5000000000000004,0,4,6.5,20.0,0.325
1360,JuJu Smith-Schuster,Screen,2.0,0,2,4.0,10.0,0.4
1361,Julio Jones,Combination,0.7000000000000001,0,1,1.7000000000000002,1.0,1.7000000000000002
1362,Julio Jones,Cover 2,8.5,0,6,14.5,39.0,0.3717948717948718
1363,Julio Jones,Cover 4,6.100000000000001,0,7,13.100000000000001,35.0,0.37428571428571433
1364,Julio Jones,Man Cover 2,2.8000000000000003,0,2,4.800000000000001,11.0,0.43636363636363645
1366,Julio Jones,Other,0.9,0,1,1.9,2.0,0.95
1369,Justin Jackson,Cover 2,6.3,0,6,12.3,21.0,0.5857142857142857
1370,Justin Jackson,Cover 4,4.2,0,5,9.2,13.0,0.7076923076923076
1371,Justin Jackson,Cover 6,0.8,0,1,1.8,6.0,0.3
1373,Justin Jackson,Prevent,0.30000000000000004,0,1,1.3,1.0,1.3
1375,Justin Jefferson,Cover 0,2.3000000000000003,6,1,9.3,9.0,1.0333333333333334
1376,Justin Jefferson,Cover 2,3.9000000000000004,0,2,5.9,54.0,0.10925925925925926
1377,Justin Jefferson,Cover 4,17.6,0,13,30.6,100.0,0.306
1378,Justin Jefferson,Cover 6,7.9,0,4,11.9,16.0,0.74375
1379,Justin Jefferson,Man Cover 2,9.899999999999999,0,8,17.9,61.0,0.29344262295081963
1381,Justin Jefferson,Other,1.3,0,1,2.3,1.0,2.3
1382,Justin Jefferson,Prevent,0.0,0,0,0.0,10.0,0.0
1383,Justin Jefferson,Screen,8.0,0,12,20.0,53.0,0.37735849056603776
1387,Juwan Johnson,Man Cover 2,0.0,0,0,0.0,9.0,0.0
1390,Juwann Winfree,Cover 0,1.4,0,2,3.4,3.0,1.1333333333333333
1392,Juwann Winfree,Man Cover 2,0.0,0,0,0.0,5.0,0.0
1396,K.J. Hamler,Cover 6,0.0,0,0,0.0,5.0,0.0
1397,K.J. Hamler,Other,2.2,0,1,3.2,1.0,3.2
1398,K.J. Osborn,Combination,0.0,0,0,0.0,1.0,0.0
1399,K.J. Osborn,Cover 0,0.6000000000000001,6,1,7.6,8.0,0.95
1400,K.J. Osborn,Cover 2,6.6000000000000005,0,7,13.599999999999998,46.0,0.29565217391304344
1401,K.J. Osborn,Cover 4,8.8,6,9,23.799999999999997,83.0,0.2867469879518072
1402,K.J. Osborn,Cover 6,3.6,0,2,5.6,16.0,0.35
1403,K.J. Osborn,Man Cover 2,2.5,0,3,5.5,52.0,0.10576923076923077
1404,K.J. Osborn,Prevent,1.0,0,1,2.0,9.0,0.2222222222222222
1407,Kadarius Toney,Cover 0,0.6000000000000001,0,1,1.6,1.0,1.6
1408,Kadarius Toney,Cover 2,1.7000000000000002,0,3,4.699999999999999,26.0,0.18076923076923074
1410,Kadarius Toney,Cover 6,0.4,0,1,1.4,3.0,0.4666666666666666
1411,Kadarius Toney,Man Cover 2,1.6,0,2,3.6,14.0,0.2571428571428572
1412,Kadarius Toney,Screen,5.4,0,10,15.400000000000002,22.0,0.7000000000000001
1415,Kalen Ballage,Combination,0.0,0,0,0.0,2.0,0.0
1419,Kalif Raymond,Cover 0,2.1,0,2,4.1,5.0,0.82
1420,Kalif Raymond,Cover 2,1.5,0,3,4.5,56.0,0.08035714285714286
1421,Kalif Raymond,Cover 4,7.6000000000000005,12,8,27.6,94.0,0.2936170212765958
1422,Kalif Raymond,Cover 6,2.3,0,2,4.3,18.0,0.23888888888888887
1424,Kalif Raymond,Other,0.4,6,1,7.4,2.0,3.7
1425,Kalif Raymond,Prevent,1.7000000000000002,0,1,2.7,5.0,0.54
1426,Kalif Raymond,Screen,6.000000000000001,0,7,13.000000000000002,16.0,0.8125000000000001
1430,Kareem Hunt,Cover 6,0.5,0,1,1.5,1.0,1.5
1431,Kareem Hunt,Man Cover 2,2.0,0,2,4.0,12.0,0.3333333333333333
1432,Kareem Hunt,Screen,9.000000000000002,0,7,16.0,10.0,1.6
1435,Ke'Shawn Vaughn,Man Cover 2,0.0,0,0,0.0,10.0,0.0
1437,Keelan Cole,Cover 2,5.1000000000000005,0,3,8.100000000000001,56.0,0.14464285714285716
1438,Keelan Cole,Cover 4,5.6,0,5,10.6,36.0,0.29444444444444445
1439,Keelan Cole,Cover 6,2.3000000000000003,0,1,3.3000000000000003,10.0,0.33
1440,Keelan Cole,Man Cover 2,0.9,0,1,1.9,15.0,0.12666666666666665
1442,Keenan Allen,Combination,0.0,0,0,0.0,3.0,0.0
1443,Keenan Allen,Cover 0,5.6,0,3,8.6,14.0,0.6142857142857142
1444,Keenan Allen,Cover 2,8.5,0,9,17.500000000000004,70.0,0.25000000000000006
1445,Keenan Allen,Cover 4,20.3,0,14,34.300000000000004,83.0,0.4132530120481928
1446,Keenan Allen,Cover 6,1.0,0,1,2.0,18.0,0.1111111111111111
1447,Keenan Allen,Man Cover 2,10.900000000000002,0,7,17.900000000000002,29.0,0.617241379310345
1449,Keenan Allen,Prevent,2.4000000000000004,0,1,3.4000000000000004,4.0,0.8500000000000001
1450,Keenan Allen,Screen,2.2,0,8,10.2,27.0,0.37777777777777777
1457,Keith Smith,Cover 6,0.6000000000000001,0,1,1.6,1.0,1.6
1464,Kendall Hinton,Cover 0,4.0,0,1,5.0,4.0,1.25
1468,Kendall Hinton,Man Cover 2,4.5,0,2,6.5,9.0,0.7222222222222222
1469,Kendall Hinton,Prevent,0.8,0,1,1.8,5.0,0.36
1470,Kendrick Bourne,Cover 2,11.5,0,7,18.5,38.0,0.4868421052631579
1471,Kendrick Bourne,Cover 4,9.0,0,8,17.0,55.0,0.3090909090909091
1472,Kendrick Bourne,Cover 6,5.6000000000000005,0,2,7.6000000000000005,11.0,0.6909090909090909
1473,Kendrick Bourne,Man Cover 2,2.2,0,3,5.2,31.0,0.16774193548387098
1475,Kendrick Bourne,Prevent,1.4000000000000001,0,1,2.4000000000000004,1.0,2.4000000000000004
1476,Kendrick Bourne,Screen,10.1,0,7,17.1,24.0,0.7125
1480,Kenneth Gainwell,Cover 0,1.2000000000000002,0,1,2.2,6.0,0.3666666666666667
1481,Kenneth Gainwell,Cover 2,3.7,0,5,8.7,22.0,0.39545454545454545
1482,Kenneth Gainwell,Cover 4,5.1,0,5,10.1,23.0,0.43913043478260866
1483,Kenneth Gainwell,Cover 6,1.1,0,2,3.0999999999999996,5.0,0.6199999999999999
1485,Kenneth Gainwell,Screen,7.1000000000000005,0,11,18.1,15.0,1.2066666666666668
1487,Kenny Golladay,Cover 0,0.0,0,0,0.0,6.0,0.0
1489,Kenny Golladay,Cover 4,8.4,0,6,14.4,54.0,0.26666666666666666
1490,Kenny Golladay,Cover 6,3.4000000000000004,0,2,5.4,16.0,0.3375
1491,Kenny Golladay,Man Cover 2,3.5000000000000004,0,2,5.5,25.0,0.22
1493,Kenny Golladay,Prevent,0.0,0,0,0.0,3.0,0.0
1496,Kenny Stills,Cover 6,0.0,0,0,0.0,3.0,0.0
1500,Kenyan Drake,Cover 4,9.700000000000001,0,10,19.7,36.0,0.5472222222222222
1501,Kenyan Drake,Cover 6,0.8,0,2,2.8,3.0,0.9333333333333332
1502,Kenyan Drake,Man Cover 2,3.9000000000000004,6,2,11.9,17.0,0.7000000000000001
1503,Kenyan Drake,Screen,2.8,0,5,7.8,8.0,0.975
1507,KhaDarel Hodge,Cover 0,0.0,0,0,0.0,4.0,0.0
1510,KhaDarel Hodge,Cover 6,2.0,0,2,4.0,6.0,0.6666666666666666
1515,Khalil Herbert,Cover 2,3.4000000000000004,0,4,7.4,13.0,0.5692307692307692
1518,Khalil Herbert,Screen,4.700000000000001,0,5,9.700000000000001,6.0,1.616666666666667
1521,Kyle Juszczyk,Cover 2,2.4000000000000004,0,4,6.3999999999999995,39.0,0.1641025641025641
1522,Kyle Juszczyk,Cover 4,8.3,6,7,21.300000000000004,30.0,0.7100000000000002
1525,Kyle Juszczyk,Screen,3.6,0,2,5.6,11.0,0.509090909090909
1527,Kyle Pitts,Cover 2,7.300000000000001,0,6,13.3,74.0,0.17972972972972973
1528,Kyle Pitts,Cover 4,23.599999999999998,0,13,36.6,79.0,0.46329113924050636
1529,Kyle Pitts,Man Cover 2,5.9,0,3,8.9,20.0,0.445
1533,Kyle Rudolph,Cover 2,0.0,0,0,0.0,21.0,0.0
1534,Kyle Rudolph,Cover 4,5.200000000000001,0,5,10.200000000000001,26.0,0.39230769230769236
1535,Kyle Rudolph,Cover 6,0.6000000000000001,0,1,1.6,7.0,0.2285714285714286
1536,Kyle Rudolph,Man Cover 2,0.2,0,1,1.2,10.0,0.12
1538,Kyle Rudolph,Screen,0.7000000000000002,0,4,4.7,14.0,0.33571428571428574
1540,Kylen Granson,Cover 0,0.8,0,1,1.8,3.0,0.6
1547,Laquon Treadwell,Cover 4,3.5000000000000004,0,3,6.5,35.0,0.18571428571428572
1548,Laquon Treadwell,Cover 6,2.6,0,2,4.6,9.0,0.5111111111111111
1549,Laquon Treadwell,Man Cover 2,1.4000000000000001,0,1,2.4000000000000004,11.0,0.21818181818181823
1550,Laquon Treadwell,Screen,2.9,0,3,5.9,8.0,0.7375
1553,Latavius Murray,Cover 0,0.30000000000000004,0,1,1.3,4.0,0.325
1555,Latavius Murray,Cover 4,3.1000000000000005,0,5,8.1,29.0,0.2793103448275862
1556,Laviska Shenault,Cover 0,2.2,0,2,4.2,10.0,0.42000000000000004
1557,Laviska Shenault,Cover 2,11.8,0,7,18.8,67.0,0.28059701492537314
1558,Laviska Shenault,Cover 4,4.6000000000000005,0,4,8.600000000000001,56.0,0.1535714285714286
1559,Laviska Shenault,Cover 6,3.1,0,3,6.1,12.0,0.5083333333333333
1560,Laviska Shenault,Man Cover 2,2.0,0,2,4.0,17.0,0.23529411764705882
1561,Laviska Shenault,Prevent,1.2000000000000002,0,1,2.2,5.0,0.44000000000000006
1562,Laviska Shenault,Screen,11.700000000000001,0,20,31.700000000000006,34.0,0.9323529411764708
1564,Le'Veon Bell,Cover 0,1.2000000000000002,0,1,2.2,3.0,0.7333333333333334
1566,Le'Veon Bell,Cover 6,0.30000000000000004,0,1,1.3,5.0,0.26
1569,Lee Smith,Cover 6,0.30000000000000004,0,1,1.3,2.0,0.65
1571,Leonard Fournette,Cover 0,0.5,0,1,1.5,2.0,0.75
1572,Leonard Fournette,Cover 2,10.5,0,13,23.500000000000007,47.0,0.5000000000000001
1573,Leonard Fournette,Cover 4,5.0,0,9,13.999999999999998,43.0,0.3255813953488372
1574,Leonard Fournette,Cover 6,1.1,0,1,2.1,12.0,0.17500000000000002
1575,Leonard Fournette,Man Cover 2,2.8000000000000003,0,4,6.8,28.0,0.24285714285714285
1577,Leonard Fournette,Screen,16.100000000000005,0,20,36.099999999999994,36.0,1.0027777777777775
1581,Lil'Jordan Humphrey,Man Cover 2,0.0,0,0,0.0,9.0,0.0
1582,Lil'Jordan Humphrey,Other,0.0,0,0,0.0,1.0,0.0
1585,Logan Thomas,Cover 6,0.7000000000000001,0,1,1.7000000000000002,4.0,0.42500000000000004
1589,Mack Hollins,Cover 0,0.0,0,0,0.0,4.0,0.0
1590,Mack Hollins,Cover 2,1.0,0,1,2.0,36.0,0.05555555555555555
1598,Malik Taylor,Man Cover 2,0.7000000000000001,0,1,1.7000000000000002,1.0,1.7000000000000002
1602,Malik Turner,Cover 6,0.0,0,0,0.0,4.0,0.0
1604,Marcedes Lewis,Cover 0,2.4000000000000004,0,2,4.4,3.0,1.4666666666666668
1606,Marcedes Lewis,Cover 4,4.700000000000001,0,4,8.700000000000001,18.0,0.4833333333333334
1607,Marcedes Lewis,Cover 6,0.7000000000000001,0,1,1.7000000000000002,2.0,0.8500000000000001
1608,Marcedes Lewis,Screen,2.7,0,4,6.7,8.0,0.8375
1609,Marcus Johnson,Combination,1.0,0,1,2.0,2.0,1.0
1610,Marcus Johnson,Cover 0,1.6,0,1,2.6,4.0,0.65
1612,Marcus Johnson,Man Cover 2,0.0,0,0,0.0,2.0,0.0
1618,Mark Andrews,Combination,0.0,0,0,0.0,2.0,0.0
1619,Mark Andrews,Cover 0,3.8000000000000003,6,5,14.8,27.0,0.5481481481481482
1620,Mark Andrews,Cover 2,7.300000000000001,0,6,13.3,45.0,0.29555555555555557
1621,Mark Andrews,Cover 4,34.800000000000004,6,26,66.79999999999998,133.0,0.5022556390977442
1622,Mark Andrews,Cover 6,0.2,0,1,1.2,16.0,0.075
1623,Mark Andrews,Man Cover 2,2.3000000000000003,0,2,4.300000000000001,15.0,0.28666666666666674
1625,Mark Andrews,Prevent,1.1,0,1,2.1,8.0,0.2625
1626,Mark Andrews,Screen,4.500000000000001,0,5,9.5,10.0,0.95
1629,Mark Ingram,Cover 4,4.4,0,3,7.4,29.0,0.25517241379310346
1630,Mark Ingram,Cover 6,0.8,0,2,2.8,4.0,0.7
1632,Mark Ingram,Screen,2.4,0,8,10.4,11.0,0.9454545454545454
1635,Marquez Callaway,Combination,3.0,0,1,4.0,2.0,2.0
1636,Marquez Callaway,Cover 0,2.9000000000000004,6,3,11.899999999999999,14.0,0.8499999999999999
1637,Marquez Callaway,Cover 2,1.3,6,3,10.3,56.0,0.18392857142857144
1638,Marquez Callaway,Cover 4,7.9,6,3,16.900000000000002,61.0,0.2770491803278689
1639,Marquez Callaway,Cover 6,4.1000000000000005,0,3,7.1000000000000005,12.0,0.5916666666666667
1640,Marquez Callaway,Man Cover 2,7.4,6,4,17.4,20.0,0.8699999999999999
1642,Marquez Valdes-Scantling,Cover 0,0.6000000000000001,0,1,1.6,5.0,0.32
1643,Marquez Valdes-Scantling,Cover 4,7.8,6,5,18.8,47.0,0.4
1644,Marquez Valdes-Scantling,Man Cover 2,2.5,0,1,3.5,27.0,0.12962962962962962
1647,Marquise Brown,Cover 0,0.30000000000000004,0,1,1.3,25.0,0.052000000000000005
1648,Marquise Brown,Cover 2,2.5,0,5,7.5,59.0,0.1271186440677966
1649,Marquise Brown,Cover 4,30.7,12,21,63.699999999999996,138.0,0.4615942028985507
1650,Marquise Brown,Cover 6,1.1,0,1,2.1,17.0,0.12352941176470589
1651,Marquise Brown,Man Cover 2,3.1,0,3,6.1,17.0,0.3588235294117647
1653,Marquise Brown,Other,0.0,0,0,0.0,2.0,0.0
1654,Marquise Brown,Prevent,1.1,0,1,2.1,9.0,0.23333333333333334
1655,Marquise Brown,Screen,7.000000000000001,0,14,21.0,18.0,1.1666666666666667
1657,Marquise Goodwin,Combination,0.0,0,0,0.0,1.0,0.0
1658,Marquise Goodwin,Cover 0,4.9,6,1,11.9,6.0,1.9833333333333334
1660,Marquise Goodwin,Cover 4,5.2,0,6,11.200000000000001,44.0,0.2545454545454546
1661,Marquise Goodwin,Cover 6,1.2000000000000002,0,1,2.2,7.0,0.31428571428571433
1662,Marquise Goodwin,Man Cover 2,0.0,0,0,0.0,7.0,0.0
1664,Marquise Goodwin,Prevent,2.3000000000000003,0,1,3.3000000000000003,5.0,0.66
1667,Marvin Jones,Cover 0,0.0,0,0,0.0,12.0,0.0
1668,Marvin Jones,Cover 2,11.200000000000001,0,7,18.2,88.0,0.20681818181818182
1669,Marvin Jones,Cover 4,6.9,0,8,14.9,81.0,0.18395061728395062
1670,Marvin Jones,Cover 6,1.7000000000000002,0,2,3.7,15.0,0.24666666666666667
1671,Marvin Jones,Man Cover 2,3.0,0,2,5.0,26.0,0.19230769230769232
1673,Marvin Jones,Prevent,3.1,0,1,4.1,5.0,0.82
1676,Matt Breida,Screen,4.6000000000000005,6,4,14.600000000000001,4.0,3.6500000000000004
1677,Maxx Williams,Cover 2,5.1000000000000005,0,6,11.1,19.0,0.5842105263157894
1680,Mecole Hardman,Cover 2,13.700000000000003,0,11,24.700000000000003,58.0,0.4258620689655173
1681,Mecole Hardman,Cover 4,3.3,0,5,8.299999999999999,69.0,0.12028985507246376
1682,Mecole Hardman,Cover 6,1.6,0,2,3.6,15.0,0.24000000000000002
1683,Mecole Hardman,Man Cover 2,0.5,0,1,1.5,39.0,0.038461538461538464
1685,Mecole Hardman,Prevent,0.0,0,0,0.0,2.0,0.0
1686,Mecole Hardman,Screen,26.300000000000004,18,28,72.3,53.0,1.3641509433962264
1688,Melvin Gordon,Combination,-0.2,0,1,0.8,1.0,0.8
1689,Melvin Gordon,Cover 2,2.4000000000000004,6,3,11.4,26.0,0.43846153846153846
1690,Melvin Gordon,Cover 4,3.8,6,5,14.8,26.0,0.5692307692307692
1691,Melvin Gordon,Cover 6,2.4000000000000004,0,1,3.4000000000000004,7.0,0.48571428571428577
1692,Melvin Gordon,Prevent,3.0,0,1,4.0,4.0,1.0
1693,Melvin Gordon,Screen,3.9000000000000004,0,6,9.899999999999999,13.0,0.7615384615384614
1696,Michael Carter,Cover 2,2.0,0,3,5.0,25.0,0.2
1697,Michael Carter,Cover 4,5.300000000000001,0,5,10.3,30.0,0.3433333333333334
1698,Michael Carter,Cover 6,0.9,0,1,1.9,4.0,0.475
1700,Michael Carter,Screen,7.6000000000000005,0,10,17.6,15.0,1.1733333333333333
1702,Michael Gallup,Cover 0,0.0,0,0,0.0,6.0,0.0
1703,Michael Gallup,Cover 2,5.7,0,4,9.7,45.0,0.21555555555555553
1704,Michael Gallup,Cover 4,8.8,0,5,13.800000000000002,41.0,0.3365853658536586
1705,Michael Gallup,Man Cover 2,0.0,0,0,0.0,11.0,0.0
1707,Michael Gallup,Other,1.0,0,1,2.0,1.0,2.0
1708,Michael Gallup,Screen,2.6,0,5,7.6,13.0,0.5846153846153845
1709,Michael Pittman Jr.,Combination,1.8,0,1,2.8,1.0,2.8
1710,Michael Pittman Jr.,Cover 0,7.0,6,3,16.0,13.0,1.2307692307692308
1711,Michael Pittman Jr.,Cover 2,14.000000000000002,0,9,23.000000000000004,59.0,0.38983050847457634
1712,Michael Pittman Jr.,Cover 4,16.600000000000005,0,9,25.600000000000005,80.0,0.32000000000000006
1713,Michael Pittman Jr.,Cover 6,3.8000000000000003,0,3,6.800000000000001,19.0,0.3578947368421053
1714,Michael Pittman Jr.,Man Cover 2,2.9,0,3,5.9,17.0,0.3470588235294118
1715,Michael Pittman Jr.,Prevent,1.0,0,1,2.0,6.0,0.3333333333333333
1716,Michael Pittman Jr.,Screen,7.800000000000001,0,9,16.8,27.0,0.6222222222222222
1721,Mike Davis,Cover 2,6.6000000000000005,0,9,15.6,39.0,0.39999999999999997
1722,Mike Davis,Cover 4,5.6,0,8,13.6,45.0,0.3022222222222222
1724,Mike Davis,Prevent,0.5,0,1,1.5,2.0,0.75
1725,Mike Davis,Screen,4.8999999999999995,0,7,11.9,17.0,0.7000000000000001
1727,Mike Evans,Combination,1.6,12,2,15.600000000000001,4.0,3.9000000000000004
1728,Mike Evans,Cover 0,3.7,0,1,4.7,9.0,0.5222222222222223
1729,Mike Evans,Cover 2,9.6,6,7,22.6,75.0,0.30133333333333334
1730,Mike Evans,Cover 4,14.5,0,14,28.499999999999996,78.0,0.36538461538461536
1731,Mike Evans,Cover 6,2.4000000000000004,0,1,3.4000000000000004,20.0,0.17
1732,Mike Evans,Man Cover 2,7.400000000000001,12,4,23.400000000000002,48.0,0.48750000000000004
1734,Mike Evans,Other,1.1,0,1,2.1,2.0,1.05
1735,Mike Evans,Prevent,2.2,0,1,3.2,5.0,0.64
1738,Mike Gesicki,Cover 0,0.1,0,1,1.1,7.0,0.15714285714285717
1739,Mike Gesicki,Cover 2,6.2,0,8,14.200000000000001,57.0,0.24912280701754388
1740,Mike Gesicki,Cover 4,11.8,0,13,24.799999999999997,86.0,0.2883720930232558
1741,Mike Gesicki,Cover 6,4.4,0,4,8.4,11.0,0.7636363636363637
1742,Mike Gesicki,Man Cover 2,2.8000000000000003,0,2,4.800000000000001,25.0,0.19200000000000003
1743,Mike Gesicki,Prevent,3.5,0,2,5.5,3.0,1.8333333333333333
1747,Mike Thomas,Cover 6,0.5,0,1,1.5,2.0,0.75
1750,Mike Williams,Cover 0,1.6,0,1,2.6,12.0,0.21666666666666667
1751,Mike Williams,Cover 2,17.000000000000004,6,7,30.0,62.0,0.4838709677419355
1752,Mike Williams,Cover 4,23.0,18,12,53.00000000000001,70.0,0.7571428571428572
1753,Mike Williams,Cover 6,2.6,0,2,4.6,19.0,0.2421052631578947
1754,Mike Williams,Man Cover 2,1.0,0,2,3.0,28.0,0.10714285714285714
1756,Mike Williams,Other,1.2000000000000002,6,1,8.2,2.0,4.1
1757,Mike Williams,Prevent,0.0,0,0,0.0,4.0,0.0
1758,Mike Williams,Screen,0.30000000000000004,0,3,3.3000000000000003,14.0,0.23571428571428574
1760,Miles Sanders,Cover 0,1.8,0,1,2.8,2.0,1.4
1761,Miles Sanders,Cover 2,1.6,0,5,6.6,17.0,0.388235294117647
1765,Miles Sanders,Screen,5.8,0,12,17.8,17.0,1.0470588235294118
1768,Mo Alie-Cox,Cover 2,6.4,6,4,16.4,28.0,0.5857142857142856
1769,Mo Alie-Cox,Cover 4,1.8,0,1,2.8,39.0,0.07179487179487179
1773,Mohamed Sanu,Cover 0,2.7,0,2,4.7,4.0,1.175
1775,Mohamed Sanu,Cover 4,5.6000000000000005,0,5,10.600000000000001,28.0,0.3785714285714286
1776,Mohamed Sanu,Cover 6,2.0,0,2,4.0,7.0,0.5714285714285714
1777,Mohamed Sanu,Man Cover 2,1.6,0,1,2.6,10.0,0.26
1778,MyCole Pruitt,Cover 0,0.0,0,0,0.0,4.0,0.0
1780,MyCole Pruitt,Cover 4,5.000000000000001,0,5,10.0,19.0,0.5263157894736842
1781,MyCole Pruitt,Cover 6,1.0,0,1,2.0,3.0,0.6666666666666666
1783,Myles Gaskin,Cover 2,3.1000000000000005,0,6,9.100000000000001,32.0,0.28437500000000004
1784,Myles Gaskin,Cover 4,6.200000000000001,12,12,30.200000000000006,41.0,0.7365853658536587
1786,Myles Gaskin,Screen,4.500000000000001,0,9,13.5,12.0,1.125
1789,N'Keal Harry,Cover 4,5.2,0,2,7.199999999999999,22.0,0.3272727272727272
1791,Najee Harris,Cover 0,0.6000000000000001,0,1,1.6,3.0,0.5333333333333333
1792,Najee Harris,Cover 2,11.6,0,20,31.6,85.0,0.37176470588235294
1793,Najee Harris,Cover 4,6.6000000000000005,0,11,17.6,48.0,0.3666666666666667
1794,Najee Harris,Cover 6,2.3000000000000003,0,3,5.3,16.0,0.33125
1795,Najee Harris,Man Cover 2,9.1,6,11,26.099999999999998,37.0,0.7054054054054053
1796,Najee Harris,Screen,6.800000000000001,0,10,16.8,33.0,0.5090909090909091
1798,Nelson Agholor,Cover 0,0.0,0,0,0.0,7.0,0.0
1799,Nelson Agholor,Cover 2,4.1,0,2,6.1,38.0,0.16052631578947368
1800,Nelson Agholor,Cover 4,4.0,6,3,13.0,46.0,0.2826086956521739
1801,Nelson Agholor,Man Cover 2,3.0,0,1,4.0,18.0,0.2222222222222222
1802,Nelson Agholor,Screen,2.1,0,3,5.1,10.0,0.51
1805,Nick Chubb,Screen,7.700000000000001,0,9,16.7,11.0,1.518181818181818
1808,Nick Vannett,Screen,4.0,0,2,6.0,4.0,1.5
1809,Nick Westbrook-Ikhine,Cover 0,1.3,6,2,9.3,8.0,1.1625
1810,Nick Westbrook-Ikhine,Cover 2,16.200000000000003,6,7,29.200000000000003,51.0,0.5725490196078432
1813,Nick Westbrook-Ikhine,Man Cover 2,0.6000000000000001,0,1,1.6,12.0,0.13333333333333333
1815,Nico Collins,Cover 2,3.2,0,3,6.2,40.0,0.155
1816,Nico Collins,Cover 4,5.300000000000001,0,4,9.3,48.0,0.19375
1817,Nico Collins,Cover 6,2.0,0,1,3.0,21.0,0.14285714285714285
1818,Nico Collins,Man Cover 2,1.5,0,1,2.5,20.0,0.125
1820,Noah Brown,Cover 0,0.0,0,0,0.0,4.0,0.0
1824,Noah Brown,Man Cover 2,0.6000000000000001,0,1,1.6,7.0,0.2285714285714286
1826,Noah Fant,Cover 0,0.5,6,1,7.5,2.0,3.75
1827,Noah Fant,Cover 2,6.3,0,7,13.3,50.0,0.266
1828,Noah Fant,Cover 4,8.7,0,8,16.7,52.0,0.3211538461538461
1829,Noah Fant,Man Cover 2,3.7,0,2,5.7,23.0,0.24782608695652175
1830,Noah Fant,Other,0.0,0,0,0.0,2.0,0.0
1831,Noah Fant,Prevent,2.9000000000000004,0,3,5.9,10.0,0.5900000000000001
1838,Nyheim Hines,Cover 4,11.3,0,10,21.3,34.0,0.6264705882352941
1839,Nyheim Hines,Cover 6,0.0,0,0,0.0,9.0,0.0
1842,Nyheim Hines,Screen,7.4,6,14,27.400000000000002,23.0,1.191304347826087
1846,OJ Howard,Cover 6,0.9,0,1,1.9,5.0,0.38
1847,OJ Howard,Man Cover 2,2.1,0,2,4.1,16.0,0.25625
1850,Odell Beckham,Cover 0,0.2,6,1,7.2,7.0,1.0285714285714287
1851,Odell Beckham,Cover 2,3.5000000000000004,0,2,5.5,43.0,0.12790697674418605
1852,Odell Beckham,Cover 4,21.0,12,12,45.0,93.0,0.4838709677419355
1853,Odell Beckham,Cover 6,2.9000000000000004,0,3,5.9,13.0,0.4538461538461539
