nickName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
Broncos,Pass Protection,25,22.8,18,0,40.800000000000004,1.6320000000000001,25,225,0.1111111111111111
Broncos,Pull Across,40,25.0,24,0,49.0,1.225,40,225,0.17777777777777778
Broncos,Split Zone,23,10.4,18,0,28.4,1.2347826086956522,23,225,0.10222222222222223
Broncos,Zone,123,51.70000000000001,18,0,69.69999999999999,0.5666666666666665,123,225,0.5466666666666666
Browns,Duo,19,3.8000000000000007,12,-1,14.8,0.7789473684210527,19,315,0.06031746031746032
Browns,Pass Protection,36,27.700000000000003,6,0,33.699999999999996,0.936111111111111,36,315,0.11428571428571428
Browns,Pull 2,22,13.100000000000001,18,0,31.099999999999998,1.4136363636363636,22,315,0.06984126984126984
Browns,Pull Across,52,24.100000000000005,30,0,54.100000000000016,1.0403846153846157,52,315,0.16507936507936508
Browns,Split Zone,34,14.000000000000002,6,0,19.999999999999996,0.588235294117647,34,315,0.10793650793650794
Browns,Zone,152,62.1,24,-2,84.10000000000001,0.5532894736842106,152,315,0.48253968253968255
Buccaneers,Duo,19,5.3,0,0,5.3,0.2789473684210526,19,269,0.07063197026022305
Buccaneers,Pass Protection,32,24.900000000000006,12,0,36.900000000000006,1.1531250000000002,32,269,0.11895910780669144
Buccaneers,Pull Across,38,17.5,0,-3,14.5,0.3815789473684211,38,269,0.1412639405204461
Buccaneers,Split Zone,34,12.899999999999999,12,0,24.89999999999999,0.7323529411764703,34,269,0.12639405204460966
Buccaneers,Zone,146,47.1,30,0,77.09999999999998,0.5280821917808218,146,269,0.5427509293680297
Cardinals,Duo,14,3.0000000000000004,0,0,3.0000000000000004,0.21428571428571433,14,235,0.059574468085106386
Cardinals,Pass Protection,25,21.4,12,0,33.39999999999999,1.3359999999999996,25,235,0.10638297872340426
Cardinals,Pull Across,34,17.500000000000007,6,0,23.500000000000004,0.6911764705882354,34,235,0.14468085106382977
Cardinals,Split Zone,32,14.799999999999999,0,0,14.799999999999999,0.46249999999999997,32,235,0.13617021276595745
Cardinals,Zone,130,40.69999999999997,12,-2,50.69999999999998,0.38999999999999985,130,235,0.5531914893617021
Chargers,Pass Protection,33,22.700000000000003,12,0,34.7,1.0515151515151515,33,212,0.15566037735849056
Chargers,Pull Across,20,13.7,12,-1,24.7,1.2349999999999999,20,212,0.09433962264150944
Chargers,Split Zone,22,14.800000000000002,0,0,14.800000000000002,0.6727272727272728,22,212,0.10377358490566038
Chargers,Zone,137,48.6,12,0,60.599999999999994,0.44233576642335765,137,212,0.6462264150943396
Chiefs,Duo,22,12.0,0,0,12.0,0.5454545454545454,22,290,0.07586206896551724
Chiefs,Pass Protection,37,23.900000000000002,6,0,29.900000000000002,0.8081081081081082,37,290,0.12758620689655173
Chiefs,Pull Across,44,24.500000000000004,12,0,36.5,0.8295454545454546,44,290,0.15172413793103448
Chiefs,Pull Outside Numbers,13,5.6,0,0,5.6,0.43076923076923074,13,290,0.04482758620689655
Chiefs,Split Zone,30,9.300000000000002,18,0,27.3,0.91,30,290,0.10344827586206896
Chiefs,Zone,144,49.00000000000001,36,0,85.0,0.5902777777777778,144,290,0.496551724137931
Colts,Duo,18,6.4,6,0,12.4,0.6888888888888889,18,265,0.06792452830188679
Colts,Pass Protection,39,21.8,12,0,33.8,0.8666666666666666,39,265,0.1471698113207547
Colts,Pull Across,29,11.599999999999998,12,-1,22.600000000000005,0.7793103448275864,29,265,0.10943396226415095
Colts,Split Zone,18,6.000000000000001,6,0,12.0,0.6666666666666666,18,265,0.06792452830188679
Colts,Zone,161,61.10000000000004,48,-2,107.10000000000005,0.6652173913043481,161,265,0.6075471698113207
Cowboys,Duo,15,8.6,6,-1,13.6,0.9066666666666666,15,300,0.05
Cowboys,Pass Protection,27,18.000000000000004,0,-1,17.000000000000004,0.6296296296296298,27,300,0.09
Cowboys,Pull Across,58,33.30000000000001,18,0,51.29999999999999,0.8844827586206895,58,300,0.19333333333333333
Cowboys,Split Zone,29,11.699999999999996,12,0,23.7,0.8172413793103448,29,300,0.09666666666666666
Cowboys,Zone,171,85.19999999999997,30,-1,114.19999999999996,0.6678362573099413,171,300,0.57
Dolphins,Pass Protection,14,10.300000000000002,0,0,10.300000000000002,0.7357142857142859,14,195,0.07179487179487179
Dolphins,Pull Across,32,15.8,0,0,15.8,0.49375,32,195,0.1641025641025641
Dolphins,Split Zone,20,6.700000000000002,12,0,18.699999999999992,0.9349999999999996,20,195,0.10256410256410256
Dolphins,Zone,129,51.09999999999997,54,0,105.10000000000007,0.8147286821705432,129,195,0.6615384615384615
Eagles,Duo,31,10.3,0,0,10.3,0.33225806451612905,31,322,0.09627329192546584
Eagles,Pass Protection,21,14.400000000000002,0,0,14.400000000000002,0.6857142857142858,21,322,0.06521739130434782
Eagles,Pull 2,12,5.700000000000001,12,0,17.7,1.4749999999999999,12,322,0.037267080745341616
Eagles,Pull Across,39,17.699999999999996,6,0,23.7,0.6076923076923076,39,322,0.12111801242236025
Eagles,Pull Front,14,6.800000000000001,0,0,6.800000000000001,0.48571428571428577,14,322,0.043478260869565216
Eagles,Split Zone,28,16.0,12,0,28.000000000000007,1.0000000000000002,28,322,0.08695652173913043
Eagles,Zone,177,71.10000000000001,48,0,119.1,0.6728813559322033,177,322,0.5496894409937888
Falcons,Duo,20,7.999999999999999,6,0,13.999999999999996,0.6999999999999998,20,274,0.072992700729927
Falcons,Pass Protection,38,24.599999999999998,12,0,36.6,0.9631578947368421,38,274,0.1386861313868613
Falcons,Pull Across,29,12.899999999999999,12,-1,23.900000000000002,0.8241379310344829,29,274,0.10583941605839416
Falcons,Split Zone,40,15.399999999999995,6,-1,20.399999999999995,0.5099999999999999,40,274,0.145985401459854
Falcons,Zone,147,61.49999999999998,42,-1,102.49999999999999,0.6972789115646257,147,274,0.5364963503649635
Football Team,Duo,19,7.800000000000001,6,0,13.8,0.7263157894736842,19,299,0.06354515050167224
Football Team,Pass Protection,34,18.4,6,-1,23.4,0.6882352941176471,34,299,0.11371237458193979
Football Team,Pull 2,16,4.2,6,0,10.200000000000001,0.6375000000000001,16,299,0.05351170568561873
Football Team,Pull Across,40,21.6,18,0,39.599999999999994,0.9899999999999999,40,299,0.13377926421404682
Football Team,Split Zone,22,6.700000000000001,0,0,6.700000000000001,0.3045454545454546,22,299,0.07357859531772576
Football Team,Zone,168,71.09999999999997,24,-3,92.09999999999998,0.5482142857142855,168,299,0.5618729096989966
Giants,Duo,21,10.0,6,0,16.0,0.7619047619047619,21,312,0.0673076923076923
Giants,Pass Protection,33,20.500000000000004,0,0,20.500000000000004,0.6212121212121213,33,312,0.10576923076923077
Giants,Pull 2,17,14.6,6,0,20.6,1.211764705882353,17,312,0.05448717948717949
Giants,Pull Across,57,19.900000000000006,12,0,31.900000000000006,0.5596491228070176,57,312,0.18269230769230768
Giants,Split Zone,20,7.800000000000001,6,0,13.799999999999997,0.6899999999999998,20,312,0.0641025641025641
Giants,Zone,164,54.90000000000001,24,-1,77.90000000000003,0.4750000000000002,164,312,0.5256410256410257
Jaguars,Duo,18,8.100000000000001,0,0,8.100000000000001,0.45000000000000007,18,358,0.05027932960893855
Jaguars,Pass Protection,17,14.200000000000001,0,0,14.200000000000001,0.8352941176470589,17,358,0.04748603351955307
Jaguars,Pull 2,12,9.0,0,0,9.0,0.75,12,358,0.0335195530726257
Jaguars,Pull Across,29,14.500000000000002,0,0,14.500000000000002,0.5000000000000001,29,358,0.08100558659217877
Jaguars,Split Zone,39,21.0,0,-1,19.999999999999996,0.5128205128205128,39,358,0.10893854748603352
Jaguars,Zone,243,113.49999999999996,78,0,191.49999999999991,0.7880658436213989,243,358,0.6787709497206704
Jets,Pass Protection,17,12.6,0,0,12.6,0.7411764705882353,17,255,0.06666666666666667
Jets,Pull Across,50,23.7,0,0,23.7,0.474,50,255,0.19607843137254902
Jets,Pull Front,11,2.5,12,0,14.499999999999998,1.3181818181818181,11,255,0.043137254901960784
Jets,Split Zone,27,7.200000000000001,0,-1,6.200000000000001,0.22962962962962966,27,255,0.10588235294117647
Jets,Zone,150,78.7,66,-1,143.70000000000002,0.9580000000000001,150,255,0.5882352941176471
Lions,Duo,28,19.1,18,0,37.1,1.325,28,352,0.07954545454545454
Lions,Pass Protection,15,10.600000000000001,12,0,22.600000000000005,1.506666666666667,15,352,0.04261363636363636
Lions,Pull Across,31,18.800000000000004,6,0,24.8,0.8,31,352,0.08806818181818182
Lions,Pull Outside Numbers,15,9.400000000000002,0,0,9.400000000000002,0.6266666666666668,15,352,0.04261363636363636
Lions,Split Zone,28,10.600000000000003,18,0,28.600000000000005,1.0214285714285716,28,352,0.07954545454545454
Lions,Zone,235,97.10000000000011,60,0,157.10000000000014,0.6685106382978729,235,352,0.6676136363636364
Packers,Duo,27,17.7,6,0,23.7,0.8777777777777778,27,287,0.09407665505226481
Packers,Pass Protection,25,16.90000000000001,6,0,22.900000000000006,0.9160000000000003,25,287,0.08710801393728224
Packers,Pull Across,21,8.600000000000001,0,0,8.600000000000001,0.40952380952380957,21,287,0.07317073170731707
Packers,Split Zone,34,14.100000000000001,12,-1,25.1,0.7382352941176471,34,287,0.11846689895470383
Packers,Zone,180,85.79999999999994,36,-1,120.79999999999988,0.6711111111111104,180,287,0.627177700348432
Panthers,Duo,24,13.6,18,0,31.6,1.3166666666666667,24,247,0.09716599190283401
Panthers,Pass Protection,28,23.0,12,-1,34.0,1.2142857142857142,28,247,0.11336032388663968
Panthers,Pull Across,40,17.2,6,0,23.2,0.58,40,247,0.16194331983805668
Panthers,Split Zone,17,8.9,0,0,8.9,0.5235294117647059,17,247,0.06882591093117409
Panthers,Zone,138,45.699999999999974,36,-2,79.69999999999997,0.5775362318840578,138,247,0.5587044534412956
Patriots,Duo,13,8.8,6,0,14.8,1.1384615384615384,13,276,0.04710144927536232
Patriots,Pass Protection,33,21.100000000000005,12,0,33.1,1.0030303030303032,33,276,0.11956521739130435
Patriots,Pull Across,26,13.400000000000004,0,0,13.400000000000004,0.5153846153846156,26,276,0.09420289855072464
Patriots,Split Zone,19,9.8,0,0,9.8,0.5157894736842106,19,276,0.06884057971014493
Patriots,Zone,185,73.60000000000002,48,-1,120.60000000000001,0.6518918918918919,185,276,0.6702898550724637
Raiders,Duo,17,10.5,12,0,22.5,1.3235294117647058,17,216,0.0787037037037037
Raiders,Pass Protection,24,14.599999999999998,0,0,14.599999999999998,0.6083333333333333,24,216,0.1111111111111111
Raiders,Pull Across,22,8.2,6,0,14.2,0.6454545454545454,22,216,0.10185185185185185
Raiders,Split Zone,26,12.400000000000004,6,0,18.400000000000002,0.7076923076923077,26,216,0.12037037037037036
Raiders,Zone,127,58.5,60,0,118.49999999999997,0.9330708661417321,127,216,0.5879629629629629
Rams,Duo,29,12.399999999999999,12,0,24.400000000000006,0.8413793103448278,29,293,0.09897610921501707
Rams,Pass Protection,33,24.1,12,-1,35.099999999999994,1.0636363636363635,33,293,0.11262798634812286
Rams,Pull Across,25,8.799999999999999,0,0,8.799999999999999,0.352,25,293,0.08532423208191127
Rams,Split Zone,31,14.6,6,0,20.6,0.6645161290322581,31,293,0.10580204778156997
Rams,Zone,175,67.0,30,-2,95.0,0.5428571428571428,175,293,0.5972696245733788
Ravens,Duo,12,3.6000000000000005,0,0,3.6000000000000005,0.30000000000000004,12,304,0.039473684210526314
Ravens,Pass Protection,21,13.0,12,0,24.999999999999993,1.1904761904761902,21,304,0.06907894736842106
Ravens,Pull Across,30,15.900000000000004,0,-1,14.900000000000004,0.4966666666666668,30,304,0.09868421052631579
Ravens,Split Zone,36,20.8,6,0,26.8,0.7444444444444445,36,304,0.11842105263157894
Ravens,Zone,205,72.89999999999999,42,-1,113.90000000000002,0.555609756097561,205,304,0.6743421052631579
Saints,Duo,14,5.800000000000001,0,0,5.800000000000001,0.4142857142857143,14,267,0.052434456928838954
Saints,Pass Protection,22,14.200000000000001,0,0,14.200000000000001,0.6454545454545455,22,267,0.08239700374531835
Saints,Pull 2,11,3.7000000000000006,0,0,3.7000000000000006,0.3363636363636364,11,267,0.04119850187265917
Saints,Pull Across,19,6.6,0,0,6.6,0.34736842105263155,19,267,0.07116104868913857
Saints,Pull Front,11,3.6000000000000005,6,0,9.600000000000001,0.8727272727272729,11,267,0.04119850187265917
Saints,Split Zone,34,9.500000000000002,0,0,9.500000000000002,0.2794117647058824,34,267,0.12734082397003746
Saints,Zone,156,52.900000000000006,42,-2,92.89999999999996,0.5955128205128203,156,267,0.5842696629213483
Seahawks,Duo,13,3.4000000000000004,0,0,3.4000000000000004,0.26153846153846155,13,227,0.05726872246696035
Seahawks,Pass Protection,26,19.100000000000005,0,0,19.100000000000005,0.7346153846153848,26,227,0.1145374449339207
Seahawks,Pull Across,16,5.9,0,0,5.9,0.36875,16,227,0.07048458149779736
Seahawks,Split Zone,28,4.1,6,0,10.1,0.3607142857142857,28,227,0.12334801762114538
Seahawks,Zone,144,48.99999999999999,24,0,73.00000000000003,0.5069444444444446,144,227,0.6343612334801763
Steelers,Duo,20,8.2,6,0,14.2,0.71,20,304,0.06578947368421052
Steelers,Pass Protection,28,22.2,6,-1,27.200000000000006,0.9714285714285716,28,304,0.09210526315789473
Steelers,Pull Across,48,24.200000000000003,12,0,36.199999999999996,0.7541666666666665,48,304,0.15789473684210525
Steelers,Split Zone,21,6.200000000000001,6,0,12.2,0.5809523809523809,21,304,0.06907894736842106
Steelers,Zone,187,69.79999999999998,30,0,99.79999999999997,0.5336898395721923,187,304,0.6151315789473685
Texans,Duo,29,19.2,18,0,37.199999999999996,1.282758620689655,29,364,0.07967032967032966
Texans,Pass Protection,13,8.0,12,0,20.0,1.5384615384615385,13,364,0.03571428571428571
Texans,Pull Across,49,25.499999999999996,12,0,37.50000000000001,0.7653061224489798,49,364,0.1346153846153846
Texans,Split Zone,71,45.40000000000001,18,0,63.40000000000002,0.8929577464788735,71,364,0.19505494505494506
Texans,Zone,202,103.59999999999995,66,-1,168.60000000000008,0.8346534653465351,202,364,0.554945054945055
Titans,Duo,24,11.900000000000002,0,0,11.900000000000002,0.4958333333333334,24,308,0.07792207792207792
Titans,Pass Protection,35,26.8,6,0,32.8,0.937142857142857,35,308,0.11363636363636363
Titans,Pull 2,16,5.1,0,0,5.1,0.31875,16,308,0.05194805194805195
Titans,Pull Across,54,30.699999999999996,30,0,60.69999999999998,1.1240740740740738,54,308,0.17532467532467533
Titans,Split Zone,21,10.900000000000002,6,0,16.900000000000006,0.804761904761905,21,308,0.06818181818181818
Titans,Zone,158,55.79999999999999,36,-4,87.80000000000007,0.555696202531646,158,308,0.512987012987013
Vikings,Pass Protection,23,14.7,0,0,14.7,0.6391304347826087,23,283,0.0812720848056537
Vikings,Pull Across,24,10.3,6,0,16.3,0.6791666666666667,24,283,0.08480565371024736
Vikings,Split Zone,39,25.300000000000004,18,0,43.30000000000001,1.1102564102564105,39,283,0.13780918727915195
Vikings,Zone,197,82.10000000000002,66,0,148.1,0.7517766497461928,197,283,0.696113074204947
