,team,playerName,Routes Run,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
1604,GB,Randall Cobb,9.0,5 Step,17.6,6,9,32.6,9.0,3.6222222222222222
1613,CAR,Rashard Higgins,15.0,3 Step,3.8,0,3,6.8,15.0,0.4533333333333333
1614,CAR,Rashard Higgins,21.0,5 Step,16.900000000000002,0,14,30.900000000000002,21.0,1.4714285714285715
1615,CAR,Rashard Higgins,4.0,7 Step,2.3000000000000003,0,2,4.300000000000001,4.0,1.0750000000000002
1618,BAL,Rashod Bateman,40.0,0/1 Step,28.0,6,29,62.99999999999999,40.0,1.5749999999999997
1619,BAL,Rashod Bateman,20.0,3 Step,13.3,0,11,24.3,20.0,1.215
1626,BUF,Reggie Gilliam,3.0,7 Step,1.4000000000000001,0,2,3.4000000000000004,3.0,1.1333333333333335
1628,HOU,Rex Burkhead,7.0,0/1 Step,7.2,0,7,14.200000000000001,7.0,2.028571428571429
1629,HOU,Rex Burkhead,16.0,3 Step,13.0,0,13,25.999999999999996,16.0,1.6249999999999998
1631,HOU,Rex Burkhead,3.0,7 Step,1.2000000000000002,0,2,3.2,3.0,1.0666666666666667
1639,NYG,Ricky Seals-Jones,18.0,3 Step,9.200000000000001,6,9,24.200000000000003,18.0,1.3444444444444446
1640,NYG,Ricky Seals-Jones,18.0,5 Step,15.000000000000002,6,14,35.0,18.0,1.9444444444444444
1648,GB,Robert Tonyan,10.0,5 Step,7.1000000000000005,12,5,24.1,10.0,2.41
1654,TEN,Robert Woods,7.0,0/1 Step,0.4,0,1,1.4,7.0,0.19999999999999998
1655,TEN,Robert Woods,16.0,3 Step,13.2,12,12,37.2,16.0,2.325
1656,TEN,Robert Woods,28.0,5 Step,25.0,12,18,55.0,28.0,1.9642857142857142
1657,TEN,Robert Woods,6.0,7 Step,9.700000000000001,0,5,14.700000000000001,6.0,2.45
1663,ARI,Rondale Moore,23.0,0/1 Step,11.900000000000004,0,19,30.900000000000002,23.0,1.3434782608695652
1664,ARI,Rondale Moore,12.0,3 Step,6.6000000000000005,0,10,16.6,12.0,1.3833333333333335
1665,ARI,Rondale Moore,14.0,5 Step,20.100000000000005,6,14,40.10000000000001,14.0,2.8642857142857148
1670,TB,Russell Gage,27.0,0/1 Step,23.999999999999996,12,24,60.0,27.0,2.2222222222222223
1671,TB,Russell Gage,33.0,3 Step,27.800000000000008,0,19,46.79999999999999,33.0,1.418181818181818
1672,TB,Russell Gage,21.0,5 Step,17.6,6,13,36.6,21.0,1.7428571428571429
1673,TB,Russell Gage,5.0,7 Step,1.2000000000000002,0,1,2.2,5.0,0.44000000000000006
1678,CHI,Ryan Griffin,13.0,3 Step,7.8,12,10,29.799999999999997,13.0,2.292307692307692
1679,CHI,Ryan Griffin,10.0,5 Step,7.1,0,5,12.1,10.0,1.21
1680,CHI,Ryan Griffin,2.0,7 Step,1.4,0,2,3.4,2.0,1.7
1688,CIN,Samaje Perine,19.0,3 Step,17.800000000000004,6,21,44.800000000000004,19.0,2.3578947368421055
1692,GB,Sammy Watkins,20.0,0/1 Step,10.100000000000001,0,9,19.1,20.0,0.9550000000000001
1693,GB,Sammy Watkins,17.0,3 Step,16.900000000000002,6,12,34.9,17.0,2.052941176470588
1694,GB,Sammy Watkins,9.0,5 Step,6.7,0,3,9.7,9.0,1.0777777777777777
1695,GB,Sammy Watkins,2.0,7 Step,4.9,0,2,6.8999999999999995,2.0,3.4499999999999997
1697,NYG,Saquon Barkley,6.0,0/1 Step,-0.7,0,3,2.3,6.0,0.3833333333333333
1698,NYG,Saquon Barkley,23.0,3 Step,13.300000000000002,12,14,39.300000000000004,23.0,1.7086956521739132
1699,NYG,Saquon Barkley,8.0,5 Step,4.7,0,7,11.7,8.0,1.4625
1700,NYG,Saquon Barkley,7.0,7 Step,2.7,0,6,8.7,7.0,1.2428571428571427
1721,MIA,Sony Michel,9.0,5 Step,6.900000000000001,6,8,20.9,9.0,2.322222222222222
1722,MIA,Sony Michel,5.0,7 Step,4.6000000000000005,0,4,8.6,5.0,1.72
1730,BUF,Stefon Diggs,47.0,0/1 Step,24.700000000000006,6,32,62.699999999999996,47.0,1.3340425531914892
1731,BUF,Stefon Diggs,57.0,3 Step,42.00000000000001,36,36,114.0,57.0,2.0
1732,BUF,Stefon Diggs,23.0,5 Step,26.400000000000006,6,16,48.4,23.0,2.1043478260869564
1733,BUF,Stefon Diggs,15.0,7 Step,11.500000000000002,0,7,18.500000000000004,15.0,1.2333333333333336
1741,NYG,Sterling Shepard,15.0,0/1 Step,8.8,0,12,20.8,15.0,1.3866666666666667
1742,NYG,Sterling Shepard,27.0,3 Step,18.4,0,18,36.4,27.0,1.348148148148148
1743,NYG,Sterling Shepard,8.0,5 Step,5.4,6,2,13.399999999999999,8.0,1.6749999999999998
1748,DET,T.J. Hockenson,12.0,0/1 Step,6.200000000000001,0,9,15.200000000000003,12.0,1.2666666666666668
1749,DET,T.J. Hockenson,42.0,3 Step,29.899999999999995,12,32,73.90000000000002,42.0,1.75952380952381
1750,DET,T.J. Hockenson,14.0,5 Step,10.100000000000001,12,7,29.1,14.0,2.0785714285714287
1751,DET,T.J. Hockenson,5.0,7 Step,2.5,0,2,4.5,5.0,0.9
1758,BUF,Tavon Austin,10.0,0/1 Step,2.9000000000000004,0,7,9.9,10.0,0.99
1759,BUF,Tavon Austin,12.0,3 Step,5.5,6,6,17.5,12.0,1.4583333333333333
1761,BUF,Tavon Austin,2.0,7 Step,0.0,0,0,0.0,2.0,0.0
1774,CIN,Tee Higgins,15.0,0/1 Step,13.300000000000002,6,14,33.3,15.0,2.2199999999999998
1775,CIN,Tee Higgins,70.0,3 Step,77.30000000000001,24,57,158.30000000000004,70.0,2.261428571428572
1776,CIN,Tee Higgins,22.0,5 Step,33.099999999999994,12,13,58.1,22.0,2.640909090909091
1787,CAR,Terrace Marshall Jr.,16.0,3 Step,5.500000000000001,0,7,12.5,16.0,0.78125
1794,WAS,Terry McLaurin,18.0,0/1 Step,10.400000000000002,6,11,27.4,18.0,1.5222222222222221
1795,WAS,Terry McLaurin,63.0,3 Step,60.2,6,40,106.2,63.0,1.6857142857142857
1796,WAS,Terry McLaurin,31.0,5 Step,16.900000000000002,18,9,43.89999999999999,31.0,1.4161290322580642
1797,WAS,Terry McLaurin,8.0,7 Step,9.100000000000001,0,7,16.1,8.0,2.0125
1806,DEN,Tim Patrick,23.0,0/1 Step,16.700000000000003,6,14,36.699999999999996,23.0,1.5956521739130434
1807,DEN,Tim Patrick,26.0,3 Step,26.400000000000006,6,17,49.4,26.0,1.9
1808,DEN,Tim Patrick,23.0,5 Step,17.4,0,13,30.4,23.0,1.3217391304347825
1809,DEN,Tim Patrick,11.0,7 Step,9.3,12,6,27.299999999999997,11.0,2.4818181818181815
1819,BUF,Tommy Sweeney,2.0,7 Step,0.2,0,2,2.2,2.0,1.1
1823,CAR,Tommy Tremble,12.0,0/1 Step,5.1000000000000005,6,9,20.100000000000005,12.0,1.6750000000000005
1825,CAR,Tommy Tremble,6.0,5 Step,4.3,0,2,6.3,6.0,1.05
1830,DAL,Tony Pollard,9.0,0/1 Step,6.800000000000001,0,9,15.799999999999999,9.0,1.7555555555555555
1831,DAL,Tony Pollard,15.0,3 Step,6.200000000000001,0,12,18.2,15.0,1.2133333333333334
1832,DAL,Tony Pollard,8.0,5 Step,8.100000000000001,0,7,15.100000000000001,8.0,1.8875000000000002
1833,DAL,Tony Pollard,7.0,7 Step,5.9,0,6,11.900000000000002,7.0,1.7000000000000004
1837,KC,Travis Kelce,30.0,0/1 Step,30.9,30,30,90.9,30.0,3.0300000000000002
1838,KC,Travis Kelce,57.0,3 Step,54.999999999999986,30,45,130.0,57.0,2.280701754385965
1839,KC,Travis Kelce,24.0,5 Step,36.199999999999996,12,19,67.2,24.0,2.8000000000000003
1840,KC,Travis Kelce,6.0,7 Step,6.1000000000000005,0,5,11.100000000000001,6.0,1.8500000000000003
1853,NO,Tre'Quan Smith,8.0,0/1 Step,6.2,12,7,25.2,8.0,3.15
1854,NO,Tre'Quan Smith,17.0,3 Step,11.300000000000002,0,11,22.3,17.0,1.311764705882353
1855,NO,Tre'Quan Smith,14.0,5 Step,15.500000000000002,6,10,31.5,14.0,2.25
1856,NO,Tre'Quan Smith,7.0,7 Step,3.5,0,3,6.5,7.0,0.9285714285714286
1861,MIA,Trent Sherfield,3.0,7 Step,1.8,0,1,2.8,3.0,0.9333333333333332
1871,DET,Trinity Benson,16.0,3 Step,4.300000000000001,0,4,8.3,16.0,0.51875
1876,NE,Ty Montgomery,13.0,3 Step,8.1,0,8,16.1,13.0,1.2384615384615385
1878,NE,Ty Montgomery,2.0,7 Step,0.1,0,1,1.1,2.0,0.55
1884,CIN,Tyler Boyd,16.0,0/1 Step,10.600000000000001,0,17,27.6,16.0,1.725
1885,CIN,Tyler Boyd,61.0,3 Step,64.8,30,59,153.80000000000004,61.0,2.5213114754098367
1886,CIN,Tyler Boyd,9.0,5 Step,14.200000000000003,6,5,25.200000000000003,9.0,2.8000000000000003
1891,NYJ,Tyler Conklin,8.0,0/1 Step,6.200000000000001,0,6,12.200000000000001,8.0,1.5250000000000001
1892,NYJ,Tyler Conklin,37.0,3 Step,24.6,6,23,53.60000000000001,37.0,1.448648648648649
1893,NYJ,Tyler Conklin,23.0,5 Step,13.299999999999999,12,19,44.30000000000001,23.0,1.9260869565217396
1894,NYJ,Tyler Conklin,3.0,7 Step,2.2,0,2,4.199999999999999,3.0,1.3999999999999997
1899,LAR,Tyler Higbee,9.0,0/1 Step,4.300000000000001,0,6,10.3,9.0,1.1444444444444446
1900,LAR,Tyler Higbee,30.0,3 Step,30.2,12,30,72.2,30.0,2.4066666666666667
1901,LAR,Tyler Higbee,15.0,5 Step,6.900000000000001,12,10,28.9,15.0,1.9266666666666665
1902,LAR,Tyler Higbee,7.0,7 Step,10.3,0,6,16.3,7.0,2.3285714285714287
1906,TB,Tyler Johnson,9.0,0/1 Step,8.2,0,9,17.2,9.0,1.911111111111111
1907,TB,Tyler Johnson,34.0,3 Step,19.900000000000002,0,23,42.900000000000006,34.0,1.2617647058823531
1908,TB,Tyler Johnson,7.0,5 Step,8.6,0,4,12.6,7.0,1.8
1911,SEA,Tyler Lockett,21.0,0/1 Step,19.099999999999998,6,17,42.10000000000001,21.0,2.004761904761905
1912,SEA,Tyler Lockett,29.0,3 Step,33.20000000000001,12,18,63.2,29.0,2.179310344827586
1913,SEA,Tyler Lockett,18.0,5 Step,31.2,30,8,69.2,18.0,3.8444444444444446
1914,SEA,Tyler Lockett,15.0,7 Step,20.9,0,9,29.9,15.0,1.9933333333333332
1920,MIA,Tyreek Hill,38.0,0/1 Step,37.9,30,41,108.9,38.0,2.865789473684211
1921,MIA,Tyreek Hill,50.0,3 Step,50.699999999999996,12,36,98.69999999999997,50.0,1.9739999999999995
1922,MIA,Tyreek Hill,19.0,5 Step,22.900000000000002,18,15,55.900000000000006,19.0,2.9421052631578952
1923,MIA,Tyreek Hill,11.0,7 Step,18.8,6,9,33.8,11.0,3.0727272727272723
1934,LAR,Van Jefferson,10.0,0/1 Step,4.6000000000000005,6,7,17.6,10.0,1.7600000000000002
1935,LAR,Van Jefferson,26.0,3 Step,17.8,6,19,42.8,26.0,1.646153846153846
1936,LAR,Van Jefferson,22.0,5 Step,20.5,6,10,36.500000000000014,22.0,1.6590909090909098
1937,LAR,Van Jefferson,9.0,7 Step,23.700000000000006,0,8,31.700000000000006,9.0,3.522222222222223
1943,SEA,Will Dissly,7.0,0/1 Step,4.8,0,6,10.799999999999999,7.0,1.5428571428571427
1946,SEA,Will Dissly,3.0,7 Step,2.4000000000000004,0,3,5.3999999999999995,3.0,1.7999999999999998
1951,ARI,Zach Ertz,23.0,0/1 Step,13.999999999999998,18,18,50.00000000000001,23.0,2.173913043478261
1952,ARI,Zach Ertz,38.0,3 Step,25.399999999999995,6,23,54.400000000000006,38.0,1.4315789473684213
1953,ARI,Zach Ertz,30.0,5 Step,22.900000000000006,0,20,42.9,30.0,1.43
1954,ARI,Zach Ertz,4.0,7 Step,4.5,0,3,7.5,4.0,1.875
1963,PIT,Zach Gentry,4.0,7 Step,3.5,0,3,6.5,4.0,1.625
1966,PHI,Zach Pascal,11.0,0/1 Step,5.4,12,8,25.4,11.0,2.309090909090909
1967,PHI,Zach Pascal,27.0,3 Step,11.4,6,15,32.4,27.0,1.2
1968,PHI,Zach Pascal,10.0,5 Step,8.9,0,5,13.899999999999999,10.0,1.39
1969,PHI,Zach Pascal,9.0,7 Step,6.200000000000001,0,3,9.200000000000001,9.0,1.0222222222222224
1974,BUF,Zack Moss,8.0,0/1 Step,5.8999999999999995,0,8,13.9,8.0,1.7375
1975,BUF,Zack Moss,12.0,3 Step,7.6000000000000005,6,9,22.6,12.0,1.8833333333333335
1977,BUF,Zack Moss,3.0,7 Step,2.4000000000000004,0,1,3.4000000000000004,3.0,1.1333333333333335
1981,JAX,Zay Jones,18.0,0/1 Step,17.099999999999998,0,18,35.10000000000001,18.0,1.9500000000000004
1982,JAX,Zay Jones,21.0,3 Step,19.3,0,16,35.3,21.0,1.6809523809523808
1983,JAX,Zay Jones,21.0,5 Step,12.799999999999999,6,10,28.799999999999997,21.0,1.3714285714285712
1984,JAX,Zay Jones,8.0,7 Step,15.2,6,7,28.200000000000003,8.0,3.5250000000000004
