team,playerName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch,plays,totalPlays,freq
TEN,Derrick Henry,Duo,34,22.9,12,0,34.9,1.026470588235294,34,389,0.08740359897172237
TEN,Derrick Henry,Pull Across,30,12.0,12,0,24.0,0.8,30,389,0.07712082262210797
TEN,Derrick Henry,Split Zone,22,15.000000000000002,6,0,21.000000000000004,0.9545454545454547,22,389,0.056555269922879174
TEN,Derrick Henry,Zone,303,157.60000000000008,66,-2,221.60000000000002,0.7313531353135314,303,389,0.7789203084832905
CLE,Deshaun Watson,Pass Protection,55,33.699999999999996,6,0,39.699999999999996,0.7218181818181817,55,72,0.7638888888888888
CLE,Deshaun Watson,Zone,17,1.5999999999999996,0,0,1.5999999999999996,0.09411764705882351,17,72,0.2361111111111111
BUF,Devin Singletary,Pass Protection,8,5.5,0,0,5.5,0.6875,8,163,0.049079754601226995
BUF,Devin Singletary,Pull 2,11,7.800000000000001,0,-1,6.800000000000001,0.6181818181818183,11,163,0.06748466257668712
BUF,Devin Singletary,Pull Across,22,9.200000000000001,0,0,9.200000000000001,0.4181818181818182,22,163,0.13496932515337423
BUF,Devin Singletary,Pull Front,10,4.3999999999999995,0,0,4.3999999999999995,0.43999999999999995,10,163,0.06134969325153374
BUF,Devin Singletary,Split Zone,16,5.1000000000000005,0,0,5.1000000000000005,0.31875000000000003,16,163,0.09815950920245399
BUF,Devin Singletary,Zone,96,38.900000000000006,12,0,50.90000000000001,0.5302083333333335,96,163,0.588957055214724
TEN,Dontrell Hilliard,Zone,6,4.3,0,0,4.3,0.7166666666666667,6,6,1.0
SEA,Drew Lock,Pass Protection,17,10.500000000000002,6,0,16.500000000000004,0.9705882352941179,17,36,0.4722222222222222
SEA,Drew Lock,Zone,19,1.9000000000000004,18,0,19.900000000000002,1.0473684210526317,19,36,0.5277777777777778
DAL,Ezekiel Elliott,Duo,23,8.600000000000001,0,0,8.600000000000001,0.37391304347826093,23,232,0.09913793103448276
DAL,Ezekiel Elliott,Pull Across,11,3.4999999999999996,0,0,3.4999999999999996,0.3181818181818181,11,232,0.04741379310344827
DAL,Ezekiel Elliott,Pull Front,6,4.2,12,0,16.2,2.6999999999999997,6,232,0.02586206896551724
DAL,Ezekiel Elliott,Split Zone,19,9.899999999999999,0,0,9.899999999999999,0.5210526315789473,19,232,0.08189655172413793
DAL,Ezekiel Elliott,Zone,173,65.89999999999999,24,-4,85.9,0.4965317919075145,173,232,0.7456896551724138
PHI,Gardner Minshew,Pass Protection,20,14.000000000000002,6,0,20.0,1.0,20,20,1.0
BAL,Gus Edwards,Duo,18,8.0,0,0,8.0,0.4444444444444444,18,156,0.11538461538461539
BAL,Gus Edwards,Pull 2,13,5.7,6,0,11.700000000000001,0.9000000000000001,13,156,0.08333333333333333
BAL,Gus Edwards,Pull Across,44,25.200000000000003,12,0,37.199999999999996,0.8454545454545453,44,156,0.28205128205128205
BAL,Gus Edwards,Split Zone,24,13.999999999999996,12,0,25.999999999999996,1.0833333333333333,24,156,0.15384615384615385
BAL,Gus Edwards,Zone,57,25.7,6,-1,30.700000000000003,0.5385964912280702,57,156,0.36538461538461536
BUF,Isaiah McKenzie,Zone,6,2.2,0,0,2.2,0.3666666666666667,6,6,1.0
WAS,J.D. McKissic,Pull Across,13,6.4,0,0,6.4,0.49230769230769234,13,79,0.16455696202531644
WAS,J.D. McKissic,Split Zone,10,5.500000000000001,6,0,11.5,1.15,10,79,0.12658227848101267
WAS,J.D. McKissic,Zone,56,21.7,0,0,21.7,0.3875,56,79,0.7088607594936709
BAL,J.K. Dobbins,Duo,8,2.6,0,0,2.6,0.325,8,148,0.05405405405405406
BAL,J.K. Dobbins,False Pull,13,13.400000000000002,6,0,19.4,1.4923076923076921,13,148,0.08783783783783784
BAL,J.K. Dobbins,Pull 2,17,10.299999999999999,12,0,22.299999999999997,1.3117647058823527,17,148,0.11486486486486487
BAL,J.K. Dobbins,Pull Across,53,27.200000000000006,12,0,39.20000000000002,0.7396226415094342,53,148,0.3581081081081081
BAL,J.K. Dobbins,Split Zone,8,6.7,12,0,18.7,2.3375,8,148,0.05405405405405406
BAL,J.K. Dobbins,Zone,49,24.6,18,0,42.6,0.8693877551020408,49,148,0.3310810810810811
CLE,Jacoby Brissett,Zone,15,1.7,12,0,13.7,0.9133333333333333,15,15,1.0
PHI,Jalen Hurts,Pass Protection,23,16.3,12,-1,27.3,1.1869565217391305,23,55,0.41818181818181815
PHI,Jalen Hurts,Pull 2,6,4.0,0,0,4.0,0.6666666666666666,6,55,0.10909090909090909
PHI,Jalen Hurts,Pull Across,6,1.2000000000000002,0,0,1.2000000000000002,0.20000000000000004,6,55,0.10909090909090909
PHI,Jalen Hurts,Zone,20,9.3,6,-1,14.3,0.7150000000000001,20,55,0.36363636363636365
DET,Jamaal Williams,Duo,13,7.4,0,0,7.4,0.5692307692307692,13,137,0.0948905109489051
DET,Jamaal Williams,Pull Across,6,1.6,0,0,1.6,0.26666666666666666,6,137,0.043795620437956206
DET,Jamaal Williams,Split Zone,28,12.399999999999999,0,0,12.399999999999999,0.4428571428571428,28,137,0.20437956204379562
DET,Jamaal Williams,Zone,90,36.6,12,0,48.60000000000001,0.5400000000000001,90,137,0.656934306569343
NO,Jameis Winston,Zone,7,-0.9,0,0,-0.9,-0.1285714285714286,7,7,1.0
ARI,James Conner,Duo,19,6.6,12,0,18.599999999999998,0.9789473684210526,19,177,0.10734463276836158
ARI,James Conner,Pass Protection,9,5.6000000000000005,0,0,5.6000000000000005,0.6222222222222222,9,177,0.05084745762711865
ARI,James Conner,Pull 2,7,1.2000000000000002,0,0,1.2000000000000002,0.17142857142857146,7,177,0.03954802259887006
ARI,James Conner,Pull Across,54,27.900000000000016,18,0,45.90000000000002,0.8500000000000004,54,177,0.3050847457627119
ARI,James Conner,Split Zone,22,9.5,0,0,9.5,0.4318181818181818,22,177,0.12429378531073447
ARI,James Conner,Zone,66,25.70000000000001,12,0,37.7,0.5712121212121213,66,177,0.3728813559322034
JAX,James Robinson,Duo,21,6.8000000000000025,0,0,6.8000000000000025,0.32380952380952394,21,236,0.08898305084745763
JAX,James Robinson,Pass Protection,6,10.400000000000002,0,0,10.400000000000002,1.7333333333333336,6,236,0.025423728813559324
JAX,James Robinson,Pull 2,6,1.6,0,0,1.6,0.26666666666666666,6,236,0.025423728813559324
JAX,James Robinson,Pull Across,35,15.000000000000002,12,0,27.000000000000004,0.7714285714285716,35,236,0.1483050847457627
JAX,James Robinson,Split Zone,31,14.3,12,0,26.3,0.8483870967741935,31,236,0.13135593220338984
JAX,James Robinson,Zone,137,61.2,12,0,73.19999999999997,0.5343065693430655,137,236,0.5805084745762712
DET,Jared Goff,Pass Protection,7,3.9000000000000004,0,-1,2.9000000000000004,0.4142857142857143,7,52,0.1346153846153846
DET,Jared Goff,Slide Left,8,3.1,0,0,3.1,0.3875,8,52,0.15384615384615385
DET,Jared Goff,Slide Right,6,2.4000000000000004,0,0,2.4000000000000004,0.4000000000000001,6,52,0.11538461538461539
DET,Jared Goff,Zone,31,0.39999999999999947,12,0,12.400000000000002,0.4000000000000001,31,52,0.5961538461538461
KC,Jerick McKinnon,Pull Across,12,2.599999999999999,0,0,2.599999999999999,0.2166666666666666,12,66,0.18181818181818182
KC,Jerick McKinnon,Split Zone,12,5.0,6,0,11.0,0.9166666666666666,12,66,0.18181818181818182
KC,Jerick McKinnon,Zone,42,19.400000000000002,12,0,31.400000000000006,0.7476190476190477,42,66,0.6363636363636364
SF,Jimmy Garoppolo,Zone,6,0.40000000000000013,0,0,0.40000000000000013,0.0666666666666667,6,6,1.0
CIN,Joe Burrow,Pass Protection,22,11.999999999999996,6,-1,16.999999999999993,0.7727272727272724,22,33,0.6666666666666666
CIN,Joe Burrow,Zone,11,1.3,6,0,7.3,0.6636363636363636,11,33,0.3333333333333333
NYJ,Joe Flacco,Pass Protection,6,2.2,0,0,2.2,0.3666666666666667,6,6,1.0
CIN,Joe Mixon,Pull Front,10,3.0,0,-1,2.0000000000000004,0.20000000000000004,10,102,0.09803921568627451
CIN,Joe Mixon,Split Zone,7,1.6,0,0,1.6,0.2285714285714286,7,102,0.06862745098039216
CIN,Joe Mixon,Zone,85,33.2,18,0,51.200000000000024,0.6023529411764709,85,102,0.8333333333333334
IND,Jonathan Taylor,Duo,34,10.800000000000002,6,0,16.799999999999997,0.49411764705882344,34,230,0.14782608695652175
IND,Jonathan Taylor,Pull Across,16,7.1000000000000005,12,0,19.099999999999998,1.1937499999999999,16,230,0.06956521739130435
IND,Jonathan Taylor,Split Zone,28,15.100000000000003,0,0,15.100000000000003,0.5392857142857144,28,230,0.12173913043478261
IND,Jonathan Taylor,Zone,152,64.1,48,0,112.09999999999994,0.7374999999999996,152,230,0.6608695652173913
BUF,Josh Allen,Pass Protection,46,41.7,6,0,47.70000000000001,1.0369565217391306,46,104,0.4423076923076923
BUF,Josh Allen,Pull 2,6,2.0,6,0,8.0,1.3333333333333333,6,104,0.057692307692307696
BUF,Josh Allen,Zone,52,10.200000000000006,24,-2,32.19999999999998,0.6192307692307689,52,104,0.5
LV,Josh Jacobs,Pull Across,41,19.0,24,0,43.0,1.048780487804878,41,264,0.1553030303030303
LV,Josh Jacobs,Pull Front,13,7.300000000000002,6,0,13.3,1.0230769230769232,13,264,0.04924242424242424
LV,Josh Jacobs,Pull Outside Numbers,14,6.3999999999999995,0,0,6.3999999999999995,0.45714285714285713,14,264,0.05303030303030303
LV,Josh Jacobs,Split Zone,50,21.200000000000006,12,-1,32.20000000000001,0.6440000000000002,50,264,0.1893939393939394
LV,Josh Jacobs,Zone,146,50.400000000000006,30,-1,79.40000000000002,0.5438356164383563,146,264,0.553030303030303
LAC,Joshua Kelley,Duo,9,3.0,0,0,3.0,0.3333333333333333,9,100,0.09
LAC,Joshua Kelley,Pull Across,9,2.1,0,-1,1.1,0.12222222222222223,9,100,0.09
LAC,Joshua Kelley,Split Zone,13,2.3,0,0,2.3,0.1769230769230769,13,100,0.13
LAC,Joshua Kelley,Zone,69,23.9,12,-1,34.900000000000006,0.5057971014492755,69,100,0.69
LAC,Justin Herbert,Pass Protection,20,9.7,0,0,9.7,0.485,20,47,0.425531914893617
LAC,Justin Herbert,Zone,27,9.600000000000001,18,0,27.6,1.0222222222222224,27,47,0.574468085106383
CLE,Kareem Hunt,Duo,15,5.600000000000001,0,0,5.600000000000001,0.3733333333333334,15,209,0.07177033492822966
CLE,Kareem Hunt,Pull 2,14,4.1000000000000005,6,0,10.100000000000001,0.7214285714285715,14,209,0.06698564593301436
CLE,Kareem Hunt,Pull Across,49,26.599999999999998,12,0,38.599999999999994,0.7877551020408162,49,209,0.23444976076555024
CLE,Kareem Hunt,Pull Front,8,6.0,6,0,12.0,1.5,8,209,0.03827751196172249
CLE,Kareem Hunt,Pull Outside Numbers,13,4.500000000000001,6,0,10.5,0.8076923076923077,13,209,0.06220095693779904
CLE,Kareem Hunt,Split Zone,18,9.0,12,0,21.0,1.1666666666666667,18,209,0.0861244019138756
CLE,Kareem Hunt,Zone,92,34.5,12,0,46.5,0.5054347826086957,92,209,0.44019138755980863
TB,Ke'Shawn Vaughn,Duo,11,5.7,0,0,5.7,0.5181818181818182,11,24,0.4583333333333333
TB,Ke'Shawn Vaughn,Zone,13,5.300000000000001,0,-1,4.300000000000001,0.3307692307692308,13,24,0.5416666666666666
LV,Kenyan Drake,Duo,17,11.5,6,0,17.5,1.0294117647058822,17,230,0.07391304347826087
LV,Kenyan Drake,Pull 2,14,5.6000000000000005,0,0,5.6000000000000005,0.4,14,230,0.06086956521739131
LV,Kenyan Drake,Pull Across,48,17.300000000000004,0,0,17.300000000000004,0.3604166666666668,48,230,0.20869565217391303
LV,Kenyan Drake,Pull Outside Numbers,7,5.2,0,0,5.2,0.7428571428571429,7,230,0.030434782608695653
LV,Kenyan Drake,Split Zone,18,4.400000000000002,6,-1,9.399999999999999,0.5222222222222221,18,230,0.0782608695652174
LV,Kenyan Drake,Zone,126,49.400000000000034,48,0,97.39999999999998,0.7730158730158728,126,230,0.5478260869565217
MIN,Kirk Cousins,Pass Protection,12,10.7,0,0,10.7,0.8916666666666666,12,23,0.5217391304347826
MIN,Kirk Cousins,Zone,11,0.9000000000000002,6,0,6.9,0.6272727272727273,11,23,0.4782608695652174
SF,Kyle Juszczyk,Zone,14,4.8999999999999995,12,0,16.900000000000006,1.2071428571428575,14,14,1.0
ARI,Kyler Murray,Pass Protection,51,42.00000000000001,6,0,48.0,0.9411764705882353,51,115,0.4434782608695652
ARI,Kyler Murray,Pull Across,7,4.3,6,0,10.3,1.4714285714285715,7,115,0.06086956521739131
ARI,Kyler Murray,Zone,57,27.499999999999996,60,0,87.50000000000001,1.535087719298246,57,115,0.4956521739130435
BAL,Lamar Jackson,False Pull,12,5.8,6,0,11.799999999999999,0.9833333333333333,12,167,0.0718562874251497
BAL,Lamar Jackson,Pass Protection,43,37.3,12,-1,48.29999999999998,1.123255813953488,43,167,0.25748502994011974
BAL,Lamar Jackson,Pull 2,27,29.100000000000005,18,0,47.1,1.7444444444444445,27,167,0.16167664670658682
BAL,Lamar Jackson,Pull Across,25,20.8,6,0,26.8,1.072,25,167,0.1497005988023952
BAL,Lamar Jackson,Zone,60,18.599999999999994,0,-1,17.599999999999998,0.2933333333333333,60,167,0.3592814371257485
TB,Leonard Fournette,Duo,63,28.399999999999995,36,0,64.39999999999998,1.022222222222222,63,155,0.4064516129032258
TB,Leonard Fournette,Pull 2,6,2.2,0,0,2.2,0.3666666666666667,6,155,0.03870967741935484
TB,Leonard Fournette,Pull Across,13,6.1000000000000005,6,0,12.1,0.9307692307692308,13,155,0.08387096774193549
TB,Leonard Fournette,Split Zone,17,8.4,0,0,8.4,0.49411764705882355,17,155,0.10967741935483871
TB,Leonard Fournette,Zone,56,18.100000000000005,12,0,30.10000000000001,0.5375000000000002,56,155,0.36129032258064514
TEN,Logan Woodside,Zone,6,-0.7999999999999999,0,0,-0.7999999999999999,-0.13333333333333333,6,6,1.0
PIT,Mason Rudolph,Zone,6,-0.7000000000000001,0,0,-0.7000000000000001,-0.11666666666666668,6,6,1.0
BUF,Matt Barkley,Zone,6,-0.6,0,0,-0.6,-0.09999999999999999,6,6,1.0
NYG,Matt Breida,Pull Across,10,3.5000000000000004,0,0,3.5000000000000004,0.35000000000000003,10,46,0.21739130434782608
NYG,Matt Breida,Zone,36,12.700000000000001,0,0,12.700000000000001,0.3527777777777778,36,46,0.782608695652174
IND,Matt Ryan,Pass Protection,13,8.600000000000001,6,0,14.6,1.123076923076923,13,24,0.5416666666666666
IND,Matt Ryan,Zone,11,-1.2000000000000002,6,0,4.799999999999999,0.4363636363636363,11,24,0.4583333333333333
LAR,Matthew Stafford,Pass Protection,17,10.9,0,-1,9.9,0.5823529411764706,17,28,0.6071428571428571
LAR,Matthew Stafford,Zone,11,-0.5,0,0,-0.5,-0.045454545454545456,11,28,0.39285714285714285
DEN,Mike Boone,Zone,8,4.9,0,0,4.9,0.6125,8,8,1.0
BAL,Mike Davis,Duo,17,6.2,0,0,6.2,0.3647058823529412,17,148,0.11486486486486487
BAL,Mike Davis,Pull Across,30,12.000000000000002,6,0,17.999999999999996,0.5999999999999999,30,148,0.20270270270270271
BAL,Mike Davis,Split Zone,19,8.7,6,0,14.7,0.7736842105263158,19,148,0.12837837837837837
BAL,Mike Davis,Zone,82,32.900000000000006,6,-1,37.899999999999984,0.4621951219512193,82,148,0.5540540540540541
PHI,Miles Sanders,Pull 2,7,3.5,6,0,9.5,1.3571428571428572,7,149,0.04697986577181208
PHI,Miles Sanders,Pull Across,21,9.099999999999998,6,0,15.099999999999998,0.7190476190476189,21,149,0.14093959731543623
PHI,Miles Sanders,Split Zone,19,12.200000000000003,0,0,12.200000000000003,0.6421052631578948,19,149,0.12751677852348994
PHI,Miles Sanders,Wham,6,3.9000000000000004,0,0,3.9000000000000004,0.65,6,149,0.040268456375838924
PHI,Miles Sanders,Zone,96,44.60000000000002,18,-1,61.60000000000003,0.6416666666666669,96,149,0.6442953020134228
