team,playerName,CoverageType_pooled,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
MIN,Alexander Mattison,Man,3.7,0,7,10.700000000000001,26.0,0.4115384615384616,9,39,0.23076923076923078
MIN,Alexander Mattison,Other,11.700000000000001,6,10,27.700000000000003,25.0,1.108,13,39,0.3333333333333333
MIN,Alexander Mattison,Zone,7.4,0,15,22.400000000000002,69.0,0.3246376811594203,17,39,0.4358974358974359
GB,Allen Lazard,Man,25.1,18,19,62.10000000000001,168.0,0.3696428571428572,35,64,0.546875
GB,Allen Lazard,Other,4.3,18,9,31.299999999999997,40.0,0.7825,10,64,0.15625
GB,Allen Lazard,Zone,22.5,12,13,47.49999999999999,102.0,0.4656862745098039,19,64,0.296875
NO,Alvin Kamara,Man,17.299999999999997,12,19,48.30000000000001,107.0,0.4514018691588786,30,70,0.42857142857142855
NO,Alvin Kamara,Other,14.900000000000002,6,15,35.900000000000006,27.0,1.32962962962963,18,70,0.2571428571428571
NO,Alvin Kamara,Zone,12.4,12,15,39.4,87.0,0.4528735632183908,22,70,0.3142857142857143
CLE,Amari Cooper,Man,50.79999999999999,30,33,113.79999999999998,225.0,0.5057777777777777,59,121,0.48760330578512395
CLE,Amari Cooper,Other,7.5,18,9,34.5,29.0,1.1896551724137931,12,121,0.09917355371900827
CLE,Amari Cooper,Zone,37.3,6,35,78.30000000000001,216.0,0.36250000000000004,50,121,0.4132231404958678
GB,Amari Rodgers,Other,1.4000000000000001,0,1,2.4000000000000004,1.0,2.4000000000000004,2,2,1.0
DET,Amon-Ra St. Brown,Man,32.0,6,30,67.99999999999999,164.0,0.41463414634146334,42,124,0.3387096774193548
DET,Amon-Ra St. Brown,Other,11.5,6,19,36.5,36.0,1.0138888888888888,21,124,0.1693548387096774
DET,Amon-Ra St. Brown,Zone,54.20000000000002,18,45,117.19999999999999,274.0,0.4277372262773722,61,124,0.49193548387096775
NYG,Andrew Thomas,Other,0.2,6,1,7.2,1.0,7.2,1,1,1.0
ARI,Andy Isabella,Man,1.3,0,1,2.3,2.0,1.15,1,1,1.0
ATL,Anthony Firkser,Man,15.600000000000003,0,19,34.6,140.0,0.24714285714285716,25,46,0.5434782608695652
ATL,Anthony Firkser,Other,3.1,12,4,19.1,9.0,2.1222222222222222,6,46,0.13043478260869565
ATL,Anthony Firkser,Zone,10.400000000000002,0,11,21.400000000000006,79.0,0.27088607594936714,15,46,0.32608695652173914
PIT,Anthony McFarland Jr.,Other,1.1,0,1,2.1,2.0,1.05,1,1,1.0
PIT,Anthony Miller,Other,1.9000000000000001,6,4,11.899999999999999,2.0,5.949999999999999,5,10,0.5
PIT,Anthony Miller,Other,1.9000000000000001,6,4,11.899999999999999,1.0,11.899999999999999,5,10,0.5
CLE,Anthony Schwartz,Man,4.7,0,3,7.7,26.0,0.29615384615384616,11,15,0.7333333333333333
CLE,Anthony Schwartz,Other,0.5,6,1,7.5,5.0,1.5,4,15,0.26666666666666666
ARI,Antoine Wesley,Man,8.700000000000001,6,9,23.700000000000003,97.0,0.24432989690721651,18,36,0.5
ARI,Antoine Wesley,Other,1.0,6,3,10.0,6.0,1.6666666666666667,5,36,0.1388888888888889
ARI,Antoine Wesley,Zone,11.100000000000001,6,7,24.099999999999998,12.0,2.0083333333333333,13,36,0.3611111111111111
WAS,Antonio Gibson,Man,9.0,0,8,17.0,62.0,0.27419354838709675,13,57,0.22807017543859648
WAS,Antonio Gibson,Other,14.500000000000002,18,21,53.50000000000001,34.0,1.573529411764706,25,57,0.43859649122807015
WAS,Antonio Gibson,Zone,6.2,0,15,21.2,59.0,0.3593220338983051,19,57,0.3333333333333333
IND,Ashton Dulin,Man,3.9000000000000004,0,3,6.9,2.0,3.45,5,24,0.20833333333333334
IND,Ashton Dulin,Other,1.0,6,5,12.0,10.0,1.2,5,24,0.20833333333333334
IND,Ashton Dulin,Zone,12.400000000000002,6,5,23.400000000000002,8.0,2.9250000000000003,14,24,0.5833333333333334
ATL,Auden Tate,Other,0.7000000000000001,6,1,7.7,2.0,3.85,1,1,1.0
LAC,Austin Ekeler,Man,24.099999999999998,18,20,62.10000000000001,158.0,0.39303797468354434,34,96,0.3541666666666667
LAC,Austin Ekeler,Other,22.199999999999996,24,24,70.20000000000002,39.0,1.8000000000000005,28,96,0.2916666666666667
LAC,Austin Ekeler,Zone,20.3,6,28,54.29999999999999,162.0,0.33518518518518514,34,96,0.3541666666666667
TEN,Austin Hooper,Man,9.299999999999999,0,10,19.3,127.0,0.1519685039370079,20,66,0.30303030303030304
TEN,Austin Hooper,Other,10.600000000000001,12,8,30.6,35.0,0.8742857142857143,13,66,0.19696969696969696
TEN,Austin Hooper,Zone,16.3,6,21,43.30000000000001,115.0,0.3765217391304349,33,66,0.5
LAR,Ben Skowronek,Man,9.100000000000001,0,6,15.100000000000001,19.0,0.7947368421052632,12,16,0.75
LAR,Ben Skowronek,Other,2.3,0,3,5.3,1.0,5.3,4,16,0.25
KC,Blake Bell,Other,3.8,0,4,7.8,5.0,1.56,4,10,0.4
KC,Blake Bell,Zone,2.2,0,4,6.200000000000001,3.0,2.066666666666667,6,10,0.6
PHI,Boston Scott,Other,2.4000000000000004,0,6,8.399999999999999,10.0,0.8399999999999999,7,7,1.0
HOU,Brandin Cooks,Man,41.00000000000001,6,32,79.0,205.0,0.3853658536585366,53,145,0.36551724137931035
HOU,Brandin Cooks,Other,17.9,12,22,51.9,66.0,0.7863636363636364,29,145,0.2
HOU,Brandin Cooks,Zone,51.099999999999994,18,38,107.10000000000001,232.0,0.4616379310344828,63,145,0.43448275862068964
SF,Brandon Aiyuk,Man,37.699999999999996,12,25,74.69999999999999,196.0,0.3811224489795918,44,107,0.411214953271028
SF,Brandon Aiyuk,Other,11.100000000000001,12,15,38.1,42.0,0.9071428571428571,22,107,0.205607476635514
SF,Brandon Aiyuk,Zone,48.400000000000006,6,27,81.39999999999999,210.0,0.3876190476190476,41,107,0.38317757009345793
LV,Brandon Bolden,Man,11.300000000000002,6,8,25.3,77.0,0.32857142857142857,10,55,0.18181818181818182
LV,Brandon Bolden,Other,18.7,6,20,44.7,20.0,2.2350000000000003,21,55,0.38181818181818183
LV,Brandon Bolden,Zone,15.100000000000001,0,18,33.1,76.0,0.4355263157894737,24,55,0.43636363636363634
CAR,Brandon Zylstra,Man,12.600000000000001,6,7,25.599999999999998,41.0,0.624390243902439,11,17,0.6470588235294118
CAR,Brandon Zylstra,Other,4.9,0,4,8.9,8.0,1.1125,6,17,0.35294117647058826
NYJ,Braxton Berrios,Man,13.100000000000001,6,14,33.10000000000001,123.0,0.2691056910569106,24,65,0.36923076923076925
NYJ,Braxton Berrios,Other,15.8,0,19,34.8,29.0,1.2,21,65,0.3230769230769231
NYJ,Braxton Berrios,Zone,12.899999999999999,6,14,32.9,58.0,0.5672413793103448,20,65,0.3076923076923077
TB,Breshad Perriman,Man,11.6,6,6,23.599999999999998,5.0,4.72,11,21,0.5238095238095238
TB,Breshad Perriman,Other,0.0,0,1,1.0,2.0,0.5,2,21,0.09523809523809523
TB,Breshad Perriman,Zone,5.600000000000001,0,5,10.600000000000001,3.0,3.5333333333333337,8,21,0.38095238095238093
HOU,Brevin Jordan,Man,5.2,6,6,17.2,31.0,0.5548387096774193,12,29,0.41379310344827586
HOU,Brevin Jordan,Other,1.4,6,2,9.4,7.0,1.342857142857143,2,29,0.06896551724137931
HOU,Brevin Jordan,Zone,11.4,6,13,30.400000000000002,10.0,3.04,15,29,0.5172413793103449
DET,Brock Wright,Other,0.8,0,2,2.8,2.0,1.4,3,3,1.0
ATL,Bryan Edwards,Man,42.6,18,23,83.60000000000001,212.0,0.39433962264150946,41,71,0.5774647887323944
ATL,Bryan Edwards,Other,2.2,6,3,11.2,19.0,0.5894736842105263,7,71,0.09859154929577464
ATL,Bryan Edwards,Zone,19.000000000000007,0,13,32.0,228.0,0.14035087719298245,23,71,0.323943661971831
LAR,Brycen Hopkins,Other,0.9,0,1,1.9,1.0,1.9,1,1,1.0
CHI,Byron Pringle,Man,26.8,18,22,66.79999999999998,150.0,0.4453333333333332,37,77,0.4805194805194805
CHI,Byron Pringle,Other,7.3,18,5,30.3,10.0,3.0300000000000002,7,77,0.09090909090909091
CHI,Byron Pringle,Zone,30.900000000000006,12,27,69.9,176.0,0.39715909090909096,33,77,0.42857142857142855
NYG,C.J. Board,Other,0.2,0,1,1.2,1.0,1.2,1,1,1.0
MIN,C.J. Ham,Zone,6.6000000000000005,0,12,18.6,6.0,3.1,12,12,1.0
NYJ,C.J. Uzomah,Man,30.4,24,22,76.40000000000002,204.0,0.37450980392156874,30,82,0.36585365853658536
NYJ,C.J. Uzomah,Other,12.399999999999999,12,12,36.400000000000006,25.0,1.4560000000000002,14,82,0.17073170731707318
NYJ,C.J. Uzomah,Zone,21.1,0,30,51.100000000000016,190.0,0.2689473684210527,38,82,0.4634146341463415
WAS,Cam Sims,Man,4.3,0,3,7.3,3.0,2.433333333333333,5,24,0.20833333333333334
WAS,Cam Sims,Other,3.2,6,3,12.2,17.0,0.7176470588235294,5,24,0.20833333333333334
WAS,Cam Sims,Zone,13.600000000000001,6,9,28.6,5.0,5.720000000000001,14,24,0.5833333333333334
ATL,Cameron Batson,Other,0.2,6,1,7.2,1.0,7.2,1,1,1.0
TB,Cameron Brate,Man,8.100000000000001,6,9,23.099999999999998,133.0,0.17368421052631577,24,61,0.39344262295081966
TB,Cameron Brate,Other,6.999999999999999,18,9,34.0,34.0,1.0,14,61,0.22950819672131148
TB,Cameron Brate,Zone,13.2,0,16,29.200000000000003,113.0,0.2584070796460177,23,61,0.3770491803278688
DAL,CeeDee Lamb,Man,42.89999999999999,30,28,100.9,240.0,0.4204166666666667,53,137,0.38686131386861317
DAL,CeeDee Lamb,Other,12.100000000000001,6,12,30.099999999999994,33.0,0.912121212121212,17,137,0.12408759124087591
DAL,CeeDee Lamb,Zone,66.30000000000001,0,44,110.3,221.0,0.4990950226244344,67,137,0.48905109489051096
PIT,Chase Claypool,Man,47.89999999999999,6,28,81.89999999999999,223.0,0.36726457399103135,59,123,0.4796747967479675
PIT,Chase Claypool,Other,5.2,0,11,16.2,62.0,0.26129032258064516,17,123,0.13821138211382114
PIT,Chase Claypool,Zone,36.1,6,25,67.1,188.0,0.3569148936170212,47,123,0.3821138211382114
MIA,Chase Edmonds,Man,11.0,0,17,28.0,91.0,0.3076923076923077,21,53,0.39622641509433965
MIA,Chase Edmonds,Other,11.600000000000003,0,15,26.6,32.0,0.83125,16,53,0.3018867924528302
MIA,Chase Edmonds,Zone,8.500000000000002,0,11,19.500000000000004,37.0,0.5270270270270271,16,53,0.3018867924528302
HOU,Chris Conley,Man,10.200000000000001,0,6,16.2,67.0,0.2417910447761194,13,38,0.34210526315789475
HOU,Chris Conley,Other,2.5,0,6,8.500000000000002,21.0,0.4047619047619048,8,38,0.21052631578947367
HOU,Chris Conley,Zone,20.1,12,10,42.10000000000001,137.0,0.30729927007299274,17,38,0.4473684210526316
CIN,Chris Evans,Man,4.900000000000001,12,4,20.9,6.0,3.483333333333333,6,12,0.5
CIN,Chris Evans,Other,4.8,0,6,10.8,8.0,1.35,6,12,0.5
TB,Chris Godwin,Man,56.2,6,36,98.20000000000002,236.0,0.4161016949152543,51,131,0.3893129770992366
TB,Chris Godwin,Other,30.000000000000007,24,41,94.99999999999996,79.0,1.2025316455696198,45,131,0.3435114503816794
TB,Chris Godwin,Zone,30.500000000000007,0,24,54.50000000000001,195.0,0.27948717948717955,35,131,0.26717557251908397
HOU,Chris Moore,Other,9.100000000000001,6,13,28.099999999999998,20.0,1.4049999999999998,14,14,1.0
ARI,Christian Blake,Other,0.0,0,0,0.0,1.0,0.0,1,1,1.0
JAX,Christian Kirk,Man,38.0,18,20,76.0,211.0,0.36018957345971564,31,116,0.2672413793103448
JAX,Christian Kirk,Other,8.299999999999999,6,18,32.300000000000004,54.0,0.5981481481481482,24,116,0.20689655172413793
JAX,Christian Kirk,Zone,57.29999999999999,6,47,110.30000000000001,231.0,0.4774891774891775,61,116,0.5258620689655172
CAR,Christian McCaffrey,Man,16.500000000000004,0,15,31.5,49.0,0.6428571428571429,16,44,0.36363636363636365
CAR,Christian McCaffrey,Other,4.8,0,8,12.799999999999999,11.0,1.1636363636363636,9,44,0.20454545454545456
CAR,Christian McCaffrey,Zone,14.200000000000001,6,17,37.199999999999996,34.0,1.0941176470588234,19,44,0.4318181818181818
CAR,Chuba Hubbard,Man,4.9,0,8,12.9,21.0,0.6142857142857143,13,38,0.34210526315789475
CAR,Chuba Hubbard,Other,3.7000000000000006,6,6,15.7,23.0,0.6826086956521739,10,38,0.2631578947368421
CAR,Chuba Hubbard,Zone,8.799999999999999,0,11,19.8,35.0,0.5657142857142857,15,38,0.39473684210526316
KC,Clyde Edwards-Helaire,Man,4.800000000000001,0,6,10.8,13.0,0.8307692307692308,6,18,0.3333333333333333
KC,Clyde Edwards-Helaire,Other,5.300000000000001,12,9,26.300000000000004,17.0,1.547058823529412,12,18,0.6666666666666666
TEN,Cody Hollister,Other,0.8,0,1,1.8,3.0,0.6,2,2,1.0
CHI,Cole Kmet,Man,24.099999999999998,0,23,47.10000000000001,154.0,0.3058441558441559,37,96,0.3854166666666667
CHI,Cole Kmet,Other,10.399999999999999,0,14,24.400000000000002,41.0,0.5951219512195123,18,96,0.1875
CHI,Cole Kmet,Zone,28.599999999999998,0,25,53.6,239.0,0.22426778242677825,41,96,0.4270833333333333
NYG,Collin Johnson,Man,3.6,0,5,8.6,41.0,0.2097560975609756,11,11,1.0
NYJ,Conor McDermott,Other,0.1,6,1,7.1,1.0,7.1,1,1,1.0
LAR,Cooper Kupp,Man,99.70000000000003,54,61,214.70000000000002,222.0,0.9671171171171172,84,247,0.340080971659919
LAR,Cooper Kupp,Other,44.9,48,44,136.89999999999998,58.0,2.3603448275862067,55,247,0.22267206477732793
LAR,Cooper Kupp,Zone,99.49999999999997,36,76,211.49999999999997,285.0,0.7421052631578946,108,247,0.43724696356275305
ATL,Cordarrelle Patterson,Man,16.2,6,10,32.2,52.0,0.6192307692307693,17,71,0.23943661971830985
ATL,Cordarrelle Patterson,Other,13.999999999999998,12,19,45.00000000000001,25.0,1.8000000000000003,20,71,0.28169014084507044
ATL,Cordarrelle Patterson,Zone,25.4,12,25,62.39999999999999,105.0,0.5942857142857142,34,71,0.4788732394366197
NYJ,Corey Davis,Man,15.3,12,12,39.300000000000004,117.0,0.3358974358974359,26,64,0.40625
NYJ,Corey Davis,Other,2.8,6,3,11.8,9.0,1.3111111111111111,8,64,0.125
NYJ,Corey Davis,Zone,31.099999999999998,6,19,56.099999999999994,130.0,0.4315384615384615,30,64,0.46875
DEN,Courtland Sutton,Man,32.8,6,23,61.800000000000004,230.0,0.26869565217391306,52,110,0.4727272727272727
DEN,Courtland Sutton,Other,3.2,0,3,6.2,41.0,0.15121951219512195,6,110,0.05454545454545454
DEN,Courtland Sutton,Zone,44.09999999999999,6,34,84.10000000000002,243.0,0.34609053497942394,52,110,0.4727272727272727
WAS,Curtis Samuel,Other,1.7,0,5,6.7,4.0,1.675,5,5,1.0
DET,D'Andre Swift,Man,7.300000000000001,0,13,20.300000000000004,73.0,0.278082191780822,16,83,0.1927710843373494
DET,D'Andre Swift,Other,16.1,12,22,50.1,41.0,1.221951219512195,27,83,0.3253012048192771
DET,D'Andre Swift,Zone,21.800000000000004,0,28,49.800000000000004,163.0,0.30552147239263805,40,83,0.4819277108433735
CLE,D'Ernest Johnson,Man,7.3999999999999995,0,7,14.400000000000002,14.0,1.0285714285714287,7,19,0.3684210526315789
CLE,D'Ernest Johnson,Other,4.6,0,8,12.6,17.0,0.7411764705882353,12,19,0.631578947368421
CAR,D'Onta Foreman,Other,5.4,0,2,7.4,7.0,1.0571428571428572,3,3,1.0
NYJ,D.J. Montgomery,Man,0.8,0,1,1.8,6.0,0.3,3,3,1.0
CAR,DJ Moore,Man,47.699999999999996,6,39,92.70000000000002,254.0,0.3649606299212599,75,169,0.4437869822485207
CAR,DJ Moore,Other,15.2,12,20,47.2,68.0,0.6941176470588236,27,169,0.15976331360946747
CAR,DJ Moore,Zone,56.1,6,37,99.10000000000004,265.0,0.3739622641509435,67,169,0.39644970414201186
SEA,DK Metcalf,Man,44.7,48,30,122.70000000000003,147.0,0.8346938775510206,52,135,0.3851851851851852
SEA,DK Metcalf,Other,10.1,6,10,26.099999999999998,54.0,0.4833333333333333,19,135,0.14074074074074075
SEA,DK Metcalf,Zone,45.59999999999999,24,37,106.60000000000002,260.0,0.4100000000000001,64,135,0.4740740740740741
PHI,Dallas Goedert,Man,42.9,18,25,85.89999999999999,126.0,0.6817460317460317,37,94,0.39361702127659576
PHI,Dallas Goedert,Other,16.5,6,16,38.50000000000001,32.0,1.2031250000000002,19,94,0.20212765957446807
PHI,Dallas Goedert,Zone,40.39999999999999,6,26,72.39999999999998,146.0,0.49589041095890396,38,94,0.40425531914893614
DAL,Dalton Schultz,Man,22.999999999999996,30,25,78.0,232.0,0.33620689655172414,36,114,0.3157894736842105
DAL,Dalton Schultz,Other,18.9,18,18,54.9,25.0,2.1959999999999997,22,114,0.19298245614035087
DAL,Dalton Schultz,Zone,50.49999999999999,6,44,100.50000000000001,223.0,0.4506726457399104,56,114,0.49122807017543857
MIN,Dalvin Cook,Man,4.7,0,9,13.700000000000001,44.0,0.3113636363636364,12,47,0.2553191489361702
MIN,Dalvin Cook,Other,9.9,0,15,24.9,29.0,0.8586206896551724,20,47,0.425531914893617
MIN,Dalvin Cook,Zone,7.800000000000001,0,10,17.800000000000004,87.0,0.20459770114942533,15,47,0.3191489361702128
NE,Damien Harris,Other,2.5000000000000004,0,6,8.5,9.0,0.9444444444444444,7,19,0.3684210526315789
NE,Damien Harris,Zone,7.3,0,10,17.3,47.0,0.36808510638297876,12,19,0.631578947368421
ATL,Damien Williams,Other,3.7000000000000006,0,8,11.7,13.0,0.8999999999999999,10,21,0.47619047619047616
ATL,Damien Williams,Zone,5.7,6,6,17.700000000000003,3.0,5.900000000000001,11,21,0.5238095238095238
ATL,Damiere Byrd,Man,9.9,6,6,21.9,69.0,0.3173913043478261,9,39,0.23076923076923078
ATL,Damiere Byrd,Other,4.7,0,5,9.7,28.0,0.3464285714285714,7,39,0.1794871794871795
ATL,Damiere Byrd,Zone,18.3,0,15,33.30000000000001,187.0,0.17807486631016048,23,39,0.5897435897435898
JAX,Dan Arnold,Man,9.700000000000001,0,9,18.7,109.0,0.17155963302752292,21,73,0.2876712328767123
JAX,Dan Arnold,Other,9.100000000000001,0,7,16.1,17.0,0.9470588235294118,8,73,0.1095890410958904
JAX,Dan Arnold,Other,9.100000000000001,0,7,16.1,3.0,5.366666666666667,8,73,0.1095890410958904
JAX,Dan Arnold,Other,9.100000000000001,0,7,16.1,1.0,16.1,8,73,0.1095890410958904
JAX,Dan Arnold,Zone,24.1,0,20,44.099999999999994,103.0,0.4281553398058252,28,73,0.3835616438356164
IND,Danny Pinter,Other,0.2,6,1,7.2,1.0,7.2,1,1,1.0
CHI,Dante Pettis,Other,0.09999999999999998,6,2,8.1,1.0,8.1,3,12,0.25
CHI,Dante Pettis,Zone,4.800000000000001,0,5,9.799999999999999,8.0,1.2249999999999999,9,12,0.75
NYG,Darius Slayton,Man,15.9,6,8,29.9,151.0,0.19801324503311257,26,63,0.4126984126984127
NYG,Darius Slayton,Other,5.700000000000001,0,5,10.700000000000001,7.0,1.5285714285714287,6,63,0.09523809523809523
NYG,Darius Slayton,Zone,13.299999999999997,6,14,33.3,149.0,0.22348993288590602,31,63,0.49206349206349204
CHI,Darnell Mooney,Man,32.199999999999996,0,21,53.2,201.0,0.2646766169154229,44,144,0.3055555555555556
CHI,Darnell Mooney,Other,17.700000000000003,18,23,58.69999999999999,68.0,0.8632352941176469,27,144,0.1875
CHI,Darnell Mooney,Zone,56.6,6,39,101.59999999999998,301.0,0.3375415282392026,73,144,0.5069444444444444
ARI,Darrel Williams,Man,10.7,6,13,29.700000000000003,114.0,0.2605263157894737,19,60,0.31666666666666665
ARI,Darrel Williams,Other,11.400000000000002,0,13,24.400000000000002,26.0,0.9384615384615386,14,60,0.23333333333333334
ARI,Darrel Williams,Zone,23.900000000000002,6,22,51.89999999999999,131.0,0.3961832061068702,27,60,0.45
LV,Darren Waller,Man,42.599999999999994,6,27,75.6,163.0,0.4638036809815951,51,110,0.4636363636363636
LV,Darren Waller,Other,4.4,6,11,21.4,16.0,1.3375,14,110,0.12727272727272726
LV,Darren Waller,Zone,30.300000000000004,0,26,56.300000000000004,174.0,0.3235632183908046,45,110,0.4090909090909091
LV,Davante Adams,Man,69.2,18,46,133.20000000000002,237.0,0.5620253164556963,76,192,0.3958333333333333
LV,Davante Adams,Other,29.600000000000005,42,41,112.6,86.0,1.3093023255813954,47,192,0.24479166666666666
LV,Davante Adams,Zone,67.8,6,48,121.79999999999998,202.0,0.6029702970297028,69,192,0.359375
CHI,David Montgomery,Man,7.400000000000001,0,10,17.400000000000002,47.0,0.37021276595744684,15,56,0.26785714285714285
CHI,David Montgomery,Other,6.600000000000001,0,10,16.6,33.0,0.503030303030303,12,56,0.21428571428571427
CHI,David Montgomery,Zone,21.200000000000003,0,25,46.2,112.0,0.41250000000000003,29,56,0.5178571428571429
CLE,David Njoku,Man,13.3,6,14,33.3,129.0,0.25813953488372093,25,58,0.43103448275862066
CLE,David Njoku,Other,8.600000000000001,6,8,22.6,35.0,0.6457142857142858,11,58,0.1896551724137931
CLE,David Njoku,Zone,27.200000000000006,12,16,55.199999999999996,41.0,1.346341463414634,22,58,0.3793103448275862
BUF,Dawson Knox,Man,33.699999999999996,30,23,86.7,187.0,0.4636363636363636,37,85,0.43529411764705883
BUF,Dawson Knox,Other,9.200000000000001,24,14,47.2,34.0,1.3882352941176472,19,85,0.2235294117647059
BUF,Dawson Knox,Zone,28.200000000000003,18,22,68.2,209.0,0.3263157894736842,29,85,0.3411764705882353
WAS,Dax Milne,Man,4.2,0,3,7.200000000000001,29.0,0.24827586206896554,7,14,0.5
WAS,Dax Milne,Other,0.0,0,0,0.0,4.0,0.0,1,14,0.07142857142857142
WAS,Dax Milne,Zone,4.3,0,6,10.3,2.0,5.15,6,14,0.42857142857142855
LAC,DeAndre Carter,Man,12.5,12,9,33.5,82.0,0.40853658536585363,16,45,0.35555555555555557
LAC,DeAndre Carter,Other,4.5,6,7,17.5,25.0,0.7,12,45,0.26666666666666666
LAC,DeAndre Carter,Zone,13.500000000000002,0,9,22.500000000000004,112.0,0.20089285714285718,17,45,0.37777777777777777
NE,DeVante Parker,Man,17.7,6,15,38.7,119.0,0.32521008403361346,39,79,0.4936708860759494
NE,DeVante Parker,Other,0.30000000000000004,6,1,7.3,15.0,0.48666666666666664,3,79,0.0379746835443038
NE,DeVante Parker,Zone,34.9,0,25,59.900000000000006,146.0,0.4102739726027398,37,79,0.46835443037974683
PHI,DeVonta Smith,Man,32.9,18,21,71.90000000000002,196.0,0.3668367346938777,41,121,0.33884297520661155
PHI,DeVonta Smith,Other,17.8,6,16,39.8,59.0,0.6745762711864406,25,121,0.2066115702479339
PHI,DeVonta Smith,Zone,49.00000000000001,6,34,88.99999999999999,210.0,0.42380952380952375,55,121,0.45454545454545453
SEA,Dee Eskridge,Other,1.3,6,4,11.3,11.0,1.0272727272727273,5,16,0.3125
SEA,Dee Eskridge,Zone,4.4,0,5,9.399999999999999,28.0,0.3357142857142857,11,16,0.6875
SF,Deebo Samuel,Man,43.400000000000006,6,24,73.4,188.0,0.39042553191489365,44,138,0.3188405797101449
SF,Deebo Samuel,Other,40.50000000000001,12,27,79.50000000000003,42.0,1.8928571428571435,34,138,0.2463768115942029
SF,Deebo Samuel,Zone,76.60000000000001,24,39,139.6,188.0,0.7425531914893617,60,138,0.43478260869565216
LV,Demarcus Robinson,Man,12.600000000000001,6,11,29.599999999999998,179.0,0.1653631284916201,17,49,0.3469387755102041
LV,Demarcus Robinson,Other,3.5,0,5,8.5,5.0,1.7,7,49,0.14285714285714285
LV,Demarcus Robinson,Zone,17.900000000000006,12,13,42.9,206.0,0.20825242718446602,25,49,0.5102040816326531
NYJ,Denzel Mims,Man,6.8999999999999995,0,5,11.9,30.0,0.39666666666666667,10,22,0.45454545454545453
NYJ,Denzel Mims,Other,0.0,0,0,0.0,2.0,0.0,2,22,0.09090909090909091
NYJ,Denzel Mims,Zone,7.7,0,3,10.7,7.0,1.5285714285714285,10,22,0.45454545454545453
NO,Deonte Harty,Man,15.900000000000002,0,14,29.9,75.0,0.39866666666666667,20,62,0.3225806451612903
NO,Deonte Harty,Other,7.900000000000001,0,9,16.9,21.0,0.8047619047619047,15,62,0.24193548387096775
