,team,playerName,blockingSchemeType_descr,touch,FP_yards,FP_TD,FP_fumbleLost,FP_total,FP/Touch
170,CAR,Christian McCaffrey,Split Zone,5,0.8,0,0,0.8,0.16
171,CAR,Christian McCaffrey,Zone,56,24.599999999999994,6,0,30.59999999999999,0.5464285714285713
172,CAR,Chuba Hubbard,Duo,22,6.2,0,0,6.2,0.2818181818181818
173,CAR,Chuba Hubbard,Pass Protection,2,1.1,0,0,1.1,0.55
174,CAR,Chuba Hubbard,Pull 2,7,3.5000000000000004,0,0,3.5000000000000004,0.5000000000000001
175,CAR,Chuba Hubbard,Pull Across,20,5.300000000000001,12,0,17.299999999999997,0.8649999999999999
176,CAR,Chuba Hubbard,Pull Front,4,5.551115123125783e-17,0,0,5.551115123125783e-17,1.3877787807814457e-17
177,CAR,Chuba Hubbard,Pull Outside Numbers,9,4.1000000000000005,6,0,10.100000000000001,1.1222222222222225
178,CAR,Chuba Hubbard,Split Zone,10,5.700000000000001,0,0,5.700000000000001,0.5700000000000001
179,CAR,Chuba Hubbard,Zone,98,36.70000000000001,12,-1,47.700000000000024,0.48673469387755125
180,KC,Clyde Edwards-Helaire,Duo,7,3.9000000000000004,6,0,9.9,1.4142857142857144
181,KC,Clyde Edwards-Helaire,False Pull,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
182,KC,Clyde Edwards-Helaire,Pass Protection,1,0.4,0,0,0.4,0.4
183,KC,Clyde Edwards-Helaire,Pull 2,5,2.0,0,0,2.0,0.4
184,KC,Clyde Edwards-Helaire,Pull Across,15,5.1000000000000005,0,0,5.1000000000000005,0.34
185,KC,Clyde Edwards-Helaire,Pull Front,1,0.5,6,0,6.5,6.5
186,KC,Clyde Edwards-Helaire,Pull Outside Numbers,3,0.7000000000000002,0,0,0.7000000000000002,0.2333333333333334
187,KC,Clyde Edwards-Helaire,Split Zone,14,5.9,0,-2,3.900000000000001,0.27857142857142864
188,KC,Clyde Edwards-Helaire,Zone,85,42.9,12,0,54.9,0.6458823529411765
189,CHI,Cole Kmet,Zone,1,0.0,0,0,0.0,0.0
190,ARI,Colt McCoy,Pass Protection,8,2.1000000000000005,0,0,2.1000000000000005,0.26250000000000007
191,ARI,Colt McCoy,Pull Across,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
192,ARI,Colt McCoy,Zone,13,0.9999999999999999,0,0,0.9999999999999999,0.07692307692307691
193,LAR,Cooper Kupp,Zone,6,2.3000000000000003,0,0,2.3000000000000003,0.38333333333333336
194,DAL,Cooper Rush,Slide Left,1,0.2,0,0,0.2,0.2
195,DAL,Cooper Rush,Zone,8,-1.0000000000000002,0,0,-1.0000000000000002,-0.12500000000000003
196,ATL,Cordarrelle Patterson,Duo,11,3.0000000000000004,0,0,3.0000000000000004,0.27272727272727276
197,ATL,Cordarrelle Patterson,Pull Across,5,3.7,0,0,3.7,0.74
198,ATL,Cordarrelle Patterson,Pull Front,1,0.1,0,0,0.1,0.1
199,ATL,Cordarrelle Patterson,Pull Outside Numbers,7,6.700000000000001,6,0,12.700000000000001,1.8142857142857145
200,ATL,Cordarrelle Patterson,Split Zone,16,8.600000000000003,0,0,8.600000000000003,0.5375000000000002
201,ATL,Cordarrelle Patterson,Wham,1,0.0,0,0,0.0,0.0
202,ATL,Cordarrelle Patterson,Zone,111,38.89999999999999,30,0,68.90000000000002,0.6207207207207209
203,DET,Craig Reynolds,Duo,4,0.6,0,0,0.6,0.15
204,DET,Craig Reynolds,Pull 2,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
205,DET,Craig Reynolds,Pull Across,18,9.299999999999997,0,0,9.299999999999997,0.5166666666666665
206,DET,Craig Reynolds,Pull Front,1,2.7,0,0,2.7,2.7
207,DET,Craig Reynolds,Split Zone,13,3.3000000000000003,0,0,3.3000000000000003,0.2538461538461539
208,DET,Craig Reynolds,Wham,1,-0.1,0,0,-0.1,-0.1
209,DET,Craig Reynolds,Zone,17,6.6000000000000005,0,0,6.6000000000000005,0.38823529411764707
210,WAS,Curtis Samuel,Zone,4,1.1,0,0,1.1,0.275
211,DET,D'Andre Swift,Duo,10,2.5,0,0,2.5,0.25
212,DET,D'Andre Swift,Pass Protection,13,10.4,0,0,10.4,0.8
213,DET,D'Andre Swift,Pull 2,7,4.9,0,0,4.9,0.7000000000000001
214,DET,D'Andre Swift,Pull Across,28,8.6,0,0,8.6,0.3071428571428571
215,DET,D'Andre Swift,Pull Front,4,1.5,0,0,1.5,0.375
216,DET,D'Andre Swift,Pull Outside Numbers,5,1.0,0,0,1.0,0.2
217,DET,D'Andre Swift,Split Zone,19,8.299999999999999,6,0,14.3,0.7526315789473684
218,DET,D'Andre Swift,Zone,65,24.5,24,0,48.50000000000001,0.7461538461538463
219,CLE,D'Ernest Johnson,Duo,4,1.3,0,0,1.3,0.325
220,CLE,D'Ernest Johnson,Pass Protection,7,2.9,0,0,2.9,0.41428571428571426
221,CLE,D'Ernest Johnson,Pull 2,5,3.5,0,0,3.5,0.7
222,CLE,D'Ernest Johnson,Pull Across,33,14.700000000000001,6,0,20.700000000000006,0.6272727272727274
223,CLE,D'Ernest Johnson,Pull Front,2,0.4,0,0,0.4,0.2
224,CLE,D'Ernest Johnson,Pull Outside Numbers,4,2.4000000000000004,0,0,2.4000000000000004,0.6000000000000001
225,CLE,D'Ernest Johnson,Split Zone,10,2.4000000000000004,6,0,8.4,0.8400000000000001
226,CLE,D'Ernest Johnson,Zone,35,26.6,6,0,32.60000000000001,0.9314285714285717
227,CAR,D'Onta Foreman,Duo,18,7.900000000000001,6,0,13.9,0.7722222222222223
228,CAR,D'Onta Foreman,Pass Protection,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
229,CAR,D'Onta Foreman,Pull Across,11,7.600000000000001,0,0,7.600000000000001,0.690909090909091
230,CAR,D'Onta Foreman,Pull Front,2,1.2000000000000002,0,0,1.2000000000000002,0.6000000000000001
231,CAR,D'Onta Foreman,Pull Outside Numbers,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
232,CAR,D'Onta Foreman,Split Zone,15,4.1000000000000005,0,0,4.1000000000000005,0.2733333333333334
233,CAR,D'Onta Foreman,Wham,1,0.1,0,0,0.1,0.1
234,CAR,D'Onta Foreman,Zone,88,40.59999999999999,12,-1,51.59999999999999,0.5863636363636362
235,CAR,DJ Moore,False Pull,2,-0.5,0,0,-0.5,-0.25
236,CAR,DJ Moore,Pull Across,2,1.4,0,0,1.4,0.7
237,CAR,DJ Moore,Zone,4,3.9000000000000004,0,0,3.9000000000000004,0.9750000000000001
238,SEA,DK Metcalf,Zone,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
239,DAL,Dak Prescott,False Pull,1,-0.1,0,0,-0.1,-0.1
240,DAL,Dak Prescott,Pass Protection,19,13.100000000000001,6,-1,18.1,0.9526315789473685
241,DAL,Dak Prescott,Pull 2,1,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
242,DAL,Dak Prescott,Slide Left,2,0.8,0,0,0.8,0.4
243,DAL,Dak Prescott,Slide Right,2,0.8,6,0,6.800000000000001,3.4000000000000004
244,DAL,Dak Prescott,Zone,27,0.5000000000000002,0,-2,-1.5000000000000002,-0.055555555555555566
245,MIN,Dalvin Cook,Cut Blocking,1,0.4,0,0,0.4,0.4
246,MIN,Dalvin Cook,Duo,6,3.4000000000000004,0,0,3.4000000000000004,0.5666666666666668
247,MIN,Dalvin Cook,Pass Protection,9,4.500000000000001,0,0,4.500000000000001,0.5000000000000001
248,MIN,Dalvin Cook,Pull 2,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
249,MIN,Dalvin Cook,Pull Across,25,9.600000000000001,6,0,15.600000000000001,0.6240000000000001
250,MIN,Dalvin Cook,Pull Front,6,4.1,6,0,10.1,1.6833333333333333
251,MIN,Dalvin Cook,Pull Outside Numbers,7,9.4,0,0,9.4,1.342857142857143
252,MIN,Dalvin Cook,Split Zone,28,12.800000000000006,0,-1,11.800000000000006,0.42142857142857165
253,MIN,Dalvin Cook,Zone,166,72.79999999999997,24,-1,95.79999999999997,0.5771084337349396
254,NE,Damien Harris,Duo,35,13.199999999999998,24,-1,36.199999999999996,1.0342857142857143
255,NE,Damien Harris,False Pull,2,1.8,6,0,7.8,3.9
256,NE,Damien Harris,Pass Protection,13,8.100000000000001,0,0,8.100000000000001,0.6230769230769232
257,NE,Damien Harris,Pull 2,2,2.9000000000000004,0,0,2.9000000000000004,1.4500000000000002
258,NE,Damien Harris,Pull Across,40,19.7,6,-1,24.7,0.6174999999999999
259,NE,Damien Harris,Pull Front,10,7.7,6,0,13.7,1.3699999999999999
260,NE,Damien Harris,Pull Outside Numbers,18,7.5,6,0,13.5,0.75
261,NE,Damien Harris,Slide Right,1,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
262,NE,Damien Harris,Split Zone,2,0.9,0,0,0.9,0.45
263,NE,Damien Harris,Wham,13,6.999999999999999,0,0,6.999999999999999,0.5384615384615384
264,NE,Damien Harris,Zone,75,29.500000000000004,48,0,77.50000000000003,1.0333333333333337
265,ATL,Damien Williams,Duo,1,0.4,6,0,6.4,6.4
266,ATL,Damien Williams,Pass Protection,3,0.3,0,0,0.3,0.09999999999999999
267,ATL,Damien Williams,Pull 2,1,0.5,0,0,0.5,0.5
268,ATL,Damien Williams,Pull Across,1,0.0,0,0,0.0,0.0
269,ATL,Damien Williams,Pull Front,1,-0.30000000000000004,0,0,-0.30000000000000004,-0.30000000000000004
270,ATL,Damien Williams,Pull Outside Numbers,2,0.9,0,0,0.9,0.45
271,ATL,Damien Williams,Split Zone,7,1.3,0,0,1.3,0.18571428571428572
272,ATL,Damien Williams,Zone,24,13.3,6,0,19.3,0.8041666666666667
273,NYG,Daniel Jones,False Pull,1,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004
274,NYG,Daniel Jones,Pass Protection,19,13.3,6,-1,18.299999999999994,0.9631578947368418
275,NYG,Daniel Jones,Pull 2,2,-0.1,0,0,-0.1,-0.05
276,NYG,Daniel Jones,Pull Across,2,1.1,0,0,1.1,0.55
277,NYG,Daniel Jones,Pull Front,1,0.7000000000000001,0,0,0.7000000000000001,0.7000000000000001
278,NYG,Daniel Jones,Slide Left,5,1.8000000000000003,0,0,1.8000000000000003,0.36000000000000004
279,NYG,Daniel Jones,Slide Right,1,0.2,0,0,0.2,0.2
280,NYG,Daniel Jones,Split Zone,3,2.9000000000000004,0,0,2.9000000000000004,0.9666666666666668
281,NYG,Daniel Jones,Zone,28,10.800000000000002,6,0,16.799999999999997,0.5999999999999999
282,NYG,Darius Slayton,Zone,1,-1.3,0,0,-1.3,-1.3
283,CHI,Darnell Mooney,False Pull,2,2.5,6,0,8.5,4.25
284,CHI,Darnell Mooney,Pull Across,1,0.0,0,0,0.0,0.0
285,CHI,Darnell Mooney,Screen,1,0.2,0,0,0.2,0.2
286,CHI,Darnell Mooney,Zone,2,0.5,0,0,0.5,0.25
287,ARI,Darrel Williams,Duo,10,3.8999999999999995,0,0,3.8999999999999995,0.38999999999999996
288,ARI,Darrel Williams,Pull 2,7,3.5,0,0,3.5,0.5
289,ARI,Darrel Williams,Pull Across,30,15.4,24,0,39.400000000000006,1.3133333333333335
290,ARI,Darrel Williams,Pull Outside Numbers,1,0.2,0,0,0.2,0.2
291,ARI,Darrel Williams,Split Zone,22,6.4,6,0,12.400000000000002,0.5636363636363637
292,ARI,Darrel Williams,Zone,75,28.0,6,0,33.99999999999999,0.45333333333333325
293,CHI,Darrynton Evans,Pull Across,1,0.5,0,0,0.5,0.5
294,CHI,Darrynton Evans,Zone,1,0.2,0,0,0.2,0.2
295,DET,David Blough,Pass Protection,1,0.6000000000000001,0,0,0.6000000000000001,0.6000000000000001
296,CHI,David Montgomery,Duo,17,4.900000000000001,6,0,10.900000000000002,0.6411764705882355
297,CHI,David Montgomery,Pass Protection,4,3.1,0,0,3.1,0.775
298,CHI,David Montgomery,Pull 2,6,0.19999999999999996,0,0,0.19999999999999996,0.033333333333333326
299,CHI,David Montgomery,Pull Across,16,5.1,6,0,11.1,0.69375
300,CHI,David Montgomery,Pull Front,1,0.5,0,0,0.5,0.5
301,CHI,David Montgomery,Pull Outside Numbers,4,0.9,0,0,0.9,0.225
302,CHI,David Montgomery,Split Zone,27,8.900000000000002,0,0,8.900000000000002,0.3296296296296297
303,CHI,David Montgomery,Wham,4,3.2,0,0,3.2,0.8
