nickName,route,FP_yards,FP_TD,FP_receiving,FP/routes,plays,totalPlays,freq
Cardinals,6.0,13.500000000000002,6,10,0.2092198581560284,17,180,0.09444444444444444
Cardinals,5.0,30.6,12,30,0.46538461538461545,45,180,0.25
Cardinals,8.0,6.4,6,4,0.23768115942028983,10,180,0.05555555555555555
Cardinals,2.0,29.500000000000004,6,24,0.5833333333333334,38,180,0.2111111111111111
Chargers,3.0,3.0,6,4,0.48148148148148157,5,156,0.03205128205128205
Chargers,7.0,3.3000000000000003,6,2,0.09658119658119659,8,156,0.05128205128205128
Chargers,4.0,45.300000000000004,18,51,0.2836228287841192,67,156,0.42948717948717946
Chargers,6.0,16.8,0,12,0.18823529411764703,19,156,0.12179487179487179
Chargers,5.0,17.6,0,17,0.2035294117647059,29,156,0.1858974358974359
Chargers,8.0,2.1,6,2,0.08487394957983195,6,156,0.038461538461538464
Chargers,2.0,16.700000000000003,6,12,0.4231707317073171,22,156,0.14102564102564102
Chiefs,3.0,0.8,0,1,0.15,3,196,0.015306122448979591
Chiefs,7.0,8.700000000000001,0,4,0.09007092198581561,14,196,0.07142857142857142
Chiefs,4.0,36.900000000000006,6,35,0.16788793103448277,48,196,0.24489795918367346
Chiefs,6.0,23.5,6,19,0.3012422360248448,28,196,0.14285714285714285
Chiefs,5.0,33.099999999999994,12,35,0.46842105263157907,51,196,0.2602040816326531
Chiefs,8.0,14.100000000000001,6,5,0.23240740740740742,16,196,0.08163265306122448
Chiefs,2.0,18.200000000000003,12,21,0.41290322580645156,36,196,0.1836734693877551
Colts,3.0,5.500000000000001,0,4,0.59375,5,201,0.024875621890547265
Colts,7.0,5.9,0,3,0.07416666666666667,12,201,0.05970149253731343
Colts,4.0,37.6,0,46,0.18871331828442436,65,201,0.32338308457711445
Colts,6.0,24.500000000000007,0,19,0.1761133603238867,33,201,0.16417910447761194
Colts,5.0,19.300000000000004,0,22,0.35299145299145296,37,201,0.18407960199004975
Colts,8.0,15.6,0,7,0.22376237623762377,16,201,0.07960199004975124
Colts,2.0,28.900000000000002,12,20,0.982258064516129,33,201,0.16417910447761194
Cowboys,3.0,4.1,0,4,0.14727272727272728,4,157,0.025477707006369428
Cowboys,7.0,0.0,0,0,0.0,5,157,0.03184713375796178
Cowboys,4.0,24.0,6,26,0.11940298507462686,31,157,0.19745222929936307
Cowboys,6.0,15.700000000000001,0,12,0.09486301369863014,20,157,0.12738853503184713
Cowboys,5.0,38.199999999999996,6,41,0.30106007067137813,56,157,0.35668789808917195
Cowboys,8.0,15.2,6,6,0.19854014598540148,12,157,0.07643312101910828
Cowboys,2.0,19.0,12,17,0.2807017543859649,29,157,0.18471337579617833
Dolphins,3.0,0.0,0,0,0.0,2,169,0.011834319526627219
Dolphins,7.0,5.9,0,2,0.06076923076923077,13,169,0.07692307692307693
Dolphins,4.0,45.7,0,45,0.3053872053872053,63,169,0.3727810650887574
Dolphins,6.0,18.2,0,12,0.2323076923076923,22,169,0.1301775147928994
Dolphins,5.0,20.700000000000003,12,20,0.31,35,169,0.20710059171597633
Dolphins,8.0,18.1,12,5,0.27421875,10,169,0.05917159763313609
Dolphins,2.0,21.8,0,17,0.20103626943005184,24,169,0.14201183431952663
Eagles,3.0,6.0,0,4,0.08620689655172414,8,190,0.042105263157894736
Eagles,7.0,7.2,24,7,0.5968749999999999,12,190,0.06315789473684211
Eagles,4.0,37.9,0,40,0.4477011494252873,54,190,0.28421052631578947
Eagles,6.0,19.300000000000004,0,13,0.12423076923076924,18,190,0.09473684210526316
Eagles,5.0,24.800000000000008,6,28,0.20487804878048776,43,190,0.22631578947368422
Eagles,8.0,15.700000000000001,0,5,0.09495412844036699,8,190,0.042105263157894736
Eagles,2.0,46.80000000000001,18,34,0.9782178217821781,47,190,0.24736842105263157
Falcons,3.0,2.8000000000000003,0,3,0.23200000000000004,5,181,0.027624309392265192
Falcons,7.0,11.0,6,4,0.15555555555555556,6,181,0.03314917127071823
Falcons,4.0,44.59999999999999,12,46,0.21286307053941914,64,181,0.35359116022099446
Falcons,6.0,24.2,12,14,0.16459016393442624,21,181,0.11602209944751381
Falcons,5.0,32.10000000000001,6,28,0.2899122807017544,38,181,0.20994475138121546
Falcons,8.0,22.5,12,7,0.5,16,181,0.08839779005524862
Falcons,2.0,21.7,12,23,0.36580645161290326,31,181,0.1712707182320442
Football Team,3.0,5.2,0,3,0.3153846153846154,7,206,0.03398058252427184
Football Team,7.0,4.0,0,2,0.07692307692307693,7,206,0.03398058252427184
Football Team,4.0,37.4,12,37,0.28609271523178814,56,206,0.27184466019417475
Football Team,6.0,29.099999999999998,6,22,0.20105633802816905,37,206,0.1796116504854369
Football Team,5.0,30.2,6,31,0.3246376811594203,45,206,0.21844660194174756
Football Team,8.0,17.000000000000004,0,7,0.19834710743801653,16,206,0.07766990291262135
Football Team,2.0,25.299999999999997,0,21,0.47244897959183685,38,206,0.18446601941747573
Giants,3.0,4.300000000000001,0,3,0.13035714285714287,6,189,0.031746031746031744
Giants,7.0,2.6,0,1,0.06206896551724138,7,189,0.037037037037037035
Giants,4.0,57.10000000000001,0,55,0.2637647058823529,75,189,0.3968253968253968
Giants,6.0,22.000000000000004,6,17,0.36885245901639346,26,189,0.13756613756613756
Giants,5.0,36.9,0,32,0.4719178082191781,48,189,0.25396825396825395
Giants,8.0,16.2,6,8,0.511864406779661,11,189,0.0582010582010582
Giants,2.0,12.7,12,7,0.2099337748344371,16,189,0.08465608465608465
Jaguars,3.0,6.699999999999999,0,6,0.20483870967741935,8,175,0.045714285714285714
Jaguars,7.0,12.800000000000002,18,8,0.30793650793650795,17,175,0.09714285714285714
Jaguars,4.0,30.4,6,35,0.16839622641509433,42,175,0.24
Jaguars,6.0,35.9,6,30,0.3886486486486487,36,175,0.2057142857142857
Jaguars,5.0,19.1,12,25,0.1589235127478754,42,175,0.24
Jaguars,8.0,3.6,0,1,0.04035087719298245,4,175,0.022857142857142857
Jaguars,2.0,27.7,12,20,0.5852941176470587,26,175,0.14857142857142858
Jets,3.0,3.3000000000000003,0,3,0.30000000000000004,6,235,0.02553191489361702
Jets,7.0,18.000000000000004,18,8,0.46315789473684216,17,235,0.07234042553191489
Jets,4.0,80.39999999999996,18,77,0.6618867924528301,98,235,0.41702127659574467
Jets,6.0,35.199999999999996,12,20,0.40239520958083835,29,235,0.12340425531914893
Jets,5.0,33.5,6,34,0.4224137931034482,46,235,0.19574468085106383
Jets,8.0,1.7000000000000002,0,1,0.030337078651685397,9,235,0.03829787234042553
Jets,2.0,21.6,6,18,1.0133333333333334,30,235,0.1276595744680851
Lions,3.0,5.2,0,2,0.26666666666666666,3,133,0.022556390977443608
Lions,7.0,9.600000000000001,18,4,0.3191919191919192,8,133,0.06015037593984962
Lions,4.0,37.99999999999999,6,33,0.28731343283582084,43,133,0.3233082706766917
Lions,6.0,31.2,0,18,0.2733333333333334,23,133,0.17293233082706766
Lions,5.0,24.299999999999997,12,24,0.40743243243243243,34,133,0.2556390977443609
Lions,8.0,4.7,0,1,0.039310344827586205,4,133,0.03007518796992481
Lions,2.0,15.700000000000001,0,12,0.2855670103092784,18,133,0.13533834586466165
Packers,3.0,1.2000000000000002,0,1,0.3666666666666667,4,209,0.019138755980861243
Packers,7.0,19.3,18,9,0.5383720930232557,13,209,0.06220095693779904
Packers,4.0,39.19999999999999,6,48,0.5861635220125786,68,209,0.3253588516746411
Packers,6.0,24.000000000000004,0,20,0.5866666666666667,29,209,0.13875598086124402
Packers,5.0,37.3,0,37,0.4920529801324503,58,209,0.27751196172248804
Packers,8.0,9.4,12,4,0.32564102564102565,7,209,0.03349282296650718
Packers,2.0,23.900000000000002,6,20,0.462037037037037,30,209,0.14354066985645933
Panthers,3.0,1.3,6,3,0.7923076923076924,4,161,0.024844720496894408
Panthers,7.0,6.300000000000001,0,3,0.0911764705882353,8,161,0.049689440993788817
Panthers,4.0,43.199999999999996,0,49,0.33772893772893775,75,161,0.4658385093167702
Panthers,6.0,15.700000000000003,6,11,0.14155844155844158,20,161,0.12422360248447205
Panthers,5.0,22.0,12,22,0.2916666666666667,30,161,0.18633540372670807
Panthers,8.0,7.5,6,3,0.2578125,9,161,0.055900621118012424
Panthers,2.0,8.3,6,8,0.19734513274336285,15,161,0.09316770186335403
Patriots,3.0,3.6000000000000005,0,3,0.21290322580645163,5,146,0.03424657534246575
Patriots,7.0,10.7,6,4,0.37636363636363634,17,146,0.11643835616438356
Patriots,4.0,34.400000000000006,0,34,0.5142857142857143,46,146,0.3150684931506849
Patriots,6.0,31.799999999999997,0,18,0.18863636363636369,27,146,0.18493150684931506
Patriots,5.0,19.700000000000003,12,22,0.5901098901098902,29,146,0.19863013698630136
Patriots,8.0,0.0,0,0,0.0,7,146,0.04794520547945205
Patriots,2.0,18.8,12,11,0.6333333333333333,15,146,0.10273972602739725
Raiders,3.0,5.800000000000001,0,4,0.31612903225806455,8,181,0.04419889502762431
Raiders,7.0,14.200000000000001,6,7,0.34,17,181,0.09392265193370165
Raiders,4.0,38.300000000000004,6,36,0.29094202898550725,49,181,0.27071823204419887
Raiders,6.0,18.400000000000002,6,12,0.19157894736842104,26,181,0.143646408839779
Raiders,5.0,32.4,6,31,0.47862068965517235,37,181,0.20441988950276244
Raiders,8.0,24.900000000000002,12,7,0.42621359223300975,13,181,0.0718232044198895
Raiders,2.0,20.0,6,17,0.5733333333333335,31,181,0.1712707182320442
Rams,3.0,1.0,0,1,0.058823529411764705,6,182,0.03296703296703297
Rams,7.0,6.300000000000001,0,2,0.05320512820512821,4,182,0.02197802197802198
Rams,4.0,44.0,6,49,0.24087591240875914,73,182,0.4010989010989011
Rams,6.0,25.300000000000004,12,19,0.46147540983606566,30,182,0.16483516483516483
Rams,5.0,17.500000000000004,12,25,0.2154150197628458,36,182,0.1978021978021978
Rams,8.0,12.100000000000001,6,4,0.32028985507246377,12,182,0.06593406593406594
Rams,2.0,17.6,12,14,0.7649122807017545,21,182,0.11538461538461539
Ravens,3.0,11.799999999999999,0,8,0.8608695652173913,11,260,0.04230769230769231
Ravens,7.0,17.3,24,8,0.5666666666666667,18,260,0.06923076923076923
Ravens,4.0,44.10000000000001,6,49,0.538586956521739,60,260,0.23076923076923078
Ravens,6.0,27.800000000000004,6,23,0.36178343949044584,33,260,0.12692307692307692
Ravens,5.0,48.6,6,47,0.9960784313725491,66,260,0.25384615384615383
Ravens,8.0,10.100000000000001,6,5,0.21313131313131314,18,260,0.06923076923076923
Ravens,2.0,32.9,6,30,0.6439252336448601,54,260,0.2076923076923077
Saints,3.0,2.7,0,3,0.24782608695652175,5,191,0.02617801047120419
Saints,7.0,10.1,18,6,0.5982456140350877,13,191,0.06806282722513089
Saints,4.0,25.200000000000003,0,23,0.19999999999999998,30,191,0.15706806282722513
Saints,6.0,26.400000000000002,6,21,0.29832402234636873,29,191,0.1518324607329843
Saints,5.0,29.3,12,31,0.3509708737864077,61,191,0.3193717277486911
Saints,8.0,32.0,6,8,0.3898305084745763,18,191,0.09424083769633508
Saints,2.0,19.7,0,18,0.3732673267326733,35,191,0.18324607329842932
Seahawks,3.0,6.4,0,5,0.3,10,257,0.038910505836575876
Seahawks,7.0,9.3,0,3,0.1366666666666667,7,257,0.027237354085603113
Seahawks,4.0,86.09999999999998,12,74,0.501749271137026,98,257,0.38132295719844356
Seahawks,6.0,22.400000000000002,0,16,0.30476190476190473,31,257,0.12062256809338522
Seahawks,5.0,41.9,6,44,0.6006535947712418,59,257,0.22957198443579765
Seahawks,8.0,7.700000000000001,0,3,0.0781021897810219,8,257,0.0311284046692607
Seahawks,2.0,35.9,12,32,0.6146153846153848,44,257,0.17120622568093385
Steelers,3.0,1.0,0,1,0.11764705882352941,2,237,0.008438818565400843
Steelers,7.0,11.8,18,7,0.3956989247311828,10,237,0.04219409282700422
Steelers,4.0,42.89999999999999,12,45,0.31415094339622646,69,237,0.2911392405063291
Steelers,6.0,21.599999999999994,0,17,0.26620689655172414,35,237,0.14767932489451477
Steelers,5.0,28.900000000000002,6,31,0.26465863453815264,63,237,0.26582278481012656
Steelers,8.0,13.600000000000001,6,6,0.2438095238095238,18,237,0.0759493670886076
Steelers,2.0,45.4,30,30,0.6349397590361445,40,237,0.16877637130801687
Texans,3.0,1.0,0,1,0.058823529411764705,4,160,0.025
Texans,7.0,5.5,6,3,0.12946428571428573,8,160,0.05
Texans,4.0,34.4,0,39,0.3020576131687244,49,160,0.30625
Texans,6.0,24.5,6,14,0.14495114006514662,21,160,0.13125
Texans,5.0,29.5,0,24,0.17370129870129872,35,160,0.21875
Texans,8.0,14.7,12,4,0.2896226415094339,10,160,0.0625
Texans,2.0,18.900000000000002,6,20,0.40818181818181815,33,160,0.20625
Titans,3.0,4.5,0,5,0.20212765957446807,6,190,0.031578947368421054
Titans,7.0,6.0,6,2,0.15053763440860216,10,190,0.05263157894736842
Titans,4.0,36.10000000000001,0,41,0.28036363636363637,58,190,0.30526315789473685
Titans,6.0,15.5,6,13,0.23,24,190,0.12631578947368421
Titans,5.0,39.300000000000004,12,42,0.32736842105263175,51,190,0.26842105263157895
Titans,8.0,9.8,12,4,0.47777777777777786,10,190,0.05263157894736842
Titans,2.0,17.600000000000005,0,17,0.22322580645161286,31,190,0.1631578947368421
Vikings,3.0,3.7,0,2,0.15833333333333333,4,150,0.02666666666666667
Vikings,7.0,20.1,6,8,0.3627659574468085,14,150,0.09333333333333334
Vikings,4.0,16.3,0,19,0.1721951219512195,26,150,0.17333333333333334
Vikings,6.0,16.8,6,13,0.15565217391304348,22,150,0.14666666666666667
Vikings,5.0,26.600000000000005,12,33,0.5114285714285713,49,150,0.32666666666666666
Vikings,8.0,14.4,6,5,0.2988235294117647,8,150,0.05333333333333334
Vikings,2.0,21.5,6,19,0.3444444444444445,27,150,0.18
