,nickName,CoverageType_descr,dropBack,FP_yards,FP_TD,FP_intercept,FP_total,FP/DB,plays,totalPlays,freq
271,Patriots,Cover 6,7,3.16,0,-1,2.16,0.3085714285714286,7,503,0.013916500994035786
272,Patriots,Man Cover 2,14,4.28,0,-3,1.2800000000000002,0.09142857142857144,14,503,0.027833001988071572
273,Patriots,No Video,6,-0.2,0,-1,-1.2,-0.19999999999999998,6,503,0.011928429423459244
274,Patriots,Prevent,3,0.32,0,0,0.32,0.10666666666666667,3,503,0.005964214711729622
275,Patriots,Screen,18,2.6800000000000006,4,0,6.6800000000000015,0.37111111111111117,18,503,0.03578528827037773
276,Patriots,Tampa 2,7,4.2,0,0,4.2,0.6,7,503,0.013916500994035786
277,Raiders,Combination,4,0.32,0,0,0.32,0.08,4,578,0.006920415224913495
278,Raiders,Cover 1,113,24.71999999999999,12,0,36.72,0.32495575221238937,113,578,0.19550173010380623
279,Raiders,Cover 2,26,6.680000000000001,8,-1,13.68,0.5261538461538462,26,578,0.04498269896193772
280,Raiders,Cover 3,290,81.04,40,-4,117.04000000000002,0.4035862068965518,290,578,0.5017301038062284
281,Raiders,Cover 4,76,17.680000000000003,4,0,21.680000000000003,0.2852631578947369,76,578,0.1314878892733564
282,Raiders,Cover 6,5,0.4,0,0,0.4,0.08,5,578,0.00865051903114187
283,Raiders,Man Cover 2,28,5.720000000000001,8,0,13.72,0.49000000000000005,28,578,0.04844290657439446
284,Raiders,No Video,3,0.92,4,0,4.92,1.64,3,578,0.005190311418685121
285,Raiders,Other,1,0.48,4,0,4.48,4.48,1,578,0.0017301038062283738
286,Raiders,Prevent,8,3.52,0,0,3.52,0.44,8,578,0.01384083044982699
287,Raiders,Screen,24,4.960000000000001,4,0,8.96,0.37333333333333335,24,578,0.04152249134948097
288,Rams,Combination,1,0.44,0,0,0.44,0.44,1,731,0.0013679890560875513
289,Rams,Cover 0,5,0.92,4,0,4.92,0.984,5,731,0.006839945280437756
290,Rams,Cover 1,94,26.159999999999997,4,0,30.16,0.32085106382978723,94,731,0.12859097127222982
291,Rams,Cover 2,40,13.08,0,0,13.08,0.327,40,731,0.05471956224350205
292,Rams,Cover 3,262,70.16000000000003,44,-11,103.15999999999998,0.3937404580152671,262,731,0.35841313269493846
293,Rams,Cover 4,176,42.32000000000001,4,-7,39.32000000000001,0.22340909090909095,176,731,0.24076607387140903
294,Rams,Cover 6,38,11.720000000000002,0,-1,10.720000000000002,0.2821052631578948,38,731,0.05198358413132695
295,Rams,Man Cover 2,24,9.520000000000001,0,0,9.520000000000001,0.3966666666666667,24,731,0.03283173734610123
296,Rams,No Video,38,6.84,0,0,6.84,0.18,38,731,0.05198358413132695
297,Rams,Other,3,0.72,0,-1,-0.28,-0.09333333333333334,3,731,0.004103967168262654
298,Rams,Prevent,10,2.4000000000000004,0,0,2.4000000000000004,0.24000000000000005,10,731,0.013679890560875513
299,Rams,Screen,39,8.88,4,0,12.880000000000003,0.33025641025641034,39,731,0.0533515731874145
300,Rams,Tampa 2,1,0.24,0,0,0.24,0.24,1,731,0.0013679890560875513
301,Ravens,Cover 0,24,10.719999999999999,12,-1,21.72,0.9049999999999999,24,505,0.047524752475247525
302,Ravens,Cover 1,137,40.8,32,-1,71.79999999999997,0.5240875912408757,137,505,0.2712871287128713
303,Ravens,Cover 2,31,11.92,4,0,15.919999999999998,0.5135483870967741,31,505,0.061386138613861385
304,Ravens,Cover 3,124,42.83999999999999,8,-1,49.839999999999975,0.40193548387096756,124,505,0.24554455445544554
305,Ravens,Cover 4,92,20.199999999999996,0,-1,19.199999999999992,0.20869565217391295,92,505,0.18217821782178217
306,Ravens,Cover 6,8,2.3600000000000003,0,0,2.3600000000000003,0.29500000000000004,8,505,0.015841584158415842
307,Ravens,Man Cover 2,42,9.08,0,-2,7.080000000000001,0.1685714285714286,42,505,0.08316831683168317
308,Ravens,No Video,15,7.92,8,0,15.919999999999998,1.0613333333333332,15,505,0.0297029702970297
309,Ravens,Other,1,0.6,0,0,0.6,0.6,1,505,0.0019801980198019802
310,Ravens,Prevent,4,1.24,0,0,1.24,0.31,4,505,0.007920792079207921
311,Ravens,Screen,27,6.32,0,0,6.32,0.23407407407407407,27,505,0.053465346534653464
312,Saints,Combination,3,1.1600000000000001,0,0,1.1600000000000001,0.3866666666666667,3,572,0.005244755244755245
313,Saints,Cover 0,11,4.12,4,0,8.12,0.7381818181818182,11,572,0.019230769230769232
314,Saints,Cover 1,141,40.64,24,-7,57.640000000000036,0.408794326241135,141,572,0.2465034965034965
315,Saints,Cover 2,58,9.040000000000001,4,-3,10.039999999999997,0.17310344827586202,58,572,0.10139860139860139
316,Saints,Cover 3,103,26.839999999999993,4,-2,28.839999999999993,0.2799999999999999,103,572,0.18006993006993008
317,Saints,Cover 4,86,23.03999999999999,0,-3,20.039999999999996,0.23302325581395344,86,572,0.15034965034965034
318,Saints,Cover 6,10,3.6,0,0,3.6,0.36,10,572,0.017482517482517484
319,Saints,Man Cover 2,102,26.360000000000003,8,-2,32.36,0.3172549019607843,102,572,0.17832167832167833
320,Saints,No Video,1,0.0,0,0,0.0,0.0,1,572,0.0017482517482517483
321,Saints,Other,1,0.24,0,0,0.24,0.24,1,572,0.0017482517482517483
322,Saints,Prevent,12,2.32,0,-2,0.32000000000000006,0.026666666666666672,12,572,0.02097902097902098
323,Saints,Screen,32,5.7200000000000015,4,0,9.719999999999999,0.30374999999999996,32,572,0.055944055944055944
324,Saints,Tampa 2,12,1.92,0,0,1.92,0.16,12,572,0.02097902097902098
325,Seahawks,Combination,2,0.96,0,0,0.96,0.48,2,541,0.0036968576709796672
326,Seahawks,Cover 0,3,0.44,4,0,4.44,1.4800000000000002,3,541,0.005545286506469501
327,Seahawks,Cover 1,80,18.32,8,-1,25.319999999999993,0.3164999999999999,80,541,0.1478743068391867
328,Seahawks,Cover 2,109,29.399999999999984,8,-1,36.4,0.33394495412844033,109,541,0.20147874306839186
329,Seahawks,Cover 3,183,60.239999999999995,20,-7,73.24000000000001,0.4002185792349727,183,541,0.33826247689463956
330,Seahawks,Cover 4,74,17.999999999999996,8,-1,24.99999999999999,0.3378378378378377,74,541,0.1367837338262477
331,Seahawks,Cover 6,17,4.16,0,-1,3.16,0.18588235294117647,17,541,0.031423290203327174
332,Seahawks,Man Cover 2,16,7.280000000000002,0,0,7.280000000000002,0.4550000000000001,16,541,0.029574861367837338
333,Seahawks,No Video,3,0.44,0,0,0.44,0.14666666666666667,3,541,0.005545286506469501
334,Seahawks,Other,1,0.0,0,0,0.0,0.0,1,541,0.0018484288354898336
335,Seahawks,Prevent,4,0.76,0,0,0.76,0.19,4,541,0.0073937153419593345
336,Seahawks,Screen,35,12.28,8,0,20.279999999999998,0.5794285714285714,35,541,0.06469500924214418
337,Seahawks,Tampa 2,14,3.2800000000000002,0,0,3.2800000000000002,0.2342857142857143,14,541,0.025878003696857672
338,Steelers,Combination,6,1.7999999999999998,0,-1,0.7999999999999999,0.13333333333333333,6,572,0.01048951048951049
339,Steelers,Cover 0,6,1.72,4,0,5.72,0.9533333333333333,6,572,0.01048951048951049
340,Steelers,Cover 1,115,38.04,36,-3,71.03999999999999,0.6177391304347826,115,572,0.20104895104895104
341,Steelers,Cover 2,76,21.120000000000005,12,-1,32.12,0.4226315789473684,76,572,0.13286713286713286
342,Steelers,Cover 3,194,61.43999999999999,12,-3,70.43999999999997,0.3630927835051545,194,572,0.33916083916083917
343,Steelers,Cover 4,64,14.84,4,-2,16.839999999999996,0.26312499999999994,64,572,0.11188811188811189
344,Steelers,Cover 6,14,1.68,0,-1,0.6799999999999999,0.048571428571428564,14,572,0.024475524475524476
345,Steelers,Man Cover 2,46,11.88,4,-2,13.88,0.3017391304347826,46,572,0.08041958041958042
346,Steelers,No Video,21,4.960000000000002,0,0,4.960000000000002,0.23619047619047628,21,572,0.03671328671328671
347,Steelers,Prevent,1,0.0,0,0,0.0,0.0,1,572,0.0017482517482517483
348,Steelers,Screen,22,3.3600000000000003,4,0,7.360000000000001,0.3345454545454546,22,572,0.038461538461538464
349,Steelers,Tampa 2,7,1.6800000000000002,0,0,1.6800000000000002,0.24000000000000002,7,572,0.012237762237762238
350,Texans,Cover 0,8,0.76,0,-1,-0.24,-0.03,8,470,0.01702127659574468
351,Texans,Cover 1,106,25.99999999999999,20,-1,45.0,0.42452830188679247,106,470,0.225531914893617
352,Texans,Cover 2,122,46.48000000000002,12,-8,50.480000000000004,0.41377049180327874,122,470,0.25957446808510637
353,Texans,Cover 3,111,43.56000000000001,12,0,55.56000000000003,0.5005405405405409,111,470,0.23617021276595745
354,Texans,Cover 4,47,10.08,4,-1,13.079999999999998,0.2782978723404255,47,470,0.1
355,Texans,Cover 6,24,6.44,4,-3,7.440000000000001,0.31000000000000005,24,470,0.05106382978723404
356,Texans,Man Cover 2,3,0.0,0,-1,-1.0,-0.3333333333333333,3,470,0.006382978723404255
357,Texans,No Video,2,0.0,0,0,0.0,0.0,2,470,0.00425531914893617
358,Texans,Other,1,1.84,0,0,1.84,1.84,1,470,0.002127659574468085
359,Texans,Prevent,1,0.0,0,0,0.0,0.0,1,470,0.002127659574468085
360,Texans,Screen,24,5.360000000000001,4,0,9.36,0.38999999999999996,24,470,0.05106382978723404
361,Texans,Tampa 2,21,7.32,0,-2,5.32,0.25333333333333335,21,470,0.04468085106382979
362,Titans,Combination,4,1.8399999999999999,0,0,1.8399999999999999,0.45999999999999996,4,587,0.0068143100511073255
363,Titans,Cover 0,9,4.16,4,0,8.16,0.9066666666666667,9,587,0.015332197614991482
364,Titans,Cover 1,123,31.12,16,-3,44.12,0.3586991869918699,123,587,0.20954003407155025
365,Titans,Cover 2,56,20.599999999999998,4,0,24.600000000000005,0.4392857142857144,56,587,0.09540034071550256
366,Titans,Cover 3,166,47.480000000000025,8,-7,48.480000000000025,0.2920481927710845,166,587,0.282793867120954
367,Titans,Cover 4,108,25.28,0,-3,22.28,0.2062962962962963,108,587,0.1839863713798978
368,Titans,Cover 6,14,1.8400000000000003,0,-1,0.8400000000000003,0.06000000000000002,14,587,0.02385008517887564
369,Titans,Man Cover 2,45,8.600000000000001,8,-1,15.6,0.3466666666666667,45,587,0.07666098807495741
370,Titans,No Video,5,1.48,0,0,1.48,0.296,5,587,0.008517887563884156
371,Titans,Other,1,0.24,0,0,0.24,0.24,1,587,0.0017035775127768314
372,Titans,Prevent,11,4.92,0,0,4.92,0.44727272727272727,11,587,0.018739352640545145
373,Titans,Screen,37,8.840000000000002,0,-2,6.84,0.18486486486486486,37,587,0.06303236797274275
374,Titans,Tampa 2,8,2.6400000000000006,4,-1,5.640000000000001,0.7050000000000001,8,587,0.013628620102214651
375,Vikings,Combination,2,0.52,4,0,4.5200000000000005,2.2600000000000002,2,528,0.003787878787878788
376,Vikings,Cover 0,7,2.4000000000000004,4,-1,5.4,0.7714285714285715,7,528,0.013257575757575758
377,Vikings,Cover 1,131,31.75999999999999,16,-1,46.760000000000005,0.3569465648854962,131,528,0.2481060606060606
378,Vikings,Cover 2,69,21.359999999999992,4,-2,23.359999999999992,0.33855072463768104,69,528,0.13068181818181818
379,Vikings,Cover 3,129,36.679999999999986,20,-5,51.68,0.4006201550387597,129,528,0.24431818181818182
380,Vikings,Cover 4,76,25.76,16,-4,37.76000000000001,0.49684210526315803,76,528,0.14393939393939395
381,Vikings,Cover 6,20,5.52,0,-1,4.52,0.22599999999999998,20,528,0.03787878787878788
382,Vikings,Man Cover 2,25,5.56,4,0,9.559999999999999,0.38239999999999996,25,528,0.04734848484848485
383,Vikings,No Video,3,1.28,0,0,1.28,0.4266666666666667,3,528,0.005681818181818182
384,Vikings,Other,1,1.28,0,0,1.28,1.28,1,528,0.001893939393939394
385,Vikings,Prevent,17,7.5600000000000005,4,0,11.56,0.68,17,528,0.032196969696969696
386,Vikings,Screen,32,6.920000000000003,0,0,6.920000000000003,0.21625000000000008,32,528,0.06060606060606061
387,Vikings,Tampa 2,16,4.32,0,0,4.32,0.27,16,528,0.030303030303030304
